case,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,defense_days_pct,switch_count,latest_streak,latest_below_ma,latest_triggered
volume_plus_stirrer,last_5y,40,4,2021-04-19,2026-04-17,1211,34.689760829975945,19.933539401023864,1.6521511082003637,-16.357008894450765,2.1207887734135,342.46221224089356,-2.7760562355424696,-0.011840434232188946,1.014991823092636,14.285714285714285,109,0,False,False
volume_plus_stirrer,last_3y,40,4,2023-04-17,2026-04-17,727,32.58341004879011,20.467372826620018,1.5349598652438852,-16.357008894450775,1.9920151819348981,133.1048952829338,-2.1407390949203418,0.005885936677200609,1.014991823092661,16.368638239339752,70,0,False,False
volume_only,full,40,5,2015-04-03,2026-04-17,2684,28.12329930651225,18.287969135286414,1.4960454659431166,-16.287904487663663,1.726637047007037,1442.0849325201173,-4.582551671897981,-0.040057198179954234,3.7183091996877415,30.402384500745157,182,0,False,False
volume_only,last_5y,40,5,2021-04-19,2026-04-17,1211,31.4627852409878,18.825369180693677,1.604023776207687,-16.287904487663564,1.9316656273873456,291.9966009735099,-6.003031824530616,-0.05996776622486566,1.0840962298798367,29.31461601981833,97,0,False,False
volume_only,last_3y,40,5,2023-04-17,2026-04-17,727,33.43750272466395,19.55598773706032,1.6313330662466206,-16.287904487663585,2.0529039048570934,137.63995680917165,-1.2866464190464981,0.102259137679936,1.0840962298798509,32.18707015130674,58,0,False,False
volume_plus_stirrer,full,40,5,2015-04-03,2026-04-17,2684,31.32092515020759,19.49305381078507,1.5464033226833738,-16.78176043507372,1.866367075813283,1924.3704745801028,-1.3849258282026433,0.010300658560302933,3.2244532522776836,10.208643815201192,192,0,False,False
volume_plus_stirrer,last_5y,40,5,2021-04-19,2026-04-17,1211,35.02782308887995,20.029937895883513,1.6581930087719428,-16.123518049778383,2.1724677567723134,348.0359899013403,-2.4379939766384666,-0.005798533660609895,1.2484826677650176,12.303881090008257,91,0,False,False
volume_plus_stirrer,last_3y,40,5,2023-04-17,2026-04-17,727,32.85759387331713,20.492520874148745,1.5438268530073747,-16.12351804977843,2.0378675281582646,134.55440954149896,-1.8665552703933201,0.014752924440690096,1.248482667765007,14.718019257221457,62,0,False,False
volume_only,full,40,6,2015-04-03,2026-04-17,2684,29.040056502499546,18.53090587351756,1.5187589837585758,-16.94451335042325,1.7138324307067907,1568.3602686793859,-3.665794475910687,-0.017343680364495073,3.061700336928155,27.01192250372578,166,0,False,False
volume_only,last_5y,40,6,2021-04-19,2026-04-17,1211,31.485235492416507,19.07965877082384,1.5861050278732456,-16.94451335042312,1.8581374891849753,292.3310141594663,-5.980581573101908,-0.07788651455930706,0.4274873671202819,25.350949628406276,87,0,False,False
volume_only,last_3y,40,6,2023-04-17,2026-04-17,727,33.920726204627606,19.794493583482424,1.6330641252241096,-16.944513350423207,2.0018707827793945,140.23164194145528,-0.8034229390828429,0.10399019665742504,0.4274873671202286,28.198074277854197,52,0,False,False
volume_plus_stirrer,full,40,6,2015-04-03,2026-04-17,2684,31.212387316425172,19.586528927288953,1.535578930975645,-16.5380152984268,1.8873115517914831,1905.9768839094868,-1.4934636619850608,-0.000523733147425931,3.4681983889246055,8.941877794336811,170,0,False,False
volume_plus_stirrer,last_5y,40,6,2021-04-19,2026-04-17,1211,34.64765635475315,20.13609416800527,1.6359441196961377,-16.538015298426767,2.095031098323456,341.77191940342374,-2.8181607107652624,-0.028047422736414918,0.8339854191166332,10.817506193228736,77,0,False,False
volume_plus_stirrer,last_3y,40,6,2023-04-17,2026-04-17,727,32.76121459890249,20.59152886713056,1.533723132117178,-16.53801529842682,1.9809641004515761,134.04420302220643,-1.9629345448079576,0.004649203550493475,0.8339854191166154,13.342503438789546,58,0,False,False
volume_only,full,40,7,2015-04-03,2026-04-17,2684,29.460239774049835,18.671978816173674,1.526751205142416,-16.189112898064074,1.819756274451131,1629.3201788971803,-3.2456112043603973,-0.009351458980654925,3.8171007892873305,23.91952309985097,144,0,False,False
volume_only,last_5y,40,7,2021-04-19,2026-04-17,1211,31.96641064442922,19.240729392452693,1.594174840319799,-16.18911289806414,1.974562216330686,299.55350799099443,-5.499406421089194,-0.06981670211275359,1.1828878194792622,21.80016515276631,77,0,False,False
volume_only,last_3y,40,7,2023-04-17,2026-04-17,727,33.42701590234412,19.929807630876624,1.6040217647718134,-16.189112898064106,2.0647836674448863,137.58392022485003,-1.297133241366332,0.07494783620512879,1.1828878194793297,24.621733149931224,48,0,False,False
volume_plus_stirrer,full,40,7,2015-04-03,2026-04-17,2684,31.72355338314141,19.633719463959203,1.552905937670296,-16.646001891871897,1.9057761490842888,1993.9504924191003,-0.9822975952688218,0.016803273547225217,3.3602117954795077,7.7123695976155,140,0,False,False
volume_plus_stirrer,last_5y,40,7,2021-04-19,2026-04-17,1211,35.5393062821675,20.209954141344163,1.664678405273556,-16.646001891871887,2.135005541452033,356.5756528974616,-1.9265107833509134,0.0006868628410032773,0.725998825671514,9.331131296449216,61,0,False,False
volume_plus_stirrer,last_3y,40,7,2023-04-17,2026-04-17,727,32.96202155373329,20.646033864849738,1.5378429353311889,-16.64600189187184,1.9801764872938334,135.10805866012,-1.7621275899771618,0.008769006764504317,0.7259988256715957,11.416781292984869,46,0,False,False
volume_only,full,40,8,2015-04-03,2026-04-17,2684,30.053288325590977,18.894732703517626,1.5360465871980171,-16.25920701054312,1.8483858595381204,1718.8089631213597,-2.652562652819256,-5.607692505371631e-05,3.7470066768082866,21.236959761549926,122,0,False,False
volume_only,last_5y,40,8,2021-04-19,2026-04-17,1211,34.161422090783944,19.581069117058927,1.657452895860286,-15.042600884254686,2.2709784267786572,333.8624437249205,-3.304394974734471,-0.006538646572266549,2.329399833288715,18.662262592898433,61,0,False,False
volume_only,last_3y,40,8,2023-04-17,2026-04-17,727,34.1741135747474,20.162946461174787,1.6166307930866508,-15.042600884254654,2.271822129543969,141.59814134078172,-0.5500355689630467,0.08755686451996625,2.3293998332887824,21.320495185694636,38,0,False,False
volume_plus_stirrer,full,40,8,2015-04-03,2026-04-17,2684,31.441104464609836,19.68612896422349,1.5379828345933173,-16.751635130701125,1.8768976412927576,1944.9157511359022,-1.2647465138003966,0.0018801704702464672,3.25457855665028,6.855439642324888,128,0,False,False
volume_plus_stirrer,last_5y,40,8,2021-04-19,2026-04-17,1211,35.29402844233034,20.30487144374408,1.6485656564311215,-16.266748874142458,2.169703898142397,352.4644302600167,-2.1717886231880783,-0.015425886001431133,1.1052518434009428,8.175061932287365,53,0,False,False
volume_plus_stirrer,last_3y,40,8,2023-04-17,2026-04-17,727,32.31274616476123,20.78067232651314,1.5046975203492146,-16.2667488741425,1.9864292745138104,131.67985989981617,-2.4114029789492193,-0.024376408217470003,1.1052518434009357,9.903713892709765,40,0,False,False
volume_only,full,40,9,2015-04-03,2026-04-17,2684,30.443329725712754,19.010764330598874,1.5441667869083515,-16.427021834728105,1.8532470481869694,1779.938967790596,-2.2625212526974785,0.00806412278528068,3.5791918526232998,18.964232488822653,112,0,False,False
volume_only,last_5y,40,9,2021-04-19,2026-04-17,1211,35.00975288118231,19.73599206266167,1.6792036108542379,-16.427021834728105,2.1312294604228716,347.7366453699902,-2.456064184336107,0.01521206842168521,0.9449788828152954,16.184971098265898,55,0,False,False
volume_only,last_3y,40,9,2023-04-17,2026-04-17,727,34.47874123687977,20.320330454149573,1.6172873535970946,-16.427021834728095,2.09890396346761,143.2478243582064,-0.24540790683067826,0.08821342503041008,0.9449788828153416,18.707015130674005,36,0,False,False
volume_plus_stirrer,full,40,9,2015-04-03,2026-04-17,2684,31.527692393281438,19.736022296215676,1.5380522325048107,-17.0569705641477,1.8483758457993684,1959.8357366745802,-1.178158585128795,0.0019495683817398746,2.949243123203704,6.073025335320417,116,0,False,False
volume_plus_stirrer,last_5y,40,9,2021-04-19,2026-04-17,1211,35.662828983833975,20.367011018572086,1.6580568114437109,-15.514287615322363,2.2987087688520305,358.6573581782908,-1.8029880816844397,-0.005934730988841785,1.8577131022210374,7.101568951279933,45,0,False,False
volume_plus_stirrer,last_3y,40,9,2023-04-17,2026-04-17,727,32.90367640845695,20.872554054331,1.5212120159639062,-15.514287615322342,2.1208628603713886,134.79862018742733,-1.820472735253496,-0.007861912602778354,1.8577131022210942,8.528198074277855,34,0,False,False
volume_only,full,40,10,2015-04-03,2026-04-17,2684,30.8767589633147,19.18872201059782,1.5495398779381684,-16.452261999547346,1.876748556773787,1850.0563708518055,-1.829092015095533,0.013437213815097548,3.5539516878040587,16.87779433681073,90,0,False,False
volume_only,last_5y,40,10,2021-04-19,2026-04-17,1211,36.81634492223442,19.954839826949303,1.732243976340115,-15.881412845850418,2.3182033789804786,378.4662263668791,-0.6494721432839938,0.0682524339075623,1.4905878716929823,13.955408753096615,45,0,False,False
volume_only,last_3y,40,10,2023-04-17,2026-04-17,727,34.91822177883704,20.405089693962605,1.6280622759861658,-15.881412845850429,2.1986848473598264,145.640998547183,0.194072635126588,0.09898834741948126,1.4905878716930072,16.23108665749656,32,0,False,False
volume_plus_stirrer,full,40,10,2015-04-03,2026-04-17,2684,31.739333246625435,19.79820682787372,1.5422646592099019,-17.401973972765706,1.8238926972479022,1996.7212445440346,-0.9665177317847977,0.006161995086831018,2.604239714585699,5.365126676602086,102,0,False,False
volume_plus_stirrer,last_5y,40,10,2021-04-19,2026-04-17,1211,36.4073789791697,20.435849583354482,1.6810161866568176,-15.55437279257541,2.3406523338921184,371.366482139826,-1.0584380863487155,0.017024644224264973,1.81762792496799,6.193228736581338,39,0,False,False
volume_plus_stirrer,last_3y,40,10,2023-04-17,2026-04-17,727,33.238550011084776,20.921636918142955,1.5306556717776252,-15.554372792575478,2.136926409977163,136.57834962553127,-1.4855991326256728,0.0015817432109406226,1.817627924967958,7.290233837689134,30,0,False,False
volume_only,full,40,11,2015-04-03,2026-04-17,2684,31.172819521965202,19.301567287286154,1.5537482279213244,-16.088730733431667,1.937556171363442,1899.3093389217076,-1.5330314564450305,0.01764556379825355,3.9174829539197376,15.201192250372578,80,0,False,False
volume_only,last_5y,40,11,2021-04-19,2026-04-17,1211,36.55757816272131,20.083504493146755,1.7126293775586607,-15.982572744110913,2.2873400139030595,373.96411608464126,-0.9082389027971018,0.04863783512610809,1.389427973432488,12.138728323699421,39,0,False,False
volume_only,last_3y,40,11,2023-04-17,2026-04-17,727,34.83222167018907,20.514361169556185,1.6172489622714434,-15.982572744110913,2.179387651029067,145.17145851954848,0.10807252647862242,0.08817503370475888,1.3894279734325234,14.030261348005501,28,0,False,False
volume_plus_stirrer,full,40,11,2015-04-03,2026-04-17,2684,32.44166461353186,19.852205967959115,1.5663911618872364,-17.401973972765717,1.8642519902801504,2123.471930805845,-0.2641863648783698,0.030288497764165534,2.604239714585688,4.843517138599106,90,0,False,False
volume_plus_stirrer,last_5y,40,11,2021-04-19,2026-04-17,1211,36.84972887011673,20.474624075046087,1.6946711452618497,-15.9825727441109,2.3056193430244045,379.0495334105469,-0.6160881954016872,0.030679602829297048,1.3894279734325004,5.450041288191578,35,0,False,False
volume_plus_stirrer,last_3y,40,11,2023-04-17,2026-04-17,727,33.52766002731558,20.967879286760386,1.5385038021825677,-15.982572744110946,2.097763643195018,138.12207808584373,-1.196489116394872,0.0094298736158831,1.3894279734324897,6.189821182943604,28,0,False,False
volume_only,full,40,12,2015-04-03,2026-04-17,2684,31.057836288132677,19.334951537215993,1.54669311734201,-16.054620925462658,1.9345107201425662,1880.047803182896,-1.6480146902775559,0.010590453218939144,3.9515927618887474,13.710879284649776,74,0,False,False
volume_only,last_5y,40,12,2021-04-19,2026-04-17,1211,36.26003502823734,20.123327843024793,1.6983599796718345,-15.707665516652868,2.308429281855752,368.8293039495469,-1.2057820372810752,0.034368437239281846,1.664335200890532,10.569777043765482,37,0,False,False
volume_only,last_3y,40,12,2023-04-17,2026-04-17,727,34.782859310790684,20.558918515529122,1.6123337519082395,-15.707665516652902,2.2143875723553386,144.9022223525136,0.058710167080235465,0.0832598233415549,1.6643352008905339,12.104539202200826,26,0,False,False
volume_plus_stirrer,full,40,12,2015-04-03,2026-04-17,2684,32.45011457181577,19.858869019367546,1.5662653846667487,-17.462105980216492,1.8583162081698381,2125.0384328728674,-0.2557364065944654,0.030162720543677857,2.5441077071349127,4.359165424739196,82,0,False,False
volume_plus_stirrer,last_5y,40,12,2021-04-19,2026-04-17,1211,36.78198377815023,20.48501296536815,1.691399984776141,-15.707665516652913,2.341658201160115,377.86643843926066,-0.6838332873681878,0.027408442343588302,1.6643352008904877,4.706853839801816,31,0,False,False
volume_plus_stirrer,last_3y,40,12,2023-04-17,2026-04-17,727,33.55814688828338,20.98110039736809,1.5387989854199307,-15.707665516652913,2.136418480053945,138.28525572784156,-1.1660022554270668,0.009725056853246095,1.6643352008905232,5.089408528198074,24,0,False,False
volume_only,full,40,13,2015-04-03,2026-04-17,2684,31.944595427954493,19.440278503083658,1.5753418066303833,-16.28858591516229,1.9611644371300978,2033.0678358529208,-0.7612555504557399,0.03923914250731242,3.7176277721891147,12.332339791356185,72,0,False,False
volume_only,last_5y,40,13,2021-04-19,2026-04-17,1211,36.435239778661895,20.209969449239175,1.6985521838510491,-15.707665516652947,2.319583374119725,371.84746117956945,-1.03057728685652,0.03456064141849646,1.664335200890454,9.083402146985962,37,0,False,False
volume_only,last_3y,40,13,2023-04-17,2026-04-17,727,34.71380504517603,20.643324417176924,1.60398549348431,-15.707665516652924,2.209991357937512,144.52591188323862,-0.010344098534417867,0.07491156491762552,1.6643352008905126,10.31636863823934,26,0,False,False
volume_plus_stirrer,full,40,13,2015-04-03,2026-04-17,2684,32.42891869309883,19.876830075507005,1.5641940467372981,-17.462105980216535,1.8571023867246454,2121.110915843986,-0.27693228531140335,0.028091382614227278,2.54410770713487,3.9865871833084947,82,0,False,False
volume_plus_stirrer,last_5y,40,13,2021-04-19,2026-04-17,1211,36.56173651908525,20.50522131652833,1.6817592449407825,-15.707665516652858,2.3276365593807338,374.03619568658286,-0.904080546433164,0.0177677025082299,1.6643352008905428,4.046242774566474,31,0,False,False
volume_plus_stirrer,last_3y,40,13,2023-04-17,2026-04-17,727,33.63407712010606,20.98895584393085,1.541121884014402,-15.707665516652868,2.141252440373655,138.69198816280095,-1.0900720236043853,0.012047955447717529,1.6643352008905676,4.126547455295736,24,0,False,False
volume_only,full,40,14,2015-04-03,2026-04-17,2684,32.58929726524793,19.525670868799637,1.595204294476646,-16.463923980473417,1.9794368161502425,2150.9857629718417,-0.116553713162304,0.059101630353575185,3.5422897068779875,10.991058122205663,68,0,False,False
volume_only,last_5y,40,14,2021-04-19,2026-04-17,1211,36.986237123757526,20.3042882525792,1.7122582161749864,-15.707665516652902,2.3546616194841667,381.44061880701406,-0.47957994176088903,0.04826667374243376,1.6643352008904984,7.597027250206441,35,0,False,False
volume_only,last_3y,40,14,2023-04-17,2026-04-17,727,35.25148341913196,20.73575177840227,1.6177658946831572,-15.707665516652924,2.2442216751915876,147.46619064340524,0.5273342754215093,0.08869196611647268,1.6643352008905126,8.528198074277855,26,0,False,False
volume_plus_stirrer,full,40,14,2015-04-03,2026-04-17,2684,32.46778662992404,19.914266487549686,1.5631572920109076,-17.462105980216514,1.859328231469219,2128.317826023732,-0.23806434848619062,0.027054627887836746,2.5441077071348914,3.502235469448584,76,0,False,False
volume_plus_stirrer,last_5y,40,14,2021-04-19,2026-04-17,1211,36.48542348317241,20.575016235410885,1.6739260395889575,-15.707665516652868,2.3227782285338003,372.7148051900719,-0.9803935823460037,0.00993449715640482,1.664335200890532,3.137902559867878,25,0,False,False
volume_plus_stirrer,last_3y,40,14,2023-04-17,2026-04-17,727,33.460332243569994,21.059696508816895,1.5302205287599697,-15.707665516652881,2.1301912883296485,137.76197735800469,-1.263816900140455,0.0011466001932851633,1.6643352008905552,2.8885832187070153,20,0,False,False
volume_only,full,40,15,2015-04-03,2026-04-17,2684,33.55304862492026,19.762880145539068,1.6163570517449162,-16.481552363286756,2.035794194948582,2338.339488858652,0.8471976465100255,0.08025438762184534,3.524661324064649,9.724292101341282,60,0,False,False
volume_only,last_5y,40,15,2021-04-19,2026-04-17,1211,38.79919303377666,20.67801447406431,1.7509983679508816,-15.707665516652913,2.470080165167932,414.1118082117986,1.3333759682582453,0.08700682551832895,1.6643352008904877,6.193228736581338,29,0,False,False
volume_only,last_3y,40,15,2023-04-17,2026-04-17,727,38.335507976752496,21.33531913526782,1.6879801394980252,-15.707665516652892,2.440560498064471,164.78749522595382,3.611358833042047,0.1589062109313406,1.6643352008905445,6.740027510316368,22,0,False,False
volume_plus_stirrer,full,40,15,2015-04-03,2026-04-17,2684,32.72572851935771,20.103762132674078,1.5602709626227882,-17.462105980216514,1.8740997538575208,2176.6869226949343,0.01987754094747629,0.024168298499717356,2.5441077071348914,3.055141579731744,68,0,False,False
volume_plus_stirrer,last_5y,40,15,2021-04-19,2026-04-17,1211,37.64352749790447,20.93152490575725,1.6907768837748298,-15.707665516652913,2.3965068175150313,393.08774851804475,0.177710432386057,0.02678534134227717,1.6643352008904877,2.3947151114781176,21,0,False,False
volume_plus_stirrer,last_3y,40,15,2023-04-17,2026-04-17,727,35.599322539854384,21.62969078696674,1.5717870199180017,-15.707665516652892,2.2663662211366056,149.38084070524806,0.8751733961439356,0.04271309135131718,1.6643352008905445,1.7881705639614855,16,0,False,False
volume_only,full,40,16,2015-04-03,2026-04-17,2684,33.7039352020716,19.80134753451828,1.619518855047823,-16.23467587344677,2.07604607968782,2368.9228732824818,0.9980842236613654,0.08341619092475216,3.7715378139046365,8.60655737704918,50,0,False,False
volume_only,last_5y,40,16,2021-04-19,2026-04-17,1211,38.719977064690255,20.72945043988114,1.744300568197479,-15.707665516652868,2.4650370243522386,412.6482061056051,1.25415999917184,0.08030902576492638,1.664335200890532,5.037159372419488,23,0,False,False
volume_only,last_3y,40,16,2023-04-17,2026-04-17,727,38.28692401514184,21.361088925819054,1.6844883752642212,-15.707665516652902,2.4374674883769925,164.50854644380385,3.562774871431394,0.15541444669753668,1.6643352008905339,5.226960110041266,16,0,False,False
volume_plus_stirrer,full,40,16,2015-04-03,2026-04-17,2684,32.761116008688184,20.109402952697724,1.5612654031408562,-17.462105980216492,1.8761262842983855,2183.3967221909124,0.055265030277951155,0.02516273901778532,2.5441077071349127,2.7570789865871834,62,0,False,False
volume_plus_stirrer,last_5y,40,16,2021-04-19,2026-04-17,1211,37.7257470182178,20.94305886097326,1.6929281763137987,-15.707665516652881,2.4017411739651506,394.5603865312819,0.25992995269938746,0.02893663388124601,1.6643352008905197,1.8166804293971925,15,0,False,False
volume_plus_stirrer,last_3y,40,16,2023-04-17,2026-04-17,727,35.86005722199486,21.64590427850627,1.5800146580659684,-15.707665516652892,2.282965421180944,150.8224905561291,1.1359080782844089,0.050940729499283854,1.6643352008905445,0.9628610729023385,10,0,False,False
volume_only,full,40,17,2015-04-03,2026-04-17,2684,33.38771427259064,19.877404337786633,1.6017297771513581,-17.130679401564286,1.9490011744392255,2305.2235747998348,0.6818632941804097,0.06562711302828728,2.8755342857871184,7.675111773472429,42,0,False,False
volume_only,last_5y,40,17,2021-04-19,2026-04-17,1211,37.7835144947396,20.823988605617245,1.7034973093051635,-16.648856122273138,2.2694360631894788,395.5971649652679,0.3176974292211838,0.03950576687261087,0.7231445952702629,4.128819157720892,19,0,False,False
volume_only,last_3y,40,17,2023-04-17,2026-04-17,727,36.848649006334135,21.51165754254975,1.623610827898873,-16.648856122273237,2.2132841280931688,156.33906421592144,2.1244998626236864,0.09453689933218845,0.7231445952701989,4.126547455295736,12,0,False,False
volume_plus_stirrer,full,40,17,2015-04-03,2026-04-17,2684,32.412142277658916,20.153293744900868,1.5447615779542472,-17.462105980216457,1.8561416540696738,2118.006779836892,-0.29370870075131705,0.00865891383117634,2.5441077071349483,2.496274217585693,54,0,False,False
volume_plus_stirrer,last_5y,40,17,2021-04-19,2026-04-17,1211,37.21487551314302,21.024504702084847,1.668810283523772,-16.309437772157654,2.2818000248097876,385.4668345935903,-0.2509415523753944,0.00481874109121927,1.0625629453857464,1.4037985136251032,7,0,False,False
volume_plus_stirrer,last_3y,40,17,2023-04-17,2026-04-17,727,35.082838080651136,21.774795559122108,1.5445389635586502,-16.30943777215763,2.15107587218869,146.54143564709852,0.3586889369406876,0.01546503499196561,1.0625629453858068,0.41265474552957354,4,0,False,False
volume_only,full,40,18,2015-04-03,2026-04-17,2684,33.67788177944,19.973176266972036,1.606277763795141,-17.623875657495525,1.910923705655891,2363.6172833961464,0.9720308010297671,0.07017509967207025,2.3823380298558803,6.892697466467958,36,0,False,False
volume_only,last_5y,40,18,2021-04-19,2026-04-17,1211,38.2377856882238,20.89932440130807,1.714502737507551,-17.372000717543457,2.2011158248231375,403.81089970518724,0.771968622705387,0.05051119507499835,-5.684341886080802e-14,3.3856317093311312,13,0,False,False
volume_only,last_3y,40,18,2023-04-17,2026-04-17,727,36.66552323577448,21.598812441913413,1.6114826475692123,-17.372000717543447,2.1106102763826793,155.3111364677683,1.9413740920640308,0.08240871900252777,-1.0658141036401503e-14,3.3012379642365883,8,0,False,False
volume_plus_stirrer,full,40,18,2015-04-03,2026-04-17,2684,32.56834103912127,20.21896847510212,1.5464332142830397,-17.462105980216524,1.8650866668670532,2147.0614545408334,-0.13750993928896094,0.010330550159968865,2.5441077071348808,2.272727272727273,50,0,False,False
volume_plus_stirrer,last_5y,40,18,2021-04-19,2026-04-17,1211,36.954775769201675,21.053315583369297,1.6574418774712367,-17.372000717543468,2.1272607784250286,380.8886956209661,-0.5110412963167406,-0.006549664961315926,-6.750155989720952e-14,1.2386457473162675,5,0,False,False
volume_plus_stirrer,last_3y,40,18,2023-04-17,2026-04-17,727,34.65696554719635,21.82105354083973,1.5266643404711018,-17.372000717543436,1.9949898754147168,144.21645508308606,-0.06718359651409855,-0.002409588095582782,0.0,0.1375515818431912,2,0,False,False
