case,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,defense_days_pct,switch_count
volume_only,last_3y,77,16,2023-04-17,2026-04-17,727,36.19200970209402,20.95058197586767,1.6374844428038813,-15.707665516652892,2.3040985730008137,152.6659432214395,1.4678605583835704,0.10841051423719672,1.6643352008905445,12.242090784044017,22
volume_plus_stirrer,last_5y,77,16,2021-04-19,2026-04-17,1211,36.999106200936914,20.748950606293874,1.6802972882485712,-15.707665516652892,2.3554809059125525,381.66652559495003,-0.4667108645815006,0.016305745816018513,1.664335200890509,4.624277456647398,43
volume_plus_stirrer,last_3y,77,16,2023-04-17,2026-04-17,727,35.495120413624726,21.61660322271228,1.5689309283203314,-15.707665516652936,2.2597323820012303,148.80623678848573,0.770971269914277,0.03985699975364687,1.6643352008905001,3.851444291609354,24
volume_only,last_5y,78,16,2021-04-19,2026-04-17,1211,35.7530441996837,20.013046259868908,1.6870759875485832,-15.707665516652947,2.276152631451125,360.18252944993617,-1.7127728658347152,0.023084445116030583,1.664335200890454,12.056151940545003,33
volume_only,last_3y,78,16,2023-04-17,2026-04-17,727,36.44215916891385,20.955741772573134,1.6462530261199855,-15.707665516652902,2.3200238845345105,154.06106688561167,1.718010025203398,0.11717909755330091,1.6643352008905339,12.104539202200826,20
volume_plus_stirrer,last_5y,78,16,2021-04-19,2026-04-17,1211,37.150250693389374,20.75206524133229,1.6856052286274166,-15.707665516652936,2.365103245546161,384.32610194912513,-0.31556637212904093,0.021613686194863924,1.6643352008904646,4.541701073492981,41
volume_plus_stirrer,last_3y,78,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,79,16,2021-04-19,2026-04-17,1211,35.497654257634494,20.002573508188224,1.6780590626310357,-15.707665516652892,2.2598936945786585,355.8754051769269,-1.968162807883921,0.014067520198483008,1.664335200890509,12.551610239471511,35
volume_only,last_3y,79,16,2023-04-17,2026-04-17,727,36.01524007021932,20.939111992273894,1.6318067768894386,-15.707665516652913,2.2928448554011274,151.68315699555546,1.291090926508872,0.10273284832275409,1.6643352008905232,12.929848693259974,22
volume_plus_stirrer,last_5y,79,16,2021-04-19,2026-04-17,1211,36.85497400355353,20.744811315845364,1.6753112793594847,-15.707665516652913,2.34630499131018,379.14123162316554,-0.6108430619648857,0.011319736926932,1.6643352008904877,4.789430222956235,45
volume_plus_stirrer,last_3y,79,16,2023-04-17,2026-04-17,727,35.257966979283694,21.609947612095727,1.5609050721077018,-15.707665516652913,2.2446344392745052,147.5017888841434,0.5338178355732452,0.03183114354101724,1.6643352008905232,4.126547455295736,26
volume_only,last_5y,80,16,2021-04-19,2026-04-17,1211,35.92994223391695,20.01284166216123,1.6938619880924581,-15.707665516652902,2.2874145235537933,363.1849274963365,-1.5358748316014683,0.029870445659905487,1.6643352008904984,12.056151940545003,35
volume_only,last_3y,80,16,2023-04-17,2026-04-17,727,36.73818129777313,20.95538273946773,1.6570491453298373,-15.707665516652913,2.3388695957922034,155.7186536084174,2.014032154062683,0.1279752167631527,1.6643352008905232,12.104539202200826,22
volume_plus_stirrer,last_5y,80,16,2021-04-19,2026-04-17,1211,37.150250693389374,20.75206524133229,1.6856052286274166,-15.707665516652936,2.365103245546161,384.32610194912513,-0.31556637212904093,0.021613686194863924,1.6643352008904646,4.541701073492981,41
volume_plus_stirrer,last_3y,80,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
