case,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,defense_days_pct,switch_count
volume_plus_stirrer,last_3y,23,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,24,16,2021-04-19,2026-04-17,1211,37.837417715795226,20.756002172370213,1.7103422086619617,-15.707665516652936,2.4088504861324425,396.56615690703524,0.371600650276811,0.04635066622940909,1.6643352008904646,3.2204789430222958,17
volume_only,last_3y,24,16,2023-04-17,2026-04-17,727,37.94965785193667,21.500230851143133,1.6631774225822975,-15.707665516652913,2.4159960505718243,162.57750450546266,3.225508708226222,0.13410349401561295,1.6643352008905232,3.3012379642365883,10
volume_plus_stirrer,last_5y,24,16,2021-04-19,2026-04-17,1211,37.74093068450133,21.019486513996966,1.6880435833418743,-15.707665516652868,2.402707814505558,394.83272629765116,0.275113618982914,0.02405204090932167,1.664335200890532,0.990916597853014,11
volume_plus_stirrer,last_3y,24,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,25,16,2021-04-19,2026-04-17,1211,37.08721124059024,20.695016528325226,1.6873345307384624,-15.707665516652847,2.3610899532633525,383.21542005582313,-0.3786058249281723,0.02334298830590975,1.6643352008905534,3.8810900082576385,17
volume_only,last_3y,25,16,2023-04-17,2026-04-17,727,37.94965785193667,21.500230851143133,1.6631774225822975,-15.707665516652913,2.4159960505718243,162.57750450546266,3.225508708226222,0.13410349401561295,1.6643352008905232,3.3012379642365883,10
volume_plus_stirrer,last_5y,25,16,2021-04-19,2026-04-17,1211,37.74093068450133,21.019486513996966,1.6880435833418743,-15.707665516652868,2.402707814505558,394.83272629765116,0.275113618982914,0.02405204090932167,1.664335200890532,0.990916597853014,11
volume_plus_stirrer,last_3y,25,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,26,16,2021-04-19,2026-04-17,1211,37.0973933431183,20.693092711234968,1.6878456248671436,-15.707665516652947,2.3617381783300897,383.394678793177,-0.36842372240011656,0.023854082434590973,1.664335200890454,4.046242774566474,19
volume_only,last_3y,26,16,2023-04-17,2026-04-17,727,37.96671027679728,21.49714259431824,1.66398433242641,-15.707665516652824,2.417081662233388,162.6749130523799,3.2425611330868307,0.13491040385972553,1.664335200890612,3.576341127922971,12
volume_plus_stirrer,last_5y,26,16,2021-04-19,2026-04-17,1211,37.74093068450133,21.019486513996966,1.6880435833418743,-15.707665516652868,2.402707814505558,394.83272629765116,0.275113618982914,0.02405204090932167,1.664335200890532,0.990916597853014,11
volume_plus_stirrer,last_3y,26,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,27,16,2021-04-19,2026-04-17,1211,37.0973933431183,20.693092711234968,1.6878456248671436,-15.707665516652947,2.3617381783300897,383.394678793177,-0.36842372240011656,0.023854082434590973,1.664335200890454,4.046242774566474,19
volume_only,last_3y,27,16,2023-04-17,2026-04-17,727,37.96671027679728,21.49714259431824,1.66398433242641,-15.707665516652824,2.417081662233388,162.6749130523799,3.2425611330868307,0.13491040385972553,1.664335200890612,3.576341127922971,12
volume_plus_stirrer,last_5y,27,16,2021-04-19,2026-04-17,1211,37.74093068450133,21.019486513996966,1.6880435833418743,-15.707665516652868,2.402707814505558,394.83272629765116,0.275113618982914,0.02405204090932167,1.664335200890532,0.990916597853014,11
volume_plus_stirrer,last_3y,27,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,28,16,2021-04-19,2026-04-17,1211,37.122216655383845,20.698213470997814,1.6883900730754076,-15.707665516652881,2.363318509426355,383.8319229708688,-0.3436004101345702,0.02439853064285491,1.6643352008905197,4.293971924029727,19
volume_only,last_3y,28,16,2023-04-17,2026-04-17,727,37.7192885430057,21.495606169616927,1.6553919694466597,-15.707665516652847,2.401330006869367,161.26392568665406,2.9951393992952546,0.1263180408799751,1.664335200890589,4.126547455295736,12
volume_plus_stirrer,last_5y,28,16,2021-04-19,2026-04-17,1211,37.74093068450133,21.019486513996966,1.6880435833418743,-15.707665516652868,2.402707814505558,394.83272629765116,0.275113618982914,0.02405204090932167,1.664335200890532,0.990916597853014,11
volume_plus_stirrer,last_3y,28,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,29,16,2021-04-19,2026-04-17,1211,38.571715295734464,20.904437218008777,1.7261096392651856,-15.707665516652902,2.455598208075008,409.91786243526246,1.1058982302160487,0.06211809683263292,1.6643352008904984,3.5507844756399667,17
volume_only,last_3y,29,16,2023-04-17,2026-04-17,727,37.7192885430057,21.495606169616927,1.6553919694466597,-15.707665516652847,2.401330006869367,161.26392568665406,2.9951393992952546,0.1263180408799751,1.664335200890589,4.126547455295736,12
volume_plus_stirrer,last_5y,29,16,2021-04-19,2026-04-17,1211,37.980166639677584,21.097563251988475,1.6911408895730506,-15.707665516652858,2.417938337139405,399.13960607545,0.5143495741591693,0.027149347140497992,1.6643352008905428,0.6606110652353426,9
volume_plus_stirrer,last_3y,29,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,30,16,2021-04-19,2026-04-17,1211,38.571715295734464,20.904437218008777,1.7261096392651856,-15.707665516652902,2.455598208075008,409.91786243526246,1.1058982302160487,0.06211809683263292,1.6643352008904984,3.5507844756399667,17
volume_only,last_3y,30,16,2023-04-17,2026-04-17,727,37.7192885430057,21.495606169616927,1.6553919694466597,-15.707665516652847,2.401330006869367,161.26392568665406,2.9951393992952546,0.1263180408799751,1.664335200890589,4.126547455295736,12
volume_plus_stirrer,last_5y,30,16,2021-04-19,2026-04-17,1211,37.980166639677584,21.097563251988475,1.6911408895730506,-15.707665516652858,2.417938337139405,399.13960607545,0.5143495741591693,0.027149347140497992,1.6643352008905428,0.6606110652353426,9
volume_plus_stirrer,last_3y,30,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,31,16,2021-04-19,2026-04-17,1211,39.17958411140929,20.832787675622967,1.753169506122205,-15.707665516652913,2.494297072335286,421.1865784305434,1.7137670458908758,0.08917796368965236,1.6643352008904877,3.633360858794385,17
volume_only,last_3y,31,16,2023-04-17,2026-04-17,727,38.72616519372352,21.379407238325737,1.69867569515406,-15.707665516652892,2.4654309803494963,167.03761826591452,4.002016050013069,0.16960176658737547,1.6643352008905445,4.264099037138927,12
volume_plus_stirrer,last_5y,31,16,2021-04-19,2026-04-17,1211,37.980166639677584,21.097563251988475,1.6911408895730506,-15.707665516652858,2.417938337139405,399.13960607545,0.5143495741591693,0.027149347140497992,1.6643352008905428,0.6606110652353426,9
volume_plus_stirrer,last_3y,31,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,32,16,2021-04-19,2026-04-17,1211,39.4638729312399,20.817983479028307,1.7644670449997681,-15.707665516652936,2.512395803781353,426.5246393651096,1.9980558657214829,0.10047550256721549,1.6643352008904646,4.128819157720892,17
volume_only,last_3y,32,16,2023-04-17,2026-04-17,727,38.72616519372352,21.379407238325737,1.69867569515406,-15.707665516652892,2.4654309803494963,167.03761826591452,4.002016050013069,0.16960176658737547,1.6643352008905445,4.264099037138927,12
volume_plus_stirrer,last_5y,32,16,2021-04-19,2026-04-17,1211,38.272926727475934,21.08319051069864,1.7026101491790406,-15.707665516652947,2.436576376476807,404.4507972772537,0.8071096619575187,0.03861860674648798,1.664335200890454,1.0734929810074318,11
volume_plus_stirrer,last_3y,32,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,33,16,2021-04-19,2026-04-17,1211,39.49346944382675,20.811889050952466,1.7659837421089537,-15.707665516652902,2.514280012007939,427.08287322143485,2.027652378308332,0.10199219967640105,1.6643352008904984,4.293971924029727,19
volume_only,last_3y,33,16,2023-04-17,2026-04-17,727,38.72616519372352,21.379407238325737,1.69867569515406,-15.707665516652892,2.4654309803494963,167.03761826591452,4.002016050013069,0.16960176658737547,1.6643352008905445,4.264099037138927,12
volume_plus_stirrer,last_5y,33,16,2021-04-19,2026-04-17,1211,38.30227050181898,21.07717604608539,1.704083411198907,-15.707665516652892,2.438444494582077,404.9856279249307,0.836453436300566,0.04009186876635429,1.664335200890509,1.2386457473162675,13
volume_plus_stirrer,last_3y,33,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,34,16,2021-04-19,2026-04-17,1211,39.49346944382675,20.811889050952466,1.7659837421089537,-15.707665516652902,2.514280012007939,427.08287322143485,2.027652378308332,0.10199219967640105,1.6643352008904984,4.293971924029727,19
volume_only,last_3y,34,16,2023-04-17,2026-04-17,727,38.72616519372352,21.379407238325737,1.69867569515406,-15.707665516652892,2.4654309803494963,167.03761826591452,4.002016050013069,0.16960176658737547,1.6643352008905445,4.264099037138927,12
volume_plus_stirrer,last_5y,34,16,2021-04-19,2026-04-17,1211,38.30227050181898,21.07717604608539,1.704083411198907,-15.707665516652892,2.438444494582077,404.9856279249307,0.836453436300566,0.04009186876635429,1.664335200890509,1.2386457473162675,13
volume_plus_stirrer,last_3y,34,16,2023-04-17,2026-04-17,727,36.11803399734459,21.65630142538224,1.5884816625601275,-15.707665516652858,2.2993890440978126,152.25434970883322,1.393884853634141,0.0594077339934429,1.6643352008905783,0.8253094910591471,6
volume_only,last_5y,35,16,2021-04-19,2026-04-17,1211,39.44981964146426,20.821226357950696,1.763721247360452,-15.707665516652858,2.511501126608571,426.2597392184309,1.9840025759458442,0.09972970492789934,1.6643352008905428,3.963666391412056,17
volume_only,last_3y,35,16,2023-04-17,2026-04-17,727,38.70290172846722,21.384668596057043,1.6974938923180827,-15.707665516652902,2.4639499540804013,166.9032687997006,3.9787525847567693,0.16841996375139812,1.6643352008905339,3.988995873452544,12
volume_plus_stirrer,last_5y,35,16,2021-04-19,2026-04-17,1211,38.3370291750355,21.08482033703846,1.7047826291138908,-15.707665516652957,2.440657342390652,405.61973919072045,0.8712121095170815,0.04079108668133813,1.6643352008904433,0.990916597853014,11
volume_plus_stirrer,last_3y,35,16,2023-04-17,2026-04-17,727,36.22306905129662,21.658967825636147,1.592022402348382,-15.707665516652902,2.3060759100640236,152.8388877526234,1.4989199075861706,0.06294847378169743,1.6643352008905339,0.6877579092159559,6
volume_only,last_5y,36,16,2021-04-19,2026-04-17,1211,39.563363769105344,20.88140473204882,1.7632951884888421,-15.707665516652892,2.5187297072987205,428.4030621852515,2.0975467035869286,0.0993036460562895,1.664335200890509,3.4682080924855487,17
volume_only,last_3y,36,16,2023-04-17,2026-04-17,727,38.70290172846722,21.384668596057043,1.6974938923180827,-15.707665516652902,2.4639499540804013,166.9032687997006,3.9787525847567693,0.16841996375139812,1.6643352008905339,3.988995873452544,12
volume_plus_stirrer,last_5y,36,16,2021-04-19,2026-04-17,1211,38.3370291750355,21.08482033703846,1.7047826291138908,-15.707665516652957,2.440657342390652,405.61973919072045,0.8712121095170815,0.04079108668133813,1.6643352008904433,0.990916597853014,11
volume_plus_stirrer,last_3y,36,16,2023-04-17,2026-04-17,727,36.22306905129662,21.658967825636147,1.592022402348382,-15.707665516652902,2.3060759100640236,152.8388877526234,1.4989199075861706,0.06294847378169743,1.6643352008905339,0.6877579092159559,6
volume_only,last_5y,37,16,2021-04-19,2026-04-17,1211,39.61042533470718,20.840469068910078,1.7680278321424967,-15.707665516652924,2.521725796408962,429.29346663088035,2.1446082691887653,0.10403628970994405,1.664335200890477,3.963666391412056,21
volume_only,last_3y,37,16,2023-04-17,2026-04-17,727,38.31465184658034,21.372964613528104,1.6846471271462584,-15.707665516652936,2.4392327304117822,164.66772403716968,3.590502702869891,0.15557319857957386,1.6643352008905001,4.126547455295736,14
volume_plus_stirrer,last_5y,37,16,2021-04-19,2026-04-17,1211,38.58190055165802,21.04668271531095,1.7162298872997985,-15.70766551665297,2.456246633896948,410.10505816283194,1.1160834861396083,0.05223834486724588,1.6643352008904309,1.3212221304706853,13
volume_plus_stirrer,last_3y,37,16,2023-04-17,2026-04-17,727,35.84176058687116,21.64731384342915,1.5792777497083497,-15.707665516652936,2.2818005991324735,150.72114429514727,1.1176114431607118,0.050203821141665106,1.6643352008905001,0.8253094910591471,8
volume_only,last_5y,38,16,2021-04-19,2026-04-17,1211,39.61042533470718,20.840469068910078,1.7680278321424967,-15.707665516652924,2.521725796408962,429.29346663088035,2.1446082691887653,0.10403628970994405,1.664335200890477,3.963666391412056,21
volume_only,last_3y,38,16,2023-04-17,2026-04-17,727,38.31465184658034,21.372964613528104,1.6846471271462584,-15.707665516652936,2.4392327304117822,164.66772403716968,3.590502702869891,0.15557319857957386,1.6643352008905001,4.126547455295736,14
volume_plus_stirrer,last_5y,38,16,2021-04-19,2026-04-17,1211,38.58190055165802,21.04668271531095,1.7162298872997985,-15.70766551665297,2.456246633896948,410.10505816283194,1.1160834861396083,0.05223834486724588,1.6643352008904309,1.3212221304706853,13
volume_plus_stirrer,last_3y,38,16,2023-04-17,2026-04-17,727,35.84176058687116,21.64731384342915,1.5792777497083497,-15.707665516652936,2.2818005991324735,150.72114429514727,1.1176114431607118,0.050203821141665106,1.6643352008905001,0.8253094910591471,8
volume_only,last_5y,39,16,2021-04-19,2026-04-17,1211,39.61042533470718,20.840469068910078,1.7680278321424967,-15.707665516652924,2.521725796408962,429.29346663088035,2.1446082691887653,0.10403628970994405,1.664335200890477,3.963666391412056,21
volume_only,last_3y,39,16,2023-04-17,2026-04-17,727,38.31465184658034,21.372964613528104,1.6846471271462584,-15.707665516652936,2.4392327304117822,164.66772403716968,3.590502702869891,0.15557319857957386,1.6643352008905001,4.126547455295736,14
volume_plus_stirrer,last_5y,39,16,2021-04-19,2026-04-17,1211,38.58190055165802,21.04668271531095,1.7162298872997985,-15.70766551665297,2.456246633896948,410.10505816283194,1.1160834861396083,0.05223834486724588,1.6643352008904309,1.3212221304706853,13
volume_plus_stirrer,last_3y,39,16,2023-04-17,2026-04-17,727,35.84176058687116,21.64731384342915,1.5792777497083497,-15.707665516652936,2.2818005991324735,150.72114429514727,1.1176114431607118,0.050203821141665106,1.6643352008905001,0.8253094910591471,8
volume_only,last_5y,40,16,2021-04-19,2026-04-17,1211,38.719977064690255,20.72945043988114,1.744300568197479,-15.707665516652868,2.4650370243522386,412.6482061056051,1.25415999917184,0.08030902576492638,1.664335200890532,5.037159372419488,23
volume_only,last_3y,40,16,2023-04-17,2026-04-17,727,38.28692401514184,21.361088925819054,1.6844883752642212,-15.707665516652902,2.4374674883769925,164.50854644380385,3.562774871431394,0.15541444669753668,1.6643352008905339,5.226960110041266,16
volume_plus_stirrer,last_5y,40,16,2021-04-19,2026-04-17,1211,37.7257470182178,20.94305886097326,1.6929281763137987,-15.707665516652881,2.4017411739651506,394.5603865312819,0.25992995269938746,0.02893663388124601,1.6643352008905197,1.8166804293971925,15
volume_plus_stirrer,last_3y,40,16,2023-04-17,2026-04-17,727,35.86005722199486,21.64590427850627,1.5800146580659684,-15.707665516652892,2.282965421180944,150.8224905561291,1.1359080782844089,0.050940729499283854,1.6643352008905445,0.9628610729023385,10
volume_only,last_5y,41,16,2021-04-19,2026-04-17,1211,38.821827884030746,20.679075807192003,1.7517363413962008,-15.707665516652913,2.4715211718044747,414.53062521110064,1.3560108185123312,0.08774479896364817,1.6643352008904877,5.532617671345995,25
volume_only,last_3y,41,16,2023-04-17,2026-04-17,727,38.455939616353184,21.279560354915898,1.6961004978914036,-15.707665516652913,2.44822755969581,165.47980887184445,3.731790472642736,0.16702656932471904,1.6643352008905232,6.052269601100413,18
volume_plus_stirrer,last_5y,41,16,2021-04-19,2026-04-17,1211,38.1684171442197,20.904358147220798,1.7116452283371941,-15.707665516652902,2.4299229636481905,402.54964503631936,0.7026000787012876,0.047653685904641474,1.6643352008904984,2.312138728323699,17
volume_plus_stirrer,last_3y,41,16,2023-04-17,2026-04-17,727,36.587559459668896,21.583579524698543,1.609717455552992,-15.707665516652847,2.3292805299985377,154.87434301035697,1.863410315958447,0.0806435269863075,1.664335200890589,1.7881705639614855,12
volume_only,last_5y,42,16,2021-04-19,2026-04-17,1211,38.20785524011843,20.656407701617162,1.7311038422382685,-15.707665516652868,2.432433718404013,403.26639599105516,0.7420381746000118,0.06711229980571587,1.664335200890532,5.862923203963667,23
volume_only,last_3y,42,16,2023-04-17,2026-04-17,727,38.52501861233648,21.27904086843288,1.6985783515069774,-15.707665516652892,2.4526253485276457,165.8774607036902,3.8008694686260327,0.1695044229402929,1.6643352008905445,5.914718019257221,16
volume_plus_stirrer,last_5y,42,16,2021-04-19,2026-04-17,1211,37.780848154232636,20.89499599066299,1.698329534754363,-15.707665516652924,2.4052490877258754,395.54927274268783,0.31503108871422114,0.03433799232181034,1.664335200890477,2.477291494632535,19
volume_plus_stirrer,last_3y,42,16,2023-04-17,2026-04-17,727,36.655706275886615,21.583080230582677,1.6121568186541153,-15.707665516652858,2.333618973298431,155.2561093293071,1.9315571321761666,0.08308289008743075,1.6643352008905783,1.6506189821182942,10
volume_only,last_5y,43,16,2021-04-19,2026-04-17,1211,38.20785524011843,20.656407701617162,1.7311038422382685,-15.707665516652868,2.432433718404013,403.26639599105516,0.7420381746000118,0.06711229980571587,1.664335200890532,5.862923203963667,23
volume_only,last_3y,43,16,2023-04-17,2026-04-17,727,38.52501861233648,21.27904086843288,1.6985783515069774,-15.707665516652892,2.4526253485276457,165.8774607036902,3.8008694686260327,0.1695044229402929,1.6643352008905445,5.914718019257221,16
volume_plus_stirrer,last_5y,43,16,2021-04-19,2026-04-17,1211,37.780848154232636,20.89499599066299,1.698329534754363,-15.707665516652924,2.4052490877258754,395.54927274268783,0.31503108871422114,0.03433799232181034,1.664335200890477,2.477291494632535,19
volume_plus_stirrer,last_3y,43,16,2023-04-17,2026-04-17,727,36.655706275886615,21.583080230582677,1.6121568186541153,-15.707665516652858,2.333618973298431,155.2561093293071,1.9315571321761666,0.08308289008743075,1.6643352008905783,1.6506189821182942,10
volume_only,last_5y,44,16,2021-04-19,2026-04-17,1211,37.44526694111041,20.700023803613128,1.7000991052484469,-16.38810246077912,2.2849055911583673,389.5511141174631,-0.020550124408003967,0.03610756281589422,0.9838982567642809,6.358381502890173,23
volume_only,last_3y,44,16,2023-04-17,2026-04-17,727,37.57510243198949,21.390411870264654,1.6573740495434122,-16.3881024607791,2.2928281368704084,160.44400184863238,2.850953288279044,0.1283001209767276,0.9838982567643377,5.777166437414031,14
volume_plus_stirrer,last_5y,44,16,2021-04-19,2026-04-17,1211,37.21235209512999,20.96307295005819,1.6729912400618092,-15.925697395264848,2.33662307976505,385.42225190769545,-0.2534649703884284,0.008999697629256564,1.4463033222785526,2.3947151114781176,17
volume_plus_stirrer,last_3y,44,16,2023-04-17,2026-04-17,727,35.71860864667431,21.692719327039622,1.5720991375043238,-15.925697395264727,2.242828540575857,150.0397078943295,0.9944595029638634,0.04302520893763928,1.446303322278709,1.5130674002751032,8
volume_only,last_5y,45,16,2021-04-19,2026-04-17,1211,37.50011169644352,20.666693930817917,1.7045167841875035,-15.836504205681113,2.3679538873857595,390.52741577351543,0.03429463092510332,0.04052524175495087,1.5354965118622879,7.26672171758877,25
volume_only,last_3y,45,16,2023-04-17,2026-04-17,727,37.66647524330038,21.336627736418716,1.6642557940150045,-15.836504205681079,2.378458954962306,160.9633999318583,2.942326099589934,0.1351818654483199,1.5354965118623571,7.290233837689134,16
volume_plus_stirrer,last_5y,45,16,2021-04-19,2026-04-17,1211,37.48256286402953,20.947385439648116,1.6838598848700737,-15.707665516652902,2.3862592964111307,390.21485650274474,0.016745798511117016,0.019868342437521003,1.6643352008904984,2.972749793559042,19
volume_plus_stirrer,last_3y,45,16,2023-04-17,2026-04-17,727,36.16369779990978,21.66750307402234,1.5894137974977371,-15.707665516652924,2.3022961471626586,152.50836574486985,1.439548656199328,0.06033986893105259,1.6643352008905126,2.4759284731774414,10
volume_only,last_5y,46,16,2021-04-19,2026-04-17,1211,37.50011169644352,20.666693930817917,1.7045167841875035,-15.836504205681113,2.3679538873857595,390.52741577351543,0.03429463092510332,0.04052524175495087,1.5354965118622879,7.26672171758877,25
volume_only,last_3y,46,16,2023-04-17,2026-04-17,727,37.66647524330038,21.336627736418716,1.6642557940150045,-15.836504205681079,2.378458954962306,160.9633999318583,2.942326099589934,0.1351818654483199,1.5354965118623571,7.290233837689134,16
volume_plus_stirrer,last_5y,46,16,2021-04-19,2026-04-17,1211,37.48256286402953,20.947385439648116,1.6838598848700737,-15.707665516652902,2.3862592964111307,390.21485650274474,0.016745798511117016,0.019868342437521003,1.6643352008904984,2.972749793559042,19
volume_plus_stirrer,last_3y,46,16,2023-04-17,2026-04-17,727,36.16369779990978,21.66750307402234,1.5894137974977371,-15.707665516652924,2.3022961471626586,152.50836574486985,1.439548656199328,0.06033986893105259,1.6643352008905126,2.4759284731774414,10
volume_only,last_5y,47,16,2021-04-19,2026-04-17,1211,37.846739470338434,20.64964205188759,1.7184399971565667,-15.83650420568109,2.389841784448965,396.7338831088237,0.38092240482001927,0.05444845472401405,1.535496511862311,7.431874483897605,25
volume_only,last_3y,47,16,2023-04-17,2026-04-17,727,37.80093852528537,21.332671323206757,1.669291524732378,-15.83650420568109,2.386949672373079,161.72899602971165,3.076789381574919,0.14021759616569351,1.5354965118623465,7.4277854195323245,16
volume_plus_stirrer,last_5y,47,16,2021-04-19,2026-04-17,1211,37.72033044572469,20.93456297548796,1.6933508001435127,-15.707665516652902,2.401396337713868,394.46326192932145,0.25451338020627645,0.02935925771096004,1.6643352008904984,3.05532617671346,21
volume_plus_stirrer,last_3y,47,16,2023-04-17,2026-04-17,727,36.16369779990978,21.66750307402234,1.5894137974977371,-15.707665516652924,2.3022961471626586,152.50836574486985,1.439548656199328,0.06033986893105259,1.6643352008905126,2.4759284731774414,10
volume_only,last_5y,48,16,2021-04-19,2026-04-17,1211,37.846739470338434,20.64964205188759,1.7184399971565667,-15.83650420568109,2.389841784448965,396.7338831088237,0.38092240482001927,0.05444845472401405,1.535496511862311,7.431874483897605,25
volume_only,last_3y,48,16,2023-04-17,2026-04-17,727,37.80093852528537,21.332671323206757,1.669291524732378,-15.83650420568109,2.386949672373079,161.72899602971165,3.076789381574919,0.14021759616569351,1.5354965118623465,7.4277854195323245,16
