symbol,name,date,open,high,low,close,volume
1.H20955,中证红利,2011-01-14,5307.92,5307.92,5307.92,5307.92,0.0
1.H20955,中证红利,2011-01-17,5145.14,5145.14,5145.14,5145.14,0.0
1.H20955,中证红利,2011-01-18,5159.4,5159.4,5159.4,5159.4,0.0
1.H20955,中证红利,2011-01-19,5241.17,5241.17,5241.17,5241.17,0.0
1.H20955,中证红利,2011-01-20,5112.85,5112.85,5112.85,5112.85,0.0
1.H20955,中证红利,2011-01-21,5190.42,5190.42,5190.42,5190.42,0.0
1.H20955,中证红利,2011-01-24,5176.02,5176.02,5176.02,5176.02,0.0
1.H20955,中证红利,2011-01-25,5166.61,5166.61,5166.61,5166.61,0.0
1.H20955,中证红利,2011-01-26,5218.98,5218.98,5218.98,5218.98,0.0
1.H20955,中证红利,2011-01-27,5275.69,5275.69,5275.69,5275.69,0.0
1.H20955,中证红利,2011-01-28,5275.81,5275.81,5275.81,5275.81,0.0
1.H20955,中证红利,2011-01-31,5339.62,5339.62,5339.62,5339.62,0.0
1.H20955,中证红利,2011-02-01,5326.46,5326.46,5326.46,5326.46,0.0
1.H20955,中证红利,2011-02-09,5296.01,5296.01,5296.01,5296.01,0.0
1.H20955,中证红利,2011-02-10,5364.17,5364.17,5364.17,5364.17,0.0
1.H20955,中证红利,2011-02-11,5399.77,5399.77,5399.77,5399.77,0.0
1.H20955,中证红利,2011-02-14,5524.7,5524.7,5524.7,5524.7,0.0
1.H20955,中证红利,2011-02-15,5506.1,5506.1,5506.1,5506.1,0.0
1.H20955,中证红利,2011-02-16,5545.4,5545.4,5545.4,5545.4,0.0
1.H20955,中证红利,2011-02-17,5555.79,5555.79,5555.79,5555.79,0.0
1.H20955,中证红利,2011-02-18,5520.31,5520.31,5520.31,5520.31,0.0
1.H20955,中证红利,2011-02-21,5593.73,5593.73,5593.73,5593.73,0.0
1.H20955,中证红利,2011-02-22,5453.53,5453.53,5453.53,5453.53,0.0
1.H20955,中证红利,2011-02-23,5478.89,5478.89,5478.89,5478.89,0.0
1.H20955,中证红利,2011-02-24,5502.08,5502.08,5502.08,5502.08,0.0
1.H20955,中证红利,2011-02-25,5497.5,5497.5,5497.5,5497.5,0.0
1.H20955,中证红利,2011-02-28,5561.1,5561.1,5561.1,5561.1,0.0
1.H20955,中证红利,2011-03-01,5580.81,5580.81,5580.81,5580.81,0.0
1.H20955,中证红利,2011-03-02,5569.1,5569.1,5569.1,5569.1,0.0
1.H20955,中证红利,2011-03-03,5566.76,5566.76,5566.76,5566.76,0.0
1.H20955,中证红利,2011-03-04,5641.25,5641.25,5641.25,5641.25,0.0
1.H20955,中证红利,2011-03-07,5707.67,5707.67,5707.67,5707.67,0.0
1.H20955,中证红利,2011-03-08,5727.0,5727.0,5727.0,5727.0,0.0
1.H20955,中证红利,2011-03-09,5736.4,5736.4,5736.4,5736.4,0.0
1.H20955,中证红利,2011-03-10,5672.57,5672.57,5672.57,5672.57,0.0
1.H20955,中证红利,2011-03-11,5632.53,5632.53,5632.53,5632.53,0.0
1.H20955,中证红利,2011-03-14,5647.32,5647.32,5647.32,5647.32,0.0
1.H20955,中证红利,2011-03-15,5575.24,5575.24,5575.24,5575.24,0.0
1.H20955,中证红利,2011-03-16,5626.53,5626.53,5626.53,5626.53,0.0
1.H20955,中证红利,2011-03-17,5563.24,5563.24,5563.24,5563.24,0.0
1.H20955,中证红利,2011-03-18,5573.8,5573.8,5573.8,5573.8,0.0
1.H20955,中证红利,2011-03-21,5562.79,5562.79,5562.79,5562.79,0.0
1.H20955,中证红利,2011-03-22,5581.85,5581.85,5581.85,5581.85,0.0
1.H20955,中证红利,2011-03-23,5648.38,5648.38,5648.38,5648.38,0.0
1.H20955,中证红利,2011-03-24,5628.61,5628.61,5628.61,5628.61,0.0
1.H20955,中证红利,2011-03-25,5684.39,5684.39,5684.39,5684.39,0.0
1.H20955,中证红利,2011-03-28,5687.59,5687.59,5687.59,5687.59,0.0
1.H20955,中证红利,2011-03-29,5647.99,5647.99,5647.99,5647.99,0.0
1.H20955,中证红利,2011-03-30,5647.05,5647.05,5647.05,5647.05,0.0
1.H20955,中证红利,2011-03-31,5593.82,5593.82,5593.82,5593.82,0.0
1.H20955,中证红利,2011-04-01,5653.58,5653.58,5653.58,5653.58,0.0
1.H20955,中证红利,2011-04-06,5710.74,5710.74,5710.74,5710.74,0.0
1.H20955,中证红利,2011-04-07,5721.49,5721.49,5721.49,5721.49,0.0
1.H20955,中证红利,2011-04-08,5757.39,5757.39,5757.39,5757.39,0.0
1.H20955,中证红利,2011-04-11,5746.18,5746.18,5746.18,5746.18,0.0
1.H20955,中证红利,2011-04-12,5815.7,5815.7,5815.7,5815.7,0.0
1.H20955,中证红利,2011-04-13,5868.21,5868.21,5868.21,5868.21,0.0
1.H20955,中证红利,2011-04-14,5861.32,5861.32,5861.32,5861.32,0.0
1.H20955,中证红利,2011-04-15,5886.42,5886.42,5886.42,5886.42,0.0
1.H20955,中证红利,2011-04-18,5924.58,5924.58,5924.58,5924.58,0.0
1.H20955,中证红利,2011-04-19,5843.9,5843.9,5843.9,5843.9,0.0
1.H20955,中证红利,2011-04-20,5862.25,5862.25,5862.25,5862.25,0.0
1.H20955,中证红利,2011-04-21,5916.16,5916.16,5916.16,5916.16,0.0
1.H20955,中证红利,2011-04-22,5907.49,5907.49,5907.49,5907.49,0.0
1.H20955,中证红利,2011-04-25,5840.16,5840.16,5840.16,5840.16,0.0
1.H20955,中证红利,2011-04-26,5766.53,5766.53,5766.53,5766.53,0.0
1.H20955,中证红利,2011-04-27,5737.19,5737.19,5737.19,5737.19,0.0
1.H20955,中证红利,2011-04-28,5632.07,5632.07,5632.07,5632.07,0.0
1.H20955,中证红利,2011-04-29,5714.2,5714.2,5714.2,5714.2,0.0
1.H20955,中证红利,2011-05-03,5791.72,5791.72,5791.72,5791.72,0.0
1.H20955,中证红利,2011-05-04,5697.26,5697.26,5697.26,5697.26,0.0
1.H20955,中证红利,2011-05-05,5724.24,5724.24,5724.24,5724.24,0.0
1.H20955,中证红利,2011-05-06,5717.1,5717.1,5717.1,5717.1,0.0
1.H20955,中证红利,2011-05-09,5741.48,5741.48,5741.48,5741.48,0.0
1.H20955,中证红利,2011-05-10,5773.32,5773.32,5773.32,5773.32,0.0
1.H20955,中证红利,2011-05-11,5749.31,5749.31,5749.31,5749.31,0.0
1.H20955,中证红利,2011-05-12,5676.15,5676.15,5676.15,5676.15,0.0
1.H20955,中证红利,2011-05-13,5713.48,5713.48,5713.48,5713.48,0.0
1.H20955,中证红利,2011-05-16,5670.67,5670.67,5670.67,5670.67,0.0
1.H20955,中证红利,2011-05-17,5653.12,5653.12,5653.12,5653.12,0.0
1.H20955,中证红利,2011-05-18,5686.81,5686.81,5686.81,5686.81,0.0
1.H20955,中证红利,2011-05-19,5659.74,5659.74,5659.74,5659.74,0.0
1.H20955,中证红利,2011-05-20,5636.25,5636.25,5636.25,5636.25,0.0
1.H20955,中证红利,2011-05-23,5449.86,5449.86,5449.86,5449.86,0.0
1.H20955,中证红利,2011-05-24,5447.47,5447.47,5447.47,5447.47,0.0
1.H20955,中证红利,2011-05-25,5387.89,5387.89,5387.89,5387.89,0.0
1.H20955,中证红利,2011-05-26,5364.29,5364.29,5364.29,5364.29,0.0
1.H20955,中证红利,2011-05-27,5310.03,5310.03,5310.03,5310.03,0.0
1.H20955,中证红利,2011-05-30,5294.67,5294.67,5294.67,5294.67,0.0
1.H20955,中证红利,2011-05-31,5368.45,5368.45,5368.45,5368.45,0.0
1.H20955,中证红利,2011-06-01,5368.91,5368.91,5368.91,5368.91,0.0
1.H20955,中证红利,2011-06-02,5285.23,5285.23,5285.23,5285.23,0.0
1.H20955,中证红利,2011-06-03,5332.34,5332.34,5332.34,5332.34,0.0
1.H20955,中证红利,2011-06-07,5358.69,5358.69,5358.69,5358.69,0.0
1.H20955,中证红利,2011-06-08,5363.6,5363.6,5363.6,5363.6,0.0
1.H20955,中证红利,2011-06-09,5270.37,5270.37,5270.37,5270.37,0.0
1.H20955,中证红利,2011-06-10,5297.84,5297.84,5297.84,5297.84,0.0
1.H20955,中证红利,2011-06-13,5274.46,5274.46,5274.46,5274.46,0.0
1.H20955,中证红利,2011-06-14,5325.08,5325.08,5325.08,5325.08,0.0
1.H20955,中证红利,2011-06-15,5293.1,5293.1,5293.1,5293.1,0.0
1.H20955,中证红利,2011-06-16,5189.55,5189.55,5189.55,5189.55,0.0
1.H20955,中证红利,2011-06-17,5149.31,5149.31,5149.31,5149.31,0.0
1.H20955,中证红利,2011-06-20,5105.38,5105.38,5105.38,5105.38,0.0
1.H20955,中证红利,2011-06-21,5152.66,5152.66,5152.66,5152.66,0.0
1.H20955,中证红利,2011-06-22,5138.57,5138.57,5138.57,5138.57,0.0
1.H20955,中证红利,2011-06-23,5207.83,5207.83,5207.83,5207.83,0.0
1.H20955,中证红利,2011-06-24,5316.89,5316.89,5316.89,5316.89,0.0
1.H20955,中证红利,2011-06-27,5330.41,5330.41,5330.41,5330.41,0.0
1.H20955,中证红利,2011-06-28,5324.35,5324.35,5324.35,5324.35,0.0
1.H20955,中证红利,2011-06-29,5269.63,5269.63,5269.63,5269.63,0.0
1.H20955,中证红利,2011-06-30,5324.1,5324.1,5324.1,5324.1,0.0
1.H20955,中证红利,2011-07-01,5333.78,5333.78,5333.78,5333.78,0.0
1.H20955,中证红利,2011-07-04,5430.88,5430.88,5430.88,5430.88,0.0
1.H20955,中证红利,2011-07-05,5430.12,5430.12,5430.12,5430.12,0.0
1.H20955,中证红利,2011-07-06,5421.45,5421.45,5421.45,5421.45,0.0
1.H20955,中证红利,2011-07-07,5404.8,5404.8,5404.8,5404.8,0.0
1.H20955,中证红利,2011-07-08,5418.48,5418.48,5418.48,5418.48,0.0
1.H20955,中证红利,2011-07-11,5436.05,5436.05,5436.05,5436.05,0.0
1.H20955,中证红利,2011-07-12,5345.39,5345.39,5345.39,5345.39,0.0
1.H20955,中证红利,2011-07-13,5409.84,5409.84,5409.84,5409.84,0.0
1.H20955,中证红利,2011-07-14,5423.07,5423.07,5423.07,5423.07,0.0
1.H20955,中证红利,2011-07-15,5441.73,5441.73,5441.73,5441.73,0.0
1.H20955,中证红利,2011-07-18,5438.99,5438.99,5438.99,5438.99,0.0
1.H20955,中证红利,2011-07-19,5394.89,5394.89,5394.89,5394.89,0.0
1.H20955,中证红利,2011-07-20,5397.39,5397.39,5397.39,5397.39,0.0
1.H20955,中证红利,2011-07-21,5352.18,5352.18,5352.18,5352.18,0.0
1.H20955,中证红利,2011-07-22,5356.2,5356.2,5356.2,5356.2,0.0
1.H20955,中证红利,2011-07-25,5194.51,5194.51,5194.51,5194.51,0.0
1.H20955,中证红利,2011-07-26,5206.0,5206.0,5206.0,5206.0,0.0
1.H20955,中证红利,2011-07-27,5236.43,5236.43,5236.43,5236.43,0.0
1.H20955,中证红利,2011-07-28,5193.68,5193.68,5193.68,5193.68,0.0
1.H20955,中证红利,2011-07-29,5206.77,5206.77,5206.77,5206.77,0.0
1.H20955,中证红利,2011-08-01,5213.77,5213.77,5213.77,5213.77,0.0
1.H20955,中证红利,2011-08-02,5165.41,5165.41,5165.41,5165.41,0.0
1.H20955,中证红利,2011-08-03,5165.33,5165.33,5165.33,5165.33,0.0
1.H20955,中证红利,2011-08-04,5178.06,5178.06,5178.06,5178.06,0.0
1.H20955,中证红利,2011-08-05,5065.55,5065.55,5065.55,5065.55,0.0
1.H20955,中证红利,2011-08-08,4837.87,4837.87,4837.87,4837.87,0.0
1.H20955,中证红利,2011-08-09,4828.33,4828.33,4828.33,4828.33,0.0
1.H20955,中证红利,2011-08-10,4874.33,4874.33,4874.33,4874.33,0.0
1.H20955,中证红利,2011-08-11,4952.91,4952.91,4952.91,4952.91,0.0
1.H20955,中证红利,2011-08-12,4998.06,4998.06,4998.06,4998.06,0.0
1.H20955,中证红利,2011-08-15,5061.11,5061.11,5061.11,5061.11,0.0
1.H20955,中证红利,2011-08-16,5019.99,5019.99,5019.99,5019.99,0.0
1.H20955,中证红利,2011-08-17,5007.38,5007.38,5007.38,5007.38,0.0
1.H20955,中证红利,2011-08-18,4930.03,4930.03,4930.03,4930.03,0.0
1.H20955,中证红利,2011-08-19,4886.16,4886.16,4886.16,4886.16,0.0
1.H20955,中证红利,2011-08-22,4862.88,4862.88,4862.88,4862.88,0.0
1.H20955,中证红利,2011-08-23,4935.14,4935.14,4935.14,4935.14,0.0
1.H20955,中证红利,2011-08-24,4917.88,4917.88,4917.88,4917.88,0.0
1.H20955,中证红利,2011-08-25,5051.53,5051.53,5051.53,5051.53,0.0
1.H20955,中证红利,2011-08-26,5047.31,5047.31,5047.31,5047.31,0.0
1.H20955,中证红利,2011-08-29,4985.33,4985.33,4985.33,4985.33,0.0
1.H20955,中证红利,2011-08-30,4969.68,4969.68,4969.68,4969.68,0.0
1.H20955,中证红利,2011-08-31,4972.4,4972.4,4972.4,4972.4,0.0
1.H20955,中证红利,2011-09-01,4955.1,4955.1,4955.1,4955.1,0.0
1.H20955,中证红利,2011-09-02,4898.95,4898.95,4898.95,4898.95,0.0
1.H20955,中证红利,2011-09-05,4821.67,4821.67,4821.67,4821.67,0.0
1.H20955,中证红利,2011-09-06,4802.21,4802.21,4802.21,4802.21,0.0
1.H20955,中证红利,2011-09-07,4899.76,4899.76,4899.76,4899.76,0.0
1.H20955,中证红利,2011-09-08,4867.41,4867.41,4867.41,4867.41,0.0
1.H20955,中证红利,2011-09-09,4866.4,4866.4,4866.4,4866.4,0.0
1.H20955,中证红利,2011-09-13,4822.97,4822.97,4822.97,4822.97,0.0
1.H20955,中证红利,2011-09-14,4852.43,4852.43,4852.43,4852.43,0.0
1.H20955,中证红利,2011-09-15,4842.89,4842.89,4842.89,4842.89,0.0
1.H20955,中证红利,2011-09-16,4842.25,4842.25,4842.25,4842.25,0.0
1.H20955,中证红利,2011-09-19,4767.61,4767.61,4767.61,4767.61,0.0
1.H20955,中证红利,2011-09-20,4789.33,4789.33,4789.33,4789.33,0.0
1.H20955,中证红利,2011-09-21,4894.67,4894.67,4894.67,4894.67,0.0
1.H20955,中证红利,2011-09-22,4777.78,4777.78,4777.78,4777.78,0.0
1.H20955,中证红利,2011-09-23,4751.38,4751.38,4751.38,4751.38,0.0
1.H20955,中证红利,2011-09-26,4675.34,4675.34,4675.34,4675.34,0.0
1.H20955,中证红利,2011-09-27,4709.23,4709.23,4709.23,4709.23,0.0
1.H20955,中证红利,2011-09-28,4652.32,4652.32,4652.32,4652.32,0.0
1.H20955,中证红利,2011-09-29,4603.71,4603.71,4603.71,4603.71,0.0
1.H20955,中证红利,2011-09-30,4602.24,4602.24,4602.24,4602.24,0.0
1.H20955,中证红利,2011-10-10,4589.29,4589.29,4589.29,4589.29,0.0
1.H20955,中证红利,2011-10-11,4614.36,4614.36,4614.36,4614.36,0.0
1.H20955,中证红利,2011-10-12,4747.02,4747.02,4747.02,4747.02,0.0
1.H20955,中证红利,2011-10-13,4785.05,4785.05,4785.05,4785.05,0.0
1.H20955,中证红利,2011-10-14,4770.13,4770.13,4770.13,4770.13,0.0
