variant,window,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate
score_decay40_rec60_x0p10,3Y,27.9363163315552,20.80290344456467,1.1434786210514616,-20.207371711359563,1.3824814394764073,115.4556822985818,63.1578947368421
score_decay40_rec60_x0p10,5Y,31.67782425988557,20.556402856411886,1.2982506043631075,-20.20737171135953,1.567637034264973,318.81477229969687,66.66666666666666
score_decay40_rec50_x0p10,1Y,40.24749311182836,21.433721598111237,1.542218939744793,-16.288929298023994,2.4708495184340187,42.044701758994705,61.53846153846154
score_decay40_rec50_x0p10,3Y,27.9363163315552,20.80290344456467,1.1434786210514616,-20.207371711359563,1.3824814394764073,115.4556822985818,63.1578947368421
score_decay40_rec50_x0p10,5Y,31.67782425988557,20.556402856411886,1.2982506043631075,-20.20737171135953,1.567637034264973,318.81477229969687,66.66666666666666
score_decay40_rec60_x0p20,1Y,39.73749207608432,21.442668005058398,1.5247098536102106,-16.404769271478877,2.422313378413156,41.50875677155255,61.53846153846154
score_decay40_rec60_x0p20,3Y,27.629263102201197,20.80826790167164,1.1317073957075598,-20.37288358171052,1.356178323573448,113.84864191924228,63.1578947368421
score_decay40_rec60_x0p20,5Y,31.476328132475206,20.562139115776464,1.2904915880553995,-20.372883581710582,1.545010945860043,315.48993156516605,66.66666666666666
score_decay40_rec70_x0p30,1Y,39.2274587823884,21.457576522264553,1.506793655885983,-16.52072171431111,2.374439776950394,40.97285152338102,61.53846153846154
score_decay40_rec70_x0p30,3Y,27.32202066404037,20.816541749128568,1.1197801951348287,-20.538290522672398,1.3302967271730504,112.24877775444581,63.1578947368421
score_decay40_rec70_x0p30,5Y,31.27433426632784,20.570503723473365,1.282569590263772,-20.538290522672447,1.5227330741964018,312.17831295076576,66.66666666666666
