variant,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,risk_gate_days,overlay_days,combined_derisk_days,avg_combined_scale,dd_enter,dd_exit,dd_scale_defense,annual_delta,max_dd_delta,vs_score_only_annual_delta,vs_score_only_max_dd_delta
dd20_exit6_x0p50,28.176596233138042,19.627969746791248,1.2077596107896633,-20.00621368735136,1.408392246202603,1449.1810312827201,64.66165413533834,627,445,80,78,155,0.9565946348733234,0.2,0.06,0.5,-2.020474457349053,2.4027205617630187,-2.452755232838186,0.7664020197494246
dd20_exit8_x0p40,27.90136177991829,19.626325699198375,1.1969395513182188,-20.00621368735136,1.3946347977657825,1412.852269477562,64.66165413533834,628,445,73,78,148,0.9552906110283159,0.2,0.08,0.4,-2.2957089105688055,2.4027205617630187,-2.7279896860579385,0.7664020197494246
dd20_exit4_x0p40,27.68137127816668,19.564684245715505,1.1913341464162424,-20.00621368735136,1.3836386889973002,1384.3742798310914,64.66165413533834,627,445,80,78,155,0.953725782414307,0.2,0.04,0.4,-2.5156994123204157,2.4027205617630187,-2.9479801878095486,0.7664020197494246
dd20_exit6_x0p40,27.68137127816668,19.564684245715505,1.1913341464162424,-20.00621368735136,1.3836386889973002,1384.3742798310914,64.66165413533834,627,445,80,78,155,0.953725782414307,0.2,0.06,0.4,-2.5156994123204157,2.4027205617630187,-2.9479801878095486,0.7664020197494246
dd20_exit8_x0p30,27.441553164894184,19.58269392196807,1.1808544412130169,-20.00621368735136,1.3716515075635582,1353.8856748995381,64.66165413533834,628,445,73,78,148,0.952682563338301,0.2,0.08,0.3,-2.7555175255929107,2.4027205617630187,-3.1877983010820437,0.7664020197494246
dd15_exit12_x0p80,29.862911374478628,19.859437192523995,1.2614180821750756,-20.041755299193795,1.4900347264333629,1689.6332362721587,64.66165413533834,634,445,257,78,329,0.9522354694485843,0.15,0.12,0.8,-0.33415931600846704,2.367178949920582,-0.7664400914976,0.730860407906988
dd20_exit8_x0p60,28.81652884886263,19.7522937946611,1.2264886748749693,-20.049647655189585,1.4372586164327859,1536.7335615509844,64.66165413533834,628,445,73,78,148,0.9605067064083458,0.2,0.08,0.6,-1.3805418416244635,2.359286593924793,-1.8128226171135964,0.7229680519111987
dd20_exit4_x0p60,28.670255165850467,19.705555498290014,1.2231913616245254,-20.04964765518964,1.4299630426886565,1516.333619283119,64.66165413533834,627,445,80,78,155,0.9594634873323398,0.2,0.04,0.6,-1.5268155246366284,2.359286593924736,-1.9590963001257613,0.7229680519111419
dd20_exit6_x0p60,28.670255165850467,19.705555498290014,1.2231913616245254,-20.04964765518964,1.4299630426886565,1516.333619283119,64.66165413533834,627,445,80,78,155,0.9594634873323398,0.2,0.06,0.6,-1.5268155246366284,2.359286593924736,-1.9590963001257613,0.7229680519111419
dd20_exit12_x0p60,29.42266287318054,19.8750395162806,1.2436096475887903,-20.049647655189666,1.4674902711103133,1623.7872179394624,64.66165413533834,627,445,68,78,143,0.9612518628912071,0.2,0.12,0.6,-0.7744078173065567,2.359286593924711,-1.2066885927956896,0.722968051911117
dd20_exit10_x0p60,29.321672684325172,19.85162816763469,1.2409289001704817,-20.049647655189702,1.462453265443569,1608.9967321737745,64.66165413533834,627,445,70,78,145,0.9609538002980625,0.2,0.1,0.6,-0.8753980061619231,2.3592865939246757,-1.307678781651056,0.7229680519110815
dd8_exit4_x0p80,27.758867549459598,18.85762097708824,1.2319143040369327,-20.135321275804642,1.3786155765399033,1394.3501436122735,63.90977443609023,652,445,961,78,998,0.9023845007451565,0.08,0.04,0.8,-2.438203141027497,2.273612973309735,-2.87048391651663,0.6372944312961408
dd18_exit12_x0p80,29.936893288199773,19.931970018573644,1.2603982712102169,-20.146345306412933,1.4859714172907748,1700.920197031581,64.66165413533834,629,445,149,78,224,0.960059612518629,0.18,0.12,0.8,-0.2601774022873222,2.262588942701445,-0.6924581777764551,0.6262704006878508
dd15_exit12_x0p70,29.475249927159197,19.735222922829625,1.2530468895097462,-20.18212910696423,1.460462856566912,1631.5348395494418,64.66165413533834,634,445,257,78,329,0.9428837555886735,0.15,0.12,0.7,-0.7218207633278979,2.2268051421501482,-1.1541015388170308,0.5904866001365541
dd20_exit12_x0p70,29.726455958402198,19.932038908535922,1.2523209100333914,-20.229507122416166,1.4694602186062424,1668.983686735859,64.66165413533834,627,445,68,78,143,0.9636736214605067,0.2,0.12,0.7,-0.470614732084897,2.1794271266982115,-0.9028955075740299,0.5431085846846173
dd20_exit4_x0p70,29.16235434286609,19.79727340680448,1.2376181497794965,-20.229507122416198,1.4415751291612764,1585.8983229448559,64.66165413533834,627,445,80,78,155,0.9623323397913562,0.2,0.04,0.7,-1.0347163476210035,2.1794271266981795,-1.4669971231101364,0.5431085846845853
dd20_exit6_x0p70,29.16235434286609,19.79727340680448,1.2376181497794965,-20.229507122416198,1.4415751291612764,1585.8983229448559,64.66165413533834,627,445,80,78,155,0.9623323397913562,0.2,0.06,0.7,-1.0347163476210035,2.1794271266981795,-1.4669971231101364,0.5431085846845853
dd20_exit10_x0p70,29.650791234444362,19.913474322975393,1.250387544931398,-20.229507122416248,1.4657199038521518,1657.6270975345203,64.66165413533834,627,445,70,78,145,0.9634500745156483,0.2,0.1,0.7,-0.5462794560427326,2.1794271266981298,-0.9785602315318656,0.5431085846845356
dd20_exit8_x0p70,29.271908461737727,19.83438437088315,1.2399270357912613,-20.22950712241629,1.446990689619994,1601.751058997517,64.66165413533834,628,445,73,78,148,0.9631147540983607,0.2,0.08,0.7,-0.9251622287493682,2.179427126698087,-1.357443004238501,0.543108584684493
dd12_exit6_x0p80,29.160395569134877,19.422828556345646,1.2575804667105681,-20.25726700921314,1.439502947553218,1585.6161099958808,64.66165413533834,634,445,569,78,627,0.9300298062593144,0.12,0.06,0.8,-1.0366751213522178,2.1516672399012364,-1.4689558968413508,0.5153486978876423
dd8_exit6_x0p70,26.925286885090816,18.584516738066522,1.2122057890853812,-20.30094379358459,1.3263071490104623,1290.1752653127678,63.90977443609023,660,445,842,78,885,0.8807377049180328,0.08,0.06,0.7,-3.2717838053962787,2.1079904555297873,-3.7040645808854116,0.4716719135161931
dd20_exit10_x0p80,29.97843712960766,19.98474427156242,1.2591937405980933,-20.409959362361203,1.4688141508450063,1707.2866279539408,64.66165413533834,627,445,70,78,145,0.9659463487332339,0.2,0.1,0.8,-0.21863356087943586,1.9989748867531745,-0.6509143363685688,0.3626563447395803
dd20_exit4_x0p80,29.652899724099523,19.90292813352404,1.251035415673215,-20.409959362361242,1.4528642217085217,1657.9426625091767,64.66165413533834,627,445,80,78,155,0.9652011922503726,0.2,0.04,0.8,-0.544170966387572,1.9989748867531354,-0.9764517418767049,0.3626563447395412
dd20_exit6_x0p80,29.652899724099523,19.90292813352404,1.251035415673215,-20.409959362361242,1.4528642217085217,1657.9426625091767,64.66165413533834,627,445,80,78,155,0.9652011922503726,0.2,0.06,0.8,-0.544170966387572,1.9989748867531354,-0.9764517418767049,0.3626563447395412
dd20_exit8_x0p80,29.72583232838526,19.929010947113003,1.2524664534077252,-20.40995936236127,1.4564376048295187,1668.8898134317228,64.66165413533834,628,445,73,78,148,0.9657228017883756,0.2,0.08,0.8,-0.4712383621018361,1.998974886753107,-0.903519137590969,0.3626563447395128
dd20_exit12_x0p80,30.028827596257756,19.997781462390034,1.2604313549285024,-20.409959362361278,1.4712830664246677,1715.0362352644513,64.66165413533834,627,445,68,78,143,0.9660953800298062,0.2,0.12,0.8,-0.16824309422933936,1.9989748867530999,-0.6005238697184723,0.3626563447395057
dd15_exit8_x0p70,29.283935222090584,19.49554881826464,1.258539071741985,-20.43268400572539,1.4331908237745472,1603.4995912397267,64.66165413533834,629,445,346,78,417,0.9330476900149032,0.15,0.08,0.7,-0.9131354683965114,1.9762502433889892,-1.3454162438856443,0.3399317013753951
dd15_exit6_x0p70,29.17437091089532,19.4577905030358,1.2562672711323566,-20.43268400572539,1.427828615306753,1587.6305666588685,64.66165413533834,628,445,353,78,424,0.9322652757078986,0.15,0.06,0.7,-1.0226997795917754,1.9762502433889892,-1.4549805550809083,0.3399317013753951
dd18_exit10_x0p80,29.840318313656212,19.879035484182733,1.259501435846128,-20.45946946288548,1.4585089006236487,1686.1991986669825,64.66165413533834,629,445,218,78,291,0.9550670640834575,0.18,0.1,0.8,-0.3567523768308831,1.9494647862288979,-0.789033152320016,0.3131462442153037
dd20_exit4_x0p30,27.184573717153416,19.515838078198925,1.17393304254275,-20.52314126024246,1.324581523483226,1321.8483225719683,64.66165413533834,627,445,80,78,155,0.9508569299552906,0.2,0.04,0.3,-3.012496973333679,1.8857929888719163,-3.444777748822812,0.2494744468583221
dd20_exit6_x0p30,27.184573717153416,19.515838078198925,1.17393304254275,-20.52314126024246,1.324581523483226,1321.8483225719683,64.66165413533834,627,445,80,78,155,0.9508569299552906,0.2,0.06,0.3,-3.012496973333679,1.8857929888719163,-3.444777748822812,0.2494744468583221
dd15_exit12_x0p60,29.084638998935365,19.627178878352687,1.2435450437713358,-20.53340381154783,1.4164548296945478,1574.7342863621377,63.90977443609023,634,445,257,78,329,0.933532041728763,0.15,0.12,0.6,-1.1124316915517305,1.875530437566546,-1.5447124670408634,0.23921189555295186
dd15_exit10_x0p30,27.35170948901835,19.299335932592278,1.1916328010316197,-20.537989945371773,1.3317617528185637,1342.611085285991,63.1578947368421,633,445,287,78,359,0.8976527570789866,0.15,0.1,0.3,-2.8453612014687444,1.8709443037426041,-3.2776419769578773,0.23462576172900995
dd15_exit10_x0p40,27.828846182499344,19.36555871131256,1.2074522864319628,-20.55763405687116,1.3536988792344937,1403.4106285152832,63.1578947368421,633,445,287,78,359,0.9081222056631894,0.15,0.1,0.4,-2.368224507987751,1.8513001922432188,-2.800505283476884,0.21498165022962468
dd15_exit10_x0p50,28.303043773374668,19.45095686852246,1.2219588424759147,-20.58191824606835,1.3751412008830246,1466.1355600802165,63.1578947368421,633,445,287,78,359,0.918591654247392,0.15,0.1,0.5,-1.894026917112427,1.827016003046026,-2.32630769260156,0.1906974610324319
dd15_exit10_x0p60,28.77428542158531,19.55527942449522,1.235142848097363,-20.610833922851977,1.3960757497386955,1530.8182029347695,63.90977443609023,633,445,287,78,359,0.9290611028315946,0.15,0.1,0.6,-1.4227852689017837,1.7981003262624,-1.8550660443909166,0.16178178424880585
dd18_exit12_x0p70,29.587468774138248,19.83849752226497,1.2519043389812565,-20.635247215250008,1.43383156332008,1648.1739767436761,64.66165413533834,629,445,149,78,224,0.9546199701937406,0.18,0.12,0.7,-0.6096019163488471,1.7736870338643698,-1.04188269183798,0.1373684918507756
dd15_exit10_x0p70,29.242554158209156,19.678225637602303,1.2470063585368627,-20.64437180948128,1.416490384307989,1597.4901820096882,63.90977443609023,633,445,287,78,359,0.9395305514157972,0.15,0.1,0.7,-0.954516532277939,1.764562439633096,-1.3867973077670719,0.12824389761950172
dd8_exit4_x0p70,26.32090336975532,18.290598747868245,1.2027478675635102,-20.66588609769087,1.2736402032476277,1218.8227896727265,63.90977443609023,652,445,961,78,998,0.8681073025335321,0.08,0.04,0.7,-3.876167320731774,1.7430481514235083,-4.308448096220907,0.10672960940991416
dd15_exit10_x0p80,29.707832894606522,19.81944915896682,1.2575624808492465,-20.68252194389769,1.436373812400171,1666.1823598993042,63.90977443609023,633,445,287,78,359,0.9500000000000001,0.15,0.1,0.8,-0.48923779588057315,1.7264123052166873,-0.921518571369706,0.09009376320309315
dd8_exit6_x0p60,25.684240095148848,18.163502698084283,1.1821875849144277,-20.73568808258196,1.238649037970613,1147.2756377175176,63.1578947368421,660,445,842,78,885,0.8506706408345752,0.08,0.06,0.6,-4.512830595338247,1.6732461665324188,-4.94511137082738,0.03692762451882459
dd10_exit6_x0p80,28.273524033235553,19.246592117778256,1.2316711204558135,-20.812313016210496,1.358499846279152,1462.1624214337005,64.66165413533834,645,445,708,78,760,0.9201192250372577,0.1,0.06,0.8,-1.923546657251542,1.5966212329038818,-2.355827432740675,-0.039697309109712364
dd12_exit6_x0p70,28.41691089002376,19.109866994227882,1.2449686465334553,-20.827786259369034,1.3643750005952209,1481.5474729825564,63.90977443609023,634,445,569,78,627,0.909575260804769,0.12,0.06,0.7,-1.780159800463334,1.581147989745343,-2.212440575952467,-0.05517055226825107
dd15_exit8_x0p60,28.825747227798004,19.324431392772947,1.2496924253556585,-20.86938222350179,1.3812458327269628,1538.0270044408296,63.90977443609023,629,445,346,78,417,0.9204172876304022,0.15,0.08,0.6,-1.3713234626890909,1.5395520256125863,-1.8036042381782238,-0.09676651640100786
dd15_exit6_x0p60,28.679463077136646,19.27665372365208,1.246445389322861,-20.86938222350179,1.3742363223785143,1517.6109409416933,63.90977443609023,628,445,353,78,424,0.9193740685543965,0.15,0.06,0.6,-1.5176076133504495,1.5395520256125863,-1.9498883888395824,-0.09676651640100786
dd15_exit12_x0p50,28.691086977241966,19.53557311481827,1.2329004629338474,-20.89279407704661,1.3732527526685754,1519.224719465388,63.90977443609023,634,445,257,78,329,0.9241803278688525,0.15,0.12,0.5,-1.5059837132451293,1.516140172067768,-1.9382644887342622,-0.12017836994582609
dd18_exit8_x0p80,29.50499231015289,19.816918484968173,1.2498622141715363,-21.019978035555937,1.4036642788229508,1635.9307755416883,64.66165413533834,629,445,224,78,297,0.9546199701937406,0.18,0.08,0.8,-0.6920783803342054,1.3889562135584406,-1.1243591558233383,-0.2473623284551536
dd18_exit6_x0p80,29.432183863387486,19.790685489159912,1.248429112725543,-21.019978035555937,1.4002005051385897,1625.1875986368082,64.66165413533834,628,445,231,78,304,0.9540983606557377,0.18,0.06,0.8,-0.764886827099609,1.3889562135584406,-1.1971676025887419,-0.2473623284551536
dd15_exit4_x0p80,29.506463151547678,19.615340471594003,1.260764232529914,-21.07381414359983,1.4001482100243758,1636.1484296122271,63.90977443609023,628,445,362,78,433,0.9444858420268256,0.15,0.04,0.8,-0.6906075389394175,1.335120105514548,-1.1228883144285504,-0.3011984364990461
dd18_exit10_x0p70,29.441899827018815,19.7630907555217,1.2502639285302788,-21.10739443021334,1.3948618776401591,1626.6177232264247,64.66165413533834,629,445,218,78,291,0.9471311475409836,0.18,0.1,0.7,-0.7551708634682797,1.3015398189010376,-1.1874516389574126,-0.3347787231125565
dd18_exit12_x0p60,29.23591099969345,19.757336568686824,1.2425556446449657,-21.127240408386086,1.3838016908298525,1596.527252257782,64.66165413533834,629,445,149,78,224,0.9491803278688524,0.18,0.12,0.6,-0.9611596907936466,1.2816938407282912,-1.3934404662827795,-0.354624701285303
dd12_exit10_x0p80,29.295940368553563,19.65272021650712,1.2504385532338858,-21.16704029620021,1.3840357441853886,1605.246610402803,63.90977443609023,646,445,443,78,513,0.9385245901639344,0.12,0.1,0.8,-0.9011303219335325,1.2418939529141682,-1.3334110974226654,-0.394424589099426
dd8_exit6_x0p50,24.440485765400233,17.800178420219083,1.147013854695529,-21.19979666756267,1.152864159437721,1017.5926744432651,62.40601503759399,660,445,842,78,885,0.8206035767511177,0.08,0.06,0.5,-5.756584925086862,1.2091375815517083,-6.188865700575995,-0.4271809604618859
dd8_exit4_x0p60,24.881623364315164,17.78518232160505,1.1676550812454576,-21.230158685111427,1.1719942245068797,1062.1139683497406,63.1578947368421,652,445,961,78,998,0.8338301043219076,0.08,0.04,0.6,-5.315447326171931,1.178775564002951,-5.747728101661064,-0.45754297801064325
dd10_exit4_x0p80,27.812964142834605,19.073416017399637,1.2223435427700715,-21.232685834498078,1.3099126676496637,1401.349929833947,63.90977443609023,645,445,821,78,864,0.9123695976154993,0.1,0.04,0.8,-2.3841065476524896,1.1762484146162997,-2.8163873231416225,-0.46007012739729447
dd15_exit12_x0p40,28.294602076251117,19.46063752852151,1.2211094328770489,-21.260177786841194,1.3308732579726505,1464.9984329230647,63.90977443609023,634,445,257,78,329,0.9148286140089419,0.15,0.12,0.4,-1.9024686142359784,1.1487564622731838,-2.3347493897251113,-0.4875620797404103
dd15_exit8_x0p50,28.362742656451868,19.178852358139213,1.239035890330717,-21.315064488080697,1.3306430610290767,1474.1986861917687,63.90977443609023,629,445,346,78,417,0.9077868852459017,0.15,0.08,0.5,-1.8343280340352273,1.0938697610336803,-2.26660880952436,-0.5424487809799139
dd15_exit6_x0p50,28.179651102883785,19.122475185231316,1.234694355874011,-21.315064488080697,1.3220532885857201,1449.5886633939347,63.90977443609023,628,445,353,78,424,0.9064828614008942,0.15,0.06,0.5,-2.0174195876033103,1.0938697610336803,-2.449700363092443,-0.5424487809799139
dd12_exit6_x0p60,27.667571349187536,18.834792411920922,1.2294578067252444,-21.418301986303494,1.291772399459131,1382.604222085805,63.1578947368421,634,445,569,78,627,0.8891207153502236,0.12,0.06,0.6,-2.529499341299559,0.9906322628108839,-2.9617801167886917,-0.6456862792027103
dd12_exit4_x0p80,28.83575796429212,19.329321118298093,1.2497743739856255,-21.62211668304319,1.3336232704222764,1539.4326768503013,63.90977443609023,635,445,616,78,674,0.9265275707898659,0.12,0.04,0.8,-1.3613127261949742,0.7868175660711891,-1.7935935016841071,-0.849500975942405
dd18_exit12_x0p50,28.882217399054856,19.688639241973892,1.2323496359381185,-21.6222321502145,1.3357648367848245,1545.970717895109,64.66165413533834,629,445,149,78,224,0.9437406855439643,0.18,0.12,0.5,-1.3148532914322395,0.7867020988998767,-1.7471340669213724,-0.8496164431137174
dd15_exit12_x0p30,27.895192327131625,19.40256502635259,1.208177049909332,-21.635430708805963,1.289329188892821,1412.0469037444889,63.90977443609023,634,445,257,78,329,0.9054769001490314,0.15,0.12,0.3,-2.3018783633554705,0.7735035403084147,-2.7341591388446034,-0.8628150017051794
dd10_exit6_x0p70,27.092928129750106,18.855881717674112,1.2044407893807116,-21.656100447093582,1.2510529398373837,1310.5791908940932,64.66165413533834,645,445,708,78,760,0.8947093889716841,0.1,0.06,0.7,-3.104142560736989,0.7528338020207954,-3.5364233362261217,-0.8834847399927988
dd18_exit10_x0p60,29.040887557897843,19.66224372567149,1.2399649304762517,-21.759911301549923,1.3346050521735953,1568.4788836778189,64.66165413533834,629,445,218,78,291,0.9391952309985098,0.18,0.1,0.6,-1.156183132589252,0.649022947564454,-1.588463908078385,-0.9872955944491402
dd15_exit8_x0p40,27.89494646001245,19.05939692670267,1.2265331697768689,-21.7695573842027,1.2813740751685976,1412.014816117193,63.90977443609023,629,445,346,78,417,0.8951564828614008,0.15,0.08,0.4,-2.3021242304746465,0.6393768649116787,-2.7344050059637794,-0.9969416771019155
dd15_exit6_x0p40,27.674966992619066,18.99591131451519,1.2209750336205518,-21.7695573842027,1.2712691629046022,1383.5525907251717,63.90977443609023,628,445,353,78,424,0.8935916542473918,0.15,0.06,0.4,-2.5221036978680296,0.6393768649116787,-2.9543844733571625,-0.9969416771019155
dd10_exit8_x0p80,28.570696809272466,19.373695120805795,1.2367472482414914,-21.78368076210905,1.3115642448712745,1502.5813365706942,63.1578947368421,649,445,622,78,680,0.926080476900149,0.1,0.08,0.8,-1.6263738812146293,0.6252534870053275,-2.0586546567037622,-1.0110650550082667
dd8_exit4_x0p50,23.44139731787194,17.346754153838017,1.1261422427077965,-21.8273703543505,1.073945094499198,922.4390019656106,62.40601503759399,652,445,961,78,998,0.7995529061102832,0.08,0.04,0.5,-6.755673372615156,0.5815638947638782,-7.187954148104289,-1.054754647249716
dd18_exit8_x0p70,28.939527670885546,19.674757842274733,1.235349146501171,-21.940766310931572,1.3189843627506745,1554.0684135251386,64.66165413533834,629,445,224,78,297,0.9464605067064085,0.18,0.08,0.7,-1.257543019601549,0.46816793818280544,-1.6898237950906818,-1.1681506038307887
dd18_exit6_x0p70,28.830255234903145,19.637339655042986,1.2330321315457655,-21.940766310931572,1.3140040245786226,1538.659867231592,64.66165413533834,628,445,231,78,304,0.9456780923994038,0.18,0.06,0.7,-1.36681545558395,0.46816793818280544,-1.799096231073083,-1.1681506038307887
dd12_exit6_x0p50,26.91248962620827,18.599285374035563,1.210904683311703,-22.0283045469044,1.2217231502725994,1288.628769046608,63.1578947368421,634,445,569,78,627,0.8686661698956781,0.12,0.06,0.5,-3.284581064278825,0.3806297022099763,-3.716861839767958,-1.255688839803618
dd15_exit4_x0p70,28.93753194079418,19.386488249624662,1.2507703719606367,-22.02837437134586,1.3136480910019233,1553.7858176901086,63.90977443609023,628,445,362,78,433,0.9312593144560357,0.15,0.04,0.7,-1.259538749692915,0.3805598777685191,-1.6918195251820478,-1.255758664245075
dd18_exit4_x0p80,29.274586967453466,19.741197864953982,1.2449349791861073,-22.075094144734095,1.3261364493177836,1602.1403370458177,63.90977443609023,628,445,240,78,313,0.9534277198211625,0.18,0.04,0.8,-0.9224837230336291,0.33384010438028255,-1.354764498522762,-1.3024784376333116
dd18_exit12_x0p40,28.52638512825376,19.632536209493313,1.221288622484351,-22.120129771320048,1.289612015081384,1496.494727289917,64.66165413533834,629,445,149,78,224,0.938301043219076,0.18,0.12,0.4,-1.6706855622333343,0.2888044777943293,-2.102966337722467,-1.347514064219265
dd12_exit8_x0p80,29.11239668789851,19.53066189029757,1.249818372774427,-22.13035985105392,1.3154958565444241,1578.7140177970855,63.1578947368421,636,445,499,78,562,0.9348733233979135,0.12,0.08,0.8,-1.084674002588585,0.2785743980604565,-1.516954778077718,-1.3577441439531377
dd12_exit10_x0p70,28.623845538226412,19.43987752588785,1.2353119544867472,-22.166360098003338,1.291319161633792,1509.9096257821618,62.40601503759399,646,445,443,78,513,0.922317436661699,0.12,0.1,0.7,-1.573225152260683,0.24257415111103953,-2.005505927749816,-1.3937443909025546
dd15_exit8_x0p30,27.4223836573968,18.966558704198345,1.2121694954146631,-22.232684888429436,1.2334265427235125,1351.4733678962698,63.90977443609023,629,445,346,78,417,0.8825260804769001,0.15,0.08,0.3,-2.774687033090295,0.1762493606849418,-3.206967808579428,-1.4600691813286524
dd10_exit4_x0p70,26.405550997191153,18.605231202329104,1.1891285685356947,-22.288649496352278,1.1847084320435224,1228.611322054257,63.90977443609023,645,445,821,78,864,0.8830849478390461,0.1,0.04,0.7,-3.7915196932959425,0.1202847527620996,-4.223800468785075,-1.5160337892514946
dd18_exit10_x0p50,28.63728688549678,19.57672754568573,1.2285972330496011,-22.416822332711906,1.2774909155481693,1511.7677764533753,64.66165413533834,629,445,218,78,291,0.9312593144560357,0.18,0.1,0.5,-1.5597838049903139,-0.00788808359752835,-1.9920645804794468,-1.6442066256111225
dd10_exit6_x0p60,25.91081474554,18.511218157950903,1.1731336531413463,-22.516711542455766,1.1507370735146905,1172.3226909750344,64.66165413533834,645,445,708,78,760,0.8692995529061102,0.1,0.06,0.6,-4.286255944947094,-0.10777729334138897,-4.7185367204362265,-1.7440958353549831
dd18_exit12_x0p30,28.168411054911523,19.589135511293982,1.2093799221778692,-22.620840690135942,1.2452415646600905,1448.0893077508624,64.66165413533834,629,445,149,78,224,0.9328614008941879,0.18,0.12,0.3,-2.028659635575572,-0.21190644102156497,-2.460940411064705,-1.8482249830351591
dd15_exit6_x0p30,27.165442863998578,18.897516960857473,1.2052726305598074,-22.62667522581896,1.2005936618120765,1319.4891723820072,63.90977443609023,628,445,353,78,424,0.8807004470938898,0.15,0.06,0.3,-3.031627826488517,-0.21774097670458303,-3.46390860197765,-1.8540595187181772
dd12_exit6_x0p40,26.151778733607767,18.404864344323826,1.1892140266898132,-22.65727113096133,1.1542333841726935,1199.4616129985266,63.1578947368421,634,445,569,78,627,0.8482116244411326,0.12,0.06,0.4,-4.045291956879328,-0.2483368818469529,-4.477572732368461,-1.884655423860547
dd8_exit6_x0p40,23.194304157419165,17.498133554347596,1.1064843198578795,-22.696117170107463,1.0219503179146365,900.0719675725043,62.40601503759399,660,445,842,78,885,0.7905365126676602,0.08,0.06,0.4,-7.0027665330679305,-0.28718292099308584,-7.435047308557063,-1.92350146300668
dd18_exit8_x0p60,28.37189074394977,19.551103684624945,1.219469796648286,-22.861166570273785,1.2410517484633325,1475.4375869851688,64.66165413533834,629,445,224,78,297,0.9383010432190759,0.18,0.08,0.6,-1.8251799465373253,-0.45223232115940704,-2.257460722026458,-2.088550863173001
dd18_exit6_x0p60,28.226121956185104,19.503873317374413,1.21615233385336,-22.861166570273785,1.2346754864595288,1455.801626327854,64.66165413533834,628,445,231,78,304,0.93725782414307,0.18,0.06,0.6,-1.9709487343019916,-0.45223232115940704,-2.4032295097911245,-2.088550863173001
