variant,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,risk_gate_days,overlay_days,combined_derisk_days,avg_combined_scale,decay_ratio_threshold,recovery_ratio_threshold,derisk_scale,annual_delta,max_dd_delta,vs_dd_only_annual_delta,vs_dd_only_max_dd_delta
score_decay45_rec80_x0p50,29.160896538659454,19.868028791589936,1.2337743375882015,-21.365160410187777,1.364880767511315,1585.6882837620587,63.90977443609023,641,445,257,101,352,0.9622578241430699,0.45,0.8,0.5,-1.036174151827641,1.043773838926601,-0.29462666068342713,0.3280082173457437
score_decay45_rec90_x0p00,28.837696544709026,19.819870902663713,1.2236944056757415,-21.04355737461538,1.3703812540504978,1539.7050122468625,64.66165413533834,636,445,257,101,352,0.9436661698956782,0.45,0.9,0.0,-1.3593741457780695,1.365376874498999,-0.6178266546338556,0.6496112529181417
score_decay45_rec90_x0p10,28.904607390463568,19.820246088314335,1.2262848724868602,-21.10736285627384,1.3694087502680192,1549.1300266704875,64.66165413533834,641,445,257,101,352,0.9473845007451563,0.45,0.9,0.1,-1.2924633000235275,1.3015713928405361,-0.5509158088793136,0.5858057712596789
score_decay45_rec90_x0p20,28.970385341764594,19.82525233778656,1.228589115783695,-21.17142634865859,1.3683719209405154,1558.4434592830082,64.66165413533834,641,445,257,101,352,0.9511028315946349,0.45,0.9,0.2,-1.2266853487225013,1.237507900455789,-0.4851378575782874,0.5217422788749317
score_decay45_rec90_x0p30,29.035027863189143,19.834888399934368,1.2306058159265998,-21.23574740472795,1.3672712954159907,1567.6427038746183,64.66165413533834,641,445,257,101,352,0.9548211624441132,0.45,0.9,0.3,-1.1620428272979524,1.1731868443864286,-0.42049533615373846,0.4574212228055714
score_decay45_rec90_x0p50,29.160896538659454,19.868028791589936,1.2337743375882015,-21.365160410187777,1.364880767511315,1585.6882837620587,63.90977443609023,641,445,257,101,352,0.9622578241430699,0.45,0.9,0.5,-1.036174151827641,1.043773838926601,-0.29462666068342713,0.3280082173457437
score_decay50_rec60_x0p00,27.369390909216218,19.73391115649845,1.1702907556341973,-22.54392597219284,1.2140472313019224,1344.8236430264067,64.66165413533834,646,445,257,121,371,0.9362891207153502,0.5,0.6,0.0,-2.827679781270877,-0.13499172307846408,-2.0861322901266632,-0.8507573446593213
score_decay50_rec60_x0p10,27.583809972059115,19.733599460027094,1.1787985229482145,-22.457035929390216,1.2282925519996757,1371.9016298995075,63.90977443609023,652,445,257,121,371,0.9407451564828614,0.5,0.6,0.1,-2.6132607184279806,-0.04810168027583828,-1.8717132272837667,-0.7638673018566955
score_decay50_rec60_x0p20,27.79696058840262,19.74000014449475,1.1869058341059293,-22.37054572053345,1.242569624168282,1399.2760631437184,63.90977443609023,652,445,257,121,371,0.9452011922503726,0.5,0.6,0.2,-2.4001101020844757,0.03838852858092778,-1.6585626109402618,-0.6773770929999294
score_decay50_rec60_x0p30,28.008834610090872,19.753111206248477,1.1946049346371068,-22.284456606250565,1.256877612274139,1426.9446016765844,63.1578947368421,652,445,257,121,371,0.9496572280178838,0.5,0.6,0.3,-2.188236080396223,0.12447764286381258,-1.446688589252009,-0.5912879787170446
score_decay50_rec60_x0p50,28.428720265201733,19.79942236969663,1.2087538351079499,-22.11348668689225,1.2855828964345468,1483.1537398917965,64.66165413533834,652,445,257,121,371,0.9585692995529062,0.5,0.6,0.5,-1.7683504252853623,0.295447562222126,-1.0268029341411484,-0.42031805935873123
score_decay50_rec70_x0p00,27.696344058276413,19.720315416154595,1.1839130599226295,-22.543925972192874,1.228550168787764,1386.2969477409376,64.66165413533834,644,445,257,127,377,0.934053651266766,0.5,0.7,0.0,-2.5007266322106823,-0.13499172307849605,-1.7591791410664683,-0.8507573446593533
score_decay50_rec70_x0p10,27.87877818204716,19.720371524106643,1.1911231245535971,-22.457035929390134,1.2414273312695485,1409.9060852239502,63.90977443609023,651,445,257,127,377,0.9387332339791356,0.5,0.7,0.1,-2.318292508439935,-0.048101680275756564,-1.5767450172957211,-0.7638673018566138
score_decay50_rec70_x0p20,28.059784485710026,19.727364763678416,1.197914762273809,-22.370545720533524,1.2543182824527366,1433.667005472888,63.90977443609023,651,445,257,127,377,0.9434128166915052,0.5,0.7,0.2,-2.1372862047770695,0.038388528580853176,-1.3957387136328556,-0.677377093000004
score_decay50_rec70_x0p30,28.239355372341524,19.741292287672767,1.204281431660937,-22.28445660625043,1.2672220764145015,1457.5750192567282,63.1578947368421,651,445,257,127,377,0.9480923994038749,0.5,0.7,0.3,-1.9577153181455706,0.12447764286394758,-1.2161678270013567,-0.5912879787169096
score_decay50_rec70_x0p50,28.594160540356395,19.7899024042917,1.2157205131585982,-22.113486686892234,1.2930643161444813,1505.8128303460333,64.66165413533834,651,445,257,127,377,0.957451564828614,0.5,0.7,0.5,-1.6029101501307004,0.29544756222214374,-0.8613626589864865,-0.42031805935871347
score_decay50_rec80_x0p00,27.696344058276413,19.720315416154595,1.1839130599226295,-22.543925972192874,1.228550168787764,1386.2969477409376,64.66165413533834,644,445,257,127,377,0.934053651266766,0.5,0.8,0.0,-2.5007266322106823,-0.13499172307849605,-1.7591791410664683,-0.8507573446593533
score_decay50_rec80_x0p10,27.87877818204716,19.720371524106643,1.1911231245535971,-22.457035929390134,1.2414273312695485,1409.9060852239502,63.90977443609023,651,445,257,127,377,0.9387332339791356,0.5,0.8,0.1,-2.318292508439935,-0.048101680275756564,-1.5767450172957211,-0.7638673018566138
score_decay50_rec80_x0p20,28.059784485710026,19.727364763678416,1.197914762273809,-22.370545720533524,1.2543182824527366,1433.667005472888,63.90977443609023,651,445,257,127,377,0.9434128166915052,0.5,0.8,0.2,-2.1372862047770695,0.038388528580853176,-1.3957387136328556,-0.677377093000004
score_decay50_rec80_x0p30,28.239355372341524,19.741292287672767,1.204281431660937,-22.28445660625043,1.2672220764145015,1457.5750192567282,63.1578947368421,651,445,257,127,377,0.9480923994038749,0.5,0.8,0.3,-1.9577153181455706,0.12447764286394758,-1.2161678270013567,-0.5912879787169096
score_decay50_rec80_x0p50,28.594160540356395,19.7899024042917,1.2157205131585982,-22.113486686892234,1.2930643161444813,1505.8128303460333,64.66165413533834,651,445,257,127,377,0.957451564828614,0.5,0.8,0.5,-1.6029101501307004,0.29544756222214374,-0.8613626589864865,-0.42031805935871347
score_decay50_rec90_x0p00,27.70081657083068,19.719813947630488,1.184115116880168,-22.54392597219283,1.228748559811574,1386.8717061612213,64.66165413533834,644,445,257,128,378,0.9336810730253353,0.5,0.9,0.0,-2.4962541196564167,-0.13499172307845342,-1.7547066285122028,-0.8507573446593106
score_decay50_rec90_x0p10,27.882809264918397,19.719919679947264,1.1913051714134417,-22.457035929390138,1.2416068332698975,1410.4315845959793,63.90977443609023,651,445,257,128,378,0.938397913561848,0.5,0.9,0.1,-2.3142614255686986,-0.04810168027576012,-1.5727139344244847,-0.7638673018566173
score_decay50_rec90_x0p20,28.063372805389818,19.72696280136612,1.1980766818252202,-22.37054572053364,1.2544786862142037,1434.141466798608,63.90977443609023,651,445,257,128,378,0.9431147540983608,0.5,0.9,0.2,-2.133697885097277,0.03838852858073594,-1.392150393953063,-0.6773770930001213
score_decay50_rec90_x0p30,28.242499610068084,19.74094041178952,1.2044231340756322,-22.284456606250583,1.2673631719674208,1457.99664466021,63.1578947368421,651,445,257,128,378,0.9478315946348733,0.5,0.9,0.3,-1.9545710804190115,0.12447764286379481,-1.2130235892747976,-0.5912879787170624
score_decay50_rec90_x0p50,28.596412717414665,19.789651101689373,1.2158216230243408,-22.1134866868923,1.2931661624561945,1506.1233182492185,64.66165413533834,651,445,257,128,378,0.9572652757078988,0.5,0.9,0.5,-1.6006579730724297,0.29544756222207624,-0.8591104819282158,-0.42031805935878097
