mode,ma_window,slope_window,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,target_vol,vol_window,scale_threshold,start,end,rows,cagr,max_dd,sharpe,calmar,avg_weight,avg_turnover
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.0,2016-05-04,2026-05-06,2429,0.3378361032116597,-0.17409490657398097,1.6158283584216029,1.9405283581234327,0.7219805336012699,0.2364565709079417
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.0,2016-05-04,2026-05-06,2429,0.33757896196057446,-0.1740949065739812,1.6307605473613942,1.939051340465961,0.7173909775817932,0.23644760203028062
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.05,2016-05-04,2026-05-06,2429,0.33651768134102045,-0.171571209872854,1.6179480956071992,1.961387820196658,0.719337851153602,0.2353271170440164
formal,60,20,20,0.2,1.03,0.5,,0.325,80,0.1,2016-05-04,2026-05-06,2429,0.3358494956160878,-0.1721225781314485,1.630805771471879,1.9512227812414156,0.7102565576755032,0.23222305663352605
formal,60,20,20,0.2,1.03,0.5,,0.275,80,0.05,2016-05-04,2026-05-06,2429,0.33548982274315464,-0.17409490657398063,1.6426668921027008,1.9270513385214412,0.7108646497618036,0.23454887411172537
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.1,2016-05-04,2026-05-06,2429,0.3350750967255043,-0.17409490657398075,1.641606862829956,1.9246691549997519,0.7057199277743362,0.23163781126613167
formal,60,20,20,0.2,1.03,0.5,,0.275,80,0.0,2016-05-04,2026-05-06,2429,0.3350183690038664,-0.17409490657398052,1.6385733443718737,1.9243433113392232,0.7116744794771093,0.23505750035401543
formal,60,20,20,0.2,1.03,0.5,,0.275,60,0.0,2016-05-04,2026-05-06,2429,0.3346857985734173,-0.17409490657398163,1.6348128780330866,1.9224330289708536,0.7116243115779471,0.23525433162520507
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.05,2016-05-04,2026-05-06,2429,0.33460951612108736,-0.16997691669893766,1.634680380322061,1.9685585703013204,0.7095383457367133,0.23377287217950926
formal,60,20,20,0.2,1.03,0.5,,0.275,100,0.05,2016-05-04,2026-05-06,2429,0.33457796862396494,-0.1740949065739804,1.6255307633307647,1.9218136544493813,0.7141941497376599,0.23429481529071747
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.1,2016-05-04,2026-05-06,2429,0.3341046214760244,-0.171571209872855,1.6288337909672796,1.9473233401082664,0.7081083781409316,0.2311024361794631
formal,60,20,20,0.2,1.03,0.5,,0.275,100,0.0,2016-05-04,2026-05-06,2429,0.33294983626986197,-0.17409490657397897,1.6212787769422108,1.9124616729001203,0.7129198044059769,0.2342253548762337
formal,60,20,20,0.2,1.03,0.5,,0.275,60,0.1,2016-05-04,2026-05-06,2429,0.3319294977848233,-0.1715311981366031,1.6357472271580884,1.9350969467401669,0.7059296102559625,0.23331822084401668
formal,60,20,20,0.2,1.03,0.5,,0.275,100,0.1,2016-05-04,2026-05-06,2429,0.33156533186939874,-0.16841106369676695,1.6216949389809407,1.9687859252905124,0.7070560790156764,0.23186537271589205
formal,60,20,20,0.2,1.03,0.5,,0.275,60,0.05,2016-05-04,2026-05-06,2429,0.3311051655367927,-0.17153119813660422,1.6340261226869017,1.9302912189367836,0.7051848039744584,0.23319462472271066
formal,60,20,20,0.2,1.03,0.5,,0.275,80,0.1,2016-05-04,2026-05-06,2429,0.3276625764678722,-0.16477043791036372,1.6550822521230695,1.9886005076112194,0.6848072810780342,0.22477085918639847
