strategy,start,end,days,key
Sub-B,2021-07-09,2021-07-15,5,BTC-USD:0.073105|DBC:0.315788|EMXC:0.038385|QQQ:0.649162
Sub-B,2021-07-16,2021-07-22,5,BTC-USD:0.076956|DBC:0.290417|EMXC:0.036135|QQQ:0.678373
Sub-B,2021-07-23,2021-07-29,5,BTC-USD:0.096172|DBC:0.256193|EMXC:0.033410|QQQ:0.700329
Sub-B,2021-07-30,2021-08-05,5,BTC-USD:0.106476|DBC:0.283943|QQQ:0.702544
Sub-B,2021-08-06,2021-08-12,5,BTC-USD:0.092829|DBC:0.289869|QQQ:0.717070
Sub-B,2021-08-13,2021-08-19,5,BTC-USD:0.089041|DBC:0.279906|QQQ:0.741786
Sub-B,2021-08-20,2021-08-26,5,BTC-USD:0.075589|DBC:0.325417|QQQ:0.710016
Sub-B,2021-08-27,2021-09-02,5,BTC-USD:0.091237|DBC:0.268484|QQQ:0.753949
Sub-B,2021-09-03,2021-09-09,4,BTC-USD:0.104123|DBC:0.284667|EMXC:0.047102|QQQ:0.657573
Sub-B,2021-09-10,2021-09-16,5,BTC-USD:0.104873|DBC:0.268636|EMXC:0.076167|QQQ:0.660462
Sub-B,2021-09-17,2021-09-23,5,BTC-USD:0.110508|DBC:0.253556|EMXC:0.075060|QQQ:0.682622
Sub-B,2021-09-24,2021-09-30,5,BTC-USD:0.093991|DBC:0.410095|QQQ:0.599248
Sub-B,2021-10-01,2021-10-07,5,BTC-USD:0.093308|DBC:0.399646|EMXC:0.037017|QQQ:0.510833
Sub-B,2021-10-08,2021-10-14,5,BTC-USD:0.091507|DBC:0.421365|EMXC:0.040776|QQQ:0.484439
Sub-B,2021-10-15,2021-10-21,5,BTC-USD:0.098283|DBC:0.508999|QQQ:0.459930
Sub-B,2021-10-22,2021-10-28,5,BTC-USD:0.105579|DBC:0.488157|QQQ:0.473128
Sub-B,2021-10-29,2021-11-04,5,BTC-USD:0.091075|DBC:0.419416|QQQ:0.539526|TLT:0.028685
Sub-B,2021-11-05,2021-11-11,5,BTC-USD:0.094113|DBC:0.366624|QQQ:0.610902|TLT:0.026169
Sub-B,2021-11-12,2021-11-18,5,BTC-USD:0.094929|DBC:0.361207|QQQ:0.651455
Sub-B,2021-11-19,2021-11-24,4,BTC-USD:0.089996|DBC:0.376462|QQQ:0.632035
Sub-B,2021-11-26,2021-12-02,5,BTC-USD:0.098145|DBC:0.368210|QQQ:0.693559|TLT:0.024787
Sub-B,2021-12-03,2021-12-09,5,BTC-USD:0.131828|DBC:0.329041|QQQ:0.618011|TLT:0.029991
Sub-B,2021-12-10,2021-12-16,5,BTC-USD:0.167082|DBC:0.341447|QQQ:0.549417|TLT:0.032613
Sub-B,2021-12-17,2021-12-23,5,BTC-USD:0.175647|DBC:0.367931|QQQ:0.509310|TLT:0.034536
Sub-B,2021-12-27,2021-12-30,4,BTC-USD:0.176397|DBC:0.374447|QQQ:0.488018|TLT:0.036959
Sub-B,2021-12-31,2022-01-06,5,BTC-USD:0.144203|DBC:0.486634|QQQ:0.396965|TLT:0.033770
Sub-B,2022-01-07,2022-01-13,5,BTC-USD:0.145287|DBC:0.486014|QQQ:0.371971|UUP:0.054124
Sub-B,2022-01-14,2022-01-20,4,BTC-USD:0.162842|DBC:0.506011|QQQ:0.393264
Sub-B,2022-01-21,2022-01-27,5,BTC-USD:0.128697|DBC:0.485924|QQQ:0.069283|UUP:0.048360
Sub-B,2022-01-28,2022-02-03,5,BTC-USD:0.110229|DBC:0.488269|DBMF:0.024110|EMXC:0.032113|KMLM:0.031847|UUP:0.035654
Sub-B,2022-02-04,2022-02-10,5,BTC-USD:0.105364|DBC:0.520628|EMXC:0.026724|KMLM:0.069506
Sub-B,2022-02-11,2022-02-17,5,BTC-USD:0.084063|DBC:0.573866|KMLM:0.074680|QQQ:0.027603
Sub-B,2022-02-18,2022-02-24,4,BTC-USD:0.078888|DBC:0.552865|EMXC:0.028760|GLD:0.057776|KMLM:0.027027
Sub-B,2022-02-25,2022-03-03,5,BTC-USD:0.089827|DBC:0.541428|DBMF:0.023457|EMXC:0.027635|KMLM:0.067653
Sub-B,2022-03-04,2022-03-09,4,BTC-USD:0.135843|DBC:0.488637|DBMF:0.033234|KMLM:0.064210|QQQ:0.043261
Sub-B,2022-03-22,2022-03-24,3,BTC-USD:0.205597|DBC:0.374735|DBMF:0.040480|EMXC:0.042033|KMLM:0.059368|QQQ:0.036386
Sub-B,2022-03-25,2022-03-31,5,BTC-USD:0.224896|DBC:0.351178|DBMF:0.075835|EMXC:0.042784|KMLM:0.055307
Sub-B,2022-04-01,2022-04-07,5,BTC-USD:0.242221|DBC:0.338752|DBMF:0.074294|KMLM:0.057447|QQQ:0.046561
Sub-B,2022-04-08,2022-04-14,5,BTC-USD:0.249709|DBC:0.337450|DBMF:0.068924|KMLM:0.061302|QQQ:0.037420
Sub-B,2022-04-18,2022-04-21,4,BTC-USD:0.202163|DBC:0.376433|DBMF:0.112297|KMLM:0.059107
Sub-B,2022-04-22,2022-04-28,5,BTC-USD:0.196224|DBC:0.381860|DBMF:0.119860|KMLM:0.052056
Sub-B,2022-04-29,2022-05-02,2,BTC-USD:0.177750|DBC:0.407916|DBMF:0.112851|KMLM:0.051484
Sub-B,2022-06-03,2022-06-09,5,BTC-USD:0.007983|DBC:0.321440|DBMF:0.119116|KMLM:0.051461
Sub-B,2022-06-10,2022-06-16,5,BTC-USD:0.008438|DBC:0.339747|DBMF:0.107331|KMLM:0.044484
Sub-B,2022-06-17,2022-06-23,4,BTC-USD:0.005091|DBC:0.353783|DBMF:0.103652|KMLM:0.037474
Sub-B,2022-06-24,2022-06-30,5,DBC:0.326284|DBMF:0.109383|KMLM:0.064334
Sub-B,2022-07-01,2022-07-07,4,DBC:0.321937|DBMF:0.118140|KMLM:0.059923
Sub-B,2022-07-08,2022-07-14,5,DBC:0.303647|DBMF:0.134220|KMLM:0.062132
Sub-B,2022-07-15,2022-07-21,5,DBC:0.299200|DBMF:0.141696|KMLM:0.059105
Sub-B,2022-07-22,2022-07-28,5,DBC:0.294229|DBMF:0.144658|KMLM:0.061113
Sub-B,2022-07-29,2022-08-04,5,DBC:0.295157|DBMF:0.143117|KMLM:0.061727
Sub-B,2022-08-05,2022-08-11,5,DBC:0.315566|DBMF:0.114970|KMLM:0.069464
Sub-B,2022-08-12,2022-08-18,5,DBC:0.330440|DBMF:0.105402|KMLM:0.064158
Sub-B,2022-08-19,2022-08-25,5,DBC:0.331421|DBMF:0.110247|KMLM:0.058332
Sub-B,2022-08-26,2022-09-01,5,DBC:0.329181|DBMF:0.111225|KMLM:0.059593
Sub-B,2022-09-02,2022-09-08,4,DBC:0.333333
Sub-B,2022-09-09,2022-09-15,5,DBC:0.083333
Sub-B,2022-09-16,2022-09-22,5,DBC:0.034598|DBMF:0.109196|KMLM:0.069634|UUP:0.036572
Sub-B,2022-09-23,2022-10-06,10,DBC:0.083333
Sub-B,2022-10-07,2022-10-20,10,DBC:0.333333
Sub-B,2022-10-21,2022-10-27,5,DBC:0.055556
Sub-B,2022-10-28,2022-11-17,15,DBC:0.305556
Sub-B,2022-11-18,2022-12-29,28,DBC:0.055556
Sub-B,2022-12-30,2023-01-05,4,DBC:0.055556|EFA:0.027778
Sub-B,2023-01-06,2023-01-12,5,DBC:0.055556
Sub-B,2023-01-13,2023-01-19,4,DBC:0.048036|EFA:0.027778|GLD:0.126150
Sub-B,2023-01-20,2023-01-26,5,DBC:0.047533|GLD:0.182711
Sub-B,2023-01-27,2023-02-02,5,DBC:0.048337|EFA:0.277778|GLD:0.125549
Sub-B,2023-02-03,2023-02-09,5,BTC-USD:0.013532|DBC:0.054770|EFA:0.296480|GLD:0.057126|QQQ:0.046643
Sub-B,2023-02-10,2023-02-16,5,BTC-USD:0.010683|DBC:0.055556|EFA:0.051964|QQQ:0.041372
Sub-B,2023-02-17,2023-02-23,4,BTC-USD:0.260267|DBC:0.055556|EFA:0.053278|QQQ:0.039577
Sub-B,2023-02-24,2023-03-02,5,BTC-USD:0.258690|DBC:0.055556|EFA:0.039897|EMXC:0.034746
Sub-B,2023-03-03,2023-03-09,5,BTC-USD:0.009630|DBC:0.052023|EFA:0.038657|EMXC:0.035046|GLD:0.062620
Sub-B,2023-03-10,2023-03-16,5,DBC:0.027778|EFA:0.027778
Sub-B,2023-03-17,2023-03-23,5,BTC-USD:0.257649|DBC:0.026005|EFA:0.033419|GLD:0.140589
Sub-B,2023-03-24,2023-03-30,5,BTC-USD:0.099921|DBC:0.030342|EFA:0.036602|GLD:0.925422
Sub-B,2023-03-31,2023-04-06,5,BTC-USD:0.104323|DBC:0.030542|EFA:0.038083|GLD:0.901708
Sub-B,2023-04-10,2023-04-13,4,BTC-USD:0.109023|DBC:0.031901|EFA:0.038940|GLD:0.888158
Sub-B,2023-04-14,2023-04-20,5,BTC-USD:0.112357|DBC:0.036273|EFA:0.431403|GLD:0.655896
Sub-B,2023-04-21,2023-04-27,5,BTC-USD:0.096717|DBC:0.030333|EFA:0.456897|GLD:0.582167
Sub-B,2023-04-28,2023-05-04,5,BTC-USD:0.110216|DBC:0.028205|EFA:0.468937|GLD:0.118617
Sub-B,2023-05-05,2023-05-11,5,BTC-USD:0.127059|DBC:0.027189|EFA:0.074002|GLD:0.903448
Sub-B,2023-05-12,2023-05-18,5,BTC-USD:0.141148|DBC:0.024559|EFA:0.073941|GLD:0.172743|QQQ:0.712460
Sub-B,2023-05-19,2023-05-25,5,BTC-USD:0.165265|DBC:0.023287|EFA:0.077421|GLD:0.064537|QQQ:0.766572
Sub-B,2023-05-26,2023-06-01,4,BTC-USD:0.172031|DBC:0.024261|EFA:0.074494|GLD:0.116290|QQQ:0.759171
Sub-B,2023-06-02,2023-06-08,5,BTC-USD:0.182724|DBC:0.021330|EFA:0.066749|GLD:0.132796|QQQ:0.719009
Sub-B,2023-06-09,2023-06-15,5,BTC-USD:0.165539|DBC:0.023465|EFA:0.066097|GLD:0.127019|QQQ:0.741098
Sub-B,2023-06-16,2023-06-22,4,BTC-USD:0.136574|DBC:0.022671|EFA:0.407536|GLD:0.130487|QQQ:0.628803
Sub-B,2023-06-23,2023-06-29,5,BTC-USD:0.134858|DBC:0.020527|EFA:0.070054|GLD:0.070058|QQQ:0.802583
Sub-B,2023-06-30,2023-07-06,4,BTC-USD:0.139859|DBC:0.021274|EFA:0.079568|GLD:0.068563|QQQ:0.820212
Sub-B,2023-07-07,2023-07-13,5,BTC-USD:0.160610|DBC:0.020184|EFA:0.077369|GLD:0.070744|QQQ:0.788393
Sub-B,2023-07-14,2023-07-20,5,BTC-USD:0.142727|DBC:0.019560|EFA:0.379129|GLD:0.067358|QQQ:0.722396
Sub-B,2023-07-21,2023-07-27,5,BTC-USD:0.223120|DBC:0.021107|EFA:0.067515|GLD:0.063886|QQQ:0.682661
Sub-B,2023-07-28,2023-08-03,5,BTC-USD:0.210150|DBC:0.026637|EFA:0.066582|GLD:0.054907|QQQ:0.707607
Sub-B,2023-08-04,2023-08-10,5,BTC-USD:0.244710|DBC:0.019533|DBMF:0.039328|EFA:0.069039|KMLM:0.024472|QQQ:0.625120
Sub-B,2023-08-11,2023-08-17,5,BTC-USD:0.259565|DBC:0.020446|DBMF:0.041706|EFA:0.076540|KMLM:0.021181|QQQ:0.597454
Sub-B,2023-08-18,2023-08-24,5,BTC-USD:0.194136|DBC:0.026240|EFA:0.078243|GLD:0.068188|QQQ:0.756223
Sub-B,2023-08-25,2023-08-31,5,BTC-USD:0.033437|DBMF:0.025359|EFA:0.039497|EMXC:0.038884|KMLM:0.017206|QQQ:0.530038|UUP:0.040768
Sub-B,2023-09-01,2023-09-07,4,BTC-USD:0.024929|DBMF:0.026675|EFA:0.084211|KMLM:0.018233|QQQ:0.523063|UUP:0.038426
Sub-B,2023-09-08,2023-09-14,5,BTC-USD:0.024186|DBMF:0.026227|EFA:0.042115|KMLM:0.060866|QQQ:0.523316|UUP:0.039130
Sub-B,2023-09-15,2023-09-21,5,BTC-USD:0.022092|DBMF:0.027099|EFA:0.041938|KMLM:0.064189|QQQ:0.538182|UUP:0.036315
Sub-B,2023-09-22,2023-09-28,5,BTC-USD:0.026253|DBMF:0.028503|EFA:0.040421|KMLM:0.066496|QQQ:0.534208|UUP:0.034535
Sub-B,2023-09-29,2023-10-05,5,BTC-USD:0.190864|DBMF:0.026002|EFA:0.038952|KMLM:0.063711|QQQ:0.699432|UUP:0.036682
Sub-B,2023-10-06,2023-10-12,5,BTC-USD:0.291439|EFA:0.035973|QQQ:0.159875
Sub-B,2023-10-13,2023-10-19,5,BTC-USD:0.045943|EFA:0.034337|QQQ:0.547887
Sub-B,2023-10-20,2023-10-26,5,BTC-USD:0.283548|DBMF:0.023686|EFA:0.034507|KMLM:0.054934|QQQ:0.108072|UUP:0.040943
Sub-B,2023-10-27,2023-11-02,5,BTC-USD:0.274306|DBMF:0.023250|EFA:0.041138|GLD:0.077010|KMLM:0.016702|QQQ:0.125435|UUP:0.043381
Sub-B,2023-11-03,2023-11-09,5,BTC-USD:0.170897|DBC:0.037857|EFA:0.039911|QQQ:0.746255|UUP:0.027778
Sub-B,2023-11-10,2023-11-16,5,BTC-USD:0.173527|DBMF:0.045843|EFA:0.040624|QQQ:0.757182|UUP:0.041936
Sub-B,2023-11-17,2023-11-22,4,BTC-USD:0.159257|EFA:0.065940|EMXC:0.038511|QQQ:0.792914|UUP:0.042035
Sub-B,2023-11-24,2023-11-30,5,BTC-USD:0.161988|EFA:0.061594|EMXC:0.036050|QQQ:0.794453|UUP:0.040220
Sub-B,2023-12-01,2023-12-07,5,BTC-USD:0.152788|EFA:0.073801|QQQ:0.851054|UUP:0.046591
Sub-B,2023-12-08,2023-12-14,5,BTC-USD:0.129398|EFA:0.040754|EMXC:0.039041|GLD:0.067019|QQQ:0.892234
Sub-B,2023-12-15,2023-12-21,5,BTC-USD:0.097310|EFA:0.080206|EMXC:0.038460|QQQ:0.929060
Sub-B,2023-12-22,2023-12-28,4,BTC-USD:0.122863|EFA:0.074664|EMXC:0.034979|QQQ:0.904447
Sub-B,2023-12-29,2024-01-04,4,BTC-USD:0.104114|EFA:0.037671|EMXC:0.390518|QQQ:0.824784
Sub-B,2024-01-05,2024-01-11,5,BTC-USD:0.139232|EFA:0.080074|EMXC:0.037265|QQQ:0.769842
Sub-B,2024-01-12,2024-01-18,4,BTC-USD:0.147363|EFA:0.076904|EMXC:0.035744|QQQ:0.693286
Sub-B,2024-01-19,2024-01-25,5,BTC-USD:0.136081|EFA:0.076079|EMXC:0.034323|QQQ:0.714454
Sub-B,2024-01-26,2024-02-01,5,BTC-USD:0.132435|EFA:0.082173|EMXC:0.036761|QQQ:0.714967
Sub-B,2024-02-02,2024-02-08,5,BTC-USD:0.145392|EFA:0.127160|QQQ:0.688991
Sub-B,2024-02-09,2024-02-15,5,BTC-USD:0.155647|EFA:0.042304|EMXC:0.074150|QQQ:0.686540
Sub-B,2024-02-16,2024-02-22,4,BTC-USD:0.140670|EFA:0.043326|EMXC:0.439351|QQQ:0.528613
Sub-B,2024-02-23,2024-02-29,5,BTC-USD:0.160837|EFA:0.044337|EMXC:0.462238|QQQ:0.440854
Sub-B,2024-03-01,2024-03-07,5,BTC-USD:0.131395|EFA:0.478900|EMXC:0.041166|QQQ:0.463327
Sub-B,2024-03-08,2024-03-14,5,BTC-USD:0.097441|EFA:0.510280|EMXC:0.042832|QQQ:0.414497
Sub-B,2024-03-15,2024-03-21,5,BTC-USD:0.087586|EFA:0.489875|EMXC:0.048114|GLD:0.058192|QQQ:0.390518
Sub-B,2024-03-22,2024-03-28,5,BTC-USD:0.077294|EFA:0.480660|EMXC:0.044519|GLD:0.053924|QQQ:0.425940
Sub-B,2024-04-01,2024-04-04,4,BTC-USD:0.071988|EFA:0.480645|EMXC:0.045147|GLD:0.052183|QQQ:0.438467
Sub-B,2024-04-05,2024-04-11,5,BTC-USD:0.089275|EFA:0.046181|EMXC:0.048042|GLD:0.515178|QQQ:0.500814
Sub-B,2024-04-12,2024-04-18,5,BTC-USD:0.088838|EMXC:0.043336|GLD:0.517832|QQQ:0.585484
Sub-B,2024-04-19,2024-04-25,5,BTC-USD:0.097115|GLD:0.541371|QQQ:0.597073
Sub-B,2024-04-26,2024-05-02,5,BTC-USD:0.135824|GLD:0.535927|QQQ:0.571076
Sub-B,2024-05-03,2024-05-09,5,BTC-USD:0.139574|EFA:0.043558|EMXC:0.040004|GLD:0.462487|QQQ:0.542774
Sub-B,2024-05-10,2024-05-16,5,BTC-USD:0.143845|EFA:0.043502|EMXC:0.041843|GLD:0.488805|QQQ:0.522482
Sub-B,2024-05-17,2024-05-23,5,BTC-USD:0.129247|EFA:0.045417|EMXC:0.046021|GLD:0.471965|QQQ:0.535665
Sub-B,2024-05-24,2024-05-30,4,BTC-USD:0.119000|EFA:0.042375|EMXC:0.043590|GLD:0.415231|QQQ:0.619634
Sub-B,2024-05-31,2024-06-06,5,BTC-USD:0.123949|EFA:0.037749|GLD:0.434745|QQQ:0.649541
Sub-B,2024-06-07,2024-06-13,5,BTC-USD:0.130376|GLD:0.439488|QQQ:0.676781
Sub-B,2024-06-14,2024-06-20,4,BTC-USD:0.166623|EFA:0.032719|GLD:0.351097|QQQ:0.688642
Sub-B,2024-06-21,2024-06-27,5,BTC-USD:0.188140|EMXC:0.028972|GLD:0.361534|QQQ:0.669349
Sub-B,2024-06-28,2024-07-03,4,BTC-USD:0.150634|EMXC:0.032453|GLD:0.395562|QQQ:0.646336
Sub-B,2024-07-05,2024-07-11,5,BTC-USD:0.136847|EMXC:0.038510|GLD:0.406555|QQQ:0.674946
Sub-B,2024-07-12,2024-07-18,5,BTC-USD:0.126344|GLD:0.570228|QQQ:0.592097
Sub-B,2024-07-19,2024-07-25,5,BTC-USD:0.115303|GLD:0.600118|QQQ:0.543133
Sub-B,2024-07-26,2024-08-01,5,BTC-USD:0.135035|GLD:0.634977|QQQ:0.474380
Sub-B,2024-08-02,2024-08-08,5,BTC-USD:0.148313|GLD:0.643194|QQQ:0.431949
Sub-B,2024-08-20,2024-08-22,3,BTC-USD:0.119141|GLD:0.677092|QQQ:0.352562
Sub-B,2024-08-23,2024-08-29,5,BTC-USD:0.115977|GLD:0.669913|QQQ:0.380509
Sub-B,2024-08-30,2024-09-05,4,BTC-USD:0.104946|GLD:0.658602|QQQ:0.397173
Sub-B,2024-09-06,2024-09-12,5,BTC-USD:0.135162|GLD:0.630318|QQQ:0.392058
Sub-B,2024-09-13,2024-09-19,5,BTC-USD:0.139974|GLD:0.649326|QQQ:0.375294
Sub-B,2024-09-20,2024-09-26,5,BTC-USD:0.135534|GLD:0.659518|QQQ:0.379931
Sub-B,2024-09-27,2024-10-03,5,BTC-USD:0.148498|GLD:0.644271|QQQ:0.384484
Sub-B,2024-10-04,2024-10-10,5,BTC-USD:0.139085|GLD:0.641452|QQQ:0.467661
Sub-B,2024-10-11,2024-10-17,5,BTC-USD:0.142783|GLD:0.615553|QQQ:0.548136
Sub-B,2024-10-18,2024-10-24,5,BTC-USD:0.114997|EMXC:0.022936|GLD:0.618758|QQQ:0.557598
Sub-B,2024-10-25,2024-10-31,5,BTC-USD:0.120248|EMXC:0.029635|GLD:0.628128|QQQ:0.533056
Sub-B,2024-11-01,2024-11-07,5,BTC-USD:0.127673|GLD:0.665749|QQQ:0.502902
Sub-B,2024-11-08,2024-11-14,5,BTC-USD:0.142675|GLD:0.600552|QQQ:0.556693
Sub-B,2024-11-15,2024-11-21,5,BTC-USD:0.119703|GLD:0.573500|QQQ:0.612160
Sub-B,2024-11-22,2024-11-27,4,BTC-USD:0.126512|GLD:0.582328|QQQ:0.599907
Sub-B,2024-11-29,2024-12-05,5,BTC-USD:0.122874|GLD:0.534941|QQQ:0.628487
Sub-B,2024-12-06,2024-12-12,5,BTC-USD:0.112740|GLD:0.485819|QQQ:0.694888
Sub-B,2024-12-13,2024-12-19,5,BTC-USD:0.134337|GLD:0.525486|QQQ:0.619540
Sub-B,2024-12-20,2024-12-26,4,BTC-USD:0.137382|GLD:0.542767|QQQ:0.527494
Sub-B,2024-12-27,2025-01-02,4,BTC-USD:0.123522|GLD:0.630995|QQQ:0.463476
Sub-B,2025-01-03,2025-01-08,4,BTC-USD:0.132609|GLD:0.642291|QQQ:0.469710
Sub-B,2025-01-10,2025-01-16,5,BTC-USD:0.132344|GLD:0.667073|QQQ:0.452477
Sub-B,2025-01-17,2025-01-23,4,BTC-USD:0.130960|GLD:0.702201|QQQ:0.417025
Sub-B,2025-01-24,2025-01-30,5,BTC-USD:0.124390|GLD:0.711388|QQQ:0.426994
Sub-B,2025-01-31,2025-02-06,5,BTC-USD:0.151995|GLD:0.687286|QQQ:0.416089
Sub-B,2025-02-07,2025-02-13,5,BTC-USD:0.165018|GLD:0.679333|QQQ:0.417430
Sub-B,2025-02-14,2025-02-20,4,BTC-USD:0.175538|GLD:0.659778|QQQ:0.437222
Sub-B,2025-02-21,2025-02-27,5,BTC-USD:0.182668|GLD:0.635083|QQQ:0.527032
Sub-B,2025-02-28,2025-03-06,5,BTC-USD:0.179612|GLD:0.616932|QQQ:0.092205|UUP:0.049778
Sub-B,2025-03-07,2025-03-13,5,BTC-USD:0.170701|EFA:0.036566|GLD:0.643335|QQQ:0.075872
Sub-B,2025-03-14,2025-03-20,5,BTC-USD:0.142954|EFA:0.070227|GLD:0.654363|QQQ:0.032744
Sub-B,2025-03-21,2025-03-27,5,BTC-USD:0.114738|EFA:0.356691|GLD:0.655638|QQQ:0.029617
Sub-B,2025-03-28,2025-04-03,5,BTC-USD:0.120355|EFA:0.030387|GLD:0.734803|QQQ:0.057783
Sub-B,2025-04-28,2025-05-01,4,BTC-USD:0.223913|EFA:0.026249|GLD:0.557892|QQQ:0.021128
Sub-B,2025-05-02,2025-05-08,5,BTC-USD:0.241011|EFA:0.053784|GLD:0.546916|QQQ:0.022956
Sub-B,2025-05-09,2025-05-15,5,BTC-USD:0.228032|EFA:0.421011|GLD:0.376182|QQQ:0.076821
Sub-B,2025-05-16,2025-05-22,5,BTC-USD:0.280860|GLD:0.411390|QQQ:0.526562
Sub-B,2025-05-23,2025-05-29,4,BTC-USD:0.212712|EFA:0.445765|GLD:0.303687|QQQ:0.136028
Sub-B,2025-05-30,2025-06-05,5,BTC-USD:0.208060|EFA:0.472402|GLD:0.326693|QQQ:0.089614
Sub-B,2025-06-06,2025-06-12,5,BTC-USD:0.189549|EFA:0.477131|GLD:0.372563|QQQ:0.110417
Sub-B,2025-06-13,2025-06-18,4,BTC-USD:0.184706|EFA:0.449096|GLD:0.438798|QQQ:0.162268
Sub-B,2025-06-20,2025-06-26,5,BTC-USD:0.186986|EFA:0.042777|GLD:0.544750|QQQ:0.619029
Sub-B,2025-06-27,2025-07-03,5,BTC-USD:0.172420|EFA:0.040087|GLD:0.546099|QQQ:0.652481
Sub-B,2025-07-07,2025-07-10,4,BTC-USD:0.158069|EFA:0.081635|GLD:0.584362|QQQ:0.548440
Sub-B,2025-07-11,2025-07-17,5,BTC-USD:0.172763|EFA:0.075112|GLD:0.588166|QQQ:0.539894
Sub-B,2025-07-18,2025-07-24,5,BTC-USD:0.151457|EFA:0.073740|GLD:0.587977|QQQ:0.589214
Sub-B,2025-07-25,2025-07-31,5,BTC-USD:0.148098|EFA:0.069779|GLD:0.533061|QQQ:0.658901
Sub-B,2025-08-01,2025-08-07,5,BTC-USD:0.146841|EFA:0.031771|GLD:0.489610|QQQ:0.781187
Sub-B,2025-08-08,2025-08-14,5,BTC-USD:0.184006|EFA:0.033100|GLD:0.574657|QQQ:0.621849
Sub-B,2025-08-15,2025-08-21,5,BTC-USD:0.195757|EFA:0.033671|GLD:0.570120|QQQ:0.606533
Sub-B,2025-08-22,2025-08-28,5,BTC-USD:0.186873|EFA:0.036768|GLD:0.627950|QQQ:0.552150
Sub-B,2025-08-29,2025-09-04,4,BTC-USD:0.149917|EFA:0.037487|GLD:0.699358|QQQ:0.507643
Sub-B,2025-09-05,2025-09-11,5,BTC-USD:0.129373|EFA:0.029778|EMXC:0.027761|GLD:0.607830|QQQ:0.599952
Sub-B,2025-09-12,2025-09-18,5,BTC-USD:0.126673|EFA:0.029695|EMXC:0.027171|GLD:0.610392|QQQ:0.617732
Sub-B,2025-09-19,2025-09-25,5,BTC-USD:0.127245|EFA:0.027716|EMXC:0.029801|GLD:0.587106|QQQ:0.652079
Sub-B,2025-09-26,2025-10-02,5,BTC-USD:0.142773|EFA:0.032686|EMXC:0.027899|GLD:0.537703|QQQ:0.682450
Sub-B,2025-10-03,2025-10-09,5,BTC-USD:0.117898|EMXC:0.040673|GLD:0.507236|QQQ:0.802669
Sub-B,2025-10-10,2025-10-16,5,BTC-USD:0.132613|EMXC:0.043856|GLD:0.481123|QQQ:0.782630
Sub-B,2025-10-17,2025-10-23,5,BTC-USD:0.178581|EMXC:0.032162|GLD:0.598377|QQQ:0.537795
Sub-B,2025-10-24,2025-10-30,5,BTC-USD:0.200310|EMXC:0.031842|GLD:0.354673|QQQ:0.662039
Sub-B,2025-10-31,2025-11-06,5,BTC-USD:0.222982|EMXC:0.033406|GLD:0.358290|QQQ:0.635898
Sub-B,2025-11-07,2025-11-13,5,BTC-USD:0.038116|EMXC:0.323104|GLD:0.319376|QQQ:0.500260
Sub-B,2025-11-14,2025-11-20,5,BTC-USD:0.034174|EMXC:0.361818|GLD:0.269733|QQQ:0.467431
Sub-B,2025-11-21,2025-11-26,4,BTC-USD:0.015416|EFA:0.036120|EMXC:0.357631|GLD:0.370829|QQQ:0.354998
Sub-B,2025-11-28,2025-12-04,5,BTC-USD:0.013937|EFA:0.031403|EMXC:0.348955|GLD:0.408966|QQQ:0.331045
Sub-B,2025-12-05,2025-12-11,5,BTC-USD:0.012035|EFA:0.028833|EMXC:0.367427|GLD:0.413133|QQQ:0.315487
Sub-B,2025-12-12,2025-12-18,5,BTC-USD:0.010307|EFA:0.025990|EMXC:0.349370|GLD:0.462862|QQQ:0.323216
Sub-B,2025-12-19,2025-12-24,4,EFA:0.025575|EMXC:0.327663|GLD:0.611733|QQQ:0.280222
Sub-B,2025-12-26,2025-12-31,4,EFA:0.033501|EMXC:0.335572|GLD:0.488295|QQQ:0.371667
Sub-B,2026-01-02,2026-01-08,5,EFA:0.039334|EMXC:0.408110|GLD:0.307311|QQQ:0.433526
Sub-B,2026-01-09,2026-01-15,5,BTC-USD:0.016636|EFA:0.040911|EMXC:0.373034|GLD:0.338921|QQQ:0.438050
Sub-B,2026-01-16,2026-01-22,4,BTC-USD:0.015371|EFA:0.396424|EMXC:0.369695|GLD:0.272143|QQQ:0.054826
Sub-B,2026-01-23,2026-01-29,5,BTC-USD:0.014632|EFA:0.373740|EMXC:0.396403|GLD:0.272967|QQQ:0.061678
Sub-B,2026-01-30,2026-02-05,5,BTC-USD:0.013507|DBC:0.030810|EFA:0.346295|EMXC:0.367251|GLD:0.353229
Sub-B,2026-02-06,2026-02-12,5,EFA:0.445195|EMXC:0.404284|GLD:0.155211
Sub-B,2026-02-13,2026-02-19,4,EFA:0.479694|EMXC:0.387354|GLD:0.164287
Sub-B,2026-02-20,2026-02-26,5,EFA:0.499946|EMXC:0.374341|GLD:0.153065
Sub-B,2026-02-27,2026-03-05,5,EFA:0.542513|EMXC:0.328003|GLD:0.157361
Sub-B,2026-03-06,2026-03-12,5,DBC:0.373361|EFA:0.069319|EMXC:0.290838|GLD:0.301806
Sub-B,2026-03-13,2026-03-19,5,DBC:0.394798|EMXC:0.296308|GLD:0.350128
Sub-B,2026-03-20,2026-03-26,5,DBC:0.410628|EMXC:0.267311|GLD:0.364498
Sub-B,2026-03-27,2026-04-02,5,DBC:0.377081|EMXC:0.281849|GLD:0.393606
