strategy,start,end,days,key
Sub-A-DK,2023-07-21,2023-07-21,1,ZZ500/ZZ1000_1
Sub-A-DK,2023-07-24,2023-08-18,20,SZ50/ZZ1000_1
Sub-A-DK,2023-08-22,2023-08-22,1,ZZ1000/CYB_-1
Sub-A-DK,2023-08-23,2023-08-23,1,SZ50/ZZ1000_1
Sub-A-DK,2023-08-24,2023-08-24,1,HS300/ZZ500_-1
Sub-A-DK,2023-08-25,2023-08-25,1,SZ50/HS300_1
Sub-A-DK,2023-08-28,2023-08-30,3,SZ50/ZZ1000_1
Sub-A-DK,2023-08-31,2023-09-11,8,SZ50/CYB_1
Sub-A-DK,2023-09-12,2023-10-10,15,ZZ1000/CYB_1
Sub-A-DK,2023-10-12,2023-11-01,15,SZ50/ZZ1000_-1
Sub-A-DK,2023-11-02,2023-11-21,14,SZ50/CYB_-1
Sub-A-DK,2023-11-22,2023-11-29,6,SZ50/ZZ1000_-1
Sub-A-DK,2023-11-30,2023-12-01,2,ZZ1000/CYB_1
Sub-A-DK,2023-12-04,2023-12-11,6,ZZ500/CYB_1
Sub-A-DK,2023-12-12,2023-12-20,7,SZ50/ZZ500_-1
Sub-A-DK,2023-12-21,2023-12-22,2,ZZ500/ZZ1000_1
Sub-A-DK,2023-12-25,2024-02-05,30,SZ50/ZZ1000_1
Sub-A-DK,2024-02-19,2024-02-22,4,SZ50/ZZ1000_1
Sub-A-DK,2024-02-26,2024-02-27,2,ZZ1000/CYB_-1
Sub-A-DK,2024-02-28,2024-03-04,4,SZ50/CYB_-1
Sub-A-DK,2024-03-05,2024-04-01,20,SZ50/ZZ1000_-1
Sub-A-DK,2024-04-09,2024-04-15,5,ZZ1000/CYB_1
Sub-A-DK,2024-04-16,2024-04-18,3,SZ50/CYB_1
Sub-A-DK,2024-04-19,2024-04-26,6,ZZ500/CYB_1
Sub-A-DK,2024-04-29,2024-05-06,3,SZ50/CYB_1
Sub-A-DK,2024-05-07,2024-05-13,5,HS300/ZZ1000_-1
Sub-A-DK,2024-05-14,2024-05-20,5,SZ50/ZZ1000_-1
Sub-A-DK,2024-05-21,2024-05-21,1,ZZ500/ZZ1000_-1
Sub-A-DK,2024-05-22,2024-05-22,1,ZZ500/CYB_-1
Sub-A-DK,2024-05-23,2024-05-24,2,SZ50/ZZ500_1
Sub-A-DK,2024-05-27,2024-06-13,13,SZ50/ZZ1000_1
Sub-A-DK,2024-06-14,2024-06-17,2,HS300/ZZ1000_1
Sub-A-DK,2024-06-18,2024-06-26,7,ZZ1000/CYB_-1
Sub-A-DK,2024-06-27,2024-06-27,1,HS300/ZZ1000_1
Sub-A-DK,2024-06-28,2024-07-01,2,SZ50/ZZ1000_1
Sub-A-DK,2024-07-02,2024-07-17,12,SZ50/CYB_1
Sub-A-DK,2024-07-19,2024-07-19,1,SZ50/ZZ500_1
Sub-A-DK,2024-07-22,2024-07-30,7,ZZ500/CYB_-1
Sub-A-DK,2024-07-31,2024-08-01,2,SZ50/CYB_-1
Sub-A-DK,2024-08-02,2024-08-14,9,SZ50/ZZ1000_-1
Sub-A-DK,2024-08-15,2024-08-22,6,ZZ1000/CYB_1
Sub-A-DK,2024-08-23,2024-08-28,4,SZ50/CYB_1
Sub-A-DK,2024-08-29,2024-08-30,2,SZ50/ZZ1000_1
Sub-A-DK,2024-09-02,2024-09-04,3,SZ50/ZZ500_1
Sub-A-DK,2024-09-06,2024-09-06,1,HS300/CYB_-1
Sub-A-DK,2024-09-09,2024-09-09,1,SZ50/ZZ1000_-1
Sub-A-DK,2024-09-10,2024-10-08,14,SZ50/CYB_-1
Sub-A-DK,2024-10-11,2024-10-28,12,SZ50/CYB_-1
Sub-A-DK,2024-10-29,2024-10-31,3,SZ50/ZZ1000_-1
Sub-A-DK,2024-11-01,2024-11-07,5,ZZ1000/CYB_1
Sub-A-DK,2024-11-08,2024-11-18,7,SZ50/ZZ1000_-1
Sub-A-DK,2024-11-19,2024-11-20,2,ZZ500/CYB_1
Sub-A-DK,2024-11-21,2024-11-25,3,HS300/CYB_1
Sub-A-DK,2024-11-26,2024-11-26,1,HS300/ZZ500_1
Sub-A-DK,2024-11-27,2024-11-27,1,SZ50/ZZ500_1
Sub-A-DK,2024-11-28,2024-12-30,23,SZ50/CYB_1
Sub-A-DK,2024-12-31,2025-01-20,14,SZ50/ZZ1000_1
Sub-A-DK,2025-01-22,2025-01-23,2,HS300/ZZ1000_1
Sub-A-DK,2025-01-24,2025-02-11,7,SZ50/CYB_-1
Sub-A-DK,2025-02-12,2025-02-21,8,SZ50/ZZ1000_-1
Sub-A-DK,2025-02-24,2025-03-03,6,HS300/ZZ1000_-1
Sub-A-DK,2025-03-04,2025-03-04,1,HS300/CYB_-1
Sub-A-DK,2025-03-05,2025-03-11,5,HS300/ZZ1000_-1
Sub-A-DK,2025-03-12,2025-03-19,6,ZZ1000/CYB_1
Sub-A-DK,2025-03-20,2025-03-31,8,SZ50/CYB_1
Sub-A-DK,2025-04-01,2025-04-10,7,SZ50/ZZ1000_1
Sub-A-DK,2025-04-11,2025-04-28,12,SZ50/CYB_1
Sub-A-DK,2025-04-30,2025-04-30,1,SZ50/ZZ1000_1
Sub-A-DK,2025-05-06,2025-05-06,1,ZZ500/CYB_-1
Sub-A-DK,2025-05-07,2025-05-23,13,SZ50/CYB_-1
Sub-A-DK,2025-05-26,2025-06-03,6,ZZ500/CYB_-1
Sub-A-DK,2025-06-04,2025-06-04,1,ZZ1000/CYB_-1
Sub-A-DK,2025-06-05,2025-06-06,2,SZ50/CYB_-1
Sub-A-DK,2025-06-09,2025-06-13,5,SZ50/ZZ1000_-1
Sub-A-DK,2025-06-16,2025-08-05,37,SZ50/CYB_-1
Sub-A-DK,2025-08-06,2025-08-07,2,SZ50/ZZ500_-1
Sub-A-DK,2025-08-08,2025-08-19,8,HS300/ZZ1000_-1
Sub-A-DK,2025-08-20,2025-08-20,1,SZ50/ZZ1000_-1
Sub-A-DK,2025-08-21,2025-09-01,8,SZ50/CYB_-1
Sub-A-DK,2025-09-02,2025-09-22,15,ZZ1000/CYB_-1
Sub-A-DK,2025-09-23,2025-09-30,6,SZ50/CYB_-1
Sub-A-DK,2025-10-09,2025-10-10,2,SZ50/ZZ500_-1
Sub-A-DK,2025-10-13,2025-10-14,2,ZZ500/CYB_1
Sub-A-DK,2025-10-15,2025-10-15,1,HS300/CYB_1
Sub-A-DK,2025-10-16,2025-11-03,13,SZ50/CYB_1
Sub-A-DK,2025-11-06,2025-11-10,3,SZ50/ZZ500_1
Sub-A-DK,2025-11-11,2025-11-11,1,ZZ500/ZZ1000_-1
Sub-A-DK,2025-11-12,2025-11-21,8,ZZ1000/CYB_1
Sub-A-DK,2025-11-24,2025-12-04,9,SZ50/CYB_1
Sub-A-DK,2025-12-10,2025-12-10,1,ZZ500/ZZ1000_-1
Sub-A-DK,2025-12-11,2025-12-11,1,ZZ500/CYB_-1
Sub-A-DK,2025-12-12,2025-12-22,7,SZ50/CYB_-1
Sub-A-DK,2025-12-23,2025-12-23,1,HS300/CYB_-1
Sub-A-DK,2025-12-24,2025-12-30,5,HS300/ZZ500_-1
Sub-A-DK,2025-12-31,2026-01-06,3,SZ50/ZZ500_-1
Sub-A-DK,2026-01-07,2026-01-08,2,ZZ500/CYB_1
Sub-A-DK,2026-01-09,2026-01-12,2,HS300/ZZ500_-1
Sub-A-DK,2026-01-13,2026-01-21,7,SZ50/ZZ500_-1
Sub-A-DK,2026-01-22,2026-01-22,1,ZZ500/CYB_1
Sub-A-DK,2026-01-23,2026-02-04,9,SZ50/ZZ500_-1
Sub-A-DK,2026-02-06,2026-02-06,1,ZZ500/ZZ1000_1
Sub-A-DK,2026-02-09,2026-02-09,1,HS300/ZZ1000_1
Sub-A-DK,2026-02-10,2026-02-10,1,SZ50/ZZ1000_1
Sub-A-DK,2026-02-11,2026-02-27,7,SZ50/ZZ500_1
Sub-A-DK,2026-03-02,2026-03-04,3,HS300/ZZ500_1
Sub-A-DK,2026-03-05,2026-03-11,5,HS300/CYB_1
Sub-A-DK,2026-03-12,2026-03-13,2,SZ50/HS300_-1
Sub-A-DK,2026-03-16,2026-03-18,3,HS300/ZZ500_1
Sub-A-DK,2026-03-19,2026-04-03,12,ZZ500/CYB_-1
Sub-A-DK,2026-04-07,2026-04-13,5,SZ50/ZZ500_1
Sub-A-DK,2026-04-15,2026-04-17,3,ZZ500/CYB_-1
Sub-A-DK,2026-04-20,2026-05-06,10,SZ50/CYB_-1
Sub-B,2008-12-15,2008-12-18,4,GLD:0.303626|TLT:0.288918
Sub-B,2008-12-19,2008-12-24,4,GLD:0.336867|TLT:0.389708
Sub-B,2008-12-26,2008-12-31,4,GLD:0.324822|TLT:0.400869
Sub-B,2009-01-02,2009-01-08,5,GLD:0.371651|TLT:0.368404
Sub-B,2009-01-09,2009-01-15,5,GLD:0.350470|TLT:0.363231
Sub-B,2009-01-16,2009-01-22,4,GLD:0.361598|TLT:0.357498
Sub-B,2009-01-23,2009-01-29,5,GLD:0.345201|TLT:0.369758
Sub-B,2009-01-30,2009-02-05,5,GLD:0.393760|TLT:0.087002
Sub-B,2009-02-06,2009-02-12,5,GLD:0.396314|TLT:0.086901
Sub-B,2009-02-13,2009-02-19,4,GLD:0.532831|TLT:0.087392
Sub-B,2009-02-20,2009-02-26,5,GLD:0.484369|TLT:0.084283
Sub-B,2009-02-27,2009-03-05,5,GLD:0.423817|TLT:0.085222
Sub-B,2009-03-06,2009-03-12,5,GLD:0.429348|TLT:0.085795
Sub-B,2009-03-13,2009-03-19,5,GLD:0.424113|TLT:0.086314
Sub-B,2009-03-20,2009-03-26,5,GLD:0.461710|TLT:0.090459
Sub-B,2009-03-27,2009-04-02,5,GLD:0.471363|TLT:0.087681
Sub-B,2009-04-03,2009-04-09,5,GLD:0.477419|TLT:0.088339
Sub-B,2009-04-13,2009-04-16,4,GLD:0.476451|TLT:0.086163
Sub-B,2009-04-17,2009-04-23,5,EMXC:0.142424|GLD:0.651694|TLT:0.092460
Sub-B,2009-04-24,2009-04-30,5,GLD:0.489172|TLT:0.092523
Sub-B,2009-05-01,2009-05-07,5,EMXC:0.173726|GLD:0.606989|TLT:0.094661
Sub-B,2009-05-08,2009-05-14,5,EMXC:0.147594|GLD:0.654117|TLT:0.059049
Sub-B,2009-05-15,2009-05-21,5,EMXC:0.127998|GLD:0.748466|TLT:0.084037
Sub-B,2009-05-22,2009-05-28,4,EMXC:0.129279|GLD:0.756906|TLT:0.053481
Sub-B,2009-05-29,2009-06-04,5,EMXC:0.144538|GLD:0.794345|QQQ:0.050585|TLT:0.024179
Sub-B,2009-06-05,2009-06-11,5,EMXC:0.167049|GLD:0.772707|QQQ:0.416229|TLT:0.022123|UUP:0.031886
Sub-B,2009-06-12,2009-06-18,5,EMXC:0.189400|GLD:0.626914|QQQ:0.487440|UUP:0.032467
Sub-B,2009-06-19,2009-06-25,5,EMXC:0.207882|GLD:0.590596|QQQ:0.055859|UUP:0.027778
Sub-B,2009-06-26,2009-07-02,5,EMXC:0.197708|GLD:0.654196|QQQ:0.055652|TLT:0.048613|UUP:0.032856
Sub-B,2009-07-06,2009-07-09,4,EMXC:0.193243|GLD:0.609803|QQQ:0.050960|TLT:0.054163|UUP:0.029138
Sub-B,2009-07-10,2009-07-16,5,EMXC:0.176033|GLD:0.641442|QQQ:0.045558|TLT:0.054060
Sub-B,2009-07-17,2009-07-23,5,EFA:0.028146|EMXC:0.184109|GLD:0.625488|QQQ:0.385695|TLT:0.040463|UUP:0.038552
Sub-B,2009-07-24,2009-07-30,5,EFA:0.028423|EMXC:0.176173|GLD:0.606467|QQQ:0.409186|UUP:0.027778
Sub-B,2009-07-31,2009-08-06,5,EFA:0.292141|EMXC:0.213965|QQQ:0.510231|TLT:0.041376|UUP:0.041957
Sub-B,2009-08-07,2009-08-13,5,EFA:0.301754|EMXC:0.189911|GLD:0.055556|QQQ:0.531818|TLT:0.027778
Sub-B,2009-08-14,2009-08-20,5,EFA:0.307193|EMXC:0.184611|GLD:0.067178|QQQ:0.530355|TLT:0.021967
Sub-B,2009-08-21,2009-08-27,5,EFA:0.294953|EMXC:0.206775|GLD:0.061850|QQQ:0.496392|TLT:0.052409
Sub-B,2009-08-28,2009-09-03,5,EFA:0.286509|EMXC:0.219123|GLD:0.064008|QQQ:0.490842|TLT:0.051329
Sub-B,2009-09-04,2009-09-10,4,EFA:0.266856|EMXC:0.214698|GLD:0.571646|QQQ:0.064199|TLT:0.054739
Sub-B,2009-09-11,2009-09-17,5,EFA:0.276873|EMXC:0.231901|GLD:0.119343|QQQ:0.485014|TLT:0.051439
Sub-B,2009-09-18,2009-09-24,5,EFA:0.267131|EMXC:0.253952|GLD:0.065140|QQQ:0.500817|TLT:0.055581
Sub-B,2009-09-25,2009-10-01,5,EFA:0.264645|EMXC:0.235999|GLD:0.060216|QQQ:0.530613|TLT:0.061134
Sub-B,2009-10-02,2009-10-08,5,EFA:0.280600|EMXC:0.241201|GLD:0.056254|QQQ:0.468640|TLT:0.055206
Sub-B,2009-10-09,2009-10-15,5,EFA:0.273176|EMXC:0.263344|GLD:0.505148|QQQ:0.064012|TLT:0.066888
Sub-B,2009-10-16,2009-10-22,5,EFA:0.270803|EMXC:0.261087|GLD:0.525189|QQQ:0.126962|TLT:0.029144
Sub-B,2009-10-23,2009-10-29,5,EFA:0.286008|EMXC:0.258215|GLD:0.494229|QQQ:0.128903|TLT:0.027078
Sub-B,2009-10-30,2009-11-05,5,EFA:0.267495|EMXC:0.214020|GLD:0.565783|QQQ:0.129307|TLT:0.028961
Sub-B,2009-11-06,2009-11-12,5,EFA:0.260124|EMXC:0.198118|GLD:0.574210|QQQ:0.097909|TLT:0.028349
Sub-B,2009-11-13,2009-11-19,5,EFA:0.027994|EMXC:0.181876|GLD:0.543466|QQQ:0.456586|TLT:0.031238
Sub-B,2009-11-20,2009-11-25,4,EFA:0.028278|EMXC:0.184158|GLD:0.537275|QQQ:0.446699|TLT:0.031668
Sub-B,2009-11-27,2009-12-03,5,EFA:0.027501|EMXC:0.181013|GLD:0.561100|QQQ:0.428343|TLT:0.031453
Sub-B,2009-12-04,2009-12-10,5,EFA:0.024152|EMXC:0.189436|GLD:0.563637|QQQ:0.402512|TLT:0.034436
Sub-B,2009-12-11,2009-12-17,5,EFA:0.024402|EMXC:0.217951|GLD:0.333172|QQQ:0.578011|TLT:0.038278
Sub-B,2009-12-18,2009-12-24,5,EFA:0.023933|EMXC:0.234762|GLD:0.306632|QQQ:0.591011|TLT:0.039265
Sub-B,2009-12-28,2009-12-31,4,EFA:0.025040|EMXC:0.243924|GLD:0.291133|QQQ:0.586735|TLT:0.038319
Sub-B,2010-01-04,2010-01-07,4,EFA:0.055650|EMXC:0.296478|GLD:0.253443|QQQ:0.549699|TLT:0.037168
Sub-B,2010-01-08,2010-01-14,5,EFA:0.053060|EMXC:0.287832|GLD:0.277942|QQQ:0.543025|TLT:0.035667
Sub-B,2010-01-15,2010-01-21,4,EFA:0.054533|EMXC:0.291684|GLD:0.284262|QQQ:0.543544|TLT:0.033878
Sub-B,2010-01-22,2010-01-28,5,EFA:0.026219|EMXC:0.254325|GLD:0.385347|QQQ:0.526646|TLT:0.033488
Sub-B,2010-01-29,2010-02-04,5,EFA:0.055949|EMXC:0.266093|GLD:0.395643|QQQ:0.444006|TLT:0.033609
Sub-B,2010-02-05,2010-02-11,5,EFA:0.054354|EMXC:0.269458|GLD:0.380669|QQQ:0.447358|TLT:0.034741
Sub-B,2010-02-12,2010-02-18,4,EFA:0.053434|EMXC:0.243022|GLD:0.375461|QQQ:0.437131|TLT:0.025507|UUP:0.043552
Sub-B,2010-02-19,2010-02-25,5,EFA:0.026598|EMXC:0.238859|GLD:0.410320|QQQ:0.436885|UUP:0.041673
Sub-B,2010-02-26,2010-03-04,5,EFA:0.025953|EMXC:0.240661|GLD:0.401831|QQQ:0.458573|TLT:0.034938
Sub-B,2010-03-05,2010-03-11,5,EFA:0.024965|EMXC:0.223845|GLD:0.376419|QQQ:0.514139|TLT:0.035979
Sub-B,2010-03-12,2010-03-18,5,EFA:0.027764|EMXC:0.238846|GLD:0.382228|QQQ:0.538937
Sub-B,2010-03-19,2010-03-25,5,EFA:0.027464|EMXC:0.246087|GLD:0.394026|QQQ:0.531237
Sub-B,2010-03-26,2010-04-01,5,EFA:0.024840|EMXC:0.255391|GLD:0.327520|QQQ:0.651705
Sub-B,2010-04-05,2010-04-08,4,EFA:0.023846|EMXC:0.237157|GLD:0.324798|QQQ:0.714556
Sub-B,2010-04-09,2010-04-15,5,EFA:0.022890|EMXC:0.232070|GLD:0.309843|QQQ:0.793254
Sub-B,2010-04-16,2010-04-22,5,EFA:0.023771|EMXC:0.237538|GLD:0.349671|QQQ:0.750434
Sub-B,2010-04-23,2010-04-29,5,EFA:0.023746|EMXC:0.218228|GLD:0.397550|QQQ:0.726254
Sub-B,2010-04-30,2010-05-06,5,EFA:0.047068|EMXC:0.230381|GLD:0.437953|QQQ:0.590267
Sub-B,2010-05-07,2010-05-10,2,EMXC:0.040747|GLD:0.514892|QQQ:0.378226
Sub-B,2010-05-25,2010-05-27,3,EMXC:0.037466|GLD:0.453432|QQQ:0.070821
Sub-B,2010-05-28,2010-06-03,4,EMXC:0.034060|GLD:0.557107|QQQ:0.296364
Sub-B,2010-06-04,2010-06-10,5,EMXC:0.034761|GLD:0.548470|QQQ:0.308194
Sub-B,2010-06-11,2010-06-17,5,EMXC:0.033571|GLD:0.461521|QQQ:0.068047
Sub-B,2010-06-18,2010-06-24,5,EMXC:0.176922|GLD:0.688809|QQQ:0.338559|TLT:0.029204
Sub-B,2010-06-25,2010-07-01,5,EMXC:0.035718|GLD:0.472790|QQQ:0.074595|TLT:0.030282
Sub-B,2010-07-02,2010-07-08,4,EMXC:0.045812|GLD:0.403583|QQQ:0.072505|TLT:0.326649
Sub-B,2010-07-09,2010-07-15,5,EMXC:0.267911|GLD:0.527024|QQQ:0.085151|TLT:0.033935
Sub-B,2010-07-16,2010-07-22,5,EMXC:0.286833|GLD:0.469848|QQQ:0.094363|TLT:0.027778
Sub-B,2010-07-23,2010-07-29,5,EMXC:0.253524|GLD:0.531691|QQQ:0.120304|TLT:0.036561
Sub-B,2010-07-30,2010-08-05,5,EMXC:0.302598|GLD:0.099302|QQQ:0.131952|TLT:0.033890
Sub-B,2010-08-06,2010-08-12,5,EMXC:0.235389|GLD:0.656523|QQQ:0.449673|TLT:0.028803
Sub-B,2010-08-13,2010-08-19,5,EFA:0.024015|EMXC:0.216194|GLD:0.595257|QQQ:0.093696|TLT:0.026044
Sub-B,2010-08-20,2010-08-26,5,EFA:0.022634|EMXC:0.250164|GLD:0.608518|QQQ:0.052919|TLT:0.262766
Sub-B,2010-08-27,2010-09-02,5,EMXC:0.037325|GLD:0.717764|QQQ:0.034069|TLT:0.205082
Sub-B,2010-09-03,2010-09-09,4,EFA:0.025173|EMXC:0.196346|GLD:0.825664|QQQ:0.058994|TLT:0.195570
Sub-B,2010-09-10,2010-09-16,5,EFA:0.027687|EMXC:0.246398|GLD:0.813019|QQQ:0.095314|TLT:0.169275
Sub-B,2010-09-17,2010-09-23,5,EFA:0.027531|EMXC:0.243009|GLD:0.742645|QQQ:0.397200|TLT:0.019264
Sub-B,2010-09-24,2010-09-30,5,EFA:0.026545|EMXC:0.238345|GLD:0.715234|QQQ:0.442158|TLT:0.019136
Sub-B,2010-10-01,2010-10-07,5,EFA:0.024380|EMXC:0.279424|GLD:0.631188|QQQ:0.466985|TLT:0.019826
Sub-B,2010-10-08,2010-10-14,5,EFA:0.023517|EMXC:0.307726|GLD:0.569620|QQQ:0.446349|TLT:0.025529
Sub-B,2010-10-15,2010-10-21,5,EFA:0.023650|EMXC:0.309012|GLD:0.578288|QQQ:0.442110|TLT:0.025363
Sub-B,2010-10-22,2010-10-28,5,EFA:0.025058|EMXC:0.309291|GLD:0.446997|QQQ:0.508437|TLT:0.032723
Sub-B,2010-10-29,2010-11-04,5,EFA:0.025814|EMXC:0.292117|GLD:0.413657|QQQ:0.562858|TLT:0.035372
Sub-B,2010-11-05,2010-11-11,5,EFA:0.024276|EMXC:0.261822|GLD:0.337110|QQQ:0.746080
Sub-B,2010-11-12,2010-11-18,5,DBC:0.028857|EMXC:0.279202|GLD:0.371958|QQQ:0.655377
Sub-B,2010-11-19,2010-11-24,4,EMXC:0.250575|GLD:0.386108|QQQ:0.636010|TLT:0.024108
Sub-B,2010-11-26,2010-12-02,5,EMXC:0.246163|GLD:0.436082|QQQ:0.576864|TLT:0.025961
Sub-B,2010-12-03,2010-12-09,5,EMXC:0.254478|GLD:0.488803|QQQ:0.513206|TLT:0.030990
Sub-B,2010-12-10,2010-12-16,5,EMXC:0.252457|GLD:0.504529|QQQ:0.540873
Sub-B,2010-12-17,2010-12-23,5,EMXC:0.238536|GLD:0.546130|QQQ:0.554593
Sub-B,2010-12-27,2010-12-30,4,EFA:0.024048|EMXC:0.251521|GLD:0.434732|QQQ:0.630997
Sub-B,2010-12-31,2011-01-06,5,DBC:0.029789|EFA:0.028517|EMXC:0.257628|GLD:0.300043|QQQ:0.716030
Sub-B,2011-01-07,2011-01-13,5,DBC:0.021385|EMXC:0.299628|GLD:0.363555|QQQ:0.669466
Sub-B,2011-01-14,2011-01-20,4,DBC:0.212927|EMXC:0.261121|GLD:0.082785|QQQ:0.770160
Sub-B,2011-01-21,2011-01-27,5,DBC:0.235386|EFA:0.030733|EMXC:0.290926|GLD:0.089960|QQQ:0.639132
Sub-B,2011-01-28,2011-02-03,5,DBC:0.215679|EFA:0.029116|EMXC:0.288663|GLD:0.093524|QQQ:0.688135
Sub-B,2011-02-04,2011-02-10,5,DBC:0.296030|EFA:0.263587|EMXC:0.022990|GLD:0.098147|QQQ:0.566938
Sub-B,2011-02-11,2011-02-17,5,DBC:0.300188|EFA:0.283573|EMXC:0.024198|GLD:0.096875|QQQ:0.537300
Sub-B,2011-02-18,2011-02-24,4,DBC:0.282578|EFA:0.285363|EMXC:0.021906|GLD:0.105642|QQQ:0.565078
Sub-B,2011-02-25,2011-03-03,5,DBC:0.339094|EFA:0.260670|EMXC:0.021962|GLD:0.104505|QQQ:0.493379
Sub-B,2011-03-04,2011-03-10,5,DBC:0.312734|EFA:0.284188|EMXC:0.021608|GLD:0.113965|QQQ:0.485381
Sub-B,2011-03-11,2011-03-17,5,DBC:0.282067|EFA:0.026812|EMXC:0.020450|GLD:0.604906|QQQ:0.440392
Sub-B,2011-03-18,2011-03-24,5,DBC:0.257683|GLD:0.654180|QQQ:0.443459
Sub-B,2011-03-25,2011-03-31,5,DBC:0.273490|GLD:0.635845|QQQ:0.435377
Sub-B,2011-04-01,2011-04-07,5,DBC:0.300160|EMXC:0.262837|GLD:0.123249|QQQ:0.559976
Sub-B,2011-04-08,2011-04-14,5,DBC:0.280045|EMXC:0.316453|GLD:0.117300|QQQ:0.515657
Sub-B,2011-04-15,2011-04-21,5,DBC:0.277004|EMXC:0.256881|GLD:0.569348|QQQ:0.146140
Sub-B,2011-04-25,2011-04-28,4,DBC:0.268896|EMXC:0.212340|GLD:0.651957|QQQ:0.150902
Sub-B,2011-04-29,2011-05-05,5,DBC:0.247957|GLD:0.575110|QQQ:0.595403
Sub-B,2011-05-06,2011-05-12,5,DBC:0.047150|EFA:0.214546|GLD:0.438796|QQQ:0.694269
Sub-B,2011-05-13,2011-05-19,5,DBC:0.029563|EFA:0.204512|EMXC:0.020577|GLD:0.407920|QQQ:0.687663
Sub-B,2011-05-20,2011-05-26,5,DBC:0.158962|EMXC:0.022212|GLD:0.459250|QQQ:0.753630
Sub-B,2011-05-27,2011-06-02,4,DBC:0.172998|EFA:0.033452|GLD:0.511308|QQQ:0.672538
Sub-B,2011-06-03,2011-06-09,5,DBC:0.185097|EMXC:0.027836|GLD:0.619609|QQQ:0.543261
Sub-B,2011-06-10,2011-06-16,5,DBC:0.220679|EFA:0.017647|GLD:0.700525|QQQ:0.057892
Sub-B,2011-06-17,2011-06-23,5,DBC:0.231018|EFA:0.023871|EMXC:0.027914|GLD:0.627673|QQQ:0.030492
Sub-B,2011-06-24,2011-06-30,5,DBC:0.072947|EFA:0.017274|GLD:0.559430|QQQ:0.062124
Sub-B,2011-07-01,2011-07-07,4,DBC:0.075953|EFA:0.024133|EMXC:0.206068|GLD:0.639004|QQQ:0.421847
Sub-B,2011-07-08,2011-07-14,5,DBC:0.075418|EFA:0.024922|EMXC:0.225458|GLD:0.589131|QQQ:0.489983
Sub-B,2011-07-15,2011-07-21,5,DBC:0.304505|GLD:0.644972|QQQ:0.485068
Sub-B,2011-07-22,2011-07-28,5,DBC:0.317317|GLD:0.612342|QQQ:0.504913
Sub-B,2011-07-29,2011-08-04,5,DBC:0.352353|GLD:0.632070|QQQ:0.409911
Sub-B,2011-08-05,2011-08-08,2,DBC:0.052405|GLD:0.708211|QQQ:0.069256|TLT:0.227368
Sub-B,2011-09-02,2011-09-08,4,DBC:0.112515|GLD:0.443418|QQQ:0.021945|TLT:0.293298
Sub-B,2011-09-09,2011-09-15,5,DBC:0.124985|GLD:0.407583|QQQ:0.024159|TLT:0.303085
Sub-B,2011-09-16,2011-09-22,5,DBC:0.082958|GLD:0.368610|QQQ:0.055348|TLT:0.348953
Sub-B,2011-09-23,2011-09-29,5,DBC:0.037255|GLD:0.414314|QQQ:0.034478|TLT:0.352760
Sub-B,2011-09-30,2011-10-06,5,DBC:0.036177|GLD:0.394560|QQQ:0.035709|TLT:0.357777
Sub-B,2011-10-07,2011-10-13,5,DBC:0.030823|GLD:0.439716|QQQ:0.036196|TLT:0.340912
Sub-B,2011-10-14,2011-10-20,5,GLD:0.445122|QQQ:0.076951|TLT:0.345983
Sub-B,2011-10-21,2011-10-27,5,GLD:0.416428|QQQ:0.075836|TLT:0.379314
Sub-B,2011-10-28,2011-11-03,5,GLD:0.604025|QQQ:0.425538|TLT:0.317805
Sub-B,2011-11-04,2011-11-10,5,GLD:0.643068|QQQ:0.464300|TLT:0.278014
Sub-B,2011-11-11,2011-11-17,5,GLD:0.596110|QQQ:0.076508|TLT:0.264712
Sub-B,2011-11-18,2011-11-23,4,GLD:0.564453|QQQ:0.075086|TLT:0.283479
Sub-B,2011-11-25,2011-12-01,5,DBC:0.061115|GLD:0.549895|TLT:0.287017
Sub-B,2011-12-02,2011-12-08,5,DBC:0.057689|GLD:0.433533|TLT:0.371617
Sub-B,2011-12-09,2011-12-15,5,DBC:0.059570|GLD:0.427969|TLT:0.376789
Sub-B,2011-12-16,2011-12-22,5,GLD:0.069831|QQQ:0.034227|TLT:0.345856
Sub-B,2011-12-23,2011-12-29,4,GLD:0.119042|QQQ:0.038489|TLT:0.342283
Sub-B,2011-12-30,2012-01-05,4,GLD:0.080234|QQQ:0.045820|TLT:0.335167
Sub-B,2012-01-06,2012-01-12,5,GLD:0.116312|QQQ:0.097025|TLT:0.339784
Sub-B,2012-01-13,2012-01-19,4,GLD:0.141329|QQQ:0.523399|TLT:0.327564
Sub-B,2012-01-20,2012-01-26,5,DBC:0.027325|GLD:0.161773|QQQ:0.595047|TLT:0.287242
Sub-B,2012-01-27,2012-02-02,5,DBC:0.025941|GLD:0.445900|QQQ:0.713538|TLT:0.288879
Sub-B,2012-02-03,2012-02-09,5,DBC:0.025684|GLD:0.481192|QQQ:0.766078|TLT:0.242139
Sub-B,2012-02-10,2012-02-16,5,DBC:0.028839|GLD:0.441636|QQQ:0.819690|TLT:0.235884
Sub-B,2012-02-17,2012-02-23,4,GLD:0.480449|QQQ:0.764993|TLT:0.280576
Sub-B,2012-02-24,2012-03-01,5,DBC:0.031259|GLD:0.497328|QQQ:0.759399|TLT:0.244326
