candidate,US_ROT_TARGET_VOL,US_ROT_MAX_LEV,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,final_nav,avg_w_QQQ,max_w_QQQ,avg_w_GLD,max_w_GLD,avg_w_QQQ_GLD,max_w_QQQ_GLD,avg_w_BIL,days_qqq_gld_over_100pct,official_scale_avg,official_scale_cap_hit_ratio,ema_scale_avg,ema_scale_cap_hit_ratio,turnover_sum,cost_total
maxlev_1p25,0.25,1.25,last_10y,2016-06-01,2026-06-01,2514,0.24909147159782918,0.1389314417003298,1.7929092835235285,-0.13002806229837305,9.196923382541966,0.31864758646220764,0.8639313134957196,0.175951687140348,0.7261402795915501,0.4945992736025557,1.1710824490771463,0.11378976583944467,206,,0.0,1.246719903670024,0.9236276849642004,114.45109154623992,0.11445109154623992
maxlev_1p25,0.25,1.25,last_5y,2021-06-01,2026-06-01,1256,0.24620809971233681,0.14559998996923548,1.6909898123231966,-0.12307280820035349,2.9952669705449324,0.2896949167487736,0.7480057237417197,0.20810033402310255,0.6880669912400654,0.4977952507718762,1.128605799221471,0.09824209565632452,166,,0.0,1.2499336675372827,0.9936305732484076,53.25822967871134,0.053258229678711334
maxlev_1p25,0.25,1.25,last_3y,2023-06-01,2026-06-01,752,0.33087354581508577,0.15618024530485228,2.118536471557239,-0.12055566868457424,2.3466047873409255,0.3734757757242849,0.6590543005021856,0.3198616754049999,0.6880669912400654,0.6933374511292848,1.128605799221471,0.04292284921700522,166,,0.0,1.25,1.0,31.78414399104354,0.03178414399104354
maxlev_1p25,0.25,1.25,last_1y,2025-06-02,2026-06-01,251,0.4274443215829167,0.1672601743151424,2.55556544367549,-0.12055566868457401,1.4254298437461042,0.2621313183996054,0.5961363177274339,0.3626328648494829,0.5716190072668549,0.6247641832490884,0.9155035615612475,0.0,0,,0.0,1.25,1.0,10.05021367935413,0.01005021367935413
maxlev_1p25,0.25,1.25,gfc_peak_to_trough,2007-10-09,2009-03-09,356,0.02077483120353185,0.08004029063352401,0.2595546697681597,-0.08323565975063552,1.029473877058307,0.014945201839705928,0.2425795643739252,0.12993671119629785,0.27580399594764843,0.14488191303600378,0.47281109594750703,0.5028017258615657,0,,0.0,0.04999999999999999,0.0,6.269315865912958,0.006269315865912957
maxlev_1p25,0.25,1.25,calendar_2008,2008-01-02,2008-12-31,253,0.029327060007684036,0.07475970852946623,0.3922843010566968,-0.08323565975063574,1.0294451340606237,0.00016199012615150392,0.020491750958165245,0.13704748705837547,0.25253254581182216,0.13720947718452697,0.25253254581182216,0.45647645794525626,0,,0.0,0.049999999999999996,0.0,4.038503226590418,0.004038503226590418
maxlev_1p25,0.25,1.25,lehman_crisis,2008-09-15,2009-03-09,121,0.03158027420514764,0.04551539067089719,0.6938372655854244,-0.032418106906803135,1.0150410290604732,0.0,0.0,0.02955461785407943,0.20611385072135635,0.02955461785407943,0.20611385072135635,0.46581346469412643,0,,0.0,0.05,0.0,1.6521721757299899,0.0016521721757299902
maxlev_1p5,0.25,1.5,full,2007-08-27,2026-06-01,4720,0.15068804849059747,0.11757344265172613,1.2816503888294128,-0.13402888795423196,13.859436340949642,0.28310823389657186,1.0367175761948637,0.15194671794572512,0.8201391522562504,0.435054951842297,1.4052989388925756,0.28307470665968576,379,,0.0,0.8871037293547228,0.27902542372881356,181.31708824169863,0.18131708824169862
maxlev_1p5,0.25,1.5,last_15y,2011-06-01,2026-06-01,3772,0.17321871056124927,0.1250442563095184,1.3852592327990343,-0.13402888795423162,10.92652843914464,0.3234350465301869,1.0367175761948637,0.15182714220651009,0.8201391522562504,0.475262188736697,1.4052989388925756,0.2266782469173542,379,,0.0,1.0974892527463358,0.34915164369034996,159.23769790767346,0.15923769790767345
maxlev_1p5,0.25,1.5,last_10y,2016-06-01,2026-06-01,2514,0.265611497352924,0.14693575913968338,1.8076709094375212,-0.13402888795423085,10.48499893743552,0.3673311832661948,1.0367175761948637,0.19779393215883728,0.8201391522562504,0.5651251154250322,1.4052989388925756,0.10081178649737943,379,,0.0,1.4242295509179657,0.5167064439140812,122.48176307267062,0.1224817630726706
maxlev_1p5,0.25,1.5,last_5y,2021-06-01,2026-06-01,1256,0.2638656198381184,0.15523303150858916,1.6998033039348235,-0.12307280820035293,3.212848157252112,0.33279870418693,0.8485994403740452,0.23298100568302238,0.7612497971247894,0.5657797098699524,1.3163145999619905,0.08786998297081525,277,,0.0,1.4175692488237033,0.34394904458598724,56.63324680020524,0.05663324680020524
maxlev_1p5,0.25,1.5,last_3y,2023-06-01,2026-06-01,752,0.36068826859958514,0.16883877846971107,2.1362880723772295,-0.12178877672460398,2.506990962478388,0.43043622536420645,0.7595418811764759,0.35587720478786306,0.7612497971247894,0.7863134301520694,1.3163145999619905,0.029718161511818747,277,,0.0,1.4285023535894985,0.4162234042553192,33.99078812450575,0.03399078812450575
maxlev_1p5,0.25,1.5,last_1y,2025-06-02,2026-06-01,251,0.4800623325517259,0.17864412542358526,2.68725507437451,-0.12047215196684291,1.4777613093519004,0.2972870860548077,0.6527172952510668,0.4065396858758464,0.680599954143716,0.7038267719306539,1.0968095935568534,0.000805508064326418,59,,0.0,1.3947673175091138,0.07569721115537849,10.91664380810791,0.01091664380810791
maxlev_1p5,0.25,1.5,gfc_peak_to_trough,2007-10-09,2009-03-09,356,0.016570235833634372,0.08332449435134477,0.1988639230592216,-0.09176264747467489,1.0234885283806674,0.016112174285322765,0.2890197389317808,0.14145175403827717,0.3165482254692957,0.1575639283235999,0.5657066484703419,0.4990532601256353,0,,0.0,0.04999999999999999,0.0,6.685910370574796,0.006685910370574796
maxlev_1p5,0.25,1.5,calendar_2008,2008-01-02,2008-12-31,253,0.02450408346610078,0.07827374872000846,0.3130562144628319,-0.09176264747467477,1.024602508375753,0.00015748777739729394,0.01992220384075768,0.15074966241289173,0.27096503295909036,0.15090715019028902,0.27096503295909036,0.4517197985190872,0,,0.0,0.049999999999999996,0.0,4.184181102009765,0.004184181102009765
maxlev_1p5,0.25,1.5,lehman_crisis,2008-09-15,2009-03-09,121,0.03951176660556355,0.04783239499158329,0.8260461683450335,-0.03256374938311679,1.0187808852161144,0.0,0.0,0.03512163622419856,0.24575112970623256,0.03512163622419856,0.24575112970623256,0.4605525492229637,0,,0.0,0.05,0.0,1.7635320211101344,0.0017635320211101344
maxlev_1p75,0.25,1.75,full,2007-08-27,2026-06-01,4720,0.15649859656468412,0.12084190892193052,1.2950688876140601,-0.13998865523060655,15.230632349286699,0.30805330029064276,1.1838656265909313,0.16094891594241958,0.892767714054401,0.46900221623306243,1.6395154287080045,0.27483861121152053,452,,0.0,0.9313080995040457,0.07754237288135593,189.91162592967075,0.18991162592967073
maxlev_1p75,0.25,1.75,last_15y,2011-06-01,2026-06-01,3772,0.18015957811653194,0.12852822235093445,1.4017122062469893,-0.13998865523060544,11.935131238876522,0.3530274223987284,1.1838656265909313,0.16093543319126574,0.892767714054401,0.5139628555899942,1.6395154287080045,0.21723144644393197,452,,0.0,1.1528033108335056,0.09703075291622482,166.88502739976263,0.16688502739976266
maxlev_1p75,0.25,1.75,last_10y,2016-06-01,2026-06-01,2514,0.2752537597994975,0.15043333397097342,1.829739144467865,-0.139988655230606,11.309721774961378,0.3960967238498995,1.1838656265909313,0.20836158400057253,0.892767714054401,0.6044583078504722,1.6395154287080045,0.09454761057847073,452,,0.0,1.5069593171723434,0.14558472553699284,127.94617936582816,0.12794617936582814
maxlev_1p75,0.25,1.75,last_5y,2021-06-01,2026-06-01,1256,0.2737849047347738,0.15830535918737115,1.7294733806877653,-0.12307280820035293,3.3405063170754508,0.3504910456068742,0.9000177453130751,0.24102873107532286,0.7492901488948627,0.5915197766821971,1.3586814979705593,0.08122208865588713,297,,0.0,1.469485977589541,0.03105095541401274,58.65099990756157,0.05865099990756157
maxlev_1p75,0.25,1.75,last_3y,2023-06-01,2026-06-01,752,0.3765903154205157,0.17251217572923389,2.182978180111717,-0.12208977205469962,2.595439323148014,0.4549399772202047,0.8827344672226805,0.36390369291953084,0.7461685091998127,0.8188436701397356,1.3586814979705593,0.02161625146268812,297,,0.0,1.487564010618501,0.0199468085106383,35.07215448975381,0.03507215448975381
maxlev_1p75,0.25,1.75,last_1y,2025-06-02,2026-06-01,251,0.5050397127996389,0.18161487301121637,2.7808279378553324,-0.11933021466892046,1.50260006820555,0.30598587025270507,0.7080427879859725,0.4235958093924531,0.7208123996945075,0.7295816796451583,1.1768000197786104,0.0028870531480456414,79,,0.0,1.3928667086848379,0.0,11.232281250250772,0.011232281250250772
maxlev_1p75,0.25,1.75,gfc_peak_to_trough,2007-10-09,2009-03-09,356,0.01890542597297573,0.08422685247787194,0.22445841696319543,-0.09299794535999573,1.0268114723130648,0.016840923568527226,0.3022429504747297,0.14437059519974516,0.3693062630475116,0.16121151876827236,0.6586022009931767,0.4975312771360114,0,,0.0,0.04999999999999999,0.0,6.907494535180178,0.006907494535180178
maxlev_1p75,0.25,1.75,calendar_2008,2008-01-02,2008-12-31,253,0.025763129546450658,0.07874143154883119,0.32718645114387784,-0.09299794535999628,1.025866675189467,0.0001558436561357423,0.0197142225011714,0.15252085876773308,0.2737802746984687,0.15267670242386883,0.2737802746984687,0.4505241982674784,0,,0.0,0.049999999999999996,0.0,4.221184315435343,0.004221184315435343
maxlev_1p75,0.25,1.75,lehman_crisis,2008-09-15,2009-03-09,121,0.04712505718439863,0.05012771194192754,0.9400999040010553,-0.0327099060361149,1.0223567751840998,0.0,0.0,0.040630463313388245,0.28538840869110876,0.040630463313388245,0.28538840869110876,0.455291633751801,0,,0.0,0.05,0.0,1.8845843189247788,0.0018845843189247789
maxlev_2p0,0.25,2.0,full,2007-08-27,2026-06-01,4720,0.15834699632796423,0.12210061846419971,1.2968566279161975,-0.140658259636822,15.693093074260185,0.3191769414343456,1.2702587579405034,0.16538878782427407,0.9047920842171577,0.4845657292586197,1.6274716708368253,0.27135766130753725,499,,0.0,0.9354083881519872,0.0014830508474576272,194.67872033965344,0.19467872033965344
maxlev_2p0,0.25,2.0,last_15y,2011-06-01,2026-06-01,3772,0.181532036692041,0.12986384620578423,1.39786431709702,-0.14065825963682044,12.144584755637887,0.3663474456353664,1.2702587579405034,0.1651660039658997,0.9047920842171577,0.531513449601266,1.6274716708368253,0.2134333741813091,499,,0.0,1.1579341068086604,0.001855779427359491,170.9752282300547,0.17097522823005473
maxlev_2p0,0.25,2.0,last_10y,2016-06-01,2026-06-01,2514,0.2765612303626841,0.15140043071402393,1.8266872099265883,-0.14065825963682121,11.425933836646609,0.40449389723709855,1.2702587579405034,0.2130141974399015,0.9047920842171577,0.617508094677,1.6274716708368253,0.09314502054380613,499,,0.0,1.5146575520244847,0.0027844073190135244,130.5116296795214,0.1305116296795214
maxlev_2p0,0.25,2.0,last_5y,2021-06-01,2026-06-01,1256,0.2742436853865611,0.1588017983561737,1.726955791592894,-0.12307280820035371,3.3465072944771865,0.3520188527279529,0.9422193871321239,0.24450933063704813,0.794637152520163,0.596528183365001,1.358380772953193,0.08069550018562084,306,,0.0,1.469557007596265,0.0,59.49219029712073,0.059492190297120745
maxlev_2p0,0.25,2.0,last_3y,2023-06-01,2026-06-01,752,0.3770825248482679,0.17282340354729717,2.1818950275740314,-0.12208937696914957,2.59820962722681,0.4565957427029899,0.9048417908177093,0.3665068605874152,0.7461646273764947,0.8231026032904051,1.358380772953193,0.021753147073399263,306,,0.0,1.4874232143882156,0.0,35.36341839170605,0.03536341839170605
maxlev_2p0,0.25,2.0,last_1y,2025-06-02,2026-06-01,251,0.5052645903197996,0.18218528121725405,2.7733557120746593,-0.11899235947358122,1.5028236902120684,0.3083170177219192,0.7075627395538506,0.4302074354102738,0.7035473148344717,0.738524453132193,1.2051152603984714,0.0032323048545111087,88,,0.0,1.3928627631729085,0.0,11.41409536448603,0.01141409536448603
maxlev_2p0,0.25,2.0,gfc_peak_to_trough,2007-10-09,2009-03-09,356,0.021145728585046042,0.08462316079524435,0.249881100946,-0.09299805045979759,1.0300023480585678,0.016908129474603528,0.30117875167609576,0.14621743042346552,0.37718929400143675,0.16312555989806907,0.6724825223552786,0.495822663304561,0,,0.0,0.04999999999999999,0.0,7.021075813272348,0.007021075813272348
maxlev_2p0,0.25,2.0,calendar_2008,2008-01-02,2008-12-31,253,0.027312897394375257,0.0788012583201162,0.34660483825551913,-0.09299805045979792,1.0274227546342103,0.00015569069067050828,0.019694872369819295,0.1533581984478663,0.27378051853355667,0.1535138891385368,0.27378051853355667,0.4497106677128369,0,,0.0,0.049999999999999996,0.0,4.237733329008649,0.004237733329008649
maxlev_2p0,0.25,2.0,lehman_crisis,2008-09-15,2009-03-09,121,0.05329180699220304,0.0519007441940537,1.0268023670903106,-0.032856576802914206,1.02524334301951,0.0,0.0,0.045824130804387714,0.325025687675985,0.045824130804387714,0.325025687675985,0.45009796367457056,0,,0.0,0.05,0.0,1.9858491652311678,0.0019858491652311678
