scope,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,signal_days,signal_days_pct,defense_days,defense_days_pct,switch_count,latest_volume,latest_ma_value,latest_streak,latest_below_ma,latest_triggered
microcap_v1_0_costed_direct_883418_volume_only_half,36,13,2023-07-05,2026-04-30,681,21.801299571033095,15.288541493686791,1.423364247026824,-12.201612441149724,1.7867556174386097,74.39629238754657,-2.4970129096717244,-0.10852055956527362,3.197442310920451e-14,56,8.223201174743025,56,8.223201174743025,18,1774243700.0,1396683495.8333333,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,37,13,2023-07-05,2026-04-30,681,21.83917286223491,15.299440341831163,1.4245813446108135,-12.201612441149724,1.7898595753281494,74.5492560425127,-2.4591396184699086,-0.10730346198128404,3.197442310920451e-14,51,7.488986784140969,51,7.488986784140969,18,1774243700.0,1395162477.837838,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,38,13,2023-07-05,2026-04-30,681,23.442693549372983,14.864650711042756,1.5535782428280613,-12.2016124411497,1.921278327962045,81.10529435998444,-0.8556189313318363,0.02169343623596376,5.5067062021407764e-14,58,8.516886930983848,58,8.516886930983848,18,1774243700.0,1392543191.0526316,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,39,13,2023-07-05,2026-04-30,681,23.442693549372983,14.864650711042756,1.5535782428280613,-12.2016124411497,1.921278327962045,81.10529435998444,-0.8556189313318363,0.02169343623596376,5.5067062021407764e-14,58,8.516886930983848,58,8.516886930983848,18,1774243700.0,1392312124.6153846,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,40,13,2023-07-05,2026-04-30,681,21.832099573075926,15.298286115287315,1.4242810384350209,-12.201612441149724,1.7892798741457772,74.52068168138015,-2.4662129076288934,-0.10760376815707673,3.197442310920451e-14,54,7.929515418502203,54,7.929515418502203,18,1774243700.0,1390085355.75,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,41,13,2023-07-05,2026-04-30,681,21.615286668698896,15.367439534912325,1.4064585847042588,-12.201612441149734,1.771510673114129,73.64627440388554,-2.6830258120059227,-0.1254262218878388,2.1316282072803006e-14,47,6.901615271659324,47,6.901615271659324,18,1774243700.0,1389794164.1463416,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,42,13,2023-07-05,2026-04-30,681,21.60822637709847,15.366290123459786,1.4061578055468065,-12.201612441149734,1.77093203716462,73.61784786419898,-2.6900861036063475,-0.1257270010452911,2.1316282072803006e-14,48,7.048458149779736,48,7.048458149779736,18,1774243700.0,1395115167.3809524,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,43,13,2023-07-05,2026-04-30,681,21.60822637709847,15.366290123459786,1.4061578055468065,-12.201612441149734,1.77093203716462,73.61784786419898,-2.6900861036063475,-0.1257270010452911,2.1316282072803006e-14,48,7.048458149779736,48,7.048458149779736,18,1774243700.0,1401265586.7441862,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,44,13,2023-07-05,2026-04-30,681,21.60822637709847,15.366290123459786,1.4061578055468065,-12.201612441149734,1.77093203716462,73.61784786419898,-2.6900861036063475,-0.1257270010452911,2.1316282072803006e-14,48,7.048458149779736,48,7.048458149779736,18,1774243700.0,1401177412.0454545,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,45,13,2023-07-05,2026-04-30,681,21.60822637709847,15.366290123459786,1.4061578055468065,-12.201612441149734,1.77093203716462,73.61784786419898,-2.6900861036063475,-0.1257270010452911,2.1316282072803006e-14,46,6.7547723935389135,46,6.7547723935389135,18,1774243700.0,1399564185.3333333,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,46,13,2023-07-05,2026-04-30,681,21.60822637709847,15.366290123459786,1.4061578055468065,-12.201612441149734,1.77093203716462,73.61784786419898,-2.6900861036063475,-0.1257270010452911,2.1316282072803006e-14,46,6.7547723935389135,46,6.7547723935389135,18,1774243700.0,1401941903.0434783,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,47,13,2023-07-05,2026-04-30,681,22.049608999974012,15.404821973640301,1.4275866165861733,-12.201612441149711,1.807106159642648,75.40074839530692,-2.248703480730807,-0.10429819000592433,4.440892098500626e-14,42,6.167400881057269,42,6.167400881057269,18,1774243700.0,1403000230.6382978,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,48,13,2023-07-05,2026-04-30,681,23.655899229060353,14.97302515956482,1.5554517587609744,-12.201612441149734,1.9387518939120887,81.98876861071686,-0.6424132516444665,0.02356695216887683,2.1316282072803006e-14,49,7.195301027900147,49,7.195301027900147,18,1774243700.0,1403409896.6666667,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,49,13,2023-07-05,2026-04-30,681,24.135931612712746,15.001782751737194,1.5797313386346112,-12.201612441149745,1.978093610916103,83.98807975979415,-0.16238086799207352,0.047846532042513656,1.0658141036401503e-14,42,6.167400881057269,42,6.167400881057269,18,1774243700.0,1405725988.5714285,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,50,13,2023-07-05,2026-04-30,681,24.135931612712746,15.001782751737194,1.5797313386346112,-12.201612441149745,1.978093610916103,83.98807975979415,-0.16238086799207352,0.047846532042513656,1.0658141036401503e-14,42,6.167400881057269,42,6.167400881057269,18,1774243700.0,1406532346.8,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,51,13,2023-07-05,2026-04-30,681,24.35955016618834,14.958947786013816,1.5963881176690367,-11.311457664053492,2.153528827995368,84.92425834483655,0.061237685483519044,0.06450331107693907,0.8901547770962637,46,6.7547723935389135,46,6.7547723935389135,20,1774243700.0,1409118957.6470587,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,52,13,2023-07-05,2026-04-30,681,24.35955016618834,14.958947786013816,1.5963881176690367,-11.311457664053492,2.153528827995368,84.92425834483655,0.061237685483519044,0.06450331107693907,0.8901547770962637,46,6.7547723935389135,46,6.7547723935389135,20,1774243700.0,1412285266.1538463,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,13,2023-07-05,2026-04-30,681,23.915489549092506,14.99511747024497,1.5679868566093653,-12.2016124411497,1.9600269771262346,83.0681988400688,-0.3828229316123135,0.03610205001726774,5.5067062021407764e-14,43,6.31424375917768,43,6.31424375917768,18,1774243700.0,1415627704.528302,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,54,13,2023-07-05,2026-04-30,681,24.35951702541461,14.959133314650305,1.5963683186803819,-11.311524313709576,2.1535132091694185,84.92411937380493,0.061204544709791975,0.06448351208828429,0.8900881274401797,45,6.607929515418502,45,6.607929515418502,20,1774243700.0,1419653826.6666667,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,55,13,2023-07-05,2026-04-30,681,23.150014773601768,15.416495125548066,1.4874217092953437,-11.311524313709597,2.046586660786636,79.89701720481295,-1.1482977071030511,-0.044463097296753906,0.8900881274401584,50,7.342143906020558,50,7.342143906020558,18,1774243700.0,1422105542.5454545,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,56,13,2023-07-05,2026-04-30,681,23.080422587521564,15.41641312964469,1.4835993844802755,-11.311524313709608,2.040434334703061,79.6104848824245,-1.217889893183255,-0.048285422111822074,0.8900881274401478,47,6.901615271659324,47,6.901615271659324,16,1774243700.0,1422962968.5714285,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,57,13,2023-07-05,2026-04-30,681,23.080422587521564,15.41641312964469,1.4835993844802755,-11.311524313709608,2.040434334703061,79.6104848824245,-1.217889893183255,-0.048285422111822074,0.8900881274401478,43,6.31424375917768,43,6.31424375917768,16,1774243700.0,1426511376.1403508,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,58,13,2023-07-05,2026-04-30,681,23.080422587521564,15.41641312964469,1.4835993844802755,-11.311524313709608,2.040434334703061,79.6104848824245,-1.217889893183255,-0.048285422111822074,0.8900881274401478,43,6.31424375917768,43,6.31424375917768,16,1774243700.0,1425139842.0689654,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,59,13,2023-07-05,2026-04-30,681,23.080422587521564,15.41641312964469,1.4835993844802755,-11.311524313709608,2.040434334703061,79.6104848824245,-1.217889893183255,-0.048285422111822074,0.8900881274401478,43,6.31424375917768,43,6.31424375917768,16,1774243700.0,1428798482.0338984,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,60,13,2023-07-05,2026-04-30,681,23.080422587521564,15.41641312964469,1.4835993844802755,-11.311524313709608,2.040434334703061,79.6104848824245,-1.217889893183255,-0.048285422111822074,0.8900881274401478,43,6.31424375917768,43,6.31424375917768,16,1774243700.0,1428678062.3333333,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,61,13,2023-07-05,2026-04-30,681,23.080422587521564,15.41641312964469,1.4835993844802755,-11.311524313709608,2.040434334703061,79.6104848824245,-1.217889893183255,-0.048285422111822074,0.8900881274401478,43,6.31424375917768,43,6.31424375917768,16,1774243700.0,1429995518.6885245,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,62,13,2023-07-05,2026-04-30,681,23.080422587521564,15.41641312964469,1.4835993844802755,-11.311524313709608,2.040434334703061,79.6104848824245,-1.217889893183255,-0.048285422111822074,0.8900881274401478,43,6.31424375917768,43,6.31424375917768,16,1774243700.0,1434945460.3225806,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,63,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,36,5.286343612334802,36,5.286343612334802,14,1774243700.0,1435499443.4920635,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,64,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1436066903.75,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,65,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1434427284.0,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,66,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1436797975.1515152,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,67,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1438292581.4925373,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,68,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1438107853.8235295,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,69,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1436887412.463768,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,70,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1440889458.0,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,71,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1444939933.2394366,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,72,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1448468021.6666667,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,73,13,2023-07-05,2026-04-30,681,23.440678558141048,15.428904283229278,1.5023074538794619,-11.311524313709642,2.0722829132525304,81.09695794229185,-0.857633922563771,-0.02957735271263573,0.890088127440114,37,5.4331864904552125,37,5.4331864904552125,14,1774243700.0,1450478189.8630137,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,74,13,2023-07-05,2026-04-30,681,22.999931808019312,15.46372906841623,1.4751175746289726,-12.201612441149766,1.884991177924351,79.27944725747493,-1.2983806726855072,-0.05676723196312494,-1.0658141036401503e-14,35,5.139500734214391,35,5.139500734214391,12,1774243700.0,1452703903.5135136,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,75,13,2023-07-05,2026-04-30,681,22.678673093940915,15.36908385765814,1.465487170663315,-12.201612441149711,1.8586619763022068,77.96211647500446,-1.6196393867639038,-0.06639763592878256,4.440892098500626e-14,40,5.873715124816446,40,5.873715124816446,12,1774243700.0,1454645531.4666667,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,76,13,2023-07-05,2026-04-30,681,22.410534215440393,15.256372368075732,1.460201067665037,-12.201612441149724,1.8366862841718574,76.86740130117646,-1.8877782652644264,-0.07168373892706059,3.197442310920451e-14,53,7.782672540381791,53,7.782672540381791,10,1774243700.0,1456974107.368421,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,77,13,2023-07-05,2026-04-30,681,22.48334101032674,15.253768866667123,1.4644955957198258,-12.2016124411497,1.8426532656046433,77.16421432092648,-1.8149714703780795,-0.06738921087227179,5.5067062021407764e-14,55,8.076358296622614,55,8.076358296622614,12,1774243700.0,1457872886.4935064,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,78,13,2023-07-05,2026-04-30,681,22.48334101032674,15.253768866667123,1.4644955957198258,-12.2016124411497,1.8426532656046433,77.16421432092648,-1.8149714703780795,-0.06738921087227179,5.5067062021407764e-14,55,8.076358296622614,55,8.076358296622614,12,1774243700.0,1455941229.4871795,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,79,13,2023-07-05,2026-04-30,681,22.48334101032674,15.253768866667123,1.4644955957198258,-12.2016124411497,1.8426532656046433,77.16421432092648,-1.8149714703780795,-0.06738921087227179,5.5067062021407764e-14,55,8.076358296622614,55,8.076358296622614,12,1774243700.0,1453778900.1265824,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,80,13,2023-07-05,2026-04-30,681,22.48334101032674,15.253768866667123,1.4644955957198256,-12.2016124411497,1.8426532656046433,77.16421432092648,-1.8149714703780795,-0.06738921087227201,5.5067062021407764e-14,54,7.929515418502203,54,7.929515418502203,12,1774243700.0,1452078128.5,0,False,False
