version_v75,candidate_v75,min_turnover,commission,recent_weighted_sharpe_v75,mean_recent_cagr_v75,worst_recent_maxdd_v75,10y_cagr_v75,10y_maxdd_v75,10y_sharpe_v75,10y_calmar_v75,10y_annual_turnover_v75,10y_total_trade_cost_v75,version_v76,candidate_v76,recent_weighted_sharpe_v76,mean_recent_cagr_v76,worst_recent_maxdd_v76,10y_cagr_v76,10y_maxdd_v76,10y_sharpe_v76,10y_calmar_v76,10y_annual_turnover_v76,10y_total_trade_cost_v76,delta_recent_weighted_sharpe,delta_mean_recent_cagr,delta_worst_recent_maxdd,delta_10y_cagr,delta_10y_maxdd,delta_10y_sharpe,delta_10y_annual_turnover
V7.5,mt0_fee0.002,0.0,0.002,1.8138616885781933,0.37060423701650225,-0.1413779198777147,0.2898656711020611,-0.1413779198777147,1.7152570389334376,2.050289545586618,14.831036974423542,0.2959144996325458,V7.6,mt0_fee0.002,1.8872091684755228,0.39329707950936155,-0.12368401700554232,0.3038370634895946,-0.12368401700554232,1.7353658535508114,2.456558825025707,14.355830370859628,0.28643299644715164,0.07334747989732948,0.0226928424928593,0.017693902872172373,0.013971392387533532,0.017693902872172373,0.020108814617373794,-0.47520660356391353
V7.5,mt0.03_fee0.002,0.03,0.002,1.8091796140822252,0.3689918687480053,-0.14119647782029376,0.28781685419138126,-0.14119647782029376,1.7056718431509612,2.038413837473318,14.787831899575897,0.2950524555201095,V7.6,mt0.03_fee0.002,1.8826056295980316,0.3913300349131525,-0.1236085739813203,0.30172096019061945,-0.1236085739813203,1.7257528746259982,2.4409387672105614,14.30324654575028,0.2853838239366365,0.07342601551580641,0.022338166165147166,0.017587903838973462,0.013904105999238192,0.017587903838973462,0.020081031475037037,-0.48458535382561685
V7.5,mt0.08_fee0.001,0.08,0.001,1.8152533774652826,0.3657138557812893,-0.14124034031372934,0.29333837757015213,-0.14124034031372934,1.736770854365119,2.076873908109934,14.500692625860298,0.14466167167227298,V7.6,mt0.08_fee0.001,1.8712993658001549,0.38322387126186697,-0.12160146408547201,0.3052575833762199,-0.12160146408547157,1.747988710436694,2.5103117439577836,13.951206666537612,0.1391798950780776,0.05604598833487229,0.01751001548057768,0.01963887622825733,0.011919205806067756,0.019638876228257773,0.011217856071574994,-0.549485959322686
V7.5,mt0.05_fee0.002,0.05,0.002,1.7809635763161067,0.3608630545208459,-0.14120141947359643,0.28253227508797685,-0.14120141947359643,1.6816872805498342,2.0009166773341693,14.662986894965208,0.29256150042811524,V7.6,mt0.05_fee0.002,1.8488489119785831,0.3807027484747042,-0.123335394541631,0.29565172298867703,-0.123335394541631,1.700370160512279,2.3971360702047444,14.144654315920102,0.2822195313509772,0.06788533566247645,0.019839693953858317,0.01786602493196543,0.013119447900700187,0.01786602493196543,0.018682879962444776,-0.5183325790451061
V7.5,mt0.01_fee0.003,0.01,0.003,1.7331600882776579,0.35250480271306794,-0.14408673612799883,0.27108068427166465,-0.14408673612799883,1.6208934889110111,1.8813715374248696,14.829141891970092,0.4438150323382478,V7.6,mt0.01_fee0.003,1.8102622617074835,0.37495158634319425,-0.13166739125708826,0.28516573084232166,-0.13166739125708826,1.6452510527333932,2.1658037583923795,14.353119116328216,0.429568350695823,0.07710217342982562,0.02244678363012631,0.012419344870910565,0.014085046570657012,0.012419344870910565,0.024357563822382078,-0.47602277564187645
V7.5,mt0_fee0.003,0.0,0.003,1.7292466976780316,0.351334772210534,-0.1440857587310098,0.2708665379806052,-0.1440857587310098,1.6198518929806855,1.8798980576996465,14.832106957343605,0.4439037725090693,V7.6,mt0_fee0.003,1.809617141388234,0.37485977459055164,-0.13166739125708826,0.2851984318285665,-0.13166739125708826,1.6453297932761541,2.166052118946444,14.356641750321197,0.4296737780988986,0.08037044371020241,0.023525002380017646,0.012418367473921527,0.014331893847961297,0.012418367473921527,0.025477900295468592,-0.4754652070224079
V7.5,mt0.03_fee0.003,0.03,0.003,1.724787542411543,0.34980567347617947,-0.14390704158076406,0.2689029547777131,-0.14390704158076406,1.6104917577829128,1.868587887179922,14.788845298331966,0.4426090128572211,V7.6,mt0.03_fee0.003,1.8052559815898759,0.37298368218409006,-0.13166739125708826,0.283144329284424,-0.13166739125708826,1.6358411797050993,2.1504514259841923,14.303451995118511,0.42808188471104686,0.0804684391783328,0.02317800870791059,0.0122396503236758,0.014241374506710924,0.0122396503236758,0.025349421922186588,-0.48539330321345453
V7.5,mt0.08_fee0.002,0.08,0.002,1.733105056897868,0.34704105630787696,-0.14394146549056341,0.2747439333420705,-0.14394146549056341,1.6437829497044159,1.9087198564063688,14.502297433438429,0.28935536307670007,V7.6,mt0.08_fee0.002,1.7968233794382873,0.36566574910943384,-0.12352212392411677,0.28718197575131166,-0.12352212392411677,1.6608368557831004,2.3249436346134713,13.95430370946231,0.27842158353641466,0.0637183225404192,0.018624692801556875,0.020419341566446647,0.012438042409241179,0.020419341566446647,0.01705390607868451,-0.5479937239761181
V7.5,mt0.05_fee0.003,0.05,0.003,1.6970517379537267,0.3419238342450715,-0.14394840063738523,0.26384969728376495,-0.14394840063738523,1.587069702333277,1.8329463621372104,14.662913132149228,0.4388400430264662,V7.6,mt0.05_fee0.003,1.772373638547841,0.36271986623340463,-0.13132429568397264,0.2773977902572009,-0.13132429568397264,1.6113595771133862,2.112311273496178,14.145352480183588,0.42335019208549457,0.07532190059411437,0.02079603198833313,0.012624104953412596,0.013548092973435955,0.012624104953412596,0.024289874780109244,-0.5175606519656402
V7.5,mt0.08_fee0.003,0.08,0.003,1.6484215600732846,0.3282278984728099,-0.1466484812125426,0.25607928656423606,-0.1466484812125426,1.548806391625481,1.7462116514735104,14.501027590213186,0.4339950400213804,V7.6,mt0.08_fee0.003,1.7188848152008267,0.34774690235662914,-0.1349561868171978,0.26897620660961175,-0.1349561868171978,1.5713193991826993,1.9930631781553527,13.965855899458235,0.41797811584807154,0.07046325512754215,0.01951900388381922,0.011692294395344804,0.012896920045375682,0.011692294395344804,0.02251300755721819,-0.5351716907549502
