date,dbc_126d_mom,tlt_126d_mom,uup_126d_mom,inflation_pressure,hy_oas_lag1,hy_oas_ma252,hy_oas_sd252,hy_oas_63d_change,credit_stress,macro_stress_or,macro_stress_and
2016-04-07,-0.08867002973031246,0.12031162686457764,-0.03503932329452386,False,,,,,False,False,False
2016-04-08,-0.06553909272336811,0.10353454647102667,-0.04534792981343738,False,,,,,False,False,False
2016-04-09,-0.06553909272336811,0.10353454647102667,-0.04534792981343738,False,,,,,False,False,False
2016-04-10,-0.06553909272336811,0.10353454647102667,-0.04534792981343738,False,,,,,False,False,False
2016-04-11,-0.030479090330939096,0.09152235963214128,-0.05066236396722934,False,,,,,False,False,False
2016-04-12,-0.0043764221664782665,0.08345438685749107,-0.047693384662360394,False,,,,,False,False,False
2016-04-13,0.0,0.08842283911183535,-0.030027678401564395,False,,,,,False,False,False
2016-04-14,-0.004389145846142584,0.08178209402240477,-0.033005803070246365,False,,,,,False,False,False
2016-04-15,0.0022173644077831955,0.07412118727783068,-0.03195281300830577,False,,,,,False,False,False
2016-04-16,0.0022173644077831955,0.07412118727783068,-0.03195281300830577,False,,,,,False,False,False
2016-04-17,0.0022173644077831955,0.07412118727783068,-0.03195281300830577,False,,,,,False,False,False
2016-04-18,0.013392772837774736,0.08348607697616339,-0.03582674199758773,False,,,,,False,False,False
2016-04-19,0.037285628016529904,0.08650670967844176,-0.045810586344216864,False,,,,,False,False,False
2016-04-20,0.06217240287560921,0.07685984037903038,-0.040329049543641804,False,,,,,False,False,False
2016-04-21,0.06888728959694945,0.058488384239749225,-0.04926300071868883,False,,,,,False,False,False
2016-04-22,0.05953283125051145,0.04994792579293983,-0.03823647103930128,False,,,,,False,False,False
2016-04-23,0.05953283125051145,0.04994792579293983,-0.03823647103930128,False,,,,,False,False,False
2016-04-24,0.05953283125051145,0.04994792579293983,-0.03823647103930128,False,,,,,False,False,False
2016-04-25,0.06358822134010689,0.04586644389449268,-0.03797983225699986,False,,,,,False,False,False
2016-04-26,0.08212919217660497,0.04869772218034574,-0.03921573016444624,False,,,,,False,False,False
2016-04-27,0.07244216873864295,0.06719115804158005,-0.041895075207761256,False,,,,,False,False,False
2016-04-28,0.07841657041812766,0.06548786241266447,-0.04748827015918822,False,,,,,False,False,False
2016-04-29,0.08887223669811495,0.06821246184644103,-0.0541602247598969,False,,,,,False,False,False
2016-04-30,0.08887223669811495,0.06821246184644103,-0.0541602247598969,False,,,,,False,False,False
2016-05-01,0.08887223669811495,0.06821246184644103,-0.0541602247598969,False,,,,,False,False,False
2016-05-02,0.08939397228170476,0.05434196778392231,-0.05658150485096336,False,,,,,False,False,False
2016-05-03,0.05514157296721933,0.08565877226110508,-0.05642630648649427,False,,,,,False,False,False
2016-05-04,0.06621520789219915,0.09270574336125903,-0.052899494583636075,False,,,,,False,False,False
2016-05-05,0.05014972922765004,0.09508427262952535,-0.053021432188489426,False,,,,,False,False,False
2016-05-06,0.05688638351841191,0.0904036892136868,-0.051851816247104776,False,,,,,False,False,False
2016-05-07,0.05688638351841191,0.0904036892136868,-0.051851816247104776,False,,,,,False,False,False
2016-05-08,0.05688638351841191,0.0904036892136868,-0.051851816247104776,False,,,,,False,False,False
2016-05-09,0.04147812028261866,0.08599457769147523,-0.05060346284035244,False,,,,,False,False,False
2016-05-10,0.07768471981262937,0.09047723332161639,-0.055340434792520043,False,,,,,False,False,False
2016-05-11,0.12074296296561426,0.082062410306033,-0.05743103911884584,False,,,,,False,False,False
2016-05-12,0.12752729911536043,0.07519916531783011,-0.04429624374962915,False,,,,,False,False,False
2016-05-13,0.13124996034289116,0.08078213401813206,-0.04186238581771673,False,,,,,False,False,False
2016-05-14,0.13124996034289116,0.08078213401813206,-0.04186238581771673,False,,,,,False,False,False
2016-05-15,0.13124996034289116,0.08078213401813206,-0.04186238581771673,False,,,,,False,False,False
2016-05-16,0.17590369261775418,0.08332367604355673,-0.046729003537377856,False,,,,,False,False,False
2016-05-17,0.1924007450249976,0.06971053952504591,-0.04821140307932936,False,,,,,False,False,False
2016-05-18,0.19024378165117084,0.0441900378469795,-0.040109189545109,False,,,,,False,False,False
2016-05-19,0.18410403881282789,0.05861510228066069,-0.041165056119053856,False,,,,,False,False,False
2016-05-20,0.21458166551745883,0.04316841884873979,-0.038925781664857606,False,,,,,False,False,False
2016-05-21,0.21458166551745883,0.04316841884873979,-0.038925781664857606,False,,,,,False,False,False
2016-05-22,0.21458166551745883,0.04316841884873979,-0.038925781664857606,False,,,,,False,False,False
2016-05-23,0.20795361024855596,0.045492945124639306,-0.03931495771809701,False,,,,,False,False,False
2016-05-24,0.2180450553891109,0.04408216021886058,-0.03807306378037156,False,,,,,False,False,False
2016-05-25,0.24158228401584658,0.029304809591738312,-0.041165056119053856,False,,,,,False,False,False
2016-05-26,0.22425246834973422,0.04170702456335951,-0.04160188333629977,False,,,,,False,False,False
2016-05-27,0.19354855436369056,0.04416888359635451,-0.04137665558492143,False,,,,,False,False,False
2016-05-28,0.19354855436369056,0.04416888359635451,-0.04137665558492143,False,,,,,False,False,False
2016-05-29,0.19354855436369056,0.04416888359635451,-0.04137665558492143,False,,,,,False,False,False
2016-05-30,0.22011541931309941,0.03853452668889701,-0.03840180951955008,False,,,,,False,False,False
2016-05-31,0.18916713591690737,0.040518390942347215,-0.03459010056882761,False,,,,,False,False,False
2016-06-01,0.18690105791946676,0.044988260303034266,-0.03928428834491815,False,,,,,False,False,False
2016-06-02,0.1761452945386779,0.05101933216590826,-0.03360697876140084,False,,,,,False,False,False
2016-06-03,0.1729263195281856,0.05702106503704352,-0.05877807094641874,False,,,,,False,False,False
2016-06-04,0.1729263195281856,0.05702106503704352,-0.05877807094641874,False,,,,,False,False,False
2016-06-05,0.1729263195281856,0.05702106503704352,-0.05877807094641874,False,,,,,False,False,False
2016-06-06,0.20972889631709912,0.0523886260189117,-0.052549698599632766,False,,,,,False,False,False
2016-06-07,0.24350644237534147,0.03572062723101466,-0.05336969422272064,False,,,,,False,False,False
2016-06-08,0.23357101039470596,0.049975019310069424,-0.03963539752632028,False,,,,,False,False,False
2016-06-09,0.2331482454881706,0.05165571082123055,-0.0287310307303853,False,,,,,False,False,False
2016-06-10,0.2258579580416309,0.05552087284445584,-0.026619023693374766,False,,,,,False,False,False
2016-06-11,0.2258579580416309,0.05552087284445584,-0.026619023693374766,False,,,,,False,False,False
2016-06-12,0.2258579580416309,0.05552087284445584,-0.026619023693374766,False,,,,,False,False,False
2016-06-13,0.2317561947493041,0.03788366471365223,-0.026682628440848344,False,,,,,False,False,False
2016-06-14,0.25596704051780317,0.03601398679107026,-0.013638206944452613,False,,,,,False,False,False
2016-06-15,0.24732942291027893,0.030912102799982577,-0.014067462999450386,False,,,,,False,False,False
2016-06-16,0.2110390204937891,0.02871666757444613,-0.012494866122556125,False,,,,,False,False,False
2016-06-17,0.2216001542776631,0.03956878435036715,-0.021268061498216695,False,,,,,False,False,False
2016-06-18,0.2216001542776631,0.03956878435036715,-0.021268061498216695,False,,,,,False,False,False
2016-06-19,0.2216001542776631,0.03956878435036715,-0.021268061498216695,False,,,,,False,False,False
2016-06-20,0.23280008453867262,0.028453466843565645,-0.026886161013889187,False,,,,,False,False,False
2016-06-21,0.23705507488266386,0.03463621296369013,-0.03062841877196254,False,,,,,False,False,False
2016-06-22,0.20443726552935226,0.04275275669471856,-0.03461981932642666,False,,,,,False,False,False
2016-06-23,0.22071700112667636,0.018304319121420942,-0.03937951232944337,False,,,,,False,False,False
2016-06-24,0.20659159803157912,0.044764698223187294,-0.011567497132623838,False,,,,,False,False,False
2016-06-25,0.20659159803157912,0.044764698223187294,-0.011567497132623838,False,,,,,False,False,False
2016-06-26,0.20659159803157912,0.044764698223187294,-0.011567497132623838,False,,,,,False,False,False
2016-06-27,0.18606492259009788,0.07142190192564168,-0.0106887968155146,False,,,,,False,False,False
2016-06-28,0.22150898359285587,0.0693266054520727,-0.015828937786523722,False,,,,,False,False,False
2016-06-29,0.22345475625421174,0.06322484756044844,-0.01977072580924011,False,,,,,False,False,False
2016-06-30,0.21728782853599427,0.06333348961263563,-0.01701632270270559,False,,,,,False,False,False
2016-07-01,0.23431280018306433,0.08859682418765424,-0.02672968674837195,False,,,,,False,False,False
2016-07-02,0.23431280018306433,0.08859682418765424,-0.02672968674837195,False,,,,,False,False,False
2016-07-03,0.23431280018306433,0.08859682418765424,-0.02672968674837195,False,,,,,False,False,False
2016-07-04,0.21882348194886547,0.08385967357906643,-0.028638588610900517,False,,,,,False,False,False
2016-07-05,0.1833857549423341,0.11709932868332396,-0.022352888297875184,False,,,,,False,False,False
2016-07-06,0.1816055172792157,0.1143065559050116,-0.024332889665392377,False,,,,,False,False,False
2016-07-07,0.14186044640738182,0.11018252031549491,-0.01579777093051804,False,,,,,False,False,False
2016-07-08,0.1315589693475847,0.12557857131113104,-0.01267318066489076,False,,,,,False,False,False
2016-07-09,0.1315589693475847,0.12557857131113104,-0.01267318066489076,False,,,,,False,False,False
2016-07-10,0.1315589693475847,0.12557857131113104,-0.01267318066489076,False,,,,,False,False,False
2016-07-11,0.10679611568695369,0.11604878904548999,-0.007936498588747787,False,,,,,False,False,False
2016-07-12,0.14307364745074147,0.08570972206525296,-0.009123290350977253,False,,,,,False,False,False
2016-07-13,0.11185688404958971,0.10522285666633291,-0.011895308035762775,False,,,,,False,False,False
2016-07-14,0.11799851899402802,0.09363598650750893,-0.004405381807528697,False,,,,,False,False,False
2016-07-15,0.11086306882250252,0.0953018595554207,0.00040062724060252464,False,,,,,False,False,False
2016-07-16,0.11086306882250252,0.0953018595554207,0.00040062724060252464,False,,,,,False,False,False
2016-07-17,0.11086306882250252,0.0953018595554207,0.00040062724060252464,False,,,,,False,False,False
2016-07-18,0.11561555877646623,0.09084702559599167,-0.002794380650807504,False,,,,,False,False,False
2016-07-19,0.11809238666256561,0.0959711516506705,0.0011966753190360002,False,,,,,False,False,False
2016-07-20,0.09151786857087951,0.08675188927168764,0.012903322026807995,False,,,,,False,False,False
2016-07-21,0.07358346812492544,0.08447057265483049,0.02034190473058861,False,,,,,False,False,False
2016-07-22,0.07216516339535395,0.08407683293393675,0.023133062505246826,False,,,,,False,False,False
2016-07-23,0.07216516339535395,0.08407683293393675,0.023133062505246826,False,,,,,False,False,False
2016-07-24,0.07216516339535395,0.08407683293393675,0.023133062505246826,False,,,,,False,False,False
2016-07-25,0.05726878084312803,0.09166986771934793,0.018203909163328147,False,,,,,False,False,False
2016-07-26,0.0451894649423239,0.09365736164550986,0.014118533384110954,False,,,,,False,False,False
2016-07-27,0.05733430093139691,0.09487762395040633,0.0040128366061145115,False,,,,,False,False,False
2016-07-28,0.060674115909717274,0.09243209636361427,0.0032088713506162048,False,,,,,False,False,False
2016-07-29,0.06966290824665355,0.1015363325736689,-0.010429244011230243,False,,,,,False,False,False
2016-07-30,0.06966290824665355,0.1015363325736689,-0.010429244011230243,False,,,,,False,False,False
