variant,decay_ratio_threshold,recovery_ratio_threshold,derisk_scale,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,volreg_days,overlay_days,overlay_ratio,overlay_asset_days,avg_removed_weight,trigger_count,recovery_count
asset_decay15_rec55_x0p60,0.15,0.55,0.6,17.71023463242436,15.501966563367283,1.131517528838432,-19.629893482855174,0.9022073730503198,1859.7563790793838,65.0,907,953,164,810,0.17643214985841865,869,0.02662989457890542,80,15
asset_decay35_rec55_x0p90,0.35,0.55,0.9,17.905198647390197,15.645961182128884,1.1331482803245962,-19.848831021982072,0.9020782446865837,1919.841500214045,63.18181818181819,907,953,164,1707,0.3718144195164452,2034,0.01726386180722511,143,59
asset_decay15_rec70_x0p60,0.15,0.7,0.6,17.699924781100517,15.455801490117823,1.133864614428789,-19.629893482855174,0.9016821612689697,1856.6265387262029,65.45454545454545,907,953,164,989,0.21542147680243956,1063,0.0323129066322495,77,10
asset_decay15_rec75_x0p70,0.15,0.75,0.7,17.737055778913955,15.542343073520614,1.1304529456610894,-19.690365524810698,0.9007987056697607,1867.9208630199903,65.0,907,953,164,1065,0.23197560444347637,1141,0.025344855976543186,76,9
asset_decay35_rec50_x0p90,0.35,0.5,0.9,17.87802294184686,15.661815824603249,1.1306857354569084,-19.8488310219819,0.9007091108815206,1911.3631360522752,63.18181818181819,907,953,164,1585,0.3452406883032019,1879,0.015905688327331927,152,70
asset_decay20_rec75_x0p60,0.2,0.75,0.6,17.112513686893593,15.305697950011913,1.1107115140606996,-19.00702369581994,0.9003257932833013,1685.9021751396447,64.54545454545455,907,953,164,1262,0.2748856458287955,1459,0.04927319351597687,88,13
asset_decay25_rec75_x0p70,0.25,0.75,0.7,17.299170024098377,15.341319566894946,1.118896967656175,-19.214545966667036,0.900316356894854,1738.5629036948806,64.0909090909091,907,953,164,1432,0.31191461555216726,1689,0.04332944169476224,96,19
asset_decay15_rec60_x0p60,0.15,0.6,0.6,17.66363734331935,15.493189807642649,1.1295099599493303,-19.629893482855174,0.8998335807958837,1845.6480215584847,65.0,907,953,164,855,0.18623393596166413,916,0.02763642539246057,79,14
asset_decay35_rec60_x0p90,0.35,0.6,0.9,17.882949604189037,15.635817581530207,1.1325721740408925,-19.875087346115162,0.8997670949951566,1912.8976714501987,63.18181818181819,907,953,164,1803,0.39272489653670223,2149,0.018450989443457726,138,53
asset_decay35_rec80_x0p90,0.35,0.8,0.9,17.713744837937885,15.57582665502765,1.127091903441086,-19.7656094329478,0.8961901679798645,1860.8230784185416,63.18181818181819,907,953,164,2207,0.48072315399695054,2669,0.02397099012635667,122,33
asset_decay35_rec65_x0p90,0.35,0.65,0.9,17.794962533911907,15.62280526090595,1.12859542883432,-19.875087346115162,0.8953400920469493,1885.6577204245639,62.272727272727266,907,953,164,1880,0.4094968416467001,2250,0.019784121742817653,134,49
asset_decay15_rec75_x0p60,0.15,0.75,0.6,17.575070943575312,15.442338034775013,1.127830088659435,-19.629893482855174,0.8953217682472627,1819.0968219266879,65.45454545454545,907,953,164,1065,0.23197560444347637,1141,0.03379314130205758,76,9
asset_decay35_rec70_x0p90,0.35,0.7,0.9,17.760181020580788,15.607374630521361,1.1276604655521054,-19.892725593311734,0.8927977685748631,1874.9860955367044,62.727272727272734,907,953,164,1964,0.427793509039425,2379,0.021526159406432824,131,45
asset_decay35_rec75_x0p90,0.35,0.75,0.9,17.758394453513926,15.5975438424712,1.1281758303125773,-19.892725593311734,0.8927079585054244,1874.4394094626878,62.727272727272734,907,953,164,2020,0.43999128730124154,2451,0.022282687878417046,125,39
asset_decay25_rec55_x0p60,0.25,0.55,0.6,17.526797995821596,15.28228074416542,1.1353374032982175,-19.639637242110368,0.8924196399229553,1804.7697194484438,63.63636363636363,907,953,164,1199,0.2611631452842518,1389,0.04483208182377461,104,29
asset_decay25_rec50_x0p60,0.25,0.5,0.6,17.507998804089574,15.319418049487227,1.1319119089817495,-19.639637242110368,0.8914624332546104,1799.217639645061,64.0909090909091,907,953,164,1127,0.24548028751905904,1289,0.041720914543223825,108,33
asset_decay15_rec80_x0p80,0.15,0.8,0.8,17.845143573297896,15.633669385275384,1.1306482896803518,-20.020542074305762,0.8913416783155058,1901.150292131181,65.0,907,953,164,1232,0.26835112175996517,1308,0.01896959406010189,75,7
asset_decay35_rec55_x0p80,0.35,0.55,0.8,17.594133017386305,15.41095601435818,1.1308705869802702,-19.82257501240522,0.8875805997139964,1824.7823268006628,63.18181818181819,907,953,164,1707,0.3718144195164452,2034,0.03452772361445022,143,59
asset_decay35_rec50_x0p80,0.35,0.5,0.8,17.540094268837848,15.44221299644394,1.125913066906593,-19.822575012405103,0.8848544781826345,1808.705847348296,63.63636363636363,907,953,164,1585,0.3452406883032019,1879,0.03181137665466385,152,70
asset_decay25_rec60_x0p60,0.25,0.6,0.6,17.370771933949314,15.268422633650133,1.1275091093627783,-19.659290748012886,0.8835909777520896,1759.1505095049577,63.63636363636363,907,953,164,1262,0.2748856458287955,1463,0.04723737847540513,102,26
asset_decay35_rec60_x0p80,0.35,0.6,0.8,17.549594663705072,15.391254250245403,1.1296541570367522,-19.875103325628512,0.8829938831601067,1811.522980037748,63.18181818181819,907,953,164,1803,0.39272489653670223,2149,0.03690197888691545,138,53
asset_decay15_rec80_x0p70,0.15,0.8,0.7,17.6586852760382,15.515432261488234,1.1278437518270312,-20.093618510268517,0.8788205701732624,1844.1543302538282,65.0,907,953,164,1232,0.26835112175996517,1308,0.028454391090152843,75,7
asset_decay25_rec65_x0p60,0.25,0.65,0.6,17.244863704525848,15.22944525852794,1.1229393552159663,-19.659290748012886,0.8771864623991543,1723.092175153167,63.63636363636363,907,953,164,1325,0.28860814637333915,1542,0.052279335920869724,99,23
asset_decay35_rec80_x0p80,0.35,0.8,0.8,17.211413155004827,15.274531078258438,1.118213320660219,-19.656496306708572,0.8756094110795696,1713.624142031091,62.727272727272734,907,953,164,2207,0.48072315399695054,2669,0.04794198025271334,122,33
asset_decay30_rec50_x0p70,0.3,0.5,0.7,17.19350067243075,15.339973361728942,1.1130906302038732,-19.666576790856816,0.8742497921867205,1708.573218103904,63.18181818181819,907,953,164,1414,0.3079939011108691,1626,0.040775007865259685,126,49
asset_decay25_rec80_x0p70,0.25,0.8,0.7,17.152524455970063,15.299371931802042,1.1133544594120572,-19.620188150614087,0.8742283368690942,1697.0687822346704,63.63636363636363,907,953,164,1603,0.3491614027445001,1865,0.047019670778832325,95,17
asset_decay35_rec65_x0p80,0.35,0.65,0.8,17.37390117227342,15.366372233274154,1.1214789304578854,-19.875103325628512,0.8741540050194433,1760.0552062249055,62.272727272727266,907,953,164,1880,0.4094968416467001,2250,0.039568243485635306,134,49
asset_decay30_rec55_x0p70,0.3,0.55,0.7,17.171598796401156,15.304973851167267,1.1140599396992663,-19.666576790856816,0.8731361323839745,1702.415440338743,63.18181818181819,907,953,164,1515,0.32999346547593117,1760,0.044369509705553506,120,42
asset_decay35_rec70_x0p80,0.35,0.7,0.8,17.304311401462535,15.336563488091679,1.1194846846153086,-19.910466372561302,0.8691062819758797,1740.0339865500732,62.727272727272734,907,953,164,1964,0.427793509039425,2379,0.04305231881286565,131,45
asset_decay35_rec75_x0p80,0.35,0.75,0.8,17.30061760805559,15.317290307871534,1.1204952542891584,-19.910466372561302,0.8689207617907757,1738.9769829428196,62.727272727272734,907,953,164,2020,0.43999128730124154,2451,0.04456537575683409,125,39
asset_decay25_rec70_x0p60,0.25,0.7,0.6,17.08236171677655,15.207619419709498,1.1151918762248298,-19.659290748012886,0.8689205493592486,1677.5304302001082,63.63636363636363,907,953,164,1361,0.2964495752559355,1612,0.05618293970291029,98,21
asset_decay20_rec80_x0p60,0.2,0.8,0.6,16.944488040100268,15.268490410252086,1.1036220225412607,-19.549257055783084,0.8667586697412488,1639.71994898099,64.0909090909091,907,953,164,1429,0.31126116314528424,1631,0.05402046119047578,87,11
asset_decay15_rec80_x0p60,0.15,0.8,0.6,17.470531812857647,15.407329224122702,1.1242568118531655,-20.167956842000336,0.8662519436016828,1788.1978755822881,65.0,907,953,164,1232,0.26835112175996517,1308,0.03793918812020379,75,7
asset_decay30_rec60_x0p70,0.3,0.6,0.7,17.098344847335014,15.285682275682014,1.111173075503027,-19.74552025333075,0.8659353933432471,1681.9635421846253,63.18181818181819,907,953,164,1585,0.3452406883032019,1840,0.04647063294559316,117,38
asset_decay25_rec75_x0p60,0.25,0.75,0.6,16.989564422095317,15.187857132288293,1.11121403038006,-19.659290748012886,0.864200272525731,1651.997247421669,63.63636363636363,907,953,164,1432,0.31191461555216726,1689,0.05777258892634964,96,19
asset_decay30_rec65_x0p70,0.3,0.65,0.7,16.933966231048593,15.259902010487236,1.103565179438589,-19.74552025333075,0.8576105371643529,1636.865889697879,63.18181818181819,907,953,164,1656,0.3607057285994337,1924,0.05003708011432422,114,35
asset_decay30_rec75_x0p70,0.3,0.75,0.7,16.81481002632943,15.20451233822222,1.1003108753335664,-19.625756455773367,0.8567725816949576,1604.8518844671225,63.18181818181819,907,953,164,1776,0.38684382487475494,2084,0.056182649575953314,108,28
asset_decay30_rec80_x0p70,0.3,0.8,0.7,16.69560785483888,15.141602336042856,1.0974965252063538,-19.50419393003165,0.8560009152253023,1573.384162571404,62.727272727272734,907,953,164,1972,0.42953604879111307,2304,0.06133586254135483,106,24
asset_decay30_rec70_x0p70,0.3,0.7,0.7,16.774805837174746,15.232171987756354,1.0963354093960522,-19.625756455773367,0.8547342302436476,1594.2294998525754,63.18181818181819,907,953,164,1711,0.37268568939228924,2013,0.053890952260418415,113,33
asset_decay35_rec55_x0p70,0.35,0.55,0.7,17.279772675261505,15.195474869790038,1.1270734143562982,-20.648515694416368,0.8368530179597454,1733.0228161924435,63.18181818181819,907,953,164,1707,0.3718144195164452,2034,0.05179158542167535,143,59
asset_decay35_rec50_x0p70,0.35,0.5,0.7,17.19918441119026,15.241603084269006,1.1196066451920583,-20.64851569441641,0.832950158051366,1710.174464842163,63.63636363636363,907,953,164,1585,0.3452406883032019,1879,0.04771706498199581,152,70
asset_decay30_rec50_x0p60,0.3,0.5,0.6,16.849072371870232,15.185996715618137,1.1033981299309255,-20.258391083047574,0.8317083179408905,1613.9996418744436,62.727272727272734,907,953,164,1414,0.3079939011108691,1626,0.05436667715367957,126,49
asset_decay25_rec80_x0p60,0.25,0.8,0.6,16.79428698035914,15.133099702268456,1.1036283190370186,-20.197157297772986,0.8315173631989755,1599.3945243405317,63.63636363636363,907,953,164,1603,0.3491614027445001,1865,0.06269289437177643,95,17
asset_decay35_rec60_x0p70,0.35,0.6,0.7,17.212908017366125,15.166865645501716,1.1251444331260656,-20.726494207882983,0.8304785095213776,1714.0462623806234,63.18181818181819,907,953,164,1803,0.39272489653670223,2149,0.055352968330373196,138,53
asset_decay30_rec55_x0p60,0.3,0.55,0.6,16.819672594752056,15.140499809934283,1.1045900623900395,-20.258391083047574,0.8302570784521446,1606.1473334429102,62.727272727272734,907,953,164,1515,0.32999346547593117,1760,0.05915934627407134,120,42
asset_decay30_rec60_x0p60,0.3,0.6,0.6,16.722132367906738,15.115431058654796,1.1006333542839308,-20.362870540969485,0.8212070264976792,1580.3384078116853,62.727272727272734,907,953,164,1585,0.3452406883032019,1840,0.06196084392745753,117,38
asset_decay35_rec80_x0p70,0.35,0.8,0.7,16.70600188911868,14.997094192693961,1.1072141676719487,-20.402587043742482,0.8188178221370436,1576.1060417515673,62.727272727272734,907,953,164,2207,0.48072315399695054,2669,0.07191297037907003,122,33
asset_decay35_rec65_x0p70,0.35,0.65,0.7,16.949798115522018,15.131362158615087,1.1125446110728732,-20.726494207882983,0.817784133945597,1641.1619988392931,62.727272727272734,907,953,164,1880,0.4094968416467001,2250,0.059352365228452976,134,49
asset_decay35_rec70_x0p70,0.35,0.7,0.7,16.84537934490169,15.08834563880646,1.1093524325932782,-20.779103565359218,0.8106884539997468,1613.0114085393639,63.18181818181819,907,953,164,1964,0.427793509039425,2379,0.06457847821929849,131,45
asset_decay30_rec65_x0p60,0.3,0.65,0.6,16.503265416694624,15.083151185896188,1.0901930845388639,-20.362870540969485,0.8104586916412668,1523.7633036925242,62.727272727272734,907,953,164,1656,0.3607057285994337,1924,0.06671610681909895,114,35
asset_decay35_rec75_x0p70,0.35,0.75,0.7,16.839659320015343,15.060082596807876,1.1108268767718725,-20.779103565359218,0.8104131762492723,1611.481824924122,63.18181818181819,907,953,164,2020,0.43999128730124154,2451,0.06684806363525117,125,39
asset_decay30_rec75_x0p60,0.3,0.75,0.6,16.344479629370422,15.011333437728998,1.0855841015838523,-20.204472283211086,0.8089535524742151,1483.8507714954196,62.727272727272734,907,953,164,1776,0.38684382487475494,2084,0.07491019943460439,108,28
asset_decay30_rec80_x0p60,0.3,0.8,0.6,16.185635562275678,14.929597106855946,1.0815395547959952,-20.044410615389687,0.8074887245548981,1444.8526496208408,62.727272727272734,907,953,164,1972,0.42953604879111307,2304,0.08178115005513975,106,24
asset_decay30_rec70_x0p60,0.3,0.7,0.6,16.291606653629522,15.04731475995397,1.080319883392152,-20.204472283211086,0.8063366578085308,1470.7676626631946,62.727272727272734,907,953,164,1711,0.37268568939228924,2013,0.07185460301389121,113,33
asset_decay35_rec55_x0p60,0.35,0.55,0.6,16.96214992903422,15.000357128147638,1.1216433365515543,-21.55622337036724,0.7868794842955483,1644.5207356237581,62.272727272727266,907,953,164,1707,0.3718144195164452,2034,0.06905544722890047,143,59
asset_decay35_rec50_x0p60,0.35,0.5,0.6,16.855326486357814,15.060742974715502,1.1116731676497738,-21.55622337036718,0.7819239111025553,1615.6744369917772,62.272727272727266,907,953,164,1585,0.3452406883032019,1879,0.06362275330932773,152,70
asset_decay35_rec60_x0p60,0.35,0.6,0.6,16.872925246601376,14.963557389144794,1.1189219104402506,-21.659002375844153,0.7790259659151895,1620.3955295973724,62.272727272727266,907,953,164,1803,0.39272489653670223,2149,0.07380395777383093,138,53
asset_decay35_rec65_x0p60,0.35,0.65,0.6,16.522698233885478,14.918785494080122,1.1016704276133238,-21.659002375844153,0.7628559223167596,1528.7127333120845,61.81818181818181,907,953,164,1880,0.4094968416467001,2250,0.07913648697127064,134,49
asset_decay35_rec80_x0p60,0.35,0.8,0.6,16.197570595499023,14.744860704340363,1.0939283572939134,-21.23289225529313,0.7628527663941376,1447.7510138516432,62.272727272727266,907,953,164,2207,0.48072315399695054,2669,0.09588396050542669,122,33
asset_decay35_rec70_x0p60,0.35,0.7,0.6,16.383435704397577,14.863850929528125,1.097128490807934,-21.728492229265143,0.7540070213584104,1493.5560526431743,62.272727272727266,907,953,164,1964,0.427793509039425,2379,0.0861046376257313,131,45
asset_decay35_rec75_x0p60,0.35,0.75,0.6,16.375572114888115,14.827117960519493,1.0990235774682728,-21.728492229265143,0.7536451191414277,1491.5924486937395,62.272727272727266,907,953,164,2020,0.43999128730124154,2451,0.08913075151366821,125,39
