date,1.H20955,0.399606,1.H00016,1.H00852,1.H00905,1.950175,1.000852,1.000016,1.000300,1.000905,0.399006,1.000001
2017-10-12,13831.44,1979.05,3644.23,8379.03,7317.07,130.76,7940.14,2718.35,3912.95,6659.1,1899.99,3386.1
2017-10-13,13837.43,2006.22,3637.56,8413.09,7373.03,130.8,7972.42,2713.38,3921.0,6709.82,1926.07,3390.52
2017-10-16,13763.66,1961.03,3655.35,8251.81,7273.46,130.59,7819.59,2726.64,3913.45,6619.21,1882.69,3378.47
2017-10-17,13745.72,1955.1,3651.18,8236.49,7266.58,130.2,7805.07,2723.53,3913.07,6612.94,1876.99,3372.04
2017-10-18,13811.56,1945.9,3690.7,8157.61,7212.18,130.2,7730.27,2753.01,3944.16,6563.44,1868.16,3381.79
2017-10-19,13792.94,1940.12,3694.75,8079.29,7144.01,130.32,7656.06,2756.04,3931.25,6501.4,1862.61,3370.17
2017-10-20,13838.16,1958.45,3670.09,8179.94,7220.95,130.36,7751.43,2737.64,3926.85,6571.42,1880.21,3378.65
2017-10-23,13837.9,1977.77,3665.7,8224.38,7266.47,130.33,7793.54,2734.37,3930.8,6612.76,1898.76,3380.7
2017-10-24,13888.79,1980.82,3691.55,8181.55,7255.76,130.31,7752.92,2753.65,3959.4,6603.0,1901.69,3388.25
2017-10-25,13888.74,1992.88,3689.53,8231.05,7305.08,130.14,7799.75,2752.14,3976.95,6647.89,1913.26,3396.9
2017-10-26,13853.81,1990.23,3714.87,8263.08,7331.5,129.88,7830.11,2771.04,3993.58,6671.93,1910.72,3407.57
2017-10-27,13888.44,1975.13,3772.82,8200.4,7286.41,129.68,7770.71,2814.27,4021.97,6630.81,1896.22,3416.81
2017-10-30,13772.07,1933.22,3765.9,7993.51,7155.59,128.81,7574.65,2809.11,4009.72,6511.76,1855.99,3390.34
2017-10-31,13754.34,1947.59,3745.26,8053.53,7208.83,128.8,7631.53,2793.71,4006.72,6560.21,1869.79,3393.34
2017-11-01,13697.09,1950.67,3739.48,8057.86,7200.86,128.62,7635.44,2789.4,3996.62,6552.95,1872.75,3395.91
2017-11-02,13645.04,1924.44,3745.78,7959.63,7126.1,128.77,7542.35,2794.1,3997.13,6484.93,1847.57,3383.31
2017-11-03,13595.48,1909.24,3754.32,7890.78,7062.43,128.77,7476.98,2800.47,3992.7,6426.98,1832.97,3371.74
2017-11-06,13614.84,1927.3,3743.27,7969.27,7154.86,128.88,7551.35,2792.22,4020.89,6511.1,1850.3,3388.17
2017-11-07,13688.06,1936.43,3783.12,8016.59,7199.74,128.73,7596.17,2821.96,4054.25,6551.94,1859.07,3413.57
2017-11-08,13744.68,1943.8,3780.45,8039.13,7210.46,128.71,7617.52,2819.96,4048.01,6561.69,1866.14,3415.46
2017-11-09,13759.53,1962.51,3797.88,8080.44,7265.03,128.68,7656.67,2832.96,4075.9,6611.35,1884.11,3427.79
2017-11-10,13750.92,1979.72,3837.27,8094.48,7297.85,128.67,7669.97,2862.34,4111.91,6641.22,1900.63,3432.67
2017-11-13,13752.33,1985.77,3852.24,8106.78,7330.8,128.13,7681.63,2873.51,4128.07,6671.21,1906.44,3447.83
2017-11-14,13677.98,1975.65,3836.04,8049.65,7268.5,128.04,7627.49,2861.42,4099.35,6614.51,1896.72,3429.55
2017-11-15,13596.67,1945.81,3820.79,7974.64,7184.05,128.33,7556.42,2850.05,4073.67,6537.66,1868.08,3402.52
2017-11-16,13570.53,1956.42,3860.13,7952.66,7206.74,128.45,7535.59,2879.4,4105.01,6558.31,1878.26,3399.25
2017-11-17,13585.2,1910.21,3939.76,7675.17,6990.96,128.38,7272.66,2938.8,4120.85,6361.94,1833.9,3382.91
2017-11-20,13621.7,1937.14,3942.92,7696.07,7069.23,128.57,7292.46,2941.15,4143.83,6433.17,1859.75,3392.4
2017-11-21,13712.83,1934.23,4004.62,7692.74,7094.7,128.51,7289.31,2987.17,4217.7,6456.35,1856.96,3410.5
2017-11-22,13795.25,1930.5,4038.38,7701.27,7076.12,127.97,7297.39,3012.36,4227.57,6439.44,1853.38,3430.46
2017-11-23,13556.75,1869.46,3942.35,7523.65,6894.88,128.04,7129.05,2940.73,4102.4,6274.51,1794.78,3351.92
2017-11-24,13571.1,1856.84,3937.13,7534.73,6898.75,128.2,7139.55,2936.83,4104.2,6278.03,1782.66,3353.82
2017-11-27,13467.42,1834.17,3910.95,7456.94,6807.02,128.35,7065.84,2917.31,4049.95,6194.55,1760.9,3322.23
2017-11-28,13440.55,1868.51,3883.87,7574.17,6922.14,128.35,7176.92,2897.11,4055.82,6299.31,1793.87,3333.66
2017-11-29,13413.26,1861.76,3878.75,7591.26,6943.08,128.15,7193.12,2893.28,4053.75,6318.37,1787.38,3337.86
2017-11-30,13363.24,1843.97,3838.75,7549.53,6882.7,128.23,7153.57,2863.45,4006.1,6263.42,1770.3,3317.19
2017-12-01,13386.95,1879.72,3810.24,7615.17,6940.92,128.4,7215.78,2842.18,3998.14,6316.41,1804.62,3317.62
2017-12-04,13354.62,1872.57,3835.95,7534.94,6900.5,128.46,7139.75,2861.36,4018.86,6279.62,1797.77,3309.62
2017-12-05,13378.97,1831.77,3901.79,7331.05,6739.59,128.56,6946.56,2910.48,4040.17,6132.91,1758.59,3303.68
2017-12-06,13349.55,1858.56,3855.22,7405.14,6783.43,128.65,7016.76,2875.73,4015.82,6172.8,1784.31,3293.96
2017-12-07,13266.86,1850.93,3819.23,7400.86,6742.91,128.69,7012.71,2848.89,3971.06,6135.47,1776.99,3272.05
2017-12-08,13280.82,1866.73,3841.29,7469.77,6817.28,128.75,7078.0,2865.34,4003.38,6203.14,1792.16,3289.99
2017-12-11,13353.27,1892.59,3886.55,7556.76,6908.53,128.55,7160.43,2899.1,4069.5,6286.17,1816.98,3322.2
2017-12-12,13227.65,1873.54,3820.99,7488.34,6850.33,128.61,7095.59,2850.2,4016.02,6233.21,1798.69,3280.81
2017-12-13,13288.72,1881.24,3851.47,7534.9,6898.94,128.59,7139.72,2872.94,4050.09,6277.44,1806.09,3303.04
2017-12-14,13252.43,1869.01,3820.78,7542.01,6906.23,128.55,7146.45,2850.05,4026.15,6284.08,1794.34,3292.44
2017-12-15,13190.74,1858.21,3780.73,7517.01,6853.13,128.64,7122.75,2820.17,3980.86,6235.76,1783.97,3266.14
2017-12-18,13167.32,1854.74,3792.65,7467.54,6813.82,128.65,7075.87,2829.06,3985.29,6199.99,1780.64,3267.92
2017-12-19,13243.3,1873.34,3851.6,7509.74,6870.14,128.51,7115.85,2873.03,4035.33,6251.24,1798.5,3296.54
2017-12-20,13191.25,1856.58,3860.46,7431.27,6813.13,128.49,7041.5,2879.64,4030.49,6199.36,1782.41,3287.6
2017-12-21,13211.9,1864.21,3881.54,7441.65,6856.14,128.48,7051.34,2895.37,4067.85,6238.5,1789.74,3300.06
2017-12-22,13202.34,1853.38,3861.97,7426.94,6860.96,128.63,7037.4,2880.77,4054.6,6242.88,1779.34,3297.06
2017-12-25,13118.3,1828.87,3861.07,7324.69,6797.99,128.3,6940.51,2880.1,4041.54,6185.59,1755.81,3280.46
2017-12-26,13195.84,1832.01,3880.16,7356.6,6835.97,128.2,6970.75,2894.34,4053.62,6220.15,1758.82,3306.12
2017-12-27,13121.22,1817.86,3806.83,7326.83,6784.32,127.7,6942.54,2839.63,3991.21,6173.15,1745.24,3275.78
2017-12-28,13130.35,1817.63,3832.86,7341.55,6818.52,127.47,6956.48,2859.05,4018.9,6204.27,1745.02,3296.38
2017-12-29,13202.41,1825.58,3834.71,7405.78,6869.68,127.68,7017.35,2860.44,4030.85,6250.82,1752.65,3307.17
2018-01-02,13340.91,1843.31,3899.46,7484.66,6959.15,127.83,7092.09,2908.73,4087.4,6332.23,1769.67,3348.32
2018-01-03,13414.19,1870.09,3905.53,7556.2,7020.72,127.53,7159.88,2913.26,4111.39,6388.25,1795.38,3369.11
2018-01-04,13436.65,1869.28,3913.86,7572.02,7052.9,127.61,7174.87,2919.48,4128.81,6417.54,1794.61,3385.71
2018-01-05,13490.49,1876.38,3931.13,7574.13,7052.59,127.79,7176.87,2932.36,4138.75,6417.25,1801.42,3391.75
2018-01-08,13542.44,1881.31,3951.78,7586.19,7084.38,127.95,7188.29,2947.76,4160.16,6446.18,1806.16,3409.48
2018-01-09,13509.94,1878.64,3980.68,7574.0,7083.91,127.97,7176.74,2969.32,4189.3,6445.75,1803.59,3413.9
2018-01-10,13533.46,1865.61,4015.86,7533.94,7040.16,128.03,7138.78,2995.56,4207.81,6405.94,1791.08,3421.83
2018-01-11,13551.27,1879.31,4017.85,7572.58,7062.14,128.03,7175.4,2997.04,4205.59,6425.94,1804.23,3425.34
2018-01-12,13558.91,1860.01,4046.74,7522.38,7032.94,128.09,7127.83,3018.6,4225.0,6399.37,1785.71,3428.94
2018-01-15,13489.77,1804.72,4087.24,7312.87,6872.49,128.08,6929.31,3048.81,4225.24,6253.38,1732.62,3410.49
2018-01-16,13632.86,1801.57,4107.42,7345.97,6924.97,128.04,6960.68,3063.86,4258.47,6301.13,1729.6,3436.59
2018-01-17,13703.34,1814.52,4123.94,7327.17,6887.97,128.02,6942.86,3076.18,4248.12,6267.46,1742.03,3444.67
2018-01-18,13814.53,1810.32,4164.66,7340.23,6909.22,128.07,6955.23,3106.55,4271.42,6286.8,1738.0,3474.75
2018-01-19,13882.36,1800.05,4179.76,7322.37,6893.38,128.09,6938.31,3117.82,4285.4,6272.38,1728.14,3487.86
2018-01-22,13940.42,1841.79,4196.53,7402.82,6976.08,128.1,7014.55,3130.33,4336.6,6347.64,1768.21,3501.36
2018-01-23,14072.13,1841.39,4258.43,7408.55,6984.17,128.21,7019.98,3176.5,4382.61,6355.0,1767.83,3546.5
2018-01-24,14174.32,1888.73,4263.57,7463.89,7027.37,128.2,7072.41,3180.33,4389.89,6394.3,1813.28,3559.47
2018-01-25,14126.53,1886.19,4232.9,7453.6,7014.64,128.16,7062.64,3157.46,4365.08,6382.72,1810.83,3548.31
2018-01-26,14188.3,1892.4,4255.03,7446.62,7015.64,128.34,7056.01,3172.78,4381.3,6383.63,1816.8,3558.13
2018-01-29,14065.16,1874.66,4185.18,7358.46,6934.59,128.33,6972.48,3120.7,4302.02,6309.88,1799.77,3523.0
2018-01-30,13975.51,1856.57,4129.42,7340.27,6938.5,128.42,6955.24,3079.12,4256.1,6313.44,1782.4,3488.01
2018-01-31,13865.91,1807.26,4180.0,7166.94,6802.12,128.44,6791.01,3116.83,4275.9,6189.34,1735.06,3480.83
2018-02-01,13726.91,1768.02,4212.72,6866.63,6577.26,128.5,6506.45,3141.23,4245.9,5984.74,1697.39,3446.98
2018-02-02,13755.37,1773.27,4224.0,6847.02,6599.36,128.48,6487.87,3149.64,4271.23,6004.85,1702.43,3462.08
2018-02-05,13957.67,1758.52,4266.51,6819.52,6592.08,128.6,6461.81,3181.34,4274.15,5998.22,1688.27,3487.5
2018-02-06,13593.06,1664.62,4180.89,6482.71,6269.01,128.57,6142.67,3117.49,4148.89,5704.26,1598.12,3370.65
2018-02-07,13420.96,1683.66,4063.02,6499.16,6276.78,128.66,6158.26,3029.6,4050.5,5711.33,1616.4,3309.26
2018-02-08,13275.75,1709.73,3950.73,6583.55,6337.39,128.84,6238.22,2945.84,4012.05,5766.48,1641.43,3262.05
2018-02-09,12783.58,1658.78,3768.59,6388.1,6104.86,128.96,6053.02,2810.03,3840.65,5554.9,1592.51,3129.85
2018-02-12,12863.14,1716.65,3762.13,6547.18,6263.34,129.45,6203.75,2805.21,3890.1,5699.1,1648.07,3154.12
2018-02-13,12953.91,1717.18,3825.84,6560.64,6304.94,129.52,6216.51,2852.72,3935.63,5736.95,1648.58,3184.96
2018-02-14,12947.51,1715.3,3851.41,6575.58,6324.59,129.65,6230.66,2871.79,3966.96,5754.83,1646.77,3199.16
2018-02-22,13174.04,1747.58,3932.01,6698.44,6457.45,129.76,6347.08,2931.88,4052.73,5875.73,1677.76,3268.56
2018-02-23,13211.72,1738.28,3965.92,6718.32,6481.57,129.8,6365.92,2957.17,4071.09,5897.68,1668.83,3289.02
2018-02-26,13348.38,1801.11,3988.21,6867.35,6626.65,130.21,6507.13,2973.79,4118.42,6029.68,1729.15,3329.57
2018-02-27,13227.17,1816.09,3925.59,6890.83,6605.63,130.43,6529.38,2927.1,4058.98,6010.56,1743.54,3292.07
2018-02-28,13148.05,1826.6,3860.64,6927.16,6620.23,130.96,6563.81,2878.67,4023.64,6023.68,1753.63,3259.41
2018-03-01,13200.48,1864.33,3877.58,7027.18,6693.37,131.02,6658.58,2891.3,4049.09,6090.22,1789.85,3273.75
2018-03-02,13173.67,1845.74,3841.22,6999.52,6656.13,130.89,6632.37,2864.18,4016.46,6056.34,1772.01,3254.53
2018-03-05,13168.97,1870.41,3840.96,7043.75,6664.66,130.77,6674.28,2863.99,4018.1,6064.1,1795.69,3256.93
2018-03-06,13315.34,1872.41,3879.16,7108.74,6754.2,130.85,6735.86,2892.48,4066.56,6145.58,1797.61,3289.64
2018-03-07,13275.47,1859.56,3859.95,7058.81,6689.26,130.88,6688.55,2878.15,4036.65,6086.49,1785.27,3271.67
2018-03-08,13348.06,1867.84,3886.91,7097.47,6738.75,131.02,6725.18,2898.25,4077.6,6131.51,1793.22,3288.41
2018-03-09,13411.81,1933.71,3900.24,7215.61,6821.68,131.07,6837.13,2908.2,4108.87,6206.98,1856.46,3307.17
2018-03-12,13476.25,1960.74,3902.1,7332.05,6919.28,131.41,6947.46,2909.58,4127.67,6295.78,1882.41,3326.7
2018-03-13,13400.66,1950.6,3866.96,7294.28,6873.53,131.48,6911.67,2883.38,4091.25,6254.15,1872.68,3310.24
2018-03-14,13312.46,1917.91,3850.81,7213.19,6802.28,131.36,6834.84,2871.33,4073.34,6189.32,1841.29,3291.38
2018-03-15,13284.03,1925.64,3882.52,7201.81,6792.16,131.47,6824.05,2894.98,4096.16,6180.11,1848.71,3291.11
2018-03-16,13241.0,1897.11,3850.0,7182.87,6755.01,131.51,6805.93,2870.73,4056.42,6146.31,1821.32,3269.88
2018-03-19,13240.4,1919.61,3885.57,7198.25,6763.28,131.64,6820.5,2897.26,4074.25,6153.83,1842.92,3279.25
2018-03-20,13269.83,1942.21,3895.15,7200.1,6785.11,131.98,6822.25,2904.4,4077.7,6173.7,1864.62,3290.64
2018-03-21,13232.85,1906.06,3881.45,7146.07,6736.24,132.2,6771.06,2894.18,4061.05,6129.2,1829.91,3280.95
2018-03-22,13188.32,1892.85,3844.55,7139.35,6705.5,132.45,6764.69,2866.67,4020.35,6101.23,1817.23,3263.48
2018-03-23,12714.34,1797.84,3743.7,6757.51,6360.32,133.59,6402.89,2791.47,3904.94,5787.15,1726.02,3152.76
2018-03-26,12727.88,1854.7,3673.15,6876.09,6487.59,133.51,6515.25,2738.87,3879.89,5902.96,1780.61,3133.72
2018-03-27,12855.38,1921.45,3684.85,7051.72,6632.46,133.42,6680.84,2747.59,3913.27,6034.78,1844.69,3166.65
2018-03-28,12753.78,1911.52,3614.09,7004.25,6564.95,133.62,6635.87,2694.83,3842.72,5973.34,1835.15,3122.29
2018-03-29,12882.8,1918.84,3673.05,7055.34,6632.55,133.78,6684.28,2738.79,3894.05,6034.86,1842.19,3160.53
2018-03-30,12906.15,1979.86,3650.74,7176.08,6720.35,133.9,6798.67,2722.15,3898.5,6114.74,1900.48,3168.9
2018-04-02,12885.55,1979.63,3636.28,7215.35,6728.29,134.12,6835.87,2711.37,3886.92,6121.96,1900.25,3163.18
2018-04-03,12770.49,1950.68,3617.37,7145.37,6659.96,134.36,6769.56,2697.27,3862.48,6059.71,1872.47,3136.63
2018-04-04,12733.55,1913.94,3624.2,7082.93,6614.17,134.54,6708.92,2702.37,3854.86,6017.69,1836.81,3131.11
2018-04-09,12710.74,1918.98,3642.13,7093.2,6622.92,135.58,6718.65,2715.73,3852.93,6025.65,1841.65,3138.29
2018-04-10,12867.23,1912.64,3729.39,7095.66,6664.79,135.42,6720.77,2780.8,3927.17,6063.74,1835.52,3190.32
2018-04-11,12926.45,1911.71,3735.48,7137.23,6690.02,135.35,6759.81,2785.34,3938.34,6086.61,1834.63,3208.08
2018-04-12,12835.87,1903.65,3687.68,7103.32,6651.24,135.39,6727.64,2749.7,3898.64,6051.33,1826.89,3180.16
2018-04-13,12775.89,1901.26,3656.43,7097.01,6624.7,135.29,6721.66,2726.4,3871.14,6027.19,1824.59,3159.05
2018-04-16,12608.43,1915.97,3573.69,7093.08,6608.46,135.77,6717.93,2664.7,3808.86,6012.41,1838.71,3110.65
2018-04-17,12491.42,1858.69,3534.8,6931.42,6475.15,135.68,6564.69,2635.7,3748.64,5890.86,1783.74,3066.8
2018-04-18,12573.33,1898.93,3559.03,7033.75,6562.87,138.76,6661.29,2653.77,3766.28,5970.66,1822.26,3091.4
2018-04-19,12604.83,1897.01,3597.63,7050.69,6600.48,139.05,6677.09,2682.55,3811.84,6004.73,1820.28,3117.38
2018-04-20,12401.69,1857.96,3550.45,6901.89,6464.29,139.15,6535.96,2647.38,3760.85,5880.84,1782.81,3071.54
2018-04-23,12376.3,1826.95,3573.98,6828.61,6401.73,138.44,6466.52,2664.92,3766.33,5823.92,1753.05,3068.01
2018-04-24,12565.99,1883.06,3651.67,6976.63,6548.26,138.14,6606.58,2722.85,3843.49,5957.19,1806.86,3128.93
2018-04-25,12539.65,1896.13,3625.02,7003.65,6550.91,137.96,6632.02,2702.98,3828.7,5959.42,1819.41,3117.97
2018-04-26,12372.69,1856.39,3575.46,6875.59,6428.61,137.73,6510.53,2666.02,3755.49,5847.98,1781.28,3075.03
2018-04-27,12458.9,1881.95,3558.72,6883.03,6444.07,137.47,6517.05,2653.54,3756.88,5860.98,1805.6,3082.23
2018-05-02,12474.78,1877.75,3557.63,6851.14,6437.89,136.93,6486.81,2652.73,3763.65,5855.32,1801.57,3081.18
2018-05-03,12576.16,1904.04,3572.71,6913.19,6498.95,137.24,6545.27,2663.98,3793.0,5910.61,1826.79,3100.86
2018-05-04,12570.87,1891.7,3549.08,6899.05,6500.17,137.16,6531.29,2646.35,3774.6,5909.29,1814.85,3091.03
2018-05-07,12695.05,1930.77,3599.37,7021.14,6621.19,136.98,6646.58,2683.85,3834.19,6019.14,1852.34,3136.64
2018-05-08,12735.04,1935.49,3651.71,7055.34,6646.3,136.74,6678.14,2722.88,3878.68,6041.81,1856.87,3161.5
2018-05-09,12723.14,1934.53,3644.15,7052.25,6632.67,136.36,6674.91,2717.24,3871.62,6029.23,1855.81,3159.15
2018-05-10,12785.49,1944.48,3660.46,7083.06,6645.24,136.53,6703.21,2729.4,3893.06,6040.57,1865.36,3174.41
2018-05-11,12723.49,1912.61,3654.17,7013.72,6591.66,136.44,6636.77,2724.72,3872.84,5991.34,1834.78,3163.26
2018-05-14,12729.34,1908.65,3692.82,6966.24,6565.62,136.52,6591.73,2753.54,3909.29,5967.55,1830.98,3174.03
2018-05-15,12792.3,1936.97,3689.2,7040.15,6624.25,136.65,6661.13,2750.83,3924.1,6020.57,1858.01,3192.12
2018-05-16,12778.82,1925.24,3643.53,6999.88,6606.86,136.36,6622.64,2716.78,3892.84,6004.07,1846.67,3169.56
2018-05-17,12759.48,1909.11,3622.2,6967.16,6575.2,136.4,6591.26,2700.88,3864.05,5973.78,1831.2,3154.28
2018-05-18,12824.37,1915.21,3675.39,6999.95,6599.85,136.49,6620.77,2740.53,3903.06,5995.15,1836.75,3193.3
2018-05-21,12927.07,1942.03,3682.46,7081.06,6685.51,136.53,6697.14,2745.8,3921.24,6072.2,1862.48,3213.84
2018-05-22,12934.72,1956.19,3658.58,7111.19,6708.86,137.12,6724.4,2728.0,3906.21,6092.91,1876.0,3214.35
2018-05-23,12865.52,1924.98,3599.16,7036.91,6622.43,137.25,6652.29,2683.69,3854.58,6013.85,1845.97,3168.96
2018-05-24,12818.23,1917.63,3574.99,7013.08,6600.06,137.41,6628.5,2665.68,3827.22,5992.62,1838.4,3154.65
2018-05-25,12784.26,1882.72,3574.46,6922.12,6521.81,137.77,6541.45,2661.29,3816.5,5917.8,1804.55,3141.3
2018-05-28,12748.14,1874.89,3590.45,6868.67,6493.84,138.08,6490.4,2673.2,3833.26,5891.26,1796.91,3135.08
2018-05-29,12693.24,1850.71,3577.3,6812.95,6432.47,138.15,6436.77,2663.4,3804.01,5835.45,1773.65,3120.46
2018-05-30,12425.18,1801.39,3500.06,6597.4,6265.05,138.21,6232.42,2605.9,3723.37,5682.59,1726.22,3041.44
2018-05-31,12602.86,1822.08,3570.43,6685.8,6344.98,138.34,6315.17,2658.29,3802.38,5754.47,1743.74,3095.47
2018-06-01,12519.9,1786.85,3555.51,6611.56,6269.73,138.48,6243.73,2647.19,3770.59,5685.12,1709.55,3075.14
2018-06-04,12529.05,1779.94,3619.17,6582.24,6267.82,138.24,6215.61,2694.58,3807.58,5683.15,1702.93,3091.19
2018-06-05,12588.45,1825.07,3639.15,6690.21,6374.23,137.88,6316.42,2707.02,3845.32,5779.08,1746.11,3114.21
2018-06-06,12571.58,1822.08,3619.2,6696.58,6370.12,137.58,6320.47,2692.18,3837.35,5774.26,1743.25,3115.18
2018-06-07,12485.04,1808.88,3633.43,6650.01,6331.71,137.54,6274.88,2695.24,3831.01,5738.02,1730.38,3109.5
2018-06-08,12307.4,1789.32,3580.48,6579.29,6256.61,137.49,6205.96,2652.08,3779.62,5669.3,1711.52,3067.15
2018-06-11,12244.25,1765.5,3591.72,6522.45,6216.25,137.69,6151.94,2660.41,3779.98,5632.36,1688.62,3052.78
2018-06-12,12316.85,1790.78,3628.57,6572.75,6284.21,137.42,6199.15,2687.7,3825.95,5693.35,1712.77,3079.8
2018-06-13,12233.86,1763.12,3606.87,6460.4,6190.39,137.55,6092.34,2671.63,3788.34,5607.02,1685.89,3049.8
2018-06-14,12219.23,1750.05,3606.88,6426.93,6169.76,137.83,6060.13,2671.3,3773.37,5586.93,1673.32,3044.16
2018-06-15,12172.56,1717.43,3615.76,6288.93,6059.92,138.33,5928.07,2667.98,3753.43,5483.94,1641.66,3021.9
2018-06-18,12172.56,,3616.55,6289.41,6060.55,,,,,,,
2018-06-19,11617.05,1618.64,3524.11,5859.14,5682.33,138.53,5522.53,2599.78,3621.12,5141.71,1547.15,2907.82
2018-06-20,11681.38,1636.05,3523.94,5929.23,5745.62,138.51,5588.27,2598.33,3635.44,5198.39,1563.79,2915.73
2018-06-21,11561.79,1592.15,3498.58,5790.44,5626.06,138.64,5456.91,2579.05,3592.97,5089.25,1521.68,2875.81
2018-06-22,11640.19,1621.63,3504.9,5881.55,5706.89,138.93,5541.37,2583.71,3608.9,5160.12,1549.66,2889.76
2018-06-25,11566.03,1610.02,3440.8,5851.85,5668.73,138.72,5512.43,2536.46,3560.48,5125.03,1538.57,2859.34
2018-06-26,11510.09,1637.6,3400.59,5901.97,5707.92,138.87,5558.71,2506.72,3531.11,5160.28,1564.92,2844.51
2018-06-27,11448.11,1618.06,3327.28,5849.53,5652.01,139.0,5508.92,2452.64,3459.26,5109.5,1546.23,2813.18
2018-06-28,11397.97,1615.52,3292.09,5781.79,5592.58,139.39,5443.85,2425.18,3423.53,5055.11,1543.66,2786.9
2018-06-29,11574.46,1681.5,3370.1,5958.08,5774.41,140.23,5608.54,2479.91,3510.98,5217.76,1606.71,2847.42
2018-07-02,11378.66,1662.48,3242.99,5883.45,5687.28,140.74,5538.09,2386.38,3407.96,5138.78,1588.37,2775.56
2018-07-03,11475.25,1682.12,3246.53,5951.0,5752.33,141.02,5601.59,2388.98,3409.28,5197.13,1607.12,2786.89
2018-07-04,11427.32,1638.71,3218.6,5844.06,5670.55,141.15,5500.67,2368.43,3363.75,5121.34,1565.61,2759.13
2018-07-05,11302.7,1604.24,3228.36,5687.94,5518.59,141.25,5352.66,2374.36,3342.44,4982.76,1532.68,2733.88
2018-07-06,11312.18,1613.28,3267.19,5712.41,5535.63,141.05,5374.58,2402.62,3365.12,4996.63,1541.31,2747.23
2018-07-09,11517.74,1656.04,3361.96,5833.08,5660.06,140.67,5487.55,2471.29,3459.18,5107.55,1581.93,2815.11
2018-07-10,11541.4,1667.66,3362.42,5873.02,5693.81,140.74,5524.8,2471.23,3467.52,5136.53,1592.98,2827.62
2018-07-11,11362.35,1636.53,3309.42,5737.24,5583.23,140.79,5396.31,2432.28,3407.53,5036.16,1563.01,2777.77
2018-07-12,11584.29,1690.85,3377.71,5892.62,5735.45,140.87,5541.36,2474.62,3481.06,5172.5,1614.63,2837.66
2018-07-13,11578.15,1695.03,3388.43,5914.97,5772.7,141.16,5561.69,2476.86,3492.69,5204.19,1618.46,2831.18
2018-07-16,11523.29,1693.4,3356.77,5921.09,5763.41,141.39,5566.96,2448.77,3472.09,5195.2,1616.91,2814.04
2018-07-17,11496.85,1698.35,3337.92,5930.72,5764.57,141.46,5575.47,2430.44,3449.38,5196.2,1621.63,2798.12
2018-07-18,11580.41,1684.03,3325.71,5898.21,5722.55,141.81,5544.52,2420.76,3431.32,5156.64,1607.88,2787.26
2018-07-19,11551.3,1665.41,3333.13,5830.7,5672.46,142.04,5480.77,2426.16,3428.34,5111.33,1590.06,2772.54
2018-07-20,11769.94,1685.87,3426.0,5895.23,5744.16,142.46,5541.21,2493.77,3492.89,5175.25,1609.55,2829.27
2018-07-23,11903.61,1697.84,3471.41,5939.02,5787.43,142.23,5582.31,2526.81,3525.75,5214.0,1620.97,2859.54
2018-07-24,12063.05,1706.89,3521.92,6035.13,5888.08,141.45,5672.22,2563.58,3581.71,5304.64,1629.61,2905.56
2018-07-25,12008.31,1709.73,3522.07,6049.35,5892.91,141.16,5685.59,2563.69,3577.75,5308.66,1632.32,2903.65
2018-07-26,12026.57,1682.28,3477.15,6026.06,5854.33,141.04,5663.18,2530.99,3536.25,5273.48,1606.12,2882.23
2018-07-27,11978.57,1670.27,3471.21,5991.06,5827.68,141.04,5630.23,2525.09,3521.23,5249.29,1594.57,2873.59
2018-07-30,11984.01,1633.68,3493.5,5904.66,5756.65,141.27,5549.04,2541.31,3515.08,5185.15,1559.64,2869.05
2018-07-31,11994.45,1635.37,3498.75,5898.09,5760.76,141.75,5542.54,2545.12,3517.66,5188.72,1561.26,2876.4
2018-08-01,11822.62,1615.15,3423.31,5806.27,5668.23,142.08,5456.21,2490.25,3447.39,5105.37,1541.86,2824.53
2018-08-02,11621.37,1581.87,3354.67,5667.84,5546.81,141.84,5325.8,2440.31,3370.96,4996.01,1510.09,2768.02
2018-08-03,11578.68,1552.04,3317.81,5593.56,5473.47,142.33,5255.63,2413.5,3315.28,4929.75,1481.61,2740.44
2018-08-06,11478.08,1509.29,3308.23,5475.54,5357.49,142.24,5144.64,2406.54,3273.27,4825.25,1440.8,2705.16
2018-08-07,11746.19,1549.77,3408.92,5619.29,5503.69,142.26,5279.64,2479.78,3368.87,4956.87,1479.44,2779.37
2018-08-08,11645.78,1516.58,3365.74,5525.78,5418.97,141.71,5191.79,2447.0,3314.51,4880.57,1447.76,2744.07
2018-08-09,11784.67,1568.8,3444.99,5649.64,5557.04,141.09,5307.97,2504.62,3397.53,5004.77,1497.61,2794.38
2018-08-10,11719.42,1583.57,3443.38,5685.91,5587.53,141.02,5342.05,2503.21,3405.02,5030.51,1511.71,2795.31
2018-08-13,11664.59,1604.14,3409.41,5714.92,5615.1,140.09,5369.18,2478.51,3390.34,5055.28,1531.34,2785.87
2018-08-14,11651.68,1590.68,3396.6,5695.63,5595.81,140.5,5351.02,2469.2,3372.91,5037.88,1518.49,2780.96
2018-08-15,11464.92,1548.79,3313.44,5579.69,5480.05,140.42,5242.09,2408.72,3291.98,4932.81,1478.51,2723.26
2018-08-16,11399.02,1533.46,3308.61,5511.77,5430.87,140.3,5178.24,2405.16,3276.73,4888.37,1463.87,2705.19
