rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,family,source,ma,days,scale,trigger_days,threshold,score_3_5_10,robust_pass
broad_consec_below:SPY:ma10:days5:scale0.25,13.58495844097083,12.371783297488873,0.8930162438698558,-15.397002372210233,1493.2750327244698,-3.943669783448822,-0.1911552167018865,1.1445078653972498,20.65789556931321,12.335635881867905,1.1121125015126336,-13.164887902848822,553.8013607289837,-5.081075507231404,-0.1945309097322232,-0.4409304786215831,20.69373906474663,12.99817153505039,1.0631914252740273,-12.213228977239964,156.07536420165005,-3.415176616100311,-0.11958110236336505,1.0658141036401503e-14,34.701773403077205,14.260446395463955,1.5118973029020206,-12.213228977239988,144.46038504451502,-1.7148144720353429,-0.026975242981962744,-3.375077994860476e-14,50.11394337335295,15.218824558052452,1.913736591052924,-12.213228977239975,50.07221067239238,-3.939955221839412,-0.0871349262068386,0.0,broad_consec_below,SPY,10.0,5.0,0.25,616.0,,-0.5054471247468667,False
broad_consec_below:SPY:ma10:days5:scale0.50,14.894827785491827,12.450336850751174,0.9625126788648941,-15.627152274014989,1944.1553147725087,-2.6338004389278247,-0.12165878170684818,0.9143579635924937,22.340393400496872,12.407588153679766,1.1834057694630102,-13.014933255495398,650.8943737499271,-3.3985776760477435,-0.1232376417818466,-0.2909758312681596,21.833152500732744,13.067015933207255,1.1078888722571858,-12.213228977239964,168.39146849437196,-2.275763180114197,-0.07488365538020658,1.0658141036401503e-14,35.28486182927048,14.330418711373094,1.526007864715405,-12.213228977239998,147.64949256725936,-1.1317260458420648,-0.012864681168578418,-4.440892098500626e-14,51.42879022463755,15.261562739047447,1.9481621873125683,-12.213228977239998,51.385788347711056,-2.6251083705548126,-0.05270932994719435,-2.3092638912203256e-14,broad_consec_below,SPY,10.0,5.0,0.5,616.0,,-0.33206927153698423,False
broad_consec_below:SPY:ma10:days5:scale0.75,16.20944328539151,12.586760612402937,1.0264093595687491,-16.084460136106838,2517.554181861235,-1.3191849390281405,-0.05776210100299317,0.45705010150064496,24.034145490104166,12.53428141052663,1.248412112782904,-12.867951464027982,761.5580389240531,-1.7048255864404496,-0.05823129846195285,-0.14399403980074332,22.971626176975303,13.185071943645669,1.1478171404656483,-12.213228977239975,181.16620092315273,-1.1372895038716386,-0.03495538717174407,0.0,35.85653912270232,14.447476961292358,1.5349493061277504,-12.213228977239988,150.80300145295107,-0.5600487524102249,-0.003923239756232988,-3.375077994860476e-14,52.742181223111714,15.344456683004386,1.9772276114331357,-12.213228977239988,52.69790378157917,-1.3117173720806505,-0.0236439058266269,-1.2434497875801753e-14,broad_consec_below,SPY,10.0,5.0,0.75,616.0,,-0.1635244592794991,False
broad_consec_below:SPY:ma10:days8:scale0.00,15.983452247042296,12.662167900623933,1.0086361273790125,-16.849043961260612,2409.127813680107,-1.5451759773773563,-0.07553533319272976,-0.3075337236531297,25.024954558006442,12.606370265132478,1.2855452186872531,-12.213228977239964,832.898237215062,-0.7140165185381733,-0.0210981925576037,0.5107284469872742,23.24258286313068,13.281238538839329,1.1518999495292115,-12.213228977239988,184.27707293856076,-0.8663328177162626,-0.030872578108180893,-1.2434497875801753e-14,36.717751772224226,14.536507860803225,1.5564330289785167,-12.213228977240009,155.60402677102942,0.3011638971116781,0.017560483094533286,-5.5067062021407764e-14,56.01839525118479,15.383846023283935,2.067582309426381,-12.213228977239988,55.97090243699354,1.964496655992427,0.06671079216661857,-1.2434497875801753e-14,broad_consec_below,SPY,10.0,8.0,0.0,161.0,,-0.1689070890353574,False
broad_consec_below:SPY:ma10:days8:scale0.25,16.372233157279005,12.667189167452742,1.0296149574386344,-16.36169120521157,2598.411909548274,-1.1563950671406467,-0.05455650313310789,0.1798190323959119,25.208264982287343,12.610871270115029,1.2931499941521372,-12.213228977239998,846.6650053411519,-0.5307060942572726,-0.013493417092719673,0.5107284469872404,23.462192131505933,13.283388388648637,1.1609825546951893,-12.213228977239988,186.81857082844706,-0.646723549341008,-0.021789972942203084,-1.2434497875801753e-14,36.64663109238029,14.540824032416605,1.553545227522362,-12.213228977239975,155.20524711446063,0.2300432172677418,0.014672681638378648,-2.1316282072803006e-14,55.53054114438818,15.390131267155269,2.0527816340033604,-12.213228977239988,55.48353012973277,1.476642549195816,0.0519101167435978,-1.2434497875801753e-14,broad_consec_below,SPY,10.0,8.0,0.25,161.0,,-0.12424197861430922,False
broad_consec_below:SPY:ma10:days8:scale0.50,16.759371718100248,12.688429171708385,1.049236110312413,-16.42152478757879,2800.384639870471,-0.7692565063194046,-0.034935350259329256,0.11998545002869321,25.388390110414207,12.630372432129603,1.2992046911552437,-12.213228977239988,860.3703804490933,-0.35058096613040846,-0.0074387200896131045,0.5107284469872511,23.679793853923247,13.29576072321813,1.1691643679195025,-12.213228977240009,189.3547316149363,-0.42912182692369427,-0.013608159717889867,-3.375077994860476e-14,36.57273157648089,14.55461486494369,1.549646970993983,-12.213228977240021,154.79132596050084,0.1561437013683431,0.010774425109999708,-6.750155989720952e-14,55.0404958260607,15.406079856421515,2.036704577724201,-12.213228977239988,54.99396772152119,0.986597230868334,0.03583306046443857,-1.2434497875801753e-14,broad_consec_below,SPY,10.0,8.0,0.5,161.0,,-0.08085582300060926,False
broad_consec_below:SPY:ma10:days8:scale0.75,17.1448446033607,12.725822100210321,1.0674368848072537,-16.481464448571604,3015.767022275023,-0.3837836210589529,-0.016734575764488557,0.06004578903587898,25.565301656943817,12.664824120681645,1.3037000655503495,-12.410189648314962,874.0048022611998,-0.17366941960079885,-0.002943345694507382,0.313767775912277,23.89537329538982,13.31833899760163,1.1764305212475537,-12.213228977239998,191.88498174812162,-0.2135423854571208,-0.006342006389838728,-2.3092638912203256e-14,36.49605118209853,14.577866558571234,1.5447501902287384,-12.213228977240021,154.36230218102588,0.07946330698598558,0.0058776443447550175,-6.750155989720952e-14,54.54827604873642,15.431678734429674,2.0193870090023114,-12.213228977239954,54.50223193091406,0.49437745354405394,0.01851549174254874,2.1316282072803006e-14,broad_consec_below,SPY,10.0,8.0,0.75,161.0,,-0.03954794443337645,False
broad_consec_below:SPY:ma10:days10:scale0.00,17.18422985290722,12.748129357957072,1.0679208608202173,-16.541510237607515,3038.613046654777,-0.34439837151243324,-0.016250599751524986,-3.197442310920451e-14,25.977069197117796,12.687864856481006,1.3193748454359786,-12.723957424227239,906.4164180532367,0.2380981205731807,0.012731434191121771,0.0,24.577217474583435,13.327454348048942,1.2041305906698678,-12.213228977239975,200.00452659714014,0.4683017937364937,0.02135806303247545,0.0,37.087012476196634,14.585695190115896,1.5644342609756667,-12.213228977239998,157.68118253290956,0.6704246010840862,0.025561715091683368,-4.440892098500626e-14,54.92628379302316,15.458553614700026,2.027033206707253,-12.213228977239998,54.87986808549099,0.8723851978307948,0.02616168944749031,-2.3092638912203256e-14,broad_consec_below,SPY,10.0,10.0,0.0,47.0,,-0.017096687944716197,False
broad_consec_below:SPY:ma10:days10:scale0.25,17.271401274470243,12.749393809403225,1.0725365013456416,-16.541510237607504,3089.747796175462,-0.2572269499494091,-0.011634959226100694,-2.1316282072803006e-14,25.91874458814216,12.689130648123903,1.3167369552382207,-12.723957424227239,901.7672623063838,0.17977351159754562,0.010093543993363818,0.0,24.461094957594653,13.328963091929898,1.1991816708498462,-12.213228977239964,198.6091010526559,0.3521792767477123,0.01640914321245379,1.0658141036401503e-14,36.92032025231335,14.587766019050369,1.5584783688718293,-12.213228977239988,156.7421217781031,0.5037323772008051,0.019605822987845967,-3.375077994860476e-14,54.70842715436402,15.45905745686331,2.0207012008848855,-12.213228977239988,54.66222568166916,0.6545285591716521,0.01982968362512283,-1.2434497875801753e-14,broad_consec_below,SPY,10.0,10.0,0.25,47.0,,-0.01226224394877346,False
broad_consec_below:SPY:ma10:days10:scale0.50,17.35785857261416,12.75500255353138,1.0767857629281627,-16.541510237607515,3141.2480444900893,-0.17076965180549308,-0.007385697643579547,-3.197442310920451e-14,25.859621316666768,12.693930739167175,1.3137335440272893,-12.723957424227239,897.0741802708377,0.12065024012215275,0.007090132782432423,0.0,24.344338210055195,13.33340513803907,1.193969745418247,-12.213228977239998,197.21129383914234,0.2354225292082539,0.011197217780854585,-2.3092638912203256e-14,36.75302021433191,14.592599956220475,1.552229995429021,-12.213228977239975,155.80193390773724,0.336432339219364,0.013357449545037703,-2.1316282072803006e-14,54.490410390198264,15.460615608269485,2.0142293743507116,-12.213228977239988,54.44442309979935,0.43651179500589876,0.013357857090948944,-1.2434497875801753e-14,broad_consec_below,SPY,10.0,10.0,0.5,47.0,,-0.007803374824358788,False
broad_consec_below:SPY:ma10:days10:scale0.75,17.44360111302472,12.76495384067689,1.0806649381886855,-16.541510237607493,3193.105349655992,-0.08502711139493258,-0.0035065223830568204,-1.0658141036401503e-14,25.799697459233585,12.702263509090608,1.3103677003816931,-12.723957424227239,892.3377494853853,0.06072638268896924,0.003724289136836312,0.0,24.2269456500533,13.340779523469246,1.1884986007892528,-12.213228977239954,195.81115685607088,0.11802996920635778,0.005726073151860467,2.1316282072803006e-14,36.58511016259289,14.60019485657971,1.5456932057902937,-12.213228977239988,154.8606288577691,0.16852228748034292,0.006820659906310311,-3.375077994860476e-14,54.27223402767738,15.463228629077234,2.007619020425876,-12.213228977239998,54.226460865756046,0.21833543248501286,0.0067475031661135,-2.3092638912203256e-14,broad_consec_below,SPY,10.0,10.0,0.75,47.0,,-0.0037171489800719914,False
broad_consec_below:SPY:ma10:days15:scale0.00,17.528628224419652,12.77924150087237,1.084171460571742,-16.541510237607483,3245.3109758037685,0.0,-2.220446049250313e-16,0.0,25.738971076544615,12.71412439736892,1.306643411244859,-12.723957424227239,887.5585538534501,0.0,2.220446049250313e-15,0.0,24.10891568084694,13.35108335615013,1.1827725276373944,-12.213228977239975,194.4087421211193,0.0,1.9984014443252818e-15,0.0,36.41658787511255,14.610547013821758,1.5388725458839843,-12.213228977239954,153.91821659045468,0.0,8.881784197001252e-16,0.0,54.053898595192365,15.466896863841992,2.0008715172597675,-12.213228977239975,54.00833950665154,0.0,4.884981308350689e-15,0.0,broad_consec_below,SPY,10.0,15.0,0.0,0.0,,1.4321877017664522e-15,False
broad_consec_below:SPY:ma10:days15:scale0.25,17.528628224419652,12.77924150087237,1.084171460571742,-16.541510237607483,3245.3109758037685,0.0,-2.220446049250313e-16,0.0,25.738971076544615,12.71412439736892,1.306643411244859,-12.723957424227239,887.5585538534501,0.0,2.220446049250313e-15,0.0,24.10891568084694,13.35108335615013,1.1827725276373944,-12.213228977239975,194.4087421211193,0.0,1.9984014443252818e-15,0.0,36.41658787511255,14.610547013821758,1.5388725458839843,-12.213228977239954,153.91821659045468,0.0,8.881784197001252e-16,0.0,54.053898595192365,15.466896863841992,2.0008715172597675,-12.213228977239975,54.00833950665154,0.0,4.884981308350689e-15,0.0,broad_consec_below,SPY,10.0,15.0,0.25,0.0,,1.4321877017664522e-15,False
broad_consec_below:SPY:ma10:days15:scale0.50,17.528628224419652,12.77924150087237,1.084171460571742,-16.541510237607483,3245.3109758037685,0.0,-2.220446049250313e-16,0.0,25.738971076544615,12.71412439736892,1.306643411244859,-12.723957424227239,887.5585538534501,0.0,2.220446049250313e-15,0.0,24.10891568084694,13.35108335615013,1.1827725276373944,-12.213228977239975,194.4087421211193,0.0,1.9984014443252818e-15,0.0,36.41658787511255,14.610547013821758,1.5388725458839843,-12.213228977239954,153.91821659045468,0.0,8.881784197001252e-16,0.0,54.053898595192365,15.466896863841992,2.0008715172597675,-12.213228977239975,54.00833950665154,0.0,4.884981308350689e-15,0.0,broad_consec_below,SPY,10.0,15.0,0.5,0.0,,1.4321877017664522e-15,False
broad_consec_below:SPY:ma10:days15:scale0.75,17.528628224419652,12.77924150087237,1.084171460571742,-16.541510237607483,3245.3109758037685,0.0,-2.220446049250313e-16,0.0,25.738971076544615,12.71412439736892,1.306643411244859,-12.723957424227239,887.5585538534501,0.0,2.220446049250313e-15,0.0,24.10891568084694,13.35108335615013,1.1827725276373944,-12.213228977239975,194.4087421211193,0.0,1.9984014443252818e-15,0.0,36.41658787511255,14.610547013821758,1.5388725458839843,-12.213228977239954,153.91821659045468,0.0,8.881784197001252e-16,0.0,54.053898595192365,15.466896863841992,2.0008715172597675,-12.213228977239975,54.00833950665154,0.0,4.884981308350689e-15,0.0,broad_consec_below,SPY,10.0,15.0,0.75,0.0,,1.4321877017664522e-15,False
broad_consec_above:SPY:ma10:days2:scale0.00,7.489660434748346,11.090667814056264,0.5810862089353868,-26.550774356261265,380.500851706278,-10.038967789671306,-0.5030852516363555,-10.009264118653782,13.605455909235719,11.383688441923342,0.8300559468592885,-15.304634197932321,258.0272243496395,-12.133515167308897,-0.4765874643855683,-2.5806767737050826,14.056349484710973,12.099452568410324,0.8102845053612211,-14.933643662837204,93.00041397164843,-10.052566196135968,-0.3724880222761713,-2.7204146855972287,20.63529937163868,13.388205801703892,1.0330941961740638,-12.860017424517856,75.58159307018013,-15.781288503473867,-0.5057783497099195,-0.6467884472779026,35.495013514599364,14.183529747798282,1.5451254647896067,-12.860017424517945,35.46684491959129,-18.558885080593,-0.455746052470156,-0.6467884472779701,broad_consec_above,SPY,10.0,2.0,0.0,1399.0,,-1.4908091562279577,False
broad_consec_above:SPY:ma10:days2:scale0.25,9.97020977958254,11.187062981333733,0.7416536706772878,-17.222215980505307,688.9204176071722,-7.558418444837113,-0.34251778989445447,-0.6807057428978247,16.578252170011254,11.4565491262115,0.9810847517334204,-13.712786405604582,363.5367838076628,-9.160718906533361,-0.3255586595114365,-0.9888289813773437,16.543521201085355,12.171682244510778,0.9284580119987095,-12.646651689860434,114.97856972110058,-7.565394479761586,-0.2543145156386829,-0.43342271262045884,24.462556754693775,13.454044698152199,1.1888086591225635,-12.35884953439539,92.83293212643066,-11.954031120418772,-0.35006388676141986,-0.14562055715543565,39.990427479508405,14.261410426551146,1.6950761847467555,-12.358849534395366,39.958197569374754,-14.06347111568396,-0.30579533251300717,-0.14562055715539124,broad_consec_above,SPY,10.0,2.0,0.25,1399.0,,-1.0747464150294206,False
broad_consec_above:SPY:ma10:days2:scale0.50,12.47111628912345,11.514378433732219,0.8814543995754266,-14.58917392328708,1186.107331113922,-5.057511935296201,-0.2027170609963157,1.9523363143204033,19.592057741728475,11.711008351676806,1.1126895154567262,-12.659950594034196,498.2972642290707,-6.146913334816141,-0.1939538957881306,0.06400683019304232,19.04886145231428,12.41130038451237,1.0311364456272738,-11.946948249101041,139.09715052836117,-5.06005422853266,-0.15163608201011858,0.2662807281389341,28.36876708305125,13.685789118391783,1.3267316228995256,-11.946948249101075,111.56915257701563,-8.047820792061298,-0.21214092298445775,0.26628072813887904,44.582298953579524,14.50741715634473,1.8219954903515263,-11.946948249101098,44.54581867340872,-9.47159964161284,-0.17887602690823634,0.26628072813887727,broad_consec_above,SPY,10.0,2.0,0.5,1399.0,,-0.6881516730202627,False
broad_consec_above:SPY:ma10:days2:scale0.75,14.991053806662592,12.054002184910946,0.9956903561384995,-14.73332893979996,1981.6873230713534,-2.5375744177570603,-0.08848110443324275,1.808181297807522,22.645960544671073,12.135830697227227,1.2213181213195634,-12.173658660065756,669.8588901884597,-3.093010531873542,-0.08532528992529342,0.5502987641614823,21.571101913912738,12.809089010246558,1.1159688032569115,-12.075634713088624,165.51783759352844,-2.537813766934203,-0.06680372438048088,0.13759426415135145,32.35359546485013,14.07543785097797,1.4436872967664123,-12.075634713088645,131.8945567474559,-4.062992410262417,-0.09518524911757109,0.13759426415130882,49.270284089099704,14.91339178161284,1.9237841931427573,-12.075634713088624,49.22936159978568,-4.783614506092661,-0.07708732411700536,0.13759426415135145,broad_consec_above,SPY,10.0,2.0,0.75,1399.0,,-0.3322392361736426,False
broad_consec_above:SPY:ma10:days3:scale0.00,11.409202349856095,11.7861335771048,0.7988411945751861,-17.239009269608275,946.4977439045709,-6.119425874563557,-0.2853302659965562,-0.6974990320007919,16.750910436388764,11.9256101607414,0.9556770117259797,-15.820336833056425,370.44698001896927,-8.988060640155851,-0.3509663995188771,-3.0963794088291863,14.865489747253102,12.675961388464286,0.8175681714462785,-15.82033683305647,99.94320322160254,-9.243425933593839,-0.3652043561911139,-3.607107855816494,23.90106617731089,14.036214130702396,1.1230128003630289,-15.820336833056448,90.23430538456287,-12.515521697801656,-0.4158597455209545,-3.607107855816494,26.734108485583864,14.832334929327448,1.1736450606328521,-15.82033683305647,26.71355848805861,-27.3197901096085,-0.8272264566269105,-3.607107855816494,broad_consec_above,SPY,10.0,3.0,0.0,841.0,,-1.0469263571757583,False
broad_consec_above:SPY:ma10:days3:scale0.25,12.942325919956366,11.84115736804429,0.8888540123751918,-16.24258101384268,1308.440166284789,-4.5863023044632865,-0.1953174481965505,0.2989292237648016,18.969440900114854,11.964973555225157,1.0614922525980293,-14.616186630140682,467.87263438250585,-6.769530176429761,-0.24515115864682757,-1.8922292059134431,17.139957144394803,12.707640601478495,0.9222892829684337,-14.61618663014066,120.53538288755212,-6.9689585364521385,-0.26048324466895867,-2.4029576529006853,26.94971319026034,14.058379439708299,1.2407263397861903,-14.616186630140682,104.62849219169739,-9.466874684852208,-0.2981462060977931,-2.402957652900728,33.112282736694624,14.847532657583296,1.4003094533062843,-14.616186630140703,33.086225636403995,-20.94161585849774,-0.6005620639534783,-2.402957652900728,broad_consec_above,SPY,10.0,3.0,0.25,841.0,,-0.763922838727976,False
broad_consec_above:SPY:ma10:days3:scale0.50,14.47377638299827,12.02958078140476,0.9671939116179545,-15.243935000624752,1787.3880966259562,-3.0548518414213817,-0.11697754895378776,1.2975752369827305,21.207326724231823,12.11240888670403,1.1562184845111378,-13.400308913466185,584.1863149221866,-4.531644352312792,-0.150424926733719,-0.6763514892389466,19.438932928690498,12.832725107311212,1.0190336572983378,-13.400308913466164,143.03944801740118,-4.669982752156443,-0.16373887033905454,-1.1870799362261888,30.051747583115727,14.162818071489236,1.3502025516503828,-13.400308913466219,120.00202871173182,-6.3648402919968206,-0.18866999423360054,-1.1870799362262652,39.78347171566294,14.96000525418022,1.6160055177994626,-13.400308913466175,39.75143096905207,-14.270426879529424,-0.3848659994603001,-1.1870799362261995,broad_consec_above,SPY,10.0,3.0,0.5,841.0,,-0.48993555204881295,False
