variant,decay_ratio_threshold,recovery_ratio_threshold,derisk_scale,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,overlay_days,overlay_ratio,trigger_count,recovery_count,avg_scale,annual_delta,max_dd_delta,sharpe_delta,calmar_delta
pair_score_decay10_rec40_x0p00,0.1,0.4,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec50_x0p00,0.1,0.5,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec60_x0p00,0.1,0.6,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec70_x0p00,0.1,0.7,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec80_x0p00,0.1,0.8,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec90_x0p00,0.1,0.9,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay15_rec70_x0p00,0.15,0.7,0.0,30.129156387083732,20.271687401233283,1.2498333113118076,-22.408934249114353,1.344515363923409,1730.555966747837,63.90977443609023,599,445,16,0.005961251862891207,3,3,0.9940387481371088,-0.06791430340336291,2.4868995751603507e-14,0.00025040296043510324,-0.0030306797569374933
pair_score_decay15_rec80_x0p00,0.15,0.8,0.0,30.129156387083732,20.271687401233283,1.2498333113118076,-22.408934249114353,1.344515363923409,1730.555966747837,63.90977443609023,599,445,16,0.005961251862891207,3,3,0.9940387481371088,-0.06791430340336291,2.4868995751603507e-14,0.00025040296043510324,-0.0030306797569374933
pair_score_decay15_rec90_x0p00,0.15,0.9,0.0,30.129156387083732,20.271687401233283,1.2498333113118076,-22.408934249114353,1.344515363923409,1730.555966747837,63.90977443609023,599,445,16,0.005961251862891207,3,3,0.9940387481371088,-0.06791430340336291,2.4868995751603507e-14,0.00025040296043510324,-0.0030306797569374933
pair_score_decay30_rec60_x0p00,0.3,0.6,0.0,29.407498056324812,20.238448292673077,1.2241713901866176,-21.97402816275176,1.3382843527147903,1621.558857815246,64.66165413533834,615,445,37,0.013785394932935917,18,18,0.986214605067064,-0.7895726341622833,0.4349060863626164,-0.025411518164754954,-0.00926169096555629
