combo_id,forward_weight,reverse_weight,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,calmar,avg_turnover,cost_total,avg_exposure,final_nav,avg_gross_sleeve_exposure,avg_abs_net_pair_exposure
cache_w_fwd_0p50_w_rev_0p50,0.5,0.5,last_10y,2016-06-06,2026-06-05,2427,0.0928779414972889,0.05046202832913416,1.8405510950035668,-0.04774401993305011,1.9453314075255628,0.04652434311977547,0.05645729037584753,0.2765806334132689,2.4368697240533246,0.2765806334132689,0.276168602098889
cache_w_fwd_0p50_w_rev_0p50,0.5,0.5,last_5y,2021-06-07,2026-06-05,1211,0.08239879345769685,0.05122577311136511,1.6085417252475902,-0.030650029123289846,2.6883756986411798,0.048989592034955,0.029663197977165254,0.29133758919033,1.4862045744456525,0.29133758919033,0.29133758919033
cache_w_fwd_0p50_w_rev_0p50,0.5,0.5,last_3y,2023-06-05,2026-06-05,727,0.07288104773482118,0.050325020497403235,1.4482070154066173,-0.027776003184597053,2.6238853462990943,0.046148131248559925,0.01677484570885153,0.2850833627629414,1.2353242503406532,0.2850833627629414,0.2850833627629414
cache_w_fwd_0p50_w_rev_0p50,0.5,0.5,last_1y,2025-06-05,2026-06-05,244,0.08002991195994635,0.04960249750513216,1.6134250488428732,-0.027185881362927877,2.943804208204904,0.045343123125704106,0.005531861021335902,0.36517870397974356,1.0807173218563144,0.36517870397974356,0.36517870397974356
cache_w_fwd_0p75_w_rev_0p25,0.75,0.25,full,2014-10-17,2026-06-05,2828,0.09387129948540496,0.06502596295533009,1.443597222080207,-0.051725669386131656,1.8147913908016646,0.04851742941154438,0.06860364518792378,0.3044574252641449,2.853365488628859,0.3044574252641449,0.30410381847489454
cache_w_fwd_0p75_w_rev_0p25,0.75,0.25,last_10y,2016-06-06,2026-06-05,2427,0.08137758751791835,0.058443339394767924,1.392418509288735,-0.051725669386131545,1.5732534442509687,0.050662253966150615,0.061478645187923765,0.31319760966089893,2.191575609197239,0.31319760966089893,0.31278557834651904
cache_w_fwd_0p75_w_rev_0p25,0.75,0.25,last_5y,2021-06-07,2026-06-05,1211,0.08725655030216228,0.0627954854262277,1.3895354054499904,-0.04615192820481595,1.8906371563703608,0.0550480577846121,0.03333159898858262,0.3442649960815399,1.5198834863364206,0.3442649960815399,0.3442649960815399
cache_w_fwd_0p75_w_rev_0p25,0.75,0.25,last_3y,2023-06-05,2026-06-05,727,0.06518031059406937,0.05812307975734866,1.1214187353144935,-0.04145516557277973,1.5723085336527527,0.05024050303831022,0.018262422854425767,0.3268608010513469,1.2088786539484364,0.3268608010513469,0.3268608010513469
cache_w_fwd_0p75_w_rev_0p25,0.75,0.25,last_1y,2025-06-05,2026-06-05,244,0.08755089891148637,0.06674396190212122,1.3117426118617015,-0.040633539117560624,2.154646157160587,0.05136008615301599,0.006265930510667952,0.45308115526856024,1.0883055100383994,0.45308115526856024,0.45308115526856024
cache_w_fwd_1p00_w_rev_0p00,1.0,0.0,full,2014-10-17,2026-06-05,2828,0.09125419184701467,0.08423287191084769,1.0833560553841541,-0.06418571160863984,1.421721276589091,0.05374823196605375,0.07600000000000001,0.34777227722772275,2.7746006179080593,0.34777227722772275,0.34777227722772275
cache_w_fwd_1p00_w_rev_0p00,1.0,0.0,last_10y,2016-06-06,2026-06-05,2427,0.0693107315773922,0.07466560172198532,0.9282819662455574,-0.06418571160863962,1.0798467422157978,0.05480016481252575,0.0665,0.34981458590852904,1.9583084741311314,0.34981458590852904,0.34981458590852904
cache_w_fwd_1p00_w_rev_0p00,1.0,0.0,last_5y,2021-06-07,2026-06-05,1211,0.091414230466345,0.08117112523740778,1.1261914898799097,-0.0641857116086395,1.424214644899886,0.0611065235342692,0.037,0.39719240297274977,1.5491912741698994,0.39719240297274977,0.39719240297274977
cache_w_fwd_1p00_w_rev_0p00,1.0,0.0,last_3y,2023-06-05,2026-06-05,727,0.05686222067021229,0.07417260234771426,0.7666202731252099,-0.06418571160863995,0.885901538599724,0.054332874828060526,0.01975,0.3686382393397524,1.180740255912076,0.3686382393397524,0.3686382393397524
cache_w_fwd_1p00_w_rev_0p00,1.0,0.0,last_1y,2025-06-05,2026-06-05,244,0.09444360379499339,0.08771543305729379,1.0767045262525798,-0.05398381028856358,1.7494801365475525,0.05737704918032787,0.007000000000000001,0.5409836065573771,1.0952601832954496,0.5409836065573771,0.5409836065573771
