date,return,gross_return,cost,turnover,weight,base_weight,overlay_mult,overlay_on,overlay_aux,score,spread_return,cyb,zz1000,spread_close,signal_score,raw_signal,target_vol_realized_vol,target_vol_raw_scale,target_vol_applied_scale,target_vol_base_weight,volhot_realized_vol,volhot_gate,volhot_scale,gross_exposure,nav,candidate,strategy_id
2015-03-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12453298286051719,1.1137623637421805,0.005957079487491912,1986.986,7317.677,0.27153234557906836,1.1137623637421805,1.0,0.1252706869452156,1.1175798857176058,0.0,0.0,0.12453298286051719,0.0,1.0,0.0,0.9939106337204503,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-03,-0.009725640017718024,-0.008625886243549126,0.0010997537741688974,1.0997537741688974,1.0997537741688974,1.0997537741688974,1.0,0.0,0.1252706869452156,0.7138334606008742,-0.00784347046234768,1961.743,7282.108,0.269392186987614,0.7138334606008742,0.0,0.12730122259030244,1.0997537741688974,1.0997537741688974,1.0997537741688974,0.1252706869452156,0.0,1.0,1.0997537741688974,0.9842442166871032,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-04,-0.0010997537741688974,0.0,0.0010997537741688974,1.0997537741688974,0.0,0.0,1.0,0.0,0.12730122259030244,0.4884545803630751,0.006806367042184069,2009.827,7411.034,0.27119387119260285,0.4884545803630751,0.0,0.12722610974729734,1.1004030562443101,0.0,0.0,0.12730122259030244,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-05,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12722610974729734,-0.03544326841022235,-0.00291270941836852,2014.786,7450.906,0.2704081892859741,-0.03544326841022235,0.0,0.12561265768740304,1.1145373609433613,0.0,0.0,0.12722610974729734,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-06,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12561265768740304,-1.3788998858543917,-0.01636230244251724,1951.398,7338.404,0.2659158585436288,-1.3788998858543917,0.0,0.13878086382855492,1.0087846129344689,0.0,0.0,0.12561265768740304,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13878086382855492,-2.155646806069075,0.006713067508214099,1994.39,7450.816,0.267674037313497,-2.155646806069075,0.0,0.13569541868340884,1.0317223776480928,0.0,0.0,0.13878086382855492,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13569541868340884,-2.2683590473534245,0.010013830030302096,2045.322,7566.481,0.27031350504944107,-2.2683590473534245,0.0,0.13206393683167805,1.0600925836281623,0.0,0.0,0.13569541868340884,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-11,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13206393683167805,-2.5541638209787143,-0.004618987630136795,2035.829,7566.312,0.2690649024253824,-2.5541638209787143,0.0,0.1333279611720558,1.0500423074746799,0.0,0.0,0.13206393683167805,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-12,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1333279611720558,-2.774642618754254,-0.0018377824001438725,2018.132,7514.445,0.2685670066119321,-2.774642618754254,0.0,0.13010270153371295,1.0760729665841906,0.0,0.0,0.1333279611720558,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13010270153371295,-2.7839678942721844,0.007289072671188057,2069.072,7649.345,0.27049008771339245,-2.7839678942721844,0.0,0.13034551698786728,1.0740683932615143,0.0,0.0,0.13010270153371295,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13034551698786728,-2.818182521655477,0.00236369198327524,2142.672,7903.363,0.2711088937709175,-2.818182521655477,0.0,0.1285894462732017,1.0887363159069476,0.0,0.0,0.13034551698786728,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-17,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1285894462732017,-3.3084371669428245,-0.013803917432126833,2137.462,7993.243,0.2674086099972189,-3.3084371669428245,0.0,0.13475538143510588,1.0389195482142566,0.0,0.0,0.1285894462732017,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13475538143510588,-3.6686118777064007,0.0015366462349077903,2182.919,8150.951,0.2678115719257789,-3.6686118777064007,0.0,0.13482093013597138,1.0384144350495532,0.0,0.0,0.13475538143510588,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-19,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13482093013597138,-4.294946436182305,-0.007617776639023743,2183.878,8216.624,0.2657877493238099,-4.294946436182305,0.0,0.1376069119738196,1.0173907545184628,0.0,0.0,0.13482093013597138,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1376069119738196,-4.709299662447528,0.0012469391973177757,2213.766,8318.829,0.26611509865150496,-4.709299662447528,0.0,0.13697460273262857,1.0220872863072066,0.0,0.0,0.1376069119738196,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13697460273262857,-4.516559733039291,0.007040671319648251,2293.649,8560.441,0.26793584582850344,-4.516559733039291,0.0,0.12479501169178071,1.121839712197573,0.0,0.0,0.13697460273262857,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12479501169178071,-3.771276639546213,0.01695221837904959,2357.969,8655.38,0.2724281314049759,-3.771276639546213,0.0,0.1350157866969667,1.036915781664999,0.0,0.0,0.12479501169178071,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-25,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1350157866969667,-3.3964578397091474,-0.0034955266302294508,2385.014,8784.909,0.27148989249632527,-3.3964578397091474,0.0,0.13298695668046684,1.052734820726695,0.0,0.0,0.1350157866969667,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-26,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13298695668046684,-3.951092837933544,-0.019389836517929582,2291.789,8611.864,0.2661199712396759,-3.951092837933544,0.0,0.1497728621680026,0.9347487787404356,0.0,0.0,0.13298695668046684,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1497728621680026,-4.10892373605485,0.0025463118946780217,2323.818,8710.291,0.2667899384762232,-4.10892373605485,0.0,0.14399821685305206,0.9722342613649712,0.0,0.0,0.1497728621680026,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-30,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14399821685305206,-4.701828956183228,-0.015373048733013706,2290.476,8719.22,0.26269276380226675,-4.701828956183228,0.0,0.1508245076031143,0.9282311092863081,0.0,0.0,0.14399821685305206,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-03-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1508245076031143,-4.7377357878419035,0.012457848876673783,2335.171,8780.739,0.26594242238608845,-4.7377357878419035,0.0,0.15644088663623812,0.8949067153111512,0.0,0.0,0.1508245076031143,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15644088663623812,-4.4344500512875005,0.003959540744217893,2404.909,9008.201,0.266968843168575,-4.4344500512875005,0.0,0.15504950363323444,0.9029374278499231,0.0,0.0,0.15644088663623812,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15504950363323444,-4.0042673741616746,0.003764249483043214,2475.325,9238.053,0.2679487766523963,-4.0042673741616746,0.0,0.15555518289624207,0.9000021561054792,0.0,0.0,0.15504950363323444,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-03,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15555518289624207,-4.03479744612956,-0.00553599426056306,2510.16,9419.201,0.26649394147125643,-4.03479744612956,0.0,0.14558285419727007,0.9616517052914412,0.0,0.0,0.15555518289624207,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-07,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14558285419727007,-3.9083428703116194,-0.0007315257791551399,2556.698,9600.722,0.26630268015259684,-3.9083428703116194,0.0,0.14363784316162978,0.9746735046868098,0.0,0.0,0.14558285419727007,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-08,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14363784316162978,-4.039201074671891,-0.011691235892582252,2488.158,9455.59,0.26314148561856,-4.039201074671891,0.0,0.14389629940345067,0.9729228658443372,0.0,0.0,0.14363784316162978,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14389629940345067,-3.6152638674060342,0.01243551948214705,2496.487,9369.657,0.2664437983162031,-3.6152638674060342,0.0,0.15086597092813853,0.9279759984223728,0.0,0.0,0.14389629940345067,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-10,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15086597092813853,-3.2817228658609823,-0.002058215323642365,2552.829,9600.401,0.26590858027701136,-3.2817228658609823,0.0,0.15089478191608427,0.9277988159846172,0.0,0.0,0.15086597092813853,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-13,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15089478191608427,-3.3192513651646687,-0.01243458914488893,2577.776,9813.596,0.26267394745004785,-3.3192513651646687,0.0,0.15365720141219755,0.9111190280268022,0.0,0.0,0.15089478191608427,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-14,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15365720141219755,-3.597688756340295,-0.009020639969769428,2558.848,9830.062,0.2603084293873223,-3.597688756340295,0.0,0.15520873567433557,0.9020110845677716,0.0,0.0,0.15365720141219755,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-15,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15520873567433557,-4.208971821697312,-0.0062070357692805,2441.739,9441.192,0.2586261353439269,-4.208971821697312,0.0,0.1499871735795325,0.9334131489967928,0.0,0.0,0.15520873567433557,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1499871735795325,-4.3581541948751825,0.006790215933774935,2484.33,9541.766,0.26036375237036835,-4.3581541948751825,0.0,0.15247068433549205,0.9182092978080173,0.0,0.0,0.1499871735795325,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-17,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15247068433549205,-4.94569931149077,-0.010904739601909297,2463.99,9567.695,0.25753224784025824,-4.94569931149077,0.0,0.15461409528501113,0.9054801875723432,0.0,0.0,0.15247068433549205,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15461409528501113,-5.078161928225724,0.006489992335352968,2424.848,9353.612,0.25924188431164347,-5.078161928225724,0.0,0.15685241068189387,0.8925588034724468,0.0,0.0,0.15461409528501113,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15685241068189387,-4.258852012886608,0.019467767303537054,2566.091,9716.349,0.26410033233676555,-4.258852012886608,0.0,0.17054746311440472,0.8208858545499841,0.0,0.0,0.15685241068189387,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-22,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17054746311440472,-3.2957545793915743,-0.001878739293752263,2634.931,9995.262,0.2636180022094468,-3.2957545793915743,0.0,0.15798093570264868,0.8861828762902612,0.0,0.0,0.17054746311440472,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15798093570264868,-1.8085412471449867,0.01603605969679789,2706.185,10105.27,0.2677993759691725,-1.8085412471449867,0.0,0.16911890479142128,0.8278199304369055,0.0,0.0,0.15798093570264868,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
2015-04-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16911890479142128,-0.4324840074753233,0.00871086774626817,2734.75,10123.91,0.2701278458619249,-0.4324840074753233,0.0,0.15709814127721014,0.8911626761577063,0.0,0.0,0.16911890479142128,0.0,1.0,0.0,0.9831617903950975,stage2_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0p0,final_cyb_zz1000_tv14_max1p5_db0p375_volhot_w20_thr0p26_scale0
