date,forward_return,reverse_return,forward_nav,reverse_nav,forward_gross_exposure,reverse_gross_exposure,combo_return,gross_return,cost,turnover,gross_exposure,net_pair_exposure_forward_positive,combo_nav
2014-12-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-02-25,0.009811826010949154,0.0,1.0098118260109492,1.0,1.0,0.0,0.004905913005474577,0.005155913005474577,0.00025,0.5,0.5,0.5,1.0049059130054745
2015-02-26,-0.01889953557839108,0.0,0.9907268514777752,1.0,1.0,0.0,-0.00944976778919554,-0.00944976778919554,0.0,0.0,0.5,0.5,0.9954097854775832
2015-02-27,0.011856321242630585,0.0,1.0024732272925956,1.0,1.0,0.0,0.005928160621315293,0.005928160621315293,0.0,0.0,0.5,0.5,1.0013107345699233
2015-03-02,0.016527315153270106,0.0,1.019041418252776,1.0,1.0,0.0,0.008263657576635053,0.008263657576635053,0.0,0.0,0.5,0.5,1.0095852236082181
2015-03-03,0.021625572922548963,0.0,1.0410787727542992,1.0,1.0,0.0,0.010812786461274482,0.010812786461274482,0.0,0.0,0.5,0.5,1.0205016530455517
2015-03-04,0.01109757911604281,0.0,1.0526322268009727,1.0,1.0,0.0,0.005548789558021405,0.005548789558021405,0.0,0.0,0.5,0.5,1.0261642019619144
2015-03-05,0.015294297667097112,0.0,1.068731497411646,1.0,1.0,0.0,0.007647148833548556,0.007647148833548556,0.0,0.0,0.5,0.5,1.0340114323419767
2015-03-06,-0.010052453205026124,0.0,1.0579881240451778,1.0,1.0,0.0,-0.005026226602513062,-0.005026226602513062,0.0,0.0,0.5,0.5,1.0288142565734368
2015-03-09,-0.0016804260772459445,0.0,1.0562102532121158,1.0,1.0,0.0,-0.0008402130386229723,-0.0008402130386229723,0.0,0.0,0.5,0.5,1.0279498334207426
2015-03-10,0.020467564911577973,0.0,1.077828305130009,1.0,1.0,0.0,0.010233782455788987,0.010233782455788987,0.0,0.0,0.5,0.5,1.038469648391435
2015-03-11,-0.0011690892914125728,0.0,1.0765682276005002,1.0,1.0,0.0,-0.0005845446457062864,-0.0005845446457062864,0.0,0.0,0.5,0.5,1.0378626165187395
2015-03-12,-0.025704557248849458,0.0,1.0488955179618507,1.0,1.0,0.0,-0.012852278624424729,-0.012852278624424729,0.0,0.0,0.5,0.5,1.0245237169973662
2015-03-13,0.010970100874543531,0.0,1.0604020076007488,1.0,1.0,0.0,0.005485050437271766,0.005485050437271766,0.0,0.0,0.5,0.5,1.0301432812592781
2015-03-16,0.00866792235037428,0.0,1.069593489862813,1.0,1.0,0.0,0.00433396117518714,0.00433396117518714,0.0,0.0,0.5,0.5,1.0346078822451357
2015-03-17,-0.0024776207472724243,0.0,1.0669434428411815,1.0,1.0,0.0,-0.0012388103736362122,-0.0012388103736362122,0.0,0.0,0.5,0.5,1.0333261992679645
2015-03-18,-0.0038492337094209184,0.0,1.0628365281749517,1.0,1.0,0.0,-0.0019246168547104592,-0.0019246168547104592,0.0,0.0,0.5,0.5,1.0313374422484396
2015-03-19,0.009715253265367041,0.0,1.0731622542258548,1.0,1.0,0.0,0.0048576266326835205,0.0048576266326835205,0.0,0.0,0.5,0.5,1.0363472944751893
2015-03-20,-0.0013033092519861844,0.0,1.0717635919310398,1.0,1.0,0.0,-0.0006516546259930922,-0.0006516546259930922,0.0,0.0,0.5,0.5,1.035671953966609
2015-03-23,0.008451251566016005,0.0,1.080821335665746,1.0,1.0,0.0,0.004225625783008002,0.004225625783008002,0.0,0.0,0.5,0.5,1.0400483160780287
2015-03-24,0.010839763148208226,0.0,1.0925371829498927,1.0,1.0,0.0,0.005419881574104113,0.005419881574104113,0.0,0.0,0.5,0.5,1.0456852547825182
2015-03-25,0.023370957605985287,0.0,1.1180708231355772,1.0,1.0,0.0,0.011685478802992644,0.011685478802992644,0.0,0.0,0.5,0.5,1.0579045876618813
2015-03-26,-0.022077264806743324,0.0,1.0933868775005195,1.0,1.0,0.0,-0.011038632403371662,-0.011038632403371662,0.0,0.0,0.5,0.5,1.0462267678008415
2015-03-27,0.005903637367028702,0.0,1.0998418371271506,1.0,1.0,0.0,0.002951818683514351,0.002951818683514351,0.0,0.0,0.5,0.5,1.0493150395212287
2015-03-30,-0.027496253003118087,0.0,1.0696003077100882,1.0,1.0,0.0,-0.013748126501559044,-0.013748126501559044,0.0,0.0,0.5,0.5,1.0348889236179024
2015-03-31,0.016246625598517195,0.0,1.0869777034495127,1.0,1.0,0.0,0.008123312799258597,0.008123312799258597,0.0,0.0,0.5,0.5,1.0432956500569386
2015-04-01,0.007821255219242707,0.0,1.0954792334858177,1.0,1.0,0.0,0.003910627609621353,0.003910627609621353,0.0,0.0,0.5,0.5,1.0473755908310491
2015-04-02,0.025296823270816615,0.0,1.123191378052158,1.0,1.0,0.0,0.012648411635408308,0.012648411635408308,0.0,0.0,0.5,0.5,1.0606232284407593
2015-04-03,0.008421046504162533,0.0,1.1326498248798098,1.0,1.0,0.0,0.004210523252081266,0.004210523252081266,0.0,0.0,0.5,0.5,1.0650890072058066
2015-04-07,-0.0021441041876804068,0.0,1.1302213056471095,1.0,1.0,0.0,-0.0010720520938402034,-0.0010720520938402034,0.0,0.0,0.5,0.5,1.0639471763055055
2015-04-08,-0.023315116384767687,0.0,1.1038700643654031,1.0,1.0,0.0,-0.011657558192383843,-0.011657558192383843,0.0,0.0,0.5,0.5,1.0515441501841016
2015-04-09,-0.001261228374086043,0.0,1.1024778321189213,1.0,1.0,0.0,-0.0006306141870430215,-0.0006306141870430215,0.0,0.0,0.5,0.5,1.0508810315246935
2015-04-10,0.005221533981860427,0.0,1.108234457583578,1.0,1.0,0.0,0.0026107669909302134,0.0026107669909302134,0.0,0.0,0.5,0.5,1.0536246370331928
2015-04-13,-0.0005,0.0,1.1076803403547864,1.0,0.0,0.0,-0.00025,0.0,0.00025,0.5,0.0,0.0,1.0533612308739344
2015-04-14,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-15,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-16,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-17,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-20,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-21,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-22,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-23,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-24,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-27,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-28,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-29,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-04-30,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-05-04,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-05-05,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-05-06,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-05-07,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-05-08,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-05-11,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-05-12,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533612308739344
2015-05-13,0.013460691261219349,0.0,1.1225904834324245,1.0,1.0,0.0,0.006730345630609674,0.0069803456306096745,0.00025,0.5,0.5,0.5,1.0604507160316003
2015-05-14,0.010407672427540149,0.0,1.134274037454263,1.0,1.0,0.0,0.0052038362137700744,0.0052038362137700744,0.0,0.0,0.5,0.5,1.065969127870604
2015-05-15,0.0186621238314586,0.0,1.155442000000043,1.0,1.0,0.0,0.0093310619157293,0.0093310619157293,0.0,0.0,0.5,0.5,1.0759157518030207
2015-05-18,0.038433222950059465,0.0,1.1998493599919071,1.0,1.0,0.0,0.019216611475029732,0.019216611475029732,0.0,0.0,0.5,0.5,1.0965912067852839
2015-05-19,-0.008770713519497098,0.0,1.189325824988866,1.0,1.0,0.0,-0.004385356759748549,-0.004385356759748549,0.0,0.0,0.5,0.5,1.0917822631239273
2015-05-20,0.020331232995290716,0.0,1.213506285444031,1.0,1.0,0.0,0.010165616497645358,0.010165616497645358,0.0,0.0,0.5,0.5,1.1028809029097766
2015-05-21,0.018952642225831928,0.0,1.23650543591085,1.0,1.0,0.0,0.009476321112915964,0.009476321112915964,0.0,0.0,0.5,0.5,1.1133321564950525
2015-05-22,-0.014424196693362146,0.0,1.2186698382908605,1.0,1.0,0.0,-0.007212098346681073,-0.007212098346681073,0.0,0.0,0.5,0.5,1.1053026954898877
2015-05-25,-0.014468952568041149,0.0,1.2010369622045276,1.0,1.0,0.0,-0.0072344762840205745,-0.0072344762840205745,0.0,0.0,0.5,0.5,1.097306409352702
2015-05-26,0.02074537196222126,0.0,1.2259529207258368,1.0,1.0,0.0,0.01037268598111063,0.01037268598111063,0.0,0.0,0.5,0.5,1.1086884241619777
2015-05-27,0.0169440414010813,0.0,1.246725517770392,1.0,1.0,0.0,0.00847202070054065,0.00847202070054065,0.0,0.0,0.5,0.5,1.1180812554419277
2015-05-28,0.011614840645205016,0.0,1.2612060359876058,1.0,1.0,0.0,0.005807420322602508,0.005807420322602508,0.0,0.0,0.5,0.5,1.124574423247102
2015-05-29,0.014810935821034654,0.0,1.2798856776437197,1.0,1.0,0.0,0.007405467910517327,0.007405467910517327,0.0,0.0,0.5,0.5,1.1329024230514468
2015-06-01,0.002240532625815028,0.0,1.282753303261794,1.0,1.0,0.0,0.001120266312907514,0.001120266312907514,0.0,0.0,0.5,0.5,1.1341715754718027
2015-06-02,0.025428954666037118,0.0,1.3153723788581475,1.0,1.0,0.0,0.012714477333018559,0.012714477333018559,0.0,0.0,0.5,0.5,1.148591974259893
2015-06-03,0.009197220741034684,0.0,1.3274701489831657,1.0,1.0,0.0,0.004598610370517342,0.004598610370517342,0.0,0.0,0.5,0.5,1.1538739012242174
2015-06-04,-0.010615865732922725,0.0,1.3133779041170974,1.0,1.0,0.0,-0.005307932866461362,-0.005307932866461362,0.0,0.0,0.5,0.5,1.1477492160201574
2015-06-05,0.001482194794937275,0.0,1.3153245860103655,1.0,1.0,0.0,0.0007410973974686375,0.0007410973974686375,0.0,0.0,0.5,0.5,1.1485998099770967
2015-06-08,-0.04773198685845481,0.0,1.2525415301563163,1.0,1.0,0.0,-0.023865993429227406,-0.023865993429227406,0.0,0.0,0.5,0.5,1.1211873344593715
2015-06-09,0.0072888336186016645,0.0,1.2616710969700144,1.0,1.0,0.0,0.0036444168093008322,0.0036444168093008322,0.0,0.0,0.5,0.5,1.1252734084274505
2015-06-10,0.0268195218741909,0.0,1.2955085125532362,1.0,1.0,0.0,0.01340976093709545,0.01340976093709545,0.0,0.0,0.5,0.5,1.140363055823333
2015-06-11,0.021718514499876163,0.0,1.3236450329678366,1.0,1.0,0.0,0.010859257249938081,0.010859257249938081,0.0,0.0,0.5,0.5,1.1527465516048443
2015-06-12,0.010645785697097399,0.0,1.3377362743278396,1.0,1.0,0.0,0.005322892848548699,0.005322892848548699,0.0,0.0,0.5,0.5,1.158882497980571
2015-06-15,0.0014944427376668568,0.0,1.3397354445879224,1.0,1.0,0.0,0.0007472213688334284,0.0007472213688334284,0.0,0.0,0.5,0.5,1.1597484397470292
2015-06-16,-0.011574721535944854,0.0,1.3242283798849819,1.0,1.0,0.0,-0.005787360767972427,-0.005787360767972427,0.0,0.0,0.5,0.5,1.15303655712612
2015-06-17,0.006920496400084408,0.0,1.3333926976208654,1.0,1.0,0.0,0.003460248200042204,0.003460248200042204,0.0,0.0,0.5,0.5,1.1570263497974986
2015-06-18,0.0037592545538781275,0.0,1.3384052601915044,1.0,0.5,0.0,0.0018796272769390637,0.002004627276939064,0.000125,0.25,0.25,0.25,1.1592011280847152
2015-06-19,-0.0030538140072813857,0.0,1.3343180194605126,1.0,0.5,0.0,-0.0015269070036406929,-0.0015269070036406929,0.0,0.0,0.25,0.25,1.1574311357636144
2015-06-23,-0.00025,0.0,1.3339844399556475,1.0,0.0,0.0,-0.000125,0.0,0.000125,0.25,0.0,0.0,1.1572864568716439
2015-06-24,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-06-25,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-06-26,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-06-29,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-06-30,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-01,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-02,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-03,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-06,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-07,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-08,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-09,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-10,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-13,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-14,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-15,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-16,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-17,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-20,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-21,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-22,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-23,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-24,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-27,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572864568716439
2015-07-28,-0.043341731281085705,0.0,1.2761672448259402,1.0,1.0,0.0,-0.021670865640542852,-0.021420865640542852,0.00025,0.5,0.5,0.5,1.1322070575571586
2015-07-29,0.007691802951940024,0.0,1.2859832718068616,1.0,0.5,0.0,0.003845901475970012,0.003970901475970012,0.000125,0.25,0.25,0.25,1.1365614143509213
2015-07-30,0.0009545459469990636,0.0,1.2872108019268733,1.0,0.5,0.0,0.0004772729734995318,0.0004772729734995318,0.0,0.0,0.25,0.25,1.1371038643967133
2015-07-31,-0.012694752806256981,0.0,1.2708699789868678,1.0,0.5,0.0,-0.006347376403128491,-0.006347376403128491,0.0,0.0,0.25,0.25,1.1298862381599353
