date,zz1000_hs300_return,hs300_zz1000_return,return,nav,cost,turnover,gross_exposure
2015-04-01,0.0078212552192427,0.0,0.00391062760962135,1.0473755908310487,0.0,0.0,0.5
2015-04-02,0.0252968232708166,0.0,0.0126484116354083,1.0606232284407586,0.0,0.0,0.5
2015-04-03,0.0084210465041625,0.0,0.00421052325208125,1.065089007205806,0.0,0.0,0.5
2015-04-07,-0.0021441041876804,0.0,-0.0010720520938402,1.0639471763055048,0.0,0.0,0.5
2015-04-08,-0.0233151163847676,0.0,-0.0116575581923838,1.051544150184101,0.0,0.0,0.5
2015-04-09,-0.001261228374086,0.0,-0.000630614187043,1.0508810315246928,0.0,0.0,0.5
2015-04-10,0.0052215339818604,0.0,0.0026107669909302,1.053624637033192,0.0,0.0,0.5
2015-04-13,-0.0005,0.0,-0.00025,1.0533612308739337,0.0,0.0,0.0
2015-04-14,0.0,0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-15,0.0,0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-16,0.0,0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-17,0.0,0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-20,0.0,0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-21,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-22,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-23,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-24,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-27,0.0,0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-28,0.0,0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-29,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-04-30,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-05-04,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-05-05,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-05-06,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-05-07,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-05-08,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-05-11,0.0,-0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-05-12,0.0,0.0,0.0,1.0533612308739337,0.0,0.0,0.0
2015-05-13,0.0134606912612193,0.0,0.00673034563060965,1.0604507160315997,0.0,0.0,0.5
2015-05-14,0.0104076724275401,0.0,0.00520383621377005,1.0659691278706034,0.0,0.0,0.5
2015-05-15,0.0186621238314586,0.0,0.0093310619157293,1.07591575180302,0.0,0.0,0.5
2015-05-18,0.0384332229500594,0.0,0.0192166114750297,1.096591206785283,0.0,0.0,0.5
2015-05-19,-0.008770713519497,0.0,-0.0043853567597485,1.0917822631239265,0.0,0.0,0.5
2015-05-20,0.0203312329952907,0.0,0.01016561649764535,1.1028809029097757,0.0,0.0,0.5
2015-05-21,0.0189526422258319,0.0,0.00947632111291595,1.1133321564950514,0.0,0.0,0.5
2015-05-22,-0.0144241966933621,0.0,-0.00721209834668105,1.1053026954898866,0.0,0.0,0.5
2015-05-25,-0.0144689525680411,0.0,-0.00723447628402055,1.097306409352701,0.0,0.0,0.5
2015-05-26,0.0207453719622212,0.0,0.0103726859811106,1.1086884241619765,0.0,0.0,0.5
2015-05-27,0.0169440414010813,0.0,0.00847202070054065,1.1180812554419266,0.0,0.0,0.5
2015-05-28,0.011614840645205,0.0,0.0058074203226025,1.1245744232471009,0.0,0.0,0.5
2015-05-29,0.0148109358210346,0.0,0.0074054679105173,1.1329024230514457,0.0,0.0,0.5
2015-06-01,0.002240532625815,0.0,0.0011202663129075,1.1341715754718016,0.0,0.0,0.5
2015-06-02,0.0254289546660371,0.0,0.01271447733301855,1.1485919742598918,0.0,0.0,0.5
2015-06-03,0.0091972207410346,0.0,0.0045986103705173,1.1538739012242163,0.0,0.0,0.5
2015-06-04,-0.0106158657329227,0.0,-0.00530793286646135,1.1477492160201563,0.0,0.0,0.5
2015-06-05,0.0014821947949372,0.0,0.0007410973974686,1.1485998099770955,0.0,0.0,0.5
2015-06-08,-0.0477319868584548,0.0,-0.0238659934292274,1.1211873344593704,0.0,0.0,0.5
2015-06-09,0.0072888336186016,0.0,0.0036444168093008,1.1252734084274494,0.0,0.0,0.5
2015-06-10,0.0268195218741909,0.0,0.01340976093709545,1.140363055823332,0.0,0.0,0.5
2015-06-11,0.0217185144998761,0.0,0.01085925724993805,1.152746551604843,0.0,0.0,0.5
2015-06-12,0.0106457856970973,0.0,0.00532289284854865,1.1588824979805696,0.0,0.0,0.5
2015-06-15,0.0014944427376668,0.0,0.0007472213688334,1.1597484397470277,0.0,0.0,0.5
2015-06-16,-0.0115747215359448,0.0,-0.0057873607679724,1.1530365571261185,0.0,0.0,0.5
2015-06-17,0.0069204964000844,0.0,0.0034602482000422,1.1570263497974969,0.0,0.0,0.5
2015-06-18,0.0037592545538781,0.0,0.00187962727693905,1.1592011280847134,0.0,0.0,0.25
2015-06-19,-0.0030538140072813,0.0,-0.00152690700364065,1.1574311357636127,0.0,0.0,0.25
2015-06-23,-0.00025,0.0,-0.000125,1.157286456871642,0.0,0.0,0.0
2015-06-24,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-06-25,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-06-26,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-06-29,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-06-30,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-02,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-03,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-06,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-07,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-08,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-09,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-10,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-13,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-14,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-15,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-16,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-17,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-20,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-21,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-22,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-23,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-24,0.0,-0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-27,0.0,0.0,0.0,1.157286456871642,0.0,0.0,0.0
2015-07-28,-0.0433417312810857,0.0,-0.02167086564054285,1.1322070575571568,0.0,0.0,0.5
2015-07-29,0.00769180295194,0.0,0.00384590147597,1.1365614143509195,0.0,0.0,0.25
2015-07-30,0.000954545946999,0.0,0.0004772729734995,1.1371038643967115,0.0,0.0,0.25
2015-07-31,-0.0126947528062569,0.0,-0.00634737640312845,1.1298862381599337,0.0,0.0,0.25
2015-08-03,-0.00025,0.0,-0.000125,1.1297450023801636,0.0,0.0,0.0
2015-08-04,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-05,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-06,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-07,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-10,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-11,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-12,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-13,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-14,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-17,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-18,0.0,0.0,0.0,1.1297450023801636,0.0,0.0,0.0
2015-08-19,0.0090829537457929,0.0,0.00454147687289645,1.1348757131807434,0.0,0.0,0.5
2015-08-20,0.0004899464737997,0.0,0.00024497323689985,1.1351537273576804,0.0,0.0,0.5
2015-08-21,-0.0093167862525394,0.0,-0.0046583931262697,1.129865735036898,0.0,0.0,0.5
2015-08-24,-0.0005,0.0,-0.00025,1.1295832686031386,0.0,0.0,0.0
2015-08-25,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-08-26,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-08-27,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-08-28,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-08-31,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-02,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-07,0.0,-0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-08,0.0,-0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-09,0.0,-0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-10,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-11,0.0,-0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-14,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-15,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-16,0.0,-0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-17,0.0,-0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-18,0.0,-0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-21,0.0,-0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-22,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-23,0.0,0.0,0.0,1.1295832686031386,0.0,0.0,0.0
2015-09-24,0.0030557480409245,0.0,0.00152787402046225,1.1313091295331863,0.0,0.0,0.25
2015-09-25,-0.0102946615959266,0.0,-0.0051473307979633,1.125485907208723,0.0,0.0,0.25
2015-09-28,0.011343506207344,0.0,0.005671753103672,1.1318693853960733,0.0,0.0,0.25
2015-09-29,0.0023121010499805,0.0,0.00115605052499025,1.1331778835932809,0.0,0.0,0.25
2015-09-30,-0.0033221025199294,0.0,-0.0016610512599647,1.1312956170419741,0.0,0.0,0.25
2015-10-08,0.0064821709681431,0.0,0.00324108548407155,1.1349622428445627,0.0,0.0,0.25
2015-10-09,0.0010707435329836,0.0,0.0005353717664918,1.135569869585416,0.0,0.0,0.25
2015-10-12,0.0046638189303362,0.0,0.0023319094651681,1.138217915712662,0.0,0.0,0.25
2015-10-13,0.0155992845720714,0.0,0.0077996422860357,1.147095608298778,0.0,0.0,0.5
2015-10-14,-0.0021703992914133,0.0,-0.00108519964570665,1.1458507805510605,0.0,0.0,0.5
2015-10-15,0.008186014762247,0.0,0.0040930073811235,1.150540756253522,0.0,0.0,0.5
2015-10-16,0.0017013163666401,0.0,0.00085065818332005,1.1515194731630722,0.0,0.0,0.5
2015-10-19,-0.0008859211070433,0.0,-0.00044296055352165,1.151009395459849,0.0,0.0,0.5
2015-10-20,0.0078619704676858,0.0,0.0039309852338429,1.1555339963974163,0.0,0.0,0.5
2015-10-21,-0.0348888523617455,0.0,-0.01744442618087275,1.1353763688977727,0.0,0.0,0.5
2015-10-22,0.0261936959310724,0.0,0.0130968479655362,1.1502462205848893,0.0,0.0,0.5
2015-10-23,0.0188538744520374,0.0,0.0094269372260187,1.1610895195008084,0.0,0.0,0.5
2015-10-26,0.0036844180029218,0.0,0.0018422090014609,1.1632284890651348,0.0,0.0,0.5
2015-10-27,0.0079526679116515,0.0,0.00397633395582575,1.1678538740045883,0.0,0.0,0.5
2015-10-28,-0.0040699187806084,0.0,-0.0020349593903042,1.1654773387971795,0.0,0.0,0.5
2015-10-29,0.0066629683402741,0.0,0.00333148417013705,1.1693601081020357,0.0,0.0,0.5
2015-10-30,-0.0030743779168366,0.0,-0.0015371889584183,1.1675625806554466,0.0,0.0,0.5
2015-11-02,-0.0102337798384358,0.0,-0.0051168899192179,1.1615882914564348,0.0,0.0,0.5
2015-11-03,0.0007481542609697,0.0,0.00037407713048485,1.1620228150713074,0.0,0.0,0.5
2015-11-04,0.0025618702047719,0.0,0.00128093510238595,1.1635112908849057,0.0,0.0,0.25
2015-11-05,-0.0217060925292554,0.0,-0.0108530462646277,1.1508836490155152,0.0,0.0,0.5
2015-11-06,0.0016997970194032,0.0,0.0008498985097016,1.1518617833136535,0.0,0.0,0.5
2015-11-09,0.006923622984672,0.0,0.003461811492336,1.1558493116727113,0.0,0.0,0.5
2015-11-10,0.011573691779416,0.0,0.005786845889708,1.1625380335110862,0.0,0.0,0.5
2015-11-11,0.0189880420707284,0.0,0.0094940210353642,1.1735751940556514,0.0,0.0,0.5
2015-11-12,0.0135543196581393,0.0,0.00677715982906965,1.1815287007171977,0.0,0.0,0.5
2015-11-13,-0.0069214061567075,0.0,-0.00346070307835375,1.1774397807054624,0.0,0.0,0.5
2015-11-16,0.0212963053245305,0.0,0.01064815266226525,1.1899773392410382,0.0,0.0,0.5
2015-11-17,-0.0068606776588406,0.0,-0.0034303388294203,1.1858953137681094,0.0,0.0,0.5
2015-11-18,-0.0065631393035752,0.0,-0.0032815696517876,1.1820037156962508,0.0,0.0,0.5
2015-11-19,0.0146707823121472,0.0,0.0073353911560736,1.1906741752988153,0.0,0.0,0.5
2015-11-20,0.0201869930320877,0.0,0.01009349651604385,1.2026922409389371,0.0,0.0,0.5
2015-11-23,-0.0039210613348461,0.0,-0.00196053066742305,1.2003343259171046,0.0,0.0,0.5
2015-11-24,0.0112785641889254,0.0,0.0056392820944627,1.2071033497886179,0.0,0.0,0.5
2015-11-25,0.0073176595371297,0.0,0.00365882976856485,1.2115199354585588,0.0,0.0,0.25
2015-11-26,-0.0014489682579875,0.0,-0.00072448412899375,1.2106422084933597,0.0,0.0,0.5
2015-11-27,-0.0114863684671969,0.0,-0.00574318423359845,1.2036892672490118,0.0,0.0,0.5
2015-11-30,0.004155410737866,0.0,0.002077705368933,1.2061901789021021,0.0,0.0,0.5
2015-12-01,-0.0116051565045847,0.0,-0.00580257825229235,1.1991911660018761,0.0,0.0,0.5
2015-12-02,-0.0242021462838564,0.0,-0.0121010731419282,1.1846796659909333,0.0,0.0,0.25
2015-12-03,0.0105453312327729,0.0,0.00527266561638645,1.190926085732236,0.0,0.0,0.25
2015-12-04,0.0086734610727914,0.0,0.0043367305363957,1.1960908112548212,0.0,0.0,0.25
2015-12-07,0.0063802085686158,0.0,0.0031901042843079,1.1999064656762264,0.0,0.0,0.25
2015-12-08,-4.797179087046022e-05,0.0,-2.398589543523011e-05,1.1998776848452086,0.0,0.0,0.25
2015-12-09,-0.0029428154498332,0.0,-0.0014714077249166,1.1981121755507724,0.0,0.0,0.25
2015-12-10,-0.00025,-0.0,-0.000125,1.1979624115288285,0.0,0.0,0.0
2015-12-11,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-14,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-15,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-16,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-17,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-18,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-21,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-22,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-23,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-24,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-25,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-28,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-29,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-30,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2015-12-31,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-04,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-05,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-06,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-07,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-08,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-11,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-12,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-13,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-14,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-15,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-18,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-19,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-20,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-21,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-22,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-25,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-26,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-27,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-28,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-01-29,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-02-01,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-02-02,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-02-03,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-02-04,0.0,-0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-02-05,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-02-15,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-02-16,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
2016-02-17,0.0,0.0,0.0,1.1979624115288285,0.0,0.0,0.0
