candidate,mode,recovery_wait_days,start,end,days
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-12-21,2023-01-05,11
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2023-02-24,2023-03-02,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2023-05-12,2023-05-29,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2023-07-06,2023-07-18,9
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2023-07-20,2023-08-02,10
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2023-08-11,2023-08-21,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2023-09-15,2023-10-09,11
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2023-11-27,2023-12-12,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2023-12-14,2023-12-26,9
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-01-08,2024-01-22,11
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-03-29,2024-04-26,19
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-05-16,2024-05-22,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-05-29,2024-06-05,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-06-13,2024-06-18,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-06-26,2024-07-02,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-07-04,2024-07-11,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-07-17,2024-07-22,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-07-24,2024-08-01,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-08-13,2024-08-19,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-08-23,2024-09-02,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-09-10,2024-09-25,10
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-11-18,2024-12-03,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2024-12-19,2025-01-16,20
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-03-17,2025-04-09,17
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-04-16,2025-04-25,8
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-04-29,2025-05-07,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-05-28,2025-06-03,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-09-10,2025-09-22,9
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-09-24,2025-10-13,8
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-10-17,2025-10-29,9
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-12-05,2025-12-10,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2025-12-18,2025-12-24,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2026-01-30,2026-03-02,16
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2026-03-17,2026-03-24,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2026-03-26,2026-04-10,11
