candidate,source_key,source_label,ma,days,scale_when_true,robust_pass,defense_score,ann_return_full,sharpe_repo_full,max_dd_full,ann_delta_pp_full,max_dd_delta_pp_full,defense_days_pct_full,ann_return_last_10y,sharpe_repo_last_10y,max_dd_last_10y,ann_delta_pp_last_10y,max_dd_delta_pp_last_10y,defense_days_pct_last_10y,ann_return_last_5y,sharpe_repo_last_5y,max_dd_last_5y,ann_delta_pp_last_5y,max_dd_delta_pp_last_5y,defense_days_pct_last_5y,ann_return_last_3y,sharpe_repo_last_3y,max_dd_last_3y,ann_delta_pp_last_3y,max_dd_delta_pp_last_3y,defense_days_pct_last_3y,ann_return_last_1y,sharpe_repo_last_1y,max_dd_last_1y,ann_delta_pp_last_1y,max_dd_delta_pp_last_1y,defense_days_pct_last_1y
sz50_ma10_d12_s050,sz50,SZ50,10,12,0.5,False,-0.9738146998581572,20.77185760233317,1.3220195302032434,-17.505996359049814,-0.4415298685843218,-1.6602162523359103,1.0664770707429791,19.771433970178155,1.2725921960045872,-15.490938567364454,-0.218850673472847,2.3092638912203256e-14,0.8240626287597858,23.39509768586468,1.4679087568519589,-13.79845523607427,-0.3930962533417208,0.0,0.990916597853014,22.97528857768203,1.3793097102361889,-13.79845523607428,-0.5055743467338161,-1.0658141036401504e-14,1.2396694214876034,19.338690279208247,1.2197383142767206,-13.798455236074258,-0.5229972298490324,4.618527782440651e-14,1.2345679012345678
sz50_ma10_d13_s050,sz50,SZ50,10,13,0.5,False,-1.121760202177545,20.847234446942565,1.3245286227409303,-16.652988463033214,-0.3661530239749346,-0.8072083563193111,0.6398862424457874,19.69477213277917,1.2665197785817892,-15.490938567364498,-0.2955125108718306,-2.1316282072803012e-14,0.4532344458178822,23.208697593749527,1.4553557885898385,-13.79845523607428,-0.5794963454568673,-1.0658141036401504e-14,0.5780346820809248,22.5159555545492,1.3508398345086945,-13.79845523607428,-0.9649073698666512,-1.0658141036401504e-14,0.6887052341597797,18.872457304469425,1.189238821351299,-13.79845523607428,-0.9892302045878552,2.3092638912203256e-14,0.823045267489712
sz50_ma10_d14_s050,sz50,SZ50,10,14,0.5,False,-0.7302732125570586,20.936583795963635,1.329875753379703,-16.589171025450845,-0.2768036749538645,-0.7433909187369423,0.3910415926057589,19.778677289683834,1.2715485521302634,-15.490938567364475,-0.2116073539671674,0.0,0.2472187886279357,23.43380840554081,1.4687618158924969,-13.798455236074304,-0.3543855336655817,-3.3750779948604765e-14,0.2477291494632535,22.95800484630306,1.3764167255252366,-13.798455236074291,-0.5228580781127867,-2.1316282072803012e-14,0.2754820936639118,19.084230958564152,1.20251044069486,-13.798455236074258,-0.7774565504931275,4.618527782440651e-14,0.411522633744856
sz50_ma10_d15_s050,sz50,SZ50,10,15,0.5,False,-0.2914926318326891,21.04174618917454,1.3361341163053138,-16.927074873723257,-0.1716412817429606,-1.0812947670093536,0.2132954141485958,19.947946763490275,1.282063754458301,-15.490938567364465,-0.0423378801607263,1.2434497875801752e-14,0.0824062628759785,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma10_d16_s050,sz50,SZ50,10,16,0.5,False,-0.1170682205374946,21.14811450858816,1.342445210318131,-16.291229917034965,-0.0652729623293417,-0.4454498103210618,0.1421969427657305,19.97887310773652,1.2840019153807027,-15.490938567364465,-0.0114115359144832,1.2434497875801752e-14,0.0412031314379892,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma10_d17_s050,sz50,SZ50,10,17,0.5,False,-0.0795778328341265,21.173875901356976,1.3440661738441806,-16.16409143805041,-0.0395115695605241,-0.3183113313365062,0.0710984713828652,19.990284643651,1.2847433066823142,-15.490938567364475,0.0,0.0,0.0,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma10_d18_s050,sz50,SZ50,10,18,0.5,False,-0.1495575514459144,21.13901646938736,1.3417849457901017,-16.44401031249756,-0.0743710015301388,-0.5982302057836577,0.0355492356914326,19.990284643651,1.2847433066823142,-15.490938567364475,0.0,0.0,0.0,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma10_d19_s050,sz50,SZ50,10,19,0.5,False,0.0,21.2133874709175,1.3462527747661177,-15.845780106713905,0.0,0.0,0.0,19.990284643651,1.2847433066823142,-15.490938567364475,0.0,0.0,0.0,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma10_d20_s050,sz50,SZ50,10,20,0.5,False,0.0,21.2133874709175,1.3462527747661177,-15.845780106713905,0.0,0.0,0.0,19.990284643651,1.2847433066823142,-15.490938567364475,0.0,0.0,0.0,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma11_d2_s050,sz50,SZ50,11,2,0.5,False,-6.303172756154795,14.519196748911067,1.0676470585336832,-14.975702366278464,-6.694190722006432,0.8700777404354376,40.810522573764665,12.91098966011095,0.9627937614496788,-14.97570236627842,-7.079294983540052,0.5152362010860561,40.33786567779151,16.447759927364935,1.1680327703854256,-13.223334222671069,-7.3404340118414595,0.5751210134032014,38.97605284888522,20.558445800467307,1.352629140254343,-12.738431582162155,-2.922417123948538,1.060023653912113,39.53168044077135,20.62894466412084,1.410614631404422,-11.896162993407,0.767257155063561,1.902292242667304,36.21399176954733
sz50_ma11_d3_s050,sz50,SZ50,11,3,0.5,False,-7.025753768126675,15.102642602886965,1.0690066765962574,-15.585365163859022,-6.110744868030537,0.2604149428548812,30.7145396373978,13.844532516827934,0.9913788654133175,-15.08174666350346,-6.145752126823068,0.4091919038610179,30.03708281829419,17.26634767224544,1.189457278637185,-13.963111911312664,-6.521846266960953,-0.164656675238394,28.98431048720066,21.039272717063827,1.352294794784455,-13.57925366796927,-2.441590207352018,0.2192015681049994,29.75206611570248,19.664734466228428,1.318724906605583,-12.284679769569308,-0.1969530428288521,1.5137754665049972,26.74897119341564
sz50_ma11_d4_s050,sz50,SZ50,11,4,0.5,False,-6.925905124894439,16.023252289636748,1.1007967405581254,-16.016745365471685,-5.190135181280752,-0.1709652587577821,22.92925702097405,14.736003292355935,1.022666249692351,-15.118524565610317,-5.254281351295065,0.3724140017541621,22.084878450762258,18.937542274202524,1.2637678066430882,-14.617200804327611,-4.85065166500387,-0.8187455682533429,21.056977704376543,22.349622589809883,1.4032745917583902,-14.617200804327634,-1.1312403346059623,-0.8187455682533642,21.76308539944904,19.89447314063704,1.3067822295412623,-12.94942236286235,0.0327856315797561,0.8490328732119536,18.93004115226337
sz50_ma11_d5_s050,sz50,SZ50,11,5,0.5,False,-7.724259057777971,16.88675913794697,1.1307228901626158,-18.996912692328827,-4.326628332970529,-3.151132585614924,17.205830074653395,16.039598185005268,1.0838702343481097,-15.598425571898812,-3.950686458645734,-0.1074870045343345,16.31644004944376,19.46342442884339,1.277717224383142,-14.929844036060024,-4.324769510363005,-1.1313887999857553,15.524360033030554,22.623896279687795,1.4037502718860249,-14.929844036060024,-0.8569666447280504,-1.1313887999857553,16.528925619834713,20.06390991335256,1.3013414268183412,-13.20770572025376,0.2022224042952807,0.5907495158205442,13.991769547325102
sz50_ma11_d6_s050,sz50,SZ50,11,6,0.5,False,-3.1339215656924955,18.04786115362409,1.191018673875568,-17.199234758411595,-3.165526317293409,-1.3534546516976924,12.797724848915747,17.175927827128422,1.1457060190337205,-15.36231120042093,-2.8143568165225794,0.1286273669435473,11.907704985578905,20.14272748492933,1.3101825446918731,-13.470313040251336,-3.6454664542770594,0.3281421958229344,11.560693641618498,22.779746872500617,1.399779151937978,-13.47031304025139,-0.7011160519152284,0.3281421958228794,12.947658402203857,19.914995859396445,1.2876218902653045,-13.470313040251336,0.0533083503391651,0.3281421958229682,10.2880658436214
sz50_ma11_d7_s050,sz50,SZ50,11,7,0.5,False,-1.8559966631921887,19.177808532891948,1.2511171422043594,-15.36231120042093,-2.035578938025552,0.4834689062929733,9.207252044081052,18.01962365277159,1.1887302000261235,-15.36231120042092,-1.9706609908794128,0.128627366943558,8.364235681911826,20.974431541008062,1.3497367132942,-13.54152305188805,-2.813762398198328,0.2569321841862209,8.422791081750619,23.0265750633307,1.4064717690125852,-13.54152305188804,-0.4542878610851453,0.2569321841862315,10.055096418732782,21.49106285705851,1.380644837712818,-13.057017711174844,1.6293753480012292,0.7414375248994585,7.4074074074074066
sz50_ma11_d8_s050,sz50,SZ50,11,8,0.5,False,-1.3050492551345694,20.0358952365102,1.2954621062492,-15.87214007495671,-1.1774922344073069,-0.0263599682428061,6.647707074297903,19.09517991166434,1.2477068711965862,-15.362311200420942,-0.8951047319866632,0.1286273669435349,5.7684384013185,21.88263919525575,1.3975995303583313,-13.619439260630685,-1.9055547439506453,0.1790159754435869,6.028075970272502,22.711285238543933,1.3772666956671258,-13.61943926063065,-0.7695776858719121,0.1790159754436207,7.43801652892562,20.897256655346496,1.3304405237982877,-12.50054567537454,1.035569146289216,1.2979095606997628,4.938271604938271
sz50_ma11_d9_s050,sz50,SZ50,11,9,0.5,False,-0.4232694195387183,20.93519761037908,1.3442911624032292,-15.490938567364454,-0.2781898605384256,0.354841539349449,4.763597582651973,20.01609590182141,1.2980678036366,-15.490938567364498,0.0258112581704068,-2.1316282072803012e-14,3.9142974866089824,23.040860078365498,1.4556890444085862,-13.516838520325368,-0.7473338608408966,0.2816167157489015,4.293971924029727,22.05195905533861,1.3331984958235246,-13.516838520325368,-1.428903869077235,0.2816167157489015,5.647382920110193,19.33350593093233,1.225640698253223,-13.078537214225816,-0.5281815781249541,0.7199180218484873,3.7037037037037033
sz50_ma11_d10_s050,sz50,SZ50,11,10,0.5,False,0.1230124221495225,21.360314173186488,1.3665338540798662,-15.818754321019146,0.1469267022689884,0.0270257856947573,3.4482758620689653,20.36076063281773,1.3150704173727013,-15.490938567364465,0.3704759891667279,1.2434497875801752e-14,2.678203543469304,23.779789076380787,1.499781139947061,-13.67753333759677,-0.008404862825607,0.1209218984774995,3.05532617671346,22.8676161556163,1.3801239999229682,-13.677533337596737,-0.6132467687995451,0.1209218984775333,4.132231404958678,20.051950815253704,1.2683824066977494,-13.079372309795312,0.1902633061964245,0.7190829262789915,2.880658436213992
sz50_ma11_d11_s050,sz50,SZ50,11,11,0.5,False,0.312792588678036,21.124858988259888,1.3486313221367636,-15.802687909614376,-0.0885284826576118,0.0430921970995257,2.4884464984002843,20.064021412951625,1.2931755942218903,-15.490938567364465,0.0737367693006234,1.2434497875801752e-14,1.8129377832715288,23.475552749201768,1.4763771588758894,-13.431314476600996,-0.3126411900046264,0.3671407594732727,2.146985962014864,22.85524338603296,1.3756743654040464,-13.431314476600951,-0.6256195383828924,0.3671407594733171,2.8925619834710745,19.774289159551817,1.2492246659456712,-13.431314476600974,-0.0873983495054631,0.3671407594733296,2.05761316872428
sz50_ma11_d12_s050,sz50,SZ50,11,12,0.5,False,-0.5265060959146544,20.97619861249902,1.3373764567407898,-16.587498881595696,-0.2371888584184809,-0.741718774881793,1.7063633131887666,19.94972904421573,1.2845759890290918,-15.490938567364488,-0.0405555994352759,-1.0658141036401504e-14,1.112484548825711,23.5950384324342,1.482668256357035,-13.79845523607428,-0.193155506772193,-1.0658141036401504e-14,1.486374896779521,23.03242122623497,1.384563781993437,-13.79845523607428,-0.4484416981808792,-1.0658141036401504e-14,1.9283746556473829,19.338690279208247,1.2197383142767206,-13.798455236074258,-0.5229972298490324,4.618527782440651e-14,1.2345679012345678
sz50_ma11_d13_s050,sz50,SZ50,11,13,0.5,False,-0.8493269068838551,21.030379616512885,1.3385262983744224,-15.490938567364454,-0.1830078544046145,0.354841539349449,1.1731247778172769,19.736239201820148,1.2700195519700412,-15.490938567364454,-0.2540454418308542,2.3092638912203256e-14,0.7004532344458179,23.28252312536609,1.461799074536144,-13.798455236074304,-0.5056708138403003,-3.3750779948604765e-14,0.990916597853014,22.36450459664463,1.3430085255898574,-13.798455236074291,-1.1163583277712164,-2.1316282072803012e-14,1.2396694214876034,18.872457304469425,1.189238821351299,-13.79845523607428,-0.9892302045878552,2.3092638912203256e-14,0.823045267489712
sz50_ma11_d14_s050,sz50,SZ50,11,14,0.5,False,-1.2219332243578815,21.05035744922661,1.339338785185414,-15.490938567364488,-0.1630300216908899,0.3548415393494153,0.8176324209029506,19.75766001178321,1.27091066900513,-15.49093856736443,-0.2326246318677931,4.618527782440651e-14,0.4120313143798929,23.378661932590084,1.4668523490016092,-14.07100961725538,-0.4095320066163097,-0.2725543811811111,0.495458298926507,22.591949869233872,1.3553527259371223,-14.071009617255402,-0.8889130551819733,-0.2725543811811324,0.5509641873278237,19.084230958564152,1.20251044069486,-13.798455236074258,-0.7774565504931275,4.618527782440651e-14,0.411522633744856
sz50_ma11_d15_s050,sz50,SZ50,11,15,0.5,False,0.0021961255355726,21.19910496092245,1.3478775184763356,-16.182124554192733,-0.0142825099950449,-0.3363444474788295,0.4976892996800568,20.02181556615701,1.2871822007570657,-15.49093856736443,0.0315309225060076,4.618527782440651e-14,0.1648125257519571,23.92922749151083,1.4998165132254595,-13.798455236074258,0.1410335523044352,1.2434497875801752e-14,0.0825763831544178,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma11_d16_s050,sz50,SZ50,11,16,0.5,False,-0.2027076346046872,21.108921927866287,1.3402058620795585,-16.645183773372686,-0.1044655430512122,-0.7994036666587832,0.3554923569143263,19.98457120777095,1.2843767980708332,-15.490938567364443,-0.0057134358800503,3.3750779948604765e-14,0.0824062628759785,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma11_d17_s050,sz50,SZ50,11,17,0.5,False,-0.0653018415434996,21.177064484975823,1.3443370435493052,-16.094432916803214,-0.0363229859416733,-0.248652810089311,0.2488446498400284,19.98400736560868,1.284339211316987,-15.490938567364488,-0.0062772780423223,-1.0658141036401504e-14,0.0412031314379892,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma11_d18_s050,sz50,SZ50,11,18,0.5,False,-0.1147298542328423,21.156378725923908,1.342953909847053,-16.304699523645272,-0.0570087449935918,-0.4589194169313693,0.1421969427657305,19.990284643651,1.2847433066823142,-15.490938567364475,0.0,0.0,0.0,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma11_d19_s050,sz50,SZ50,11,19,0.5,False,0.0475380889607111,21.236925711642883,1.347806253254049,-15.65562775087106,0.023538240725383,0.1901523558428444,0.0710984713828652,19.990284643651,1.2847433066823142,-15.490938567364475,0.0,0.0,0.0,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma11_d20_s050,sz50,SZ50,11,20,0.5,False,-0.0063190948750291,21.21025494401696,1.3460623797641482,-15.87105648621402,-0.00313252690054,-0.0252763795001165,0.0355492356914326,19.990284643651,1.2847433066823142,-15.490938567364475,0.0,0.0,0.0,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0
sz50_ma12_d2_s050,sz50,SZ50,12,2,0.5,False,-4.722114249456611,14.98538891501131,1.096087941655023,-15.280801889591222,-6.22799855590619,0.5649782171226807,41.059367223604696,13.472751850666407,0.9991204210094394,-15.280801889591222,-6.517532792984593,0.2101366777732547,40.832303255047385,16.381225264498678,1.1633329216538335,-12.755575478925063,-7.406968674707716,1.0428797571492066,39.71924029727498,21.36802942945415,1.4137090646323638,-11.89616299340701,-2.112833494961695,1.90229224266726,41.18457300275482,20.719981998918023,1.4172824068654872,-11.89616299340701,0.858294489860743,1.9022922426672928,37.03703703703704
sz50_ma12_d3_s050,sz50,SZ50,12,3,0.5,False,-4.862549714833327,15.547307423424872,1.0978395807021424,-15.36231120042093,-5.666080047492628,0.4834689062929733,31.03448275862069,14.390491809430038,1.0282179674095469,-15.36231120042092,-5.599792834220963,0.128627366943558,30.61392665842604,17.216125528565595,1.1907142718825614,-13.515214973151146,-6.572068410640799,0.2832402629231243,29.81007431874484,21.700279461729565,1.4070543704471952,-12.2175174535735,-1.7805834626862804,1.5809377825007689,31.95592286501377,20.24399265536678,1.360745478576616,-11.960695224556538,0.3823051463095019,1.8377600115177657,28.39506172839506
sz50_ma12_d4_s050,sz50,SZ50,12,4,0.5,False,-2.720906855100625,17.00119930386048,1.1644405900494004,-15.425526147579038,-4.212188167057018,0.4202539591348646,23.39139708496268,15.91232139079457,1.101104440446119,-15.362311200420908,-4.077963252856431,0.1286273669435687,22.826534816646067,19.74627682127148,1.323115155434339,-13.274661960743584,-4.041917117934915,0.5237932753306875,21.965317919075144,23.59637477022869,1.496749262879104,-13.274661960743616,0.1155118458128434,0.5237932753306538,24.24242424242424,22.6161465955866,1.497756619023369,-11.94048327500975,2.754459086529316,1.857971961064553,20.98765432098765
sz50_ma12_d5_s050,sz50,SZ50,12,5,0.5,False,-4.756535280355951,17.495536141097844,1.1746270710966424,-19.55574803305351,-3.717851329819656,-3.709967926339608,17.987913259864914,16.833357149225805,1.1419542787694117,-15.362311200420898,-3.1569274944251973,0.1286273669435793,17.34651833539349,20.1702220345086,1.331248081626189,-14.11949570744645,-3.617971904697793,-0.3210404713721804,16.680429397192402,23.62458287759848,1.4806809059422947,-14.11949570744654,0.1437199531826323,-0.3210404713722692,18.87052341597796,22.221793930300173,1.4535133731660514,-12.168144050834062,2.360106421242893,1.6303111852402417,15.637860082304528
sz50_ma12_d6_s050,sz50,SZ50,12,6,0.5,False,-1.935900140561985,18.424747102451946,1.219577376052512,-17.7372796037491,-2.788640368465554,-1.8914994970351984,13.686455741201565,17.599174904411008,1.178883606361533,-15.490938567364465,-2.391109739239994,1.2434497875801752e-14,13.061392665842602,20.75715172563266,1.3558316959763836,-13.119737617900606,-3.031042213573734,0.678717618173664,12.799339388934763,23.262093871928545,1.442265591679647,-13.119737617900618,-0.2187690524872998,0.6787176181736516,15.151515151515152,21.262983981545027,1.3850405999307531,-12.477006321260564,1.401296472487747,1.3214489148137396,11.934156378600823
sz50_ma12_d7_s050,sz50,SZ50,12,7,0.5,False,-3.8204317256672766,19.09292044109057,1.2476674158110908,-16.620154676673117,-2.120467029826933,-0.7743745699592139,10.167081407749734,17.965573459142604,1.187864280361486,-15.490938567364454,-2.024711184508398,2.3092638912203256e-14,9.600329625051504,20.88277917274988,1.3492340462118055,-14.245990663587804,-2.9054147664565164,-0.4475354275135341,9.744013212221304,22.947454419079904,1.4095882989999444,-14.245990663587804,-0.5334085053359416,-0.4475354275135341,11.983471074380166,23.08548838936133,1.493818114679775,-12.421609648673282,3.2238008803040508,1.3768455874010217,9.053497942386832
sz50_ma12_d8_s050,sz50,SZ50,12,8,0.5,False,-1.9757035890733885,20.011715481175465,1.2951207679116763,-17.929457132354543,-1.2016719897420352,-2.08367702564064,7.536437966583718,19.03417377982981,1.2454104193232451,-15.490938567364475,-0.9561108638211911,0.0,6.9221260815822,21.792082846255312,1.3959477282823023,-13.619439260630609,-1.9961110929510824,0.1790159754436633,7.184145334434351,22.807452314087094,1.3884341148201105,-13.61943926063065,-0.6734106103287516,0.1790159754436207,8.953168044077135,22.266042325040942,1.4273366459255208,-12.50054567537454,2.404354815983666,1.2979095606997628,6.172839506172839
