case_id,family,volume_enabled,old_enabled,clear_enabled,zz_ma,zz_days,cyb_ma,cyb_days,old_scale,ratio_ma,ratio_days,clear_scale,segment,start,end,rows,old_signal_days,clear_signal_days,overlay_days,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,final_nav
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,29,327,0.6177894236184512,0.2003801604830318,0.39624267447275097,0.20644754856424288,1.7263869595359405,-0.12991471385173936,3.0500215312404806,2.7126540924352542
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,37,534,0.6965517533446245,0.22652974918238103,0.30236078589374027,0.1908333669217862,1.4854530922732172,-0.14332718385991272,2.109584363209607,3.7298668033836617
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,67,1133,0.694309320218659,0.24974647725895935,0.2709030001270327,0.19116798904653873,1.3540044863366014,-0.19875740683681498,1.36298316846854,10.960777202863216
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,97,1608,0.7117321337891447,0.24968925565688274,0.3037794715828117,0.2163965785054643,1.339961783094885,-0.35391395766378686,0.858342727108259,62.41998123104948
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,20.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,3,93,0.7351185007433955,0.1762435848156135,1.018005512226261,0.23396539427807014,3.0928223900671625,-0.0911136620380536,11.172918412620614,1.9939058560037142
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,20.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,4,319,0.6278082627092249,0.197661079939476,0.45435091303593067,0.2140303099280777,1.8639332413750418,-0.12987345817954776,3.498412373125528,3.0643439400715637
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,20.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,5,522,0.705042395642064,0.22241896201327238,0.33766428801732506,0.1958810082610425,1.5892222147217996,-0.14332718385991272,2.355898434084608,4.261609640800388
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,20.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,14,1110,0.7061086106551918,0.24708006355442,0.2978660673483462,0.1945866764616879,1.4418558478048917,-0.19510078848181378,1.526729182727581,13.517729461938934
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,20.0,20.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,31,1578,0.7219043322453691,0.2476263348334677,0.3209195554868747,0.21872176838945512,1.388006090527459,-0.3539139576637861,0.9067728145148327,76.51010763897992
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,10.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,53,119,0.6113119834710744,0.1921487603305785,0.7171662800422245,0.1747960564276288,3.1547138392605705,-0.07540852254700914,9.510414152394354,1.7013526593929227
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,10.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,149,391,0.581353305785124,0.1947314049586777,0.27442688017712213,0.1553350786734841,1.645464121784059,-0.09721911108420134,2.8227668111410873,2.064731136232202
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,10.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,193,620,0.656404958677686,0.2203512396694215,0.2077655344699174,0.15495570527356267,1.3010337316458658,-0.15967167816557526,1.3012046773534258,2.561594071498581
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,10.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,322,1253,0.6551590471258324,0.2411092482528688,0.21706508364153065,0.16909046242804798,1.2506190576342706,-0.19170484393855936,1.1322879442269032,7.113558989651637
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,10.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,405,1760,0.6764036931797084,0.24072068131566995,0.24860889218810622,0.19976149827162934,1.2169335202150184,-0.35391395766378597,0.7024557432806358,31.819591504142874
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,36,107,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,1.9647017214835085
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,100,366,0.5966899408946666,0.1941267310726942,0.45636253744479527,0.19262554046519376,2.0555154824680004,-0.11042852267079417,4.1326509348068345,3.0770334571631106
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,111,576,0.6814127248673785,0.2264966998006413,0.33632021295755554,0.18190633223826314,1.691134021900562,-0.1667834505756216,2.0165083034126576,4.240315398072471
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,183,1186,0.6825946478720907,0.24509656385207917,0.30252248067925946,0.1851277135810656,1.5251547846816644,-0.19160178344553136,1.578912655399477,14.009998378143933
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,240,1680,0.6988305507337653,0.24610133053130195,0.30709559705262257,0.20904280984729176,1.3917841487265656,-0.3539139576637862,0.86771259059627,64.94054623460774
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,20.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,26,101,0.7261215949684443,0.17488747726040996,1.0157479561346197,0.233765575223201,3.090506578986138,-0.0911136620380536,11.148141051672281,1.9917134083518409
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,20.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,63,348,0.6139621866795579,0.1920437548315431,0.4350870892318188,0.21319504728941535,1.8074623424130352,-0.11998582164517624,3.6261541844374285,2.9445851141017383
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,20.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,65,552,0.6967347500242637,0.21904856694851263,0.32700500966021573,0.1953194747009714,1.552025144299388,-0.14332718385991272,2.2815281850498703,4.095060004955015
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,20.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,105,1143,0.7001150969824,0.24262035266959334,0.2936658233701632,0.19415372969004988,1.4278644714201698,-0.20709391234912833,1.418032138361885,13.087098288324565
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,20.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,144,1627,0.7145505241244977,0.244823094669152,0.2995989511909265,0.21472737262275893,1.3336733710921094,-0.3539139576637864,0.84653047641467,59.37279517188598
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,10.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,48,115,0.637654958677686,0.1890495867768595,0.8867516025572835,0.17974170003795406,3.5930969685024308,-0.062068609892664495,14.286635452135092,1.866366009340021
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,10.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,156,398,0.5865185950413223,0.18956611570247933,0.30751656108979497,0.15711671541905806,1.7926052969701778,-0.09721911108420134,3.163128706489152,2.229184623321815
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,10.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,203,628,0.6542355371900826,0.21787190082644628,0.22478312549326374,0.15587150010155534,1.3845282975096977,-0.1602198814852427,1.4029664946042777,2.7465603124839495
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,10.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,390,1295,0.6433437670599346,0.23400463540278643,0.22798795479321443,0.16706433575445756,1.3174724452774542,-0.19170484393855858,1.1892654880764755,7.7775384723035
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,10.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,476,1804,0.6691784415898147,0.23656653548855539,0.2521648038044533,0.198529897392953,1.2376574449829203,-0.35391395766378586,0.712503133442414,33.261491773596944
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,35,105,0.7011880165289256,0.17665289256198347,1.0225536563600737,0.1970725240242192,3.64374407454599,-0.06206860989266427,16.474569965855263,1.9983227032104534
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,108,372,0.5921609692092217,0.18509888503637223,0.4121011896120945,0.19681192121943913,1.85854937517794,-0.11042852267079417,3.7318364825058543,2.8058134532956203
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,125,587,0.6721870773933015,0.21612131449289773,0.31173470308234563,0.18382147147604946,1.5740686917022682,-0.1669968123182124,1.866710500367727,3.865569729566771
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,241,1222,0.6675717757783374,0.23606476145406857,0.27465002678808315,0.18456574462710978,1.4116375224024558,-0.2141467015369356,1.282532137160712,11.287847752378775
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,301,1719,0.6894469464612153,0.24024442407633698,0.2826861904455258,0.20853393192932615,1.3038515165389373,-0.3539139576637864,0.7987427009422271,48.4096601996105
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,20.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,27,101,0.7247010315525035,0.1748829518651081,1.0114122412692037,0.23378157398474494,3.0811563340538104,-0.0911136620380536,11.100555269601474,1.98750261862801
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,20.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,76,357,0.6043949774138044,0.18584389925900446,0.3989591868209077,0.2112114366358174,1.7010055254567333,-0.11757484549653763,3.393235901234132,2.728463585840927
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,20.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,80,563,0.6885150856218364,0.21656832302647702,0.3001785810090505,0.19370637510874394,1.4572973221478414,-0.1905273420567144,1.5755144525119975,3.6988291031026095
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,20.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,144,1169,0.6916170352332497,0.24246545351569582,0.27575730641175866,0.19210663246086057,1.3681445056521377,-0.21002436552968395,1.3129776905469774,11.386166897297993
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,40.0,20.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,188,1658,0.7085372740587127,0.24474663816501097,0.28394768434473083,0.2133959158797163,1.2835762529256083,-0.3539139576637874,0.8023071093863909,49.15694931225688
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,104,36,114,0.6647727272727273,0.184400826446281,0.9204492853368074,0.18988938361643476,3.503375475597327,-0.062068609892664606,14.829545674190907,1.899124235748152
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,341,100,383,0.5897993057095925,0.19683274005322812,0.4229534969643709,0.17991560480916735,2.0584815520125654,-0.11043852847585622,3.8297639673534394,2.870776100367043
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,557,111,607,0.6684456991282348,0.22595088370135835,0.3105479103946387,0.1720027263767694,1.6648765736058397,-0.17685971745050366,1.7558996184733209,3.8481740646634677
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1194,183,1268,0.662132977982567,0.24715889162480592,0.26050760521654603,0.17679429390644463,1.4024898991688586,-0.18443063169291896,1.4124964103050783,10.09754854913831
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1680,240,1784,0.6817044867755588,0.24733085577544914,0.2826824114587101,0.20369967708945927,1.3299620953314164,-0.3337310820580214,0.8470365112997292,48.40743764557399
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,91,36,104,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,1.9647017214835085
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,299,100,346,0.6121648547229003,0.19836961018624366,0.43321036623123654,0.1837200568647384,2.0588907088304635,-0.11316591333896342,3.828099411292258,2.9330873526982897
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,495,111,550,0.6925571772965501,0.229042427268771,0.3119874948245833,0.17624755918737778,1.6352003050166133,-0.19107445183034055,1.632805913276173,3.869283185070549
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1058,183,1142,0.6910108370253231,0.2463175755157009,0.29015891908888336,0.18208050987471225,1.4951723453664383,-0.19160178344553047,1.514385272783075,12.737052243413745
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1516,240,1632,0.7055196310830012,0.24685472576033757,0.3068407975171066,0.2075908564528973,1.3992217104309554,-0.3365886857549093,0.9116194646558501,64.74354694500522
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.25,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,85,36,100,0.6973140495867769,0.1875,0.9337049998017111,0.1985821717343299,3.39276904034484,-0.06534502466942926,14.28884608315913,1.9120076896926403
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.25,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,284,100,335,0.6160512425651654,0.20049335873566504,0.4117157438068606,0.18538710634629157,1.9600407444769667,-0.11316591333896342,3.6381603935246587,2.8035243216443044
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.25,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,469,111,528,0.698608018266372,0.22938692433230815,0.29427748393212094,0.1783413919179654,1.5414640694700386,-0.17899593632166388,1.6440456134338761,3.6159300089893156
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.25,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,989,183,1081,0.7031031575033209,0.2429058110811786,0.2914982024204642,0.18445895690953695,1.4839068352276765,-0.18427494884480056,1.5818655994633806,12.869727404644248
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.25,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1436,240,1562,0.7143872265592421,0.24411039484698013,0.30903749177355144,0.2090832758423303,1.398799874974296,-0.3261147992791378,0.9476340615533703,66.46046342204554
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,104,36,114,0.6740702479338843,0.184400826446281,0.9278031280486547,0.19009858794828402,3.519706697626644,-0.062068609892664384,14.948024930042902,1.9062717475911954
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,351,100,393,0.5819543635227221,0.18947525502221488,0.4325856560648369,0.18944584359895372,1.9994354656730327,-0.11984517705815723,3.609537460609835,2.9292666987743345
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,572,111,622,0.6609494776177655,0.22246614474886617,0.3208495340992723,0.17799095513712418,1.6586071316997018,-0.1713794835078123,1.8721583676884315,4.00127818654461
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1227,183,1296,0.6574545649825201,0.24316772662674727,0.27287710481129057,0.18054858097752063,1.4311661811652112,-0.1844306316929195,1.4795649849838182,11.132014039726307
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.25,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1717,240,1813,0.679181389941552,0.2436846163846351,0.2879214574466116,0.20576203880236626,1.3384863105490985,-0.35177444732400265,0.8184831491794538,51.58212523480074
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,36,107,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,1.9647017214835085
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,100,366,0.5966899408946666,0.1941267310726942,0.45636253744479527,0.19262554046519376,2.0555154824680004,-0.11042852267079417,4.1326509348068345,3.0770334571631106
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,520,111,576,0.6814127248673785,0.2264966998006413,0.33632021295755554,0.18190633223826314,1.691134021900562,-0.1667834505756216,2.0165083034126576,4.240315398072471
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1107,183,1186,0.6825946478720907,0.24509656385207917,0.30252248067925946,0.1851277135810656,1.5251547846816644,-0.19160178344553136,1.578912655399477,14.009998378143933
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1572,240,1680,0.6988305507337653,0.24610133053130195,0.30709559705262257,0.20904280984729176,1.3917841487265656,-0.3539139576637862,0.86771259059627,64.94054623460774
