config_id,equity_lb,real_lb,bond_lb,btc_lb,btc_thr,mean_cagr,median_cagr,min_cagr,std_cagr,mean_sharpe,median_sharpe,min_sharpe,std_sharpe,worst_dd,beat_base_sharpe_count,beat_base_cagr_count,better_dd_count,stability_score
eq200_ra120_bd80_btc60_thr00,200,120,80,60,0.0,0.09730299278286296,0.10042070661742364,0.05798589107851826,0.037854658287528244,0.7812816812945375,0.7237317326141969,0.6645631972084359,0.15379318544613613,-0.11757987342927909,2,2,3,0.6148210416103801
eq220_ra120_bd80_btc120_thr05,220,120,80,120,0.05,0.15639450478958472,0.15490984406754227,0.12123399387093925,0.03592585663623932,0.895284715887572,0.7785361593889777,0.7779019651529318,0.20276390783529416,-0.21757538953303734,2,2,1,0.6131514813708987
eq200_ra160_bd80_btc120_thr05,200,160,80,120,0.05,0.0884711737444781,0.08681517187824928,0.06093019638344588,0.028405205263991283,0.7241064668870196,0.7296593038158066,0.574550469868236,0.14685833370657816,-0.11792393077997489,2,1,3,0.6102688612559474
eq200_ra120_bd120_btc120_thr00,200,120,120,120,0.0,0.0932513651118303,0.10718405780962037,0.05223628544284997,0.03612348522859576,0.7240428997356027,0.6832445408528792,0.6215626172610758,0.12785828767186327,-0.11860917940915221,2,2,3,0.6050630754063692
eq200_ra120_bd100_btc60_thr00,200,120,100,60,0.0,0.0891349540148294,0.0866800122965401,0.06148379157705475,0.02895678703219825,0.7221732237419743,0.72028830055295,0.5808474090097335,0.14227764107742555,-0.11757987342927909,2,1,3,0.6044279391904415
eq200_ra120_bd120_btc60_thr05,200,120,120,60,0.05,0.09185226934076869,0.10298677049643556,0.05223628544284997,0.035387837991200405,0.7245179287054517,0.6846696277624262,0.6215626172610758,0.1276333713288682,-0.11757987342927909,2,2,3,0.6017692940191056
eq220_ra140_bd80_btc60_thr05,220,140,80,60,0.05,0.14513838726266326,0.1412099839039156,0.10993260879990152,0.037325349140745055,0.8425820644665868,0.7314023096003164,0.7181876631417276,0.20412017053473275,-0.18311423378981725,2,2,2,0.5781442406682138
eq200_ra160_bd80_btc60_thr00,200,160,80,60,0.0,0.08639951132055357,0.08060018460647567,0.06093019638344588,0.028810121002977866,0.71432496800753,0.7296593038158066,0.5452059732297668,0.16199706414574813,-0.13132907649416603,2,1,3,0.5752277924132666
eq200_ra120_bd120_btc120_thr05,200,120,120,120,0.05,0.09194215135045962,0.10325641652550832,0.05223628544284997,0.03543057560978619,0.7176247546360228,0.6639901055541396,0.6215626172610758,0.1313654020179624,-0.12106120459407736,2,2,3,0.5750059163290618
eq180_ra120_bd100_btc60_thr05,180,120,100,60,0.05,0.09803538271613155,0.09394744533849542,0.06148379157705475,0.038757588449634194,0.7892850359094394,0.72028830055295,0.6350658600171147,0.19795131565286406,-0.10893774875167944,2,2,3,0.5745318730619052
eq180_ra120_bd80_btc60_thr05,180,120,80,60,0.05,0.10645569091173268,0.10778003384607282,0.05798589107851826,0.047821383743484575,0.851126468986736,0.7237317326141969,0.7213301072762918,0.22273726147843792,-0.1089377487516794,2,2,3,0.5743635335771341
eq180_ra120_bd80_btc120_thr00,180,120,80,120,0.0,0.107775687959815,0.11174002499031976,0.05798589107851826,0.04793074489358977,0.8492711172009733,0.7237317326141969,0.7157640519190037,0.2243761760439725,-0.11547603859047811,2,2,3,0.5723994182272255
eq220_ra120_bd120_btc120_thr00,220,120,120,120,0.0,0.14274785843548785,0.14676655218102552,0.09755786810884604,0.04332066935835386,0.8173859625687577,0.739479503063755,0.6408038370853558,0.22584851489686722,-0.185806631422011,2,2,2,0.5714835533166115
eq180_ra120_bd100_btc120_thr00,180,120,100,120,0.0,0.0993676061149548,0.09794411553496518,0.06148379157705475,0.038615242877678514,0.789115575727663,0.72028830055295,0.6345574794717855,0.19814946769471728,-0.11876652745162179,2,2,3,0.5706107508091629
eq180_ra160_bd80_btc120_thr00,180,160,80,120,0.0,0.09622127609638446,0.09204960539667217,0.06093019638344588,0.0375511105951808,0.7786405802073876,0.7296593038158066,0.600921333119829,0.20661125764105034,-0.11602785181626206,2,2,3,0.567641298684122
eq220_ra120_bd80_btc60_thr00,220,120,80,60,0.0,0.1506735277826979,0.1377469130468818,0.12123399387093925,0.037607672599472335,0.8718421779952715,0.7785361593889777,0.7075743514760306,0.22586967218981222,-0.22039599417576253,2,2,1,0.565260960731952
eq220_ra140_bd80_btc120_thr00,220,140,80,120,0.0,0.14721200121982023,0.14743082577538646,0.10993260879990152,0.037170463232334645,0.845412473389611,0.7398935363693888,0.7181876631417276,0.20185396987040805,-0.21814465769425365,2,2,1,0.5628267098257211
eq180_ra120_bd80_btc120_thr05,180,120,80,120,0.05,0.10646107268137624,0.1077961791550035,0.05798589107851826,0.04782160821174618,0.8428508429695198,0.7237317326141969,0.6965032292246431,0.23030367789633185,-0.11547603859047804,2,2,3,0.5617962163332855
eq200_ra160_bd100_btc120_thr00,200,160,100,120,0.0,0.08128918805586023,0.07837199479774415,0.05956541957870387,0.02331961758470164,0.6632515121191175,0.678097195162286,0.5208405135980655,0.1355990348744289,-0.11792393077997489,2,1,3,0.5575922198870333
eq180_ra160_bd80_btc60_thr05,180,160,80,60,0.05,0.09481372674533277,0.08782695734351709,0.06093019638344588,0.03786350471914852,0.777854022122184,0.7296593038158066,0.5985616588642182,0.20762809862097117,-0.11915889175345692,2,1,3,0.557206616821274
eq180_ra120_bd100_btc120_thr05,180,120,100,120,0.05,0.09806930428475209,0.09404921004435707,0.06148379157705475,0.03875226582672109,0.7825989588649592,0.72028830055295,0.6150076288836742,0.2059422203500073,-0.12121829105634185,2,2,3,0.5560139153697774
eq180_ra160_bd80_btc120_thr05,180,160,80,120,0.05,0.09443320991146502,0.08668540684191384,0.06093019638344588,0.037974400836810855,0.769594269136444,0.7296593038158066,0.5737823999069986,0.21853336082469663,-0.11547603859047775,2,1,3,0.5503974864100368
eq200_ra160_bd100_btc60_thr05,200,160,100,60,0.05,0.07993822565898519,0.07431910760711902,0.05956541957870387,0.02368761105891503,0.661264893362942,0.678097195162286,0.5148806573295394,0.1387360346246299,-0.11915889175345672,2,1,3,0.5475843315903463
eq220_ra120_bd120_btc60_thr05,220,120,120,60,0.05,0.1396294653331971,0.13741137287415328,0.09755786810884604,0.043223349242141704,0.8096645563992544,0.7163152845552454,0.6408038370853558,0.23019785896489572,-0.1720805861374196,2,2,2,0.5445817959360683
eq180_ra120_bd80_btc60_thr00,180,120,80,60,0.0,0.10395878532602272,0.10028931708894295,0.05798589107851826,0.04791313053686861,0.8319403515044749,0.7237317326141969,0.6637717548295085,0.24121996952301303,-0.11404775953847981,2,2,3,0.5431854078222869
eq180_ra120_bd100_btc60_thr00,180,120,100,60,0.0,0.09556965540269043,0.08655026339817207,0.06148379157705475,0.039378030836076466,0.7709520458921754,0.72028830055295,0.5800668899653224,0.22062392158134891,-0.1140477595384809,2,1,3,0.5398777834286098
eq180_ra120_bd120_btc60_thr05,180,120,120,60,0.05,0.09829264602439831,0.10285507458156928,0.05223628544284997,0.043953102843829694,0.7729115100540381,0.6838693904874329,0.6215626172610758,0.21050276153749975,-0.10893774875167944,2,2,3,0.5388354929561927
eq200_ra160_bd100_btc120_thr05,200,160,100,120,0.05,0.07954082640864597,0.07312690985610137,0.05956541957870387,0.023838535946552625,0.6540531508275098,0.678097195162286,0.4932454297232426,0.15023571898558327,-0.11792393077997489,2,1,3,0.5377557860047202
eq180_ra120_bd120_btc120_thr00,180,120,120,120,0.0,0.09969157474431982,0.10705186074133377,0.05223628544284997,0.044236792281020815,0.7724485220100615,0.682480426355503,0.6215626172610758,0.21079784628645784,-0.11860917940915221,2,2,3,0.5336923648886748
eq200_ra120_bd120_btc60_thr00,200,120,120,60,0.0,0.08936616763819945,0.09552846538872783,0.05223628544284997,0.034464426237454056,0.7059485883944636,0.6289616068294621,0.6215626172610758,0.13980203381426798,-0.11757987342927909,2,2,3,0.5256005913131333
eq220_ra120_bd120_btc120_thr05,220,120,120,120,0.05,0.14114224037649362,0.1419496980040429,0.09755786810884604,0.04318630523621716,0.811468809221379,0.7217280430216193,0.6408038370853558,0.22911905899609694,-0.20422550020648975,2,2,1,0.5255386900062078
eq200_ra140_bd80_btc60_thr05,200,140,80,60,0.05,0.09024618322960347,0.09314585646268969,0.052726505560086956,0.03615715022275362,0.7292527440820358,0.6448768506027294,0.6310240754443458,0.1582918015070654,-0.11792393077997489,2,2,3,0.5219596881997599
eq200_ra140_bd80_btc120_thr00,200,140,80,120,0.0,0.09111887373877299,0.09576392799019828,0.052726505560086956,0.0362934681497343,0.7259378127026417,0.6448768506027294,0.6210792813061635,0.1614500685121317,-0.1195053031726439,2,2,3,0.5217106505308104
eq180_ra160_bd80_btc60_thr00,180,160,80,60,0.0,0.09236179484270868,0.08047116163564483,0.06093019638344588,0.03876950023098142,0.7598093644936221,0.7296593038158066,0.544427685978533,0.2319311627939913,-0.13132907649416603,2,1,3,0.5141072894244241
eq220_ra120_bd100_btc120_thr00,220,120,100,120,0.0,0.14487370165107225,0.14068840941547012,0.1032596119144562,0.0438567698579231,0.834088945092895,0.7139681554843864,0.6798649072724299,0.23820069508174516,-0.19927938695347083,2,2,1,0.5132324416597631
eq220_ra140_bd80_btc120_thr05,220,140,80,120,0.05,0.14475849419380968,0.14007030469735482,0.10993260879990152,0.03739106530085436,0.8360422809914431,0.7181876631417276,0.7117829591748855,0.20970127537468275,-0.23762836939072668,2,2,1,0.5042081978468598
eq200_ra140_bd80_btc120_thr05,200,140,80,120,0.05,0.08902714223482322,0.08948873347834896,0.052726505560086956,0.036072056129971844,0.7150424053589356,0.6448768506027294,0.5883930592750451,0.1727706096684565,-0.11950530317264389,2,2,3,0.5033521318478578
eq180_ra120_bd120_btc120_thr05,180,120,120,120,0.05,0.0983825173022348,0.10312468841507871,0.05223628544284997,0.04396736942316906,0.7660294492147591,0.663223207969596,0.6215626172610758,0.21515548041229926,-0.12106120459407736,2,2,3,0.5027409669567128
eq200_ra160_bd100_btc60_thr00,200,160,100,60,0.0,0.07751674007641347,0.06705465085940387,0.05956541957870387,0.024890028826948532,0.6440028054636006,0.678097195162286,0.4630943936315151,0.16650020717032127,-0.13132907649416525,1,1,3,0.5017049148074952
eq220_ra140_bd120_btc120_thr00,220,140,120,120,0.0,0.13138011849964015,0.1372020952559938,0.08647513566023646,0.04229559233328214,0.7597824078114289,0.6957896439068235,0.580147663830014,0.2187670881053317,-0.2050693705044744,1,1,1,0.5003619496354335
eq180_ra160_bd100_btc120_thr00,180,160,100,120,0.0,0.0870529935844339,0.07824323787135112,0.05956541957870387,0.032792336491632386,0.7070249431687046,0.678097195162286,0.5200850884411014,0.20295583977855106,-0.11754125419076908,2,1,3,0.49915995770988647
eq220_ra140_bd120_btc60_thr05,220,140,120,60,0.05,0.12920809429008848,0.13068602262733875,0.08647513566023646,0.04201349515259458,0.755920130386489,0.6842028116320038,0.580147663830014,0.22055671338903368,-0.185372219355483,1,1,2,0.49740750793000477
eq200_ra140_bd80_btc60_thr00,200,140,80,60,0.0,0.08774721183580063,0.08564894228128117,0.052726505560086956,0.036115585069735924,0.7106653367479451,0.6448768506027294,0.5752618534420733,0.1776801012666443,-0.11792393077997489,2,1,3,0.49522445969649287
eq220_ra120_bd100_btc60_thr05,220,120,100,60,0.05,0.14194738514574912,0.13190945989950076,0.1032596119144562,0.044562862525703406,0.8269149958139046,0.6924463076474152,0.6798649072724299,0.24388355651460036,-0.17859961792774598,2,2,2,0.4943226030943884
eq200_ra140_bd100_btc120_thr00,200,140,100,120,0.0,0.0826726853781136,0.08279626197173418,0.053492447416542355,0.029118646332892704,0.663704183080996,0.6195164127733795,0.5452294233871504,0.14568446450419767,-0.11950530317264417,2,1,3,0.4930986077885321
eq200_ra140_bd100_btc60_thr05,200,140,100,60,0.05,0.08173805781462555,0.07999237928127001,0.053492447416542355,0.0291576689060628,0.6650738439707856,0.6195164127733795,0.5493384060565194,0.14402354104935144,-0.11792393077997489,2,1,3,0.4917833836227971
eq180_ra160_bd100_btc60_thr05,180,160,100,60,0.05,0.08570219249160498,0.07419083459286435,0.05956541957870387,0.03341424855195718,0.7050268634910709,0.678097195162286,0.5140908494082004,0.2057270328406659,-0.11915889175345672,2,1,3,0.48893580474961446
eq180_ra160_bd100_btc120_thr05,180,160,100,120,0.05,0.08530484069048201,0.07299877918949549,0.05956541957870387,0.033625999584203384,0.6978254067464625,0.678097195162286,0.49248647917437516,0.2158801688862945,-0.11579320422839566,2,1,3,0.4822850248169962
eq200_ra160_bd120_btc120_thr00,200,160,120,120,0.0,0.08155053484164158,0.08796376079412505,0.049558790184802914,0.029316052022868133,0.6488646819842341,0.5798025203555667,0.5727895513107237,0.12574148339474853,-0.11792393077997489,2,1,3,0.4785730180395465
eq200_ra140_bd120_btc60_thr05,200,140,120,60,0.05,0.08218105744764966,0.08955373865208172,0.044476074009861755,0.03461264770977287,0.6532674081643352,0.6029885547908873,0.5297392024217674,0.15491299898505126,-0.11792393077997489,2,2,3,0.47815850894610756
eq200_ra140_bd120_btc120_thr00,200,140,120,120,0.0,0.08318216718662026,0.09255706786899354,0.044476074009861755,0.03497405656307941,0.6514903742995545,0.5976574531965453,0.5297392024217674,0.15580613748499478,-0.11950530317264402,2,2,3,0.4748558135578561
eq200_ra140_bd100_btc120_thr05,200,140,100,120,0.05,0.08044585894348517,0.07611578266784891,0.053492447416542355,0.02935892166435679,0.6517238038814361,0.6195164127733795,0.5092882857884709,0.16097412616721227,-0.11950530317264428,2,1,3,0.47072602183656037
eq200_ra160_bd120_btc60_thr05,200,160,120,60,0.05,0.08004614603090358,0.08345059436191105,0.049558790184802914,0.028935730631836132,0.6466634304968061,0.5798025203555667,0.56618579684844,0.1277804314216326,-0.11792393077997489,2,1,3,0.4703622706652343
eq220_ra140_bd80_btc60_thr00,220,140,80,60,0.0,0.1400584292990382,0.12597011001304037,0.10993260879990152,0.039121196032265125,0.8166048039394954,0.7181876631417276,0.6534705280190424,0.2288098218720151,-0.23949918045266078,2,2,1,0.4650351921948827
eq200_ra160_bd120_btc120_thr05,200,160,120,120,0.05,0.07982264222146851,0.08278008293360584,0.049558790184802914,0.02889885201082667,0.640036843077794,0.5798025203555667,0.5463060345914031,0.1343854525635212,-0.11792393077997489,2,1,3,0.4640909259197703
eq220_ra120_bd100_btc120_thr05,220,120,100,120,0.05,0.14312086290625473,0.1354298931810176,0.1032596119144562,0.04421133362084516,0.8274154613859294,0.6939477043634901,0.6798649072724299,0.24347083950393023,-0.21763060434031684,2,2,1,0.46257960138113297
eq180_ra140_bd80_btc60_thr05,180,140,80,60,0.05,0.09628084614592251,0.0930153355466643,0.052726505560086956,0.04527550446066369,0.7751222012015692,0.6448768506027294,0.6302204895823509,0.23839700420729037,-0.10893774875167934,2,2,3,0.4621067495748823
eq200_ra140_bd100_btc60_thr00,200,140,100,60,0.0,0.07926915575055722,0.07258567308906505,0.053492447416542355,0.029688142687680337,0.647277533018463,0.6195164127733795,0.4959494731995515,0.1669487884080206,-0.11792393077997489,2,1,3,0.46206788955674555
eq180_ra120_bd120_btc60_thr00,180,120,120,60,0.0,0.09580684116078213,0.0953976599907207,0.05223628544284997,0.04377658056276498,0.7543495146408153,0.628183404247765,0.6215626172610758,0.22428431483501432,-0.1140477595384805,2,2,3,0.4559163925459716
eq180_ra140_bd80_btc120_thr00,180,140,80,120,0.0,0.09715343245640347,0.0956330944781072,0.052726505560086956,0.04520627395880315,0.7718206494007971,0.6448768506027294,0.6203158341800347,0.24145607026679725,-0.1195053031726439,2,2,3,0.4530531959544068
eq180_ra160_bd100_btc60_thr00,180,160,100,60,0.0,0.08328099603286288,0.06692724521663806,0.05956541957870387,0.03489573555761046,0.6877718658741174,0.678097195162286,0.4623258565573398,0.2304357139717697,-0.13132907649416525,1,1,3,0.4453625475368568
eq200_ra160_bd120_btc60_thr00,200,160,120,60,0.0,0.07760407832951095,0.07612439125773318,0.049558790184802914,0.028813641061866773,0.6291537011499176,0.5798025203555667,0.5136566088077745,0.14654362923950404,-0.1203600701811398,2,1,3,0.44198731313849
eq220_ra140_bd100_btc60_thr05,220,140,100,60,0.05,0.13295007241998139,0.1248676006704883,0.09240469061158807,0.045132706971867935,0.7790897095324358,0.65890745671954,0.620025883683472,0.2426143514231153,-0.1917865929169496,2,2,2,0.43776443018389666
eq180_ra140_bd100_btc60_thr05,180,140,100,60,0.05,0.08756603934404568,0.07986342888200637,0.053492447416542355,0.03850708350981651,0.7091718381241584,0.6195164127733795,0.5485455114601235,0.2196359117995221,-0.10893774875167933,2,1,3,0.4354115361501839
eq180_ra140_bd80_btc120_thr05,180,140,80,120,0.05,0.09506195070385726,0.08935864922046854,0.052726505560086956,0.04545623577046382,0.7609242687230857,0.6448768506027294,0.5876266921469008,0.25220981271108495,-0.11950530317264389,2,2,3,0.4349135532066884
eq220_ra140_bd100_btc120_thr00,220,140,100,120,0.0,0.134984843687359,0.13097191447262113,0.09240469061158807,0.04472185346208667,0.7826247127970349,0.6695124665133376,0.620025883683472,0.24005140760382898,-0.21824344769974738,2,2,1,0.4333248377084154
eq180_ra140_bd80_btc60_thr00,180,140,80,60,0.0,0.0937821731277056,0.08551931649201361,0.052726505560086956,0.04575018835369617,0.7565423373328864,0.6448768506027294,0.5744808979763029,0.25679861344606153,-0.11371030319039262,2,1,3,0.4311315372166598
eq180_ra140_bd100_btc120_thr00,180,140,100,120,0.0,0.08850055531360046,0.0826669767906707,0.053492447416542355,0.038259911177000075,0.707814729280604,0.6195164127733795,0.5444741849294606,0.22113213518283006,-0.11950530317264417,2,1,3,0.4279759110519773
eq220_ra140_bd120_btc120_thr05,220,140,120,120,0.05,0.12842197890649953,0.12832767647657195,0.08647513566023646,0.041994073873830945,0.7480375659416008,0.6605551182973391,0.580147663830014,0.22478349015963398,-0.22486198607688967,1,1,1,0.42736081787068475
eq200_ra140_bd120_btc120_thr05,200,140,120,120,0.05,0.08093259701020557,0.08580835733974945,0.044476074009861755,0.03427970010760845,0.6396399709890287,0.5621062432649679,0.5297392024217674,0.16312778467576447,-0.11950530317264423,2,1,3,0.4236713983075321
eq180_ra140_bd120_btc60_thr05,180,140,120,60,0.05,0.08801279875453065,0.08942364663262525,0.044476074009861755,0.04284872457265191,0.697049466951197,0.6021977197638853,0.5297392024217674,0.22991139483370776,-0.10893774875167944,2,2,3,0.42204196280785156
eq180_ra160_bd120_btc120_thr00,180,160,120,120,0.0,0.08732025350560702,0.08783385861700754,0.049558790184802914,0.03750729824665277,0.692305835441819,0.5798025203555667,0.5720357479699281,0.20162508125774978,-0.11547603859047821,2,1,3,0.41602355556107357
eq220_ra120_bd120_btc60_thr00,220,120,120,60,0.0,0.13561767151901902,0.12537599143161904,0.09755786810884604,0.04408216166829827,0.7885285887756522,0.6529073816844391,0.6408038370853558,0.24545941256412498,-0.20846603726336868,2,2,1,0.4140967206830498
eq220_ra160_bd80_btc120_thr00,220,160,80,120,0.0,0.14116133334776948,0.1360315540941639,0.09497624920514536,0.04895197563850568,0.8128690689287178,0.6906669078662367,0.6310795895714784,0.26494499468605676,-0.24544774062116712,2,2,1,0.4128345148182172
eq180_ra160_bd120_btc60_thr05,180,160,120,60,0.05,0.08581604431793077,0.08332123105397882,0.049558790184802914,0.03756684241484786,0.6900934529614776,0.5798025203555667,0.5653986005289037,0.20363105756295627,-0.11065974987032115,2,1,3,0.4124363498084248
eq220_ra160_bd80_btc60_thr05,220,160,80,60,0.05,0.13834672700303283,0.1275877350599539,0.09497624920514536,0.049632417563959544,0.8059614303721857,0.6699439921966404,0.6310795895714784,0.2699469979437037,-0.21060190737995693,2,2,1,0.4099498802696715
eq180_ra140_bd120_btc120_thr00,180,140,120,120,0.0,0.08901378896163877,0.09242661725394963,0.044476074009861755,0.042933155910278,0.6952848400511478,0.5969038390637375,0.5297392024217674,0.23102104889485806,-0.11950530317264402,2,2,3,0.4097550447009924
eq180_ra140_bd100_btc120_thr05,180,140,100,120,0.05,0.08627399476062392,0.07598729513174107,0.053492447416542355,0.03895715552277513,0.6958336072266414,0.6195164127733795,0.5085308187675731,0.2349490839782706,-0.11950530317264428,2,1,3,0.40655420735434283
eq220_ra120_bd100_btc60_thr00,220,120,100,60,0.0,0.13788021300427503,0.11970794347507852,0.1032596119144562,0.04645376512112997,0.8055692933512715,0.6798649072724299,0.6284092002595162,0.2635471343109377,-0.22048875615311617,2,2,1,0.40487347632261633
eq200_ra140_bd120_btc60_thr00,200,140,120,60,0.0,0.07969029776649166,0.08208145960860769,0.044476074009861755,0.03408161236782379,0.6351930526519748,0.5487654882538062,0.5297392024217674,0.16644626114148875,-0.11792393077997489,2,1,3,0.40376593178963993
eq180_ra140_bd100_btc60_thr00,180,140,100,60,0.0,0.08509743206530455,0.07245760704578297,0.053492447416542355,0.0394730503872913,0.6913827933964981,0.6195164127733795,0.495178377277143,0.24033612050079853,-0.11371030319039332,2,1,3,0.4024870985573762
eq180_ra160_bd120_btc120_thr05,180,160,120,120,0.05,0.08559256719470754,0.0826507996843091,0.049558790184802914,0.03759109038282138,0.6834767955966402,0.5798025203555667,0.5455486284343916,0.20993365001679665,-0.11547603859047795,2,1,3,0.40156021608670434
eq180_ra160_bd120_btc60_thr00,180,160,120,60,0.0,0.0833742681978596,0.07599590269376533,0.049558790184802914,0.038045102013787864,0.672590740987506,0.5798025203555667,0.512890464606989,0.22120609540388375,-0.1203600701811398,2,1,3,0.37744887688507395
eq220_ra140_bd100_btc120_thr05,220,140,100,120,0.05,0.13211171057168145,0.12235251512558842,0.09240469061158807,0.04538058944349184,0.7711584806573578,0.6351137700943059,0.620025883683472,0.24881723322995575,-0.23770208151370334,2,2,1,0.3591963799632747
eq180_ra140_bd120_btc120_thr05,180,140,120,120,0.05,0.08676448738246416,0.08567871251642578,0.044476074009861755,0.04284162122278323,0.6834337104002092,0.5613504501109217,0.5297392024217674,0.23935298378788433,-0.11950530317264423,2,1,3,0.357460018071217
eq220_ra160_bd80_btc120_thr05,220,160,80,120,0.05,0.13889923411326865,0.12924525639066142,0.09497624920514536,0.04946169636113646,0.8041864824482857,0.6646191484249403,0.6310795895714784,0.27130260711561044,-0.2634896633920245,2,2,1,0.3532244357458513
eq220_ra160_bd120_btc120_thr00,220,160,120,120,0.0,0.12550358033296502,0.12520258063083167,0.07264404708698535,0.05301067401538544,0.7278696050947365,0.6435220840194548,0.49892793496871657,0.2807836444268096,-0.2346936762704794,1,1,0,0.3455000261460825
eq220_ra140_bd120_btc60_thr00,220,140,120,60,0.0,0.12426039187909906,0.11584291539437053,0.08647513566023646,0.042622013133916746,0.7306909236229303,0.6085151913413279,0.580147663830014,0.23660709125654367,-0.2271048802446812,1,1,1,0.3445780046160092
eq180_ra140_bd120_btc60_thr00,180,140,120,60,0.0,0.08552233646848524,0.08195225977448906,0.044476074009861755,0.04294274577157825,0.6789823173156625,0.5479962708572816,0.5297392024217674,0.24285719526321348,-0.11371030319039271,2,1,3,0.34145722823226266
eq220_ra160_bd120_btc60_thr05,220,160,120,60,0.05,0.12262519372930185,0.11656742081984217,0.07264404708698535,0.05326899725372052,0.720076244217736,0.6201420013884534,0.49892793496871657,0.2845939500610277,-0.20362576188032055,1,1,0,0.33705771206221374
eq220_ra140_bd100_btc60_thr00,220,140,100,60,0.0,0.1279308260338511,0.10980986151209748,0.09240469061158807,0.047267784936693105,0.7535619893952696,0.620025883683472,0.5823242963080415,0.2646141601434976,-0.23962799919758368,2,2,1,0.3097874561708899
eq220_ra160_bd100_btc120_thr00,220,160,100,120,0.0,0.12917562232811175,0.11945644459175564,0.07972614327596639,0.054957453273213656,0.7495289530014403,0.6191718350085705,0.5446983401564709,0.2926596769919563,-0.24553121788829707,1,1,0,0.291218815777735
eq220_ra160_bd100_btc60_thr05,220,160,100,60,0.05,0.1264099513499907,0.1111594316573925,0.07972614327596639,0.05589193699940132,0.7419302897627643,0.5963758452925426,0.5446983401564709,0.29798410210488935,-0.21060190737995588,1,1,0,0.28617983521506335
eq220_ra160_bd120_btc120_thr05,220,160,120,120,0.05,0.12300793860956127,0.11771565546062046,0.07264404708698535,0.05320779834428755,0.717960438060032,0.6137945829153414,0.49892793496871657,0.28572971630101884,-0.25151024760719015,1,1,0,0.2836701462861231
eq220_ra160_bd80_btc60_thr00,220,160,80,60,0.0,0.13402378781845825,0.11461891750623021,0.09497624920514536,0.05156521779645272,0.7836749000696345,0.6310795895714784,0.603084401288987,0.28888669105779435,-0.2657446100829731,2,2,1,0.28037139400338873
eq220_ra160_bd100_btc120_thr05,220,160,100,120,0.05,0.12661428603910255,0.11177243572472806,0.07972614327596639,0.055809365244016404,0.7392585027882101,0.58836048436888,0.5446983401564709,0.2999710183511756,-0.2635534584776863,1,1,0,0.22458418217533707
eq220_ra160_bd120_btc60_thr00,220,160,120,60,0.0,0.11836830830363539,0.10379676454284281,0.07264404708698535,0.05449138486613702,0.6982516650385331,0.5546682638508447,0.49892793496871657,0.2982712214854305,-0.25597259355465823,1,1,0,0.18852814748903773
