date,zz1000_close_amount_source,zz1000_volume,zz1000_amount,zz1000_constituents,sz50_close_amount_source,sz50_volume,sz50_amount,sz50_constituents,amount_ratio_zz1000_sz50
2004-10-15,,,,,879.72,400.24,28.82,,
2004-10-18,,,,,882.66,255.86,18.06,,
2004-10-19,,,,,884.93,345.61,22.89,,
2004-10-20,,,,,879.39,334.77,22.38,,
2004-10-21,,,,,864.31,605.57,40.23,,
2004-10-22,,,,,878.74,522.4,34.18,,
2004-10-25,,,,,865.65,593.14,36.97,,
2004-10-26,,,,,875.86,581.56,36.87,,
2004-10-27,,,,,884.85,745.08,43.59,,
2004-10-28,,,,,882.91,592.35,36.5,,
2004-10-29,,,,,870.79,615.68,37.47,,
2004-11-01,,,,,862.83,389.62,22.13,,
2004-11-02,,,,,862.25,350.55,21.24,,
2004-11-03,,,,,877.53,421.82,28.59,,
2004-11-04,,,,,860.81,464.18,28.8,,
2004-11-05,,,,,862.26,302.92,18.41,,
2004-11-08,,,,,864.34,199.83,12.3,,
2004-11-09,,,,,864.57,178.83,10.73,,
2004-11-10,,,,,897.77,858.8,47.34,,
2004-11-11,,,,,894.11,850.62,50.31,,
2004-11-12,,,,,898.17,445.75,25.43,,
2004-11-15,,,,,906.99,397.72,24.4,,
2004-11-16,,,,,906.73,361.77,21.08,,
2004-11-17,,,,,896.11,281.46,16.58,,
2004-11-18,,,,,900.82,256.99,15.7,,
2004-11-19,,,,,906.99,337.04,20.15,,
2004-11-22,,,,,905.84,346.84,21.15,,
2004-11-23,,,,,893.29,324.24,20.43,,
2004-11-24,,,,,889.12,368.82,21.4,,
2004-11-25,,,,,890.78,349.91,18.41,,
2004-11-26,,,,,889.08,213.04,11.82,,
2004-11-29,,,,,879.26,231.58,12.95,,
2004-11-30,,,,,879.31,209.42,11.76,,
2004-12-01,,,,,875.4,191.0,11.59,,
2004-12-02,,,,,871.13,301.09,19.32,,
2004-12-03,,,,,871.56,233.57,14.27,,
2004-12-06,,,,,875.0,182.85,11.24,,
2004-12-07,,,,,868.29,216.41,12.99,,
2004-12-08,,,,,868.9,203.77,11.53,,
2004-12-09,,,,,878.72,568.49,29.55,,
2004-12-10,,,,,868.43,298.85,16.9,,
2004-12-13,,,,,865.76,227.08,13.24,,
2004-12-14,,,,,862.06,256.01,13.86,,
2004-12-15,,,,,867.6,394.45,21.19,,
2004-12-16,,,,,867.0,341.45,18.33,,
2004-12-17,,,,,857.25,236.07,13.22,,
2004-12-20,,,,,845.68,279.11,16.23,,
2004-12-21,,,,,845.38,264.43,13.65,,
2004-12-22,,,,,865.08,529.83,27.71,,
2004-12-23,,,,,850.7,235.94,14.17,,
2004-12-24,,,,,851.78,245.77,14.81,,
2004-12-27,,,,,848.19,316.96,18.09,,
2004-12-28,,,,,848.63,289.35,15.76,,
2004-12-29,,,,,843.78,360.43,18.11,,
2004-12-30,,,,,843.53,358.23,19.29,,
2004-12-31,,,,,842.73,297.87,16.8,,
2005-01-04,989.98,49.47,2.6,,827.07,403.17,21.36,,0.12172284644194757
2005-01-05,1013.58,82.27,4.42,,831.43,302.09,17.06,,0.2590855803048066
2005-01-06,1005.47,73.25,3.86,,822.5,275.36,15.2,,0.25394736842105264
2005-01-07,1011.74,75.82,4.43,,823.62,306.61,16.41,,0.2699573430834857
2005-01-10,1023.64,59.69,3.34,,832.99,247.94,14.02,,0.2382310984308131
2005-01-11,1027.16,78.26,4.23,,837.86,245.01,13.84,,0.30563583815028905
2005-01-12,1024.92,76.25,4.15,,837.24,163.28,9.13,,0.45454545454545453
2005-01-13,1029.3,102.11,5.96,,834.22,209.67,10.51,,0.5670789724072313
2005-01-14,1011.88,86.41,4.9,,829.04,362.71,16.55,,0.2960725075528701
2005-01-17,986.66,92.12,5.24,,811.55,325.22,16.95,,0.3091445427728614
2005-01-18,1008.11,99.05,5.01,,817.31,371.93,17.57,,0.28514513375071143
2005-01-19,1002.46,116.23,5.79,,810.99,329.75,14.65,,0.39522184300341295
2005-01-20,989.44,110.84,5.74,,805.08,364.94,17.94,,0.31995540691192864
2005-01-21,1006.25,166.01,8.55,,831.85,740.78,37.93,,0.2254152385974163
2005-01-24,1028.01,177.84,9.57,,842.41,648.61,34.43,,0.2779552715654952
2005-01-25,1015.1,129.02,6.85,,841.64,411.93,22.49,,0.3045798132503335
2005-01-26,1006.84,120.59,6.44,,834.67,301.81,16.77,,0.38401908169350035
2005-01-27,989.41,115.18,5.88,,821.71,302.95,15.31,,0.3840627041149575
2005-01-28,963.01,107.39,5.34,,820.69,233.99,11.9,,0.4487394957983193
2005-01-31,924.17,114.39,5.68,,813.75,258.84,13.32,,0.4264264264264264
2005-02-01,905.8,110.75,5.54,,817.87,273.23,14.65,,0.3781569965870307
2005-02-02,958.39,152.89,7.85,,860.5,777.4,42.63,,0.18414262256626787
2005-02-03,936.86,138.6,6.94,,848.49,712.03,39.21,,0.17699566437133385
2005-02-04,952.39,127.72,6.26,,872.88,733.16,41.94,,0.1492608488316643
2005-02-16,966.39,125.15,6.08,,875.46,505.68,28.27,,0.2150689777148921
2005-02-17,973.81,112.75,5.33,,870.09,363.48,20.83,,0.25588094095055214
2005-02-18,964.01,107.92,5.23,,856.21,352.13,19.19,,0.27253778009379886
2005-02-21,983.61,131.16,6.67,,874.02,432.91,23.96,,0.2783806343906511
2005-02-22,1015.66,227.72,12.64,,887.07,667.45,37.48,,0.3372465314834579
2005-02-23,1032.9,261.38,15.38,,877.91,745.96,41.55,,0.3701564380264742
2005-02-24,1035.35,233.8,13.65,,877.35,547.59,31.0,,0.4403225806451613
2005-02-25,1032.41,225.67,13.28,,878.5,654.34,39.23,,0.3385164414988529
2005-02-28,1029.38,173.48,10.19,,868.89,484.75,28.23,,0.36096351399220683
2005-03-01,1030.82,147.05,8.2,,866.26,317.99,18.86,,0.43478260869565216
2005-03-02,1014.53,183.19,10.34,,855.88,595.19,35.92,,0.2878619153674833
2005-03-03,1020.25,132.79,7.0,,861.69,333.92,18.23,,0.38398244651673064
2005-03-04,1011.36,110.39,6.09,,859.49,298.3,17.88,,0.3406040268456376
2005-03-07,1013.59,97.23,5.57,,863.7,279.7,16.93,,0.3290017720023627
2005-03-08,1037.03,159.42,10.03,,876.34,525.75,31.59,,0.3175055397277619
2005-03-09,1042.18,188.01,10.7,,869.4,697.4,38.73,,0.27627162406403305
2005-03-10,1011.79,173.52,10.41,,851.53,559.16,29.48,,0.3531207598371777
2005-03-11,1017.45,140.17,8.24,,853.9,466.17,26.69,,0.3087298613713001
2005-03-14,1005.99,156.11,9.32,,857.61,553.75,35.49,,0.26260918568610875
2005-03-15,993.48,132.91,7.85,,840.96,466.76,27.52,,0.2852470930232558
2005-03-16,982.84,110.52,6.46,,832.82,390.44,23.23,,0.2780886784330607
2005-03-17,967.59,112.75,6.28,,826.68,348.31,20.39,,0.3079941147621383
2005-03-18,946.71,121.77,6.59,,821.03,340.3,19.58,,0.33656792645556693
2005-03-21,950.79,88.38,5.03,,823.13,271.08,14.52,,0.3464187327823692
2005-03-22,915.94,119.64,6.47,,808.1,421.3,21.82,,0.29651695692025665
2005-03-23,915.97,118.41,6.76,,801.98,403.38,22.84,,0.29597197898423816
2005-03-24,928.54,104.61,6.6,,808.18,368.01,21.03,,0.31383737517831667
2005-03-25,923.2,105.51,6.0,,806.43,274.12,14.08,,0.42613636363636365
2005-03-28,911.35,96.11,4.9,,805.56,219.96,12.57,,0.38981702466189344
2005-03-29,904.82,88.69,4.52,,802.74,279.15,15.78,,0.2864385297845374
2005-03-30,869.58,108.49,5.49,,790.58,338.95,18.59,,0.2953200645508338
2005-03-31,880.9,92.57,4.41,,795.67,329.99,17.09,,0.2580456407255705
2005-04-01,913.85,167.04,8.24,,822.91,720.14,38.47,,0.21419287756693528
2005-04-04,896.29,128.95,6.43,,808.59,458.19,25.66,,0.2505845674201091
2005-04-05,886.2,106.24,4.94,,801.89,402.22,22.8,,0.21666666666666667
2005-04-06,898.88,129.89,6.77,,816.88,541.76,31.59,,0.2143083254194365
2005-04-07,913.66,197.38,10.25,,824.61,819.43,48.02,,0.2134527280299875
2005-04-08,931.38,167.69,8.54,,838.06,485.47,29.01,,0.29438124784557046
2005-04-11,931.97,167.28,8.64,,830.91,549.51,31.85,,0.27127158555729985
2005-04-12,905.87,127.66,6.56,,818.47,321.37,17.8,,0.3685393258426966
2005-04-13,929.11,154.75,7.92,,835.63,573.5,31.42,,0.25206874602164225
2005-04-14,916.35,169.93,9.18,,826.01,463.11,25.17,,0.3647199046483909
2005-04-15,887.93,176.09,8.84,,817.09,365.7,21.13,,0.4183625177472788
2005-04-18,868.33,108.47,5.12,,806.39,361.84,20.96,,0.24427480916030533
2005-04-19,867.23,96.21,4.54,,809.36,360.91,21.13,,0.21486038807382868
2005-04-20,844.93,123.75,5.89,,798.52,291.19,15.67,,0.375877472878111
2005-04-21,826.05,142.53,6.4,,793.45,372.01,20.49,,0.312347486578819
2005-04-22,806.65,144.88,6.35,,794.82,372.18,20.99,,0.30252501191043357
2005-04-25,789.54,128.35,5.46,,790.75,402.64,19.75,,0.27645569620253163
2005-04-26,806.94,137.17,5.7,,792.3,381.0,19.55,,0.2915601023017903
2005-04-27,790.24,123.03,5.52,,782.43,412.66,21.87,,0.252400548696845
2005-04-28,813.63,153.06,7.01,,793.88,535.08,28.87,,0.24281260824385173
2005-04-29,802.28,137.69,5.77,,789.73,410.95,22.39,,0.2577043322912014
2005-05-09,771.08,96.44,4.26,,775.32,303.21,15.91,,0.2677561282212445
2005-05-10,773.2,117.81,5.05,,779.1,422.39,23.93,,0.21103217718345174
2005-05-11,772.08,112.08,4.8,,771.59,310.53,16.91,,0.2838557066824364
2005-05-12,769.02,124.64,5.34,,753.88,428.57,24.82,,0.21514907332796132
2005-05-13,779.49,122.15,4.91,,757.3,481.83,23.43,,0.2095603926589842
2005-05-16,776.54,93.58,3.67,,747.87,326.2,17.23,,0.2130005803830528
2005-05-17,785.44,118.02,4.42,,750.71,315.76,15.13,,0.29213483146067415
2005-05-18,794.57,122.29,4.52,,752.66,294.31,16.52,,0.27360774818401934
2005-05-19,794.49,107.5,4.0,,754.79,347.51,16.64,,0.24038461538461536
2005-05-20,787.9,122.68,4.55,,753.07,295.63,14.1,,0.32269503546099293
2005-05-23,758.68,117.99,4.42,,737.74,260.22,12.68,,0.34858044164037855
2005-05-24,777.77,111.16,4.11,,737.35,387.02,17.87,,0.22999440402909904
2005-05-25,781.99,119.07,4.43,,737.54,250.71,12.18,,0.3637110016420361
2005-05-26,772.87,110.98,4.31,,728.7,235.49,11.38,,0.3787346221441124
2005-05-27,767.27,102.17,3.94,,724.52,333.72,16.24,,0.24261083743842365
2005-05-30,776.41,83.86,3.26,,729.07,250.84,11.83,,0.2755705832628909
2005-05-31,775.74,98.18,3.54,,731.0,292.06,13.68,,0.25877192982456143
2005-06-01,760.51,108.01,3.82,,719.03,299.95,14.69,,0.2600408441116406
2005-06-02,756.82,108.63,4.33,,701.37,425.63,21.0,,0.2061904761904762
2005-06-03,756.91,102.36,3.74,,700.43,334.16,16.18,,0.23114956736711992
2005-06-06,766.73,89.59,3.4,,717.21,356.02,16.66,,0.20408163265306123
2005-06-07,767.91,141.2,5.51,,713.62,467.14,22.92,50.0,0.24040139616055844
2005-06-08,826.23,330.35,13.44,,772.13,1424.48,70.39,50.0,0.19093621253018894
2005-06-09,836.83,354.25,15.27,,778.58,1448.08,71.75,50.0,0.21282229965156793
2005-06-10,820.0,238.9,9.99,,766.66,1009.55,52.67,50.0,0.18967153977596354
2005-06-13,825.87,186.22,7.61,,759.92,675.69,33.05,50.0,0.23025718608169443
2005-06-14,807.36,166.26,6.57,,754.55,625.74,32.17,50.0,0.2042275411874417
2005-06-15,788.29,148.66,6.05,,745.22,472.44,24.9,50.0,0.2429718875502008
2005-06-16,797.43,140.3,6.47,,757.39,508.38,27.96,50.0,0.2314020028612303
2005-06-17,790.55,124.98,5.72,,762.18,639.63,33.99,50.0,0.16828478964401292
2005-06-20,813.12,163.6,7.71,,780.29,804.59,35.93,50.0,0.2145839131644865
2005-06-21,806.02,142.59,7.09,,770.3,461.73,20.68,50.0,0.3428433268858801
2005-06-22,810.03,141.47,6.85,,774.15,402.29,18.85,50.0,0.36339522546419095
2005-06-23,796.05,133.19,6.23,,768.33,317.34,15.25,50.0,0.40852459016393444
2005-06-24,799.7,139.28,5.88,,772.32,381.54,17.01,50.0,0.345679012345679
2005-06-27,822.88,228.41,10.96,,782.38,607.25,28.55,50.0,0.38388791593695276
2005-06-28,807.64,141.35,6.66,,775.63,360.95,15.73,50.0,0.4233947870311507
2005-06-29,805.1,132.2,7.33,,772.02,525.07,25.08,50.0,0.2922647527910686
2005-06-30,781.83,154.26,7.35,,758.72,429.54,18.94,50.0,0.38806758183738116
2005-07-01,743.12,187.26,7.03,,748.05,328.2,16.53,50.0,0.42528735632183906
2005-07-04,734.95,160.28,5.64,,747.09,295.2,12.92,50.0,0.43653250773993807
2005-07-05,729.36,118.87,4.5,,741.21,380.68,23.19,50.0,0.19404915912031045
2005-07-06,727.06,110.52,3.93,,734.77,285.76,15.31,50.0,0.2566949706074461
2005-07-07,732.05,107.83,3.9,,735.55,244.49,11.23,50.0,0.3472840605520926
2005-07-08,706.74,127.77,4.43,,727.56,262.78,12.84,50.0,0.3450155763239875
2005-07-11,694.83,126.45,4.49,,726.91,329.79,15.67,50.0,0.2865347798340779
2005-07-12,720.57,166.38,6.04,,753.06,726.45,36.61,50.0,0.16498224528817262
2005-07-13,711.95,141.41,5.12,,748.55,396.5,19.98,50.0,0.25625625625625625
2005-07-14,711.58,122.85,4.47,,753.64,419.55,21.39,50.0,0.20897615708274894
2005-07-15,690.49,129.69,4.44,,748.52,333.88,16.18,50.0,0.27441285537700866
2005-07-18,669.03,105.7,3.32,,746.92,293.76,13.62,50.0,0.24375917767988253
2005-07-19,677.02,92.03,2.85,,747.49,315.66,15.08,50.0,0.1889920424403183
2005-07-20,682.12,95.05,3.11,,753.55,390.0,18.21,50.0,0.17078528281164193
2005-07-21,679.02,111.15,3.65,,756.98,357.41,18.54,50.0,0.19687162891046386
2005-07-22,694.29,210.2,7.02,,768.72,1002.74,48.0,50.0,0.14625
2005-07-25,692.39,137.63,4.59,,764.65,406.6,21.23,50.0,0.21620348563353745
2005-07-26,709.1,202.59,6.76,,780.75,998.23,45.86,50.0,0.1474051460968164
2005-07-27,724.05,212.51,7.15,,792.49,787.33,36.41,50.0,0.1963746223564955
2005-07-28,725.81,246.5,8.42,,789.85,708.44,34.51,50.0,0.2439872500724428
2005-07-29,722.87,177.16,5.7,,788.63,563.5,24.01,50.0,0.23740108288213244
2005-08-01,729.9,137.27,4.64,,790.0,422.74,18.98,50.0,0.24446786090621705
2005-08-02,744.01,203.17,6.66,,797.35,460.65,21.54,50.0,0.30919220055710306
2005-08-03,751.89,296.6,9.96,,797.74,774.6,34.93,50.0,0.28514171199541943
2005-08-04,747.57,222.36,7.39,,795.15,462.09,19.89,50.0,0.37154348919054797
2005-08-05,772.15,279.48,10.67,,812.33,685.39,36.76,50.0,0.29026115342763875
2005-08-08,783.73,333.79,13.02,,812.72,650.89,33.7,50.0,0.38635014836795245
2005-08-09,799.41,296.27,11.17,,814.61,550.88,28.38,50.0,0.39358703312191684
2005-08-10,809.46,318.33,12.31,,822.16,700.32,32.89,50.0,0.37427789601702643
2005-08-11,817.62,336.46,13.28,,832.24,954.93,47.7,50.0,0.2784067085953878
2005-08-12,803.44,400.84,16.41,,822.33,1008.52,48.86,50.0,0.3358575521899304
2005-08-15,830.34,306.12,13.7,,839.51,993.37,55.19,50.0,0.24823337561152384
2005-08-16,833.49,386.96,15.86,,828.23,827.82,46.0,50.0,0.34478260869565214
2005-08-17,857.66,453.54,18.24,,833.84,715.17,37.98,50.0,0.4802527646129542
2005-08-18,826.42,586.26,22.89,,814.29,1546.58,75.65,50.0,0.3025776602775942
2005-08-19,827.46,434.23,16.5,,817.69,831.38,39.8,50.0,0.41457286432160806
2005-08-22,836.52,259.32,9.8,,823.08,825.99,41.51,50.0,0.2360876897133221
2005-08-23,819.17,258.88,9.76,,818.05,646.26,31.8,50.0,0.3069182389937107
2005-08-24,831.0,284.14,11.04,,825.45,742.88,36.47,50.0,0.30271455991225665
2005-08-25,843.88,297.12,10.98,,823.58,689.11,33.4,50.0,0.3287425149700599
2005-08-26,848.02,309.62,11.32,,822.2,596.95,28.42,50.0,0.39831104855735394
2005-08-29,842.15,301.37,10.43,,811.31,578.12,27.89,50.0,0.37396916457511653
2005-08-30,832.52,250.12,8.71,,809.06,413.09,19.61,50.0,0.4441611422743499
2005-08-31,850.73,272.05,10.29,,816.76,392.94,20.31,50.0,0.5066469719350074
2005-09-01,870.71,365.69,14.35,,827.9,663.81,33.29,50.0,0.43106037849203965
2005-09-02,880.86,386.71,15.93,,829.46,553.18,27.95,50.0,0.5699463327370304
2005-09-05,891.16,308.02,12.61,,829.34,576.21,27.14,50.0,0.46462785556374353
2005-09-06,864.93,392.29,15.25,,815.75,613.56,31.76,50.0,0.4801637279596977
2005-09-07,893.58,356.92,13.83,,825.12,593.96,31.03,50.0,0.4456977118917177
2005-09-08,897.37,408.49,16.59,,827.12,712.36,39.07,50.0,0.42462247248528284
2005-09-09,888.0,291.59,13.09,,823.64,548.48,27.15,50.0,0.4821362799263352
2005-09-12,894.16,205.17,8.51,,821.98,389.48,19.58,50.0,0.4346271705822268
2005-09-13,915.5,315.46,12.94,,829.92,518.56,24.38,50.0,0.5307629204265791
2005-09-14,927.82,426.83,17.64,,834.01,673.49,33.66,50.0,0.5240641711229947
2005-09-15,929.95,366.46,14.88,,833.51,501.91,25.1,50.0,0.5928286852589641
2005-09-16,930.41,296.69,11.99,,830.62,426.77,21.8,50.0,0.55
2005-09-19,947.9,363.3,14.44,,831.57,447.42,24.82,50.0,0.5817888799355359
2005-09-20,947.28,470.89,19.38,,827.27,580.75,28.49,50.0,0.6802386802386803
