date,position,asset_return,base_weight,trade_count,stop_exit_count,return_1x,nav_1x,realized_vol_for_scale,scale_raw,weight,return_tv25,nav_tv25
2020-04-03,CASH,0.0,1.0,18,7,0.0,1.1683717521958095,,1.0,1.0,0.0,1.1683717521958095
2020-04-07,CASH,0.0,0.0,18,7,0.0,1.1683717521958095,,1.0,0.0,0.0,1.1683717521958095
2020-04-08,159985.SZ,0.0,0.0,19,7,0.0,1.1683717521958095,,1.0,0.0,0.0,1.1683717521958095
2020-04-09,159985.SZ,0.0010193679918450993,1.0,19,7,0.0010193679918450993,1.1695627529625738,,1.0,1.0,0.0010193679918450993,1.1695627529625738
2020-04-10,159985.SZ,0.0010183299389001643,1.0,19,7,0.0010183299389001643,1.1707537537293382,,1.0,1.0,0.0010183299389001643,1.1707537537293382
2020-04-13,159985.SZ,-0.007121057985757906,1.0,19,7,-0.007121057985757906,1.1624167483619878,,1.0,1.0,-0.007121057985757906,1.1624167483619878
2020-04-14,518880.SH,0.0,1.0,20,7,0.0,1.1624167483619878,,1.0,1.0,0.0,1.1624167483619878
2020-04-15,518880.SH,-0.0026939655172414367,1.0,20,7,-0.0026939655172414367,1.1592852377252367,,1.0,1.0,-0.0026939655172414367,1.1592852377252367
2020-04-16,513520.SH,0.0075634792004322104,1.0,21,7,0.0075634792004322104,1.1680534675081398,,1.0,1.0,0.0075634792004322104,1.1680534675081398
2020-04-17,513520.SH,0.018143009605122717,1.0,21,7,0.018143009605122717,1.1892454727884367,,1.0,1.0,0.018143009605122717,1.1892454727884367
2020-04-20,513520.SH,-0.0031446540880503138,1.0,21,7,-0.0031446540880503138,1.1855057071507373,,1.0,1.0,-0.0031446540880503138,1.1855057071507373
2020-04-21,513030.SH,-0.013669821240799185,1.0,22,7,-0.013669821240799185,1.1693000560540394,,1.0,1.0,-0.013669821240799185,1.1693000560540394
2020-04-22,513030.SH,-0.009302325581395321,1.0,22,7,-0.009302325581395321,1.158422846230281,,1.0,1.0,-0.009302325581395321,1.158422846230281
2020-04-23,513030.SH,0.005868544600938996,1.0,22,7,0.005868544600938996,1.1652211023701302,,1.0,1.0,0.005868544600938996,1.1652211023701302
2020-04-24,513030.SH,-0.012835472578763163,1.0,22,7,-0.012835472578763163,1.1502649388624622,,1.0,1.0,-0.012835472578763163,1.1502649388624622
2020-04-27,513030.SH,0.014184397163120588,1.0,22,7,0.014184397163120588,1.1665807535980999,,1.0,1.0,0.014184397163120588,1.1665807535980999
2020-04-28,159941.SZ,0.012820512820512775,1.0,23,7,0.012820512820512775,1.1815369171057677,,1.0,1.0,0.012820512820512775,1.1815369171057677
2020-04-29,159941.SZ,0.028949950932286583,1.0,23,7,0.028949950932286583,1.2157423528806648,,1.0,1.0,0.028949950932286583,1.2157423528806648
2020-04-30,159941.SZ,0.03290414878397718,1.0,23,7,0.03290414878397718,1.2557453201428326,,1.0,1.0,0.03290414878397718,1.2557453201428326
2020-05-06,159915.SZ,-0.004616805170821747,1.0,24,7,-0.004616805170821747,1.2499477886555619,,1.0,1.0,-0.004616805170821747,1.2499477886555619
2020-05-07,159915.SZ,-0.0019714144898964614,1.0,24,7,-0.0019714144898964614,1.2474836234733924,0.2601128484676324,0.9611213035910804,0.9611213035910804,-0.0018947684644476318,1.2475794270034113
