date,position,asset_return,base_weight,trade_count,return_1x,nav_1x,scale_15,weight_15,return_15,nav_15,scale_17,weight_17,return_17,nav_17,scale_19,weight_19,return_19,nav_19,scale_21,weight_21,return_21,nav_21,scale_23,weight_23,return_23,nav_23,scale_25,weight_25,return_25,nav_25
2015-02-10,159915.SZ,0.024316109422492405,1.0,1,0.024316109422492405,1.0144491270319085,1.0,1.0,0.024316109422492405,1.0144491270319085,1.0,1.0,0.024316109422492405,1.0144491270319085,1.0,1.0,0.024316109422492405,1.0144491270319085,1.0,1.0,0.024316109422492405,1.0144491270319085,1.0,1.0,0.024316109422492405,1.0144491270319085,1.0,1.0,0.024316109422492405,1.0144491270319085
2015-02-11,159915.SZ,0.011869436201780381,1.0,1,0.011869436201780381,1.0264900662251655,1.0,1.0,0.011869436201780381,1.0264900662251655,1.0,1.0,0.011869436201780381,1.0264900662251655,1.0,1.0,0.011869436201780381,1.0264900662251655,1.0,1.0,0.011869436201780381,1.0264900662251655,1.0,1.0,0.011869436201780381,1.0264900662251655,1.0,1.0,0.011869436201780381,1.0264900662251655
2015-02-12,159915.SZ,0.008797653958944274,1.0,1,0.008797653958944274,1.0355207706201082,1.0,1.0,0.008797653958944274,1.0355207706201082,1.0,1.0,0.008797653958944274,1.0355207706201082,1.0,1.0,0.008797653958944274,1.0355207706201082,1.0,1.0,0.008797653958944274,1.0355207706201082,1.0,1.0,0.008797653958944274,1.0355207706201082,1.0,1.0,0.008797653958944274,1.0355207706201082
2015-02-13,159915.SZ,0.02383720930232558,1.0,1,0.02383720930232558,1.0602046959662852,1.0,1.0,0.02383720930232558,1.0602046959662852,1.0,1.0,0.02383720930232558,1.0602046959662852,1.0,1.0,0.02383720930232558,1.0602046959662852,1.0,1.0,0.02383720930232558,1.0602046959662852,1.0,1.0,0.02383720930232558,1.0602046959662852,1.0,1.0,0.02383720930232558,1.0602046959662852
2015-02-16,159915.SZ,0.03918228279386726,1.0,1,0.03918228279386726,1.1017459361830222,1.0,1.0,0.03918228279386726,1.1017459361830222,1.0,1.0,0.03918228279386726,1.1017459361830222,1.0,1.0,0.03918228279386726,1.1017459361830222,1.0,1.0,0.03918228279386726,1.1017459361830222,1.0,1.0,0.03918228279386726,1.1017459361830222,1.0,1.0,0.03918228279386726,1.1017459361830222
2015-02-17,159915.SZ,-0.005464480874316946,1.0,1,-0.005464480874316946,1.0957254665863936,1.0,1.0,-0.005464480874316946,1.0957254665863936,1.0,1.0,-0.005464480874316946,1.0957254665863936,1.0,1.0,-0.005464480874316946,1.0957254665863936,1.0,1.0,-0.005464480874316946,1.0957254665863936,1.0,1.0,-0.005464480874316946,1.0957254665863936,1.0,1.0,-0.005464480874316946,1.0957254665863936
2015-02-25,159915.SZ,-0.009340659340659418,1.0,1,-0.009340659340659418,1.085490668272125,1.0,1.0,-0.009340659340659418,1.085490668272125,1.0,1.0,-0.009340659340659418,1.085490668272125,1.0,1.0,-0.009340659340659418,1.085490668272125,1.0,1.0,-0.009340659340659418,1.085490668272125,1.0,1.0,-0.009340659340659418,1.085490668272125,1.0,1.0,-0.009340659340659418,1.085490668272125
2015-02-26,159915.SZ,0.006100942872989457,1.0,1,0.006100942872989457,1.0921131848284165,1.0,1.0,0.006100942872989457,1.0921131848284165,1.0,1.0,0.006100942872989457,1.0921131848284165,1.0,1.0,0.006100942872989457,1.0921131848284165,1.0,1.0,0.006100942872989457,1.0921131848284165,1.0,1.0,0.006100942872989457,1.0921131848284165,1.0,1.0,0.006100942872989457,1.0921131848284165
2015-02-27,159915.SZ,0.027012127894156412,1.0,1,0.027012127894156412,1.121613485851896,1.0,1.0,0.027012127894156412,1.121613485851896,1.0,1.0,0.027012127894156412,1.121613485851896,1.0,1.0,0.027012127894156412,1.121613485851896,1.0,1.0,0.027012127894156412,1.121613485851896,1.0,1.0,0.027012127894156412,1.121613485851896,1.0,1.0,0.027012127894156412,1.121613485851896
2015-03-02,159915.SZ,0.027375201288244666,1.0,1,0.027375201288244666,1.1523178807947014,1.0,1.0,0.027375201288244666,1.1523178807947014,1.0,1.0,0.027375201288244666,1.1523178807947014,1.0,1.0,0.027375201288244666,1.1523178807947014,1.0,1.0,0.027375201288244666,1.1523178807947014,1.0,1.0,0.027375201288244666,1.1523178807947014,1.0,1.0,0.027375201288244666,1.1523178807947014
2015-03-03,159915.SZ,-0.016196447230929945,1.0,1,-0.016196447230929945,1.133654425045153,1.0,1.0,-0.016196447230929945,1.133654425045153,1.0,1.0,-0.016196447230929945,1.133654425045153,1.0,1.0,-0.016196447230929945,1.133654425045153,1.0,1.0,-0.016196447230929945,1.133654425045153,1.0,1.0,-0.016196447230929945,1.133654425045153,1.0,1.0,-0.016196447230929945,1.133654425045153
2015-03-04,159915.SZ,0.030270844397238372,1.0,1,0.030270844397238372,1.1679711017459355,1.0,1.0,0.030270844397238372,1.1679711017459355,1.0,1.0,0.030270844397238372,1.1679711017459355,1.0,1.0,0.030270844397238372,1.1679711017459355,1.0,1.0,0.030270844397238372,1.1679711017459355,1.0,1.0,0.030270844397238372,1.1679711017459355,1.0,1.0,0.030270844397238372,1.1679711017459355
2015-03-05,159915.SZ,-0.0010309278350515427,1.0,1,-0.0010309278350515427,1.16676700782661,1.0,1.0,-0.0010309278350515427,1.16676700782661,1.0,1.0,-0.0010309278350515427,1.16676700782661,1.0,1.0,-0.0010309278350515427,1.16676700782661,1.0,1.0,-0.0010309278350515427,1.16676700782661,1.0,1.0,-0.0010309278350515427,1.16676700782661,1.0,1.0,-0.0010309278350515427,1.16676700782661
2015-03-06,159915.SZ,-0.029927760577915352,1.0,1,-0.029927760577915352,1.1318482841661643,1.0,1.0,-0.029927760577915352,1.1318482841661643,1.0,1.0,-0.029927760577915352,1.1318482841661643,1.0,1.0,-0.029927760577915352,1.1318482841661643,1.0,1.0,-0.029927760577915352,1.1318482841661643,1.0,1.0,-0.029927760577915352,1.1318482841661643,1.0,1.0,-0.029927760577915352,1.1318482841661643
2015-03-09,159915.SZ,0.025000000000000133,1.0,1,0.025000000000000133,1.1601444912703187,1.0,1.0,0.025000000000000133,1.1601444912703187,1.0,1.0,0.025000000000000133,1.1601444912703187,1.0,1.0,0.025000000000000133,1.1601444912703187,1.0,1.0,0.025000000000000133,1.1601444912703187,1.0,1.0,0.025000000000000133,1.1601444912703187,1.0,1.0,0.025000000000000133,1.1601444912703187
2015-03-10,513030.SH,0.023352361183186288,1.0,2,0.023352361183186288,1.187236604455147,1.0,1.0,0.023352361183186288,1.187236604455147,1.0,1.0,0.023352361183186288,1.187236604455147,1.0,1.0,0.023352361183186288,1.187236604455147,1.0,1.0,0.023352361183186288,1.187236604455147,1.0,1.0,0.023352361183186288,1.187236604455147,1.0,1.0,0.023352361183186288,1.187236604455147
2015-03-11,513030.SH,-0.019960079840319334,1.0,2,-0.019960079840319334,1.1635392670408726,1.0,1.0,-0.019960079840319334,1.1635392670408726,1.0,1.0,-0.019960079840319334,1.1635392670408726,1.0,1.0,-0.019960079840319334,1.1635392670408726,1.0,1.0,-0.019960079840319334,1.1635392670408726,1.0,1.0,-0.019960079840319334,1.1635392670408726,1.0,1.0,-0.019960079840319334,1.1635392670408726
2015-03-12,513030.SH,0.01731160896130346,1.0,2,0.01731160896130346,1.1836820038430058,1.0,1.0,0.01731160896130346,1.1836820038430058,1.0,1.0,0.01731160896130346,1.1836820038430058,1.0,1.0,0.01731160896130346,1.1836820038430058,1.0,1.0,0.01731160896130346,1.1836820038430058,1.0,1.0,0.01731160896130346,1.1836820038430058,1.0,1.0,0.01731160896130346,1.1836820038430058
2015-03-13,513030.SH,0.002002002002001957,1.0,2,0.002002002002001957,1.1860517375844333,1.0,1.0,0.002002002002001957,1.1860517375844333,1.0,1.0,0.002002002002001957,1.1860517375844333,1.0,1.0,0.002002002002001957,1.1860517375844333,1.0,1.0,0.002002002002001957,1.1860517375844333,1.0,1.0,0.002002002002001957,1.1860517375844333,1.0,1.0,0.002002002002001957,1.1860517375844333
2015-03-16,513030.SH,0.003996003996004083,1.0,2,0.003996003996004083,1.1907912050672882,1.0,1.0,0.003996003996004083,1.1907912050672882,1.0,1.0,0.003996003996004083,1.1907912050672882,1.0,1.0,0.003996003996004083,1.1907912050672882,1.0,1.0,0.003996003996004083,1.1907912050672882,1.0,1.0,0.003996003996004083,1.1907912050672882,1.0,1.0,0.003996003996004083,1.1907912050672882
2015-03-17,513030.SH,0.014925373134328401,1.0,2,0.014925373134328401,1.2085642081279941,1.0,1.0,0.014925373134328401,1.2085642081279941,1.0,1.0,0.014925373134328401,1.2085642081279941,1.0,1.0,0.014925373134328401,1.2085642081279941,1.0,1.0,0.014925373134328401,1.2085642081279941,1.0,1.0,0.014925373134328401,1.2085642081279941,1.0,1.0,0.014925373134328401,1.2085642081279941
2015-03-18,513030.SH,-0.006862745098039302,1.0,2,-0.006862745098039302,1.200270140032998,1.0,1.0,-0.006862745098039302,1.200270140032998,1.0,1.0,-0.006862745098039302,1.200270140032998,1.0,1.0,-0.006862745098039302,1.200270140032998,1.0,1.0,-0.006862745098039302,1.200270140032998,1.0,1.0,-0.006862745098039302,1.200270140032998,1.0,1.0,-0.006862745098039302,1.200270140032998
2015-03-19,513030.SH,0.0,1.0,2,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998,1.0,1.0,0.0,1.200270140032998
2015-03-20,513030.SH,-0.001974333662388972,1.0,2,-0.001974333662388972,1.1979004062915706,1.0,1.0,-0.001974333662388972,1.1979004062915706,1.0,1.0,-0.001974333662388972,1.1979004062915706,1.0,1.0,-0.001974333662388972,1.1979004062915706,1.0,1.0,-0.001974333662388972,1.1979004062915706,1.0,1.0,-0.001974333662388972,1.1979004062915706,1.0,1.0,-0.001974333662388972,1.1979004062915706
2015-03-23,513030.SH,0.011869436201780381,1.0,2,0.011869436201780381,1.2121188087401351,1.0,1.0,0.011869436201780381,1.2121188087401351,1.0,1.0,0.011869436201780381,1.2121188087401351,1.0,1.0,0.011869436201780381,1.2121188087401351,1.0,1.0,0.011869436201780381,1.2121188087401351,1.0,1.0,0.011869436201780381,1.2121188087401351,1.0,1.0,0.011869436201780381,1.2121188087401351
2015-03-24,513030.SH,-0.003910068426197455,1.0,2,-0.003910068426197455,1.2073793412572802,1.0,1.0,-0.003910068426197455,1.2073793412572802,1.0,1.0,-0.003910068426197455,1.2073793412572802,1.0,1.0,-0.003910068426197455,1.2073793412572802,1.0,1.0,-0.003910068426197455,1.2073793412572802,1.0,1.0,-0.003910068426197455,1.2073793412572802,1.0,1.0,-0.003910068426197455,1.2073793412572802
2015-03-25,513030.SH,0.013738959764475034,1.0,2,0.013738959764475034,1.2239674774472724,1.0,1.0,0.013738959764475034,1.2239674774472724,1.0,1.0,0.013738959764475034,1.2239674774472724,1.0,1.0,0.013738959764475034,1.2239674774472724,1.0,1.0,0.013738959764475034,1.2239674774472724,1.0,1.0,0.013738959764475034,1.2239674774472724,1.0,1.0,0.013738959764475034,1.2239674774472724
2015-03-26,513030.SH,-0.007744433688286589,1.0,2,-0.007744433688286589,1.2144885424815626,1.0,1.0,-0.007744433688286589,1.2144885424815626,1.0,1.0,-0.007744433688286589,1.2144885424815626,1.0,1.0,-0.007744433688286589,1.2144885424815626,1.0,1.0,-0.007744433688286589,1.2144885424815626,1.0,1.0,-0.007744433688286589,1.2144885424815626,1.0,1.0,-0.007744433688286589,1.2144885424815626
2015-03-27,513030.SH,0.0009756097560975618,1.0,2,0.0009756097560975618,1.2156734093522763,1.0,1.0,0.0009756097560975618,1.2156734093522763,1.0,1.0,0.0009756097560975618,1.2156734093522763,1.0,1.0,0.0009756097560975618,1.2156734093522763,1.0,1.0,0.0009756097560975618,1.2156734093522763,1.0,1.0,0.0009756097560975618,1.2156734093522763,1.0,1.0,0.0009756097560975618,1.2156734093522763
2015-03-30,513030.SH,-0.006822612085770063,1.0,2,-0.006822612085770063,1.2073793412572802,1.0,1.0,-0.006822612085770063,1.2073793412572802,1.0,1.0,-0.006822612085770063,1.2073793412572802,1.0,1.0,-0.006822612085770063,1.2073793412572802,1.0,1.0,-0.006822612085770063,1.2073793412572802,1.0,1.0,-0.006822612085770063,1.2073793412572802,1.0,1.0,-0.006822612085770063,1.2073793412572802
2015-03-31,513030.SH,0.0029440628066732533,1.0,2,0.0029440628066732533,1.2109339418694214,1.0,1.0,0.0029440628066732533,1.2109339418694214,1.0,1.0,0.0029440628066732533,1.2109339418694214,1.0,1.0,0.0029440628066732533,1.2109339418694214,1.0,1.0,0.0029440628066732533,1.2109339418694214,1.0,1.0,0.0029440628066732533,1.2109339418694214,1.0,1.0,0.0029440628066732533,1.2109339418694214
2015-04-01,513030.SH,-0.005870841487279899,1.0,2,-0.005870841487279899,1.203824740645139,1.0,1.0,-0.005870841487279899,1.203824740645139,1.0,1.0,-0.005870841487279899,1.203824740645139,1.0,1.0,-0.005870841487279899,1.203824740645139,1.0,1.0,-0.005870841487279899,1.203824740645139,1.0,1.0,-0.005870841487279899,1.203824740645139,1.0,1.0,-0.005870841487279899,1.203824740645139
2015-04-02,513030.SH,0.004921259842519676,1.0,2,0.004921259842519676,1.2097490749987077,1.0,1.0,0.004921259842519676,1.2097490749987077,1.0,1.0,0.004921259842519676,1.2097490749987077,1.0,1.0,0.004921259842519676,1.2097490749987077,1.0,1.0,0.004921259842519676,1.2097490749987077,1.0,1.0,0.004921259842519676,1.2097490749987077,1.0,1.0,0.004921259842519676,1.2097490749987077
2015-04-03,513030.SH,-0.0009794319294808007,1.0,2,-0.0009794319294808007,1.2085642081279941,1.0,1.0,-0.0009794319294808007,1.2085642081279941,1.0,1.0,-0.0009794319294808007,1.2085642081279941,1.0,1.0,-0.0009794319294808007,1.2085642081279941,1.0,1.0,-0.0009794319294808007,1.2085642081279941,1.0,1.0,-0.0009794319294808007,1.2085642081279941,1.0,1.0,-0.0009794319294808007,1.2085642081279941
2015-04-07,513030.SH,0.006862745098039191,1.0,2,0.006862745098039191,1.2168582762229903,1.0,1.0,0.006862745098039191,1.2168582762229903,1.0,1.0,0.006862745098039191,1.2168582762229903,1.0,1.0,0.006862745098039191,1.2168582762229903,1.0,1.0,0.006862745098039191,1.2168582762229903,1.0,1.0,0.006862745098039191,1.2168582762229903,1.0,1.0,0.006862745098039191,1.2168582762229903
2015-04-08,513030.SH,-0.0009737098344692052,1.0,2,-0.0009737098344692052,1.2156734093522767,1.0,1.0,-0.0009737098344692052,1.2156734093522767,1.0,1.0,-0.0009737098344692052,1.2156734093522767,1.0,1.0,-0.0009737098344692052,1.2156734093522767,1.0,1.0,-0.0009737098344692052,1.2156734093522767,1.0,1.0,-0.0009737098344692052,1.2156734093522767,1.0,1.0,-0.0009737098344692052,1.2156734093522767
2015-04-09,513030.SH,-0.006822612085770063,1.0,2,-0.006822612085770063,1.2073793412572806,1.0,1.0,-0.006822612085770063,1.2073793412572806,1.0,1.0,-0.006822612085770063,1.2073793412572806,1.0,1.0,-0.006822612085770063,1.2073793412572806,1.0,1.0,-0.006822612085770063,1.2073793412572806,1.0,1.0,-0.006822612085770063,1.2073793412572806,1.0,1.0,-0.006822612085770063,1.2073793412572806
2015-04-10,513030.SH,0.012757605495584023,1.0,2,0.012757605495584023,1.2227826105765591,1.0,1.0,0.012757605495584023,1.2227826105765591,1.0,1.0,0.012757605495584023,1.2227826105765591,1.0,1.0,0.012757605495584023,1.2227826105765591,1.0,1.0,0.012757605495584023,1.2227826105765591,1.0,1.0,0.012757605495584023,1.2227826105765591,1.0,1.0,0.012757605495584023,1.2227826105765591
2015-04-13,513030.SH,-0.0009689922480621282,1.0,2,-0.0009689922480621282,1.2215977437058452,1.0,1.0,-0.0009689922480621282,1.2215977437058452,1.0,1.0,-0.0009689922480621282,1.2215977437058452,1.0,1.0,-0.0009689922480621282,1.2215977437058452,1.0,1.0,-0.0009689922480621282,1.2215977437058452,1.0,1.0,-0.0009689922480621282,1.2215977437058452,1.0,1.0,-0.0009689922480621282,1.2215977437058452
2015-04-14,513030.SH,-0.008729388942773864,1.0,2,-0.008729388942773864,1.2109339418694218,1.0,1.0,-0.008729388942773864,1.2109339418694218,1.0,1.0,-0.008729388942773864,1.2109339418694218,1.0,1.0,-0.008729388942773864,1.2109339418694218,1.0,1.0,-0.008729388942773864,1.2109339418694218,1.0,1.0,-0.008729388942773864,1.2109339418694218,1.0,1.0,-0.008729388942773864,1.2109339418694218
2015-04-15,513030.SH,-0.008806262230919848,1.0,2,-0.008806262230919848,1.2002701400329983,1.0,1.0,-0.008806262230919848,1.2002701400329983,1.0,1.0,-0.008806262230919848,1.2002701400329983,1.0,1.0,-0.008806262230919848,1.2002701400329983,1.0,1.0,-0.008806262230919848,1.2002701400329983,1.0,1.0,-0.008806262230919848,1.2002701400329983,1.0,1.0,-0.008806262230919848,1.2002701400329983
2015-04-16,513030.SH,0.001974333662388972,1.0,2,0.001974333662388972,1.2026398737744257,1.0,1.0,0.001974333662388972,1.2026398737744257,1.0,1.0,0.001974333662388972,1.2026398737744257,1.0,1.0,0.001974333662388972,1.2026398737744257,1.0,1.0,0.001974333662388972,1.2026398737744257,1.0,1.0,0.001974333662388972,1.2026398737744257,1.0,1.0,0.001974333662388972,1.2026398737744257
2015-04-17,159915.SZ,-0.0009852216748766907,1.0,3,-0.0009852216748766907,1.2014550069037122,1.0,1.0,-0.0009852216748766907,1.2014550069037122,1.0,1.0,-0.0009852216748766907,1.2014550069037122,1.0,1.0,-0.0009852216748766907,1.2014550069037122,1.0,1.0,-0.0009852216748766907,1.2014550069037122,1.0,1.0,-0.0009852216748766907,1.2014550069037122,1.0,1.0,-0.0009852216748766907,1.2014550069037122
2015-04-20,159915.SZ,-0.021114864864864802,1.0,3,-0.021114864864864802,1.1760864467917251,1.0,1.0,-0.021114864864864802,1.1760864467917251,1.0,1.0,-0.021114864864864802,1.1760864467917251,1.0,1.0,-0.021114864864864802,1.1760864467917251,1.0,1.0,-0.021114864864864802,1.1760864467917251,1.0,1.0,-0.021114864864864802,1.1760864467917251,1.0,1.0,-0.021114864864864802,1.1760864467917251
2015-04-21,159915.SZ,0.0767903364969802,1.0,3,0.0767903364969802,1.2663985207903996,1.0,1.0,0.0767903364969802,1.2663985207903996,1.0,1.0,0.0767903364969802,1.2663985207903996,1.0,1.0,0.0767903364969802,1.2663985207903996,1.0,1.0,0.0767903364969802,1.2663985207903996,1.0,1.0,0.0767903364969802,1.2663985207903996,1.0,1.0,0.0767903364969802,1.2663985207903996
2015-04-22,159915.SZ,0.011217948717948678,1.0,3,0.011217948717948678,1.2806049144531124,1.0,1.0,0.011217948717948678,1.2806049144531124,1.0,1.0,0.011217948717948678,1.2806049144531124,1.0,1.0,0.011217948717948678,1.2806049144531124,1.0,1.0,0.011217948717948678,1.2806049144531124,1.0,1.0,0.011217948717948678,1.2806049144531124,1.0,1.0,0.011217948717948678,1.2806049144531124
2015-04-23,159915.SZ,0.02931854199683026,1.0,3,0.02931854199683026,1.3181503834188533,1.0,1.0,0.02931854199683026,1.3181503834188533,1.0,1.0,0.02931854199683026,1.3181503834188533,1.0,1.0,0.02931854199683026,1.3181503834188533,1.0,1.0,0.02931854199683026,1.3181503834188533,1.0,1.0,0.02931854199683026,1.3181503834188533,1.0,1.0,0.02931854199683026,1.3181503834188533
2015-04-24,159915.SZ,0.018090839107005374,1.0,3,0.018090839107005374,1.3419968299241212,1.0,1.0,0.018090839107005374,1.3419968299241212,1.0,1.0,0.018090839107005374,1.3419968299241212,1.0,1.0,0.018090839107005374,1.3419968299241212,1.0,1.0,0.018090839107005374,1.3419968299241212,1.0,1.0,0.018090839107005374,1.3419968299241212,1.0,1.0,0.018090839107005374,1.3419968299241212
2015-04-27,159915.SZ,0.001890359168241984,1.0,3,0.001890359168241984,1.3445336859353199,1.0,1.0,0.001890359168241984,1.3445336859353199,1.0,1.0,0.001890359168241984,1.3445336859353199,1.0,1.0,0.001890359168241984,1.3445336859353199,1.0,1.0,0.001890359168241984,1.3445336859353199,1.0,1.0,0.001890359168241984,1.3445336859353199,1.0,1.0,0.001890359168241984,1.3445336859353199
2015-04-28,159915.SZ,-0.02528301886792439,1.0,3,-0.02528301886792439,1.3105398153852572,1.0,1.0,-0.02528301886792439,1.3105398153852572,1.0,1.0,-0.02528301886792439,1.3105398153852572,1.0,1.0,-0.02528301886792439,1.3105398153852572,1.0,1.0,-0.02528301886792439,1.3105398153852572,1.0,1.0,-0.02528301886792439,1.3105398153852572,1.0,1.0,-0.02528301886792439,1.3105398153852572
