date,layer,holding,holding_fraction,is_signal,target,pending_entry_target,pending_entry_days,pre_trade_holding,pre_trade_fraction,asset_component,cash_component,trade_cost,base_trade_cost,effective_turnover,scale_raw,base_weight,weight,realized_vol,scale_tc,return,nav,base_holding,base_fraction,effective_holding,effective_fraction,active_score_overlay,overlay_on,overlay_triggered,overlay_recovered,trade_id,score_peak_overlay,score_decay_ratio_overlay,waiting_for_new_peak,pre_suba_overheat_holding,pre_suba_overheat_fraction,suba_same_side_overheat_bias,suba_same_side_overheat_bias_mom,suba_same_side_overheat_signal,suba_same_side_overheat_on,suba_same_side_overheat_triggered,suba_same_side_overheat_recovered,suba_volume_rule_on,suba_volume_rule_scale,suba_volume_rule_name,suba_volume_zz2000_amount,suba_volume_zz2000_streak,suba_volume_zz2000_signal,suba_volume_cyb_amount,suba_volume_cyb_streak,suba_volume_cyb_signal,suba_volume_combined_signal,suba_volume_severe_ratio_value,suba_volume_severe_ratio_ma_value,suba_volume_severe_ratio_streak,suba_volume_severe_ratio_signal,suba_volume_old_combined_signal,suba_volume_combined_scale,suba_volume_clear_signal,suba_volume_clear_ratio_rule,suba_volume_clear_ratio_enabled,suba_volume_clear_ratio_unavailable,suba_volume_clear_ratio_numerator_source,suba_volume_clear_ratio_denominator_source,suba_volume_combined_unresolved,suba_volume_zz2000_source,suba_volume_cyb_source,suba_volume_partial_unavailable,suba_volume_unresolved
2010-10-20,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,0.0030117501790825063,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0030117501790825063,1.0920398889411815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-21,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.017487511738571215,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.017487511738571215,1.0729428285643345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-22,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.006321132824108622,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.006321132824108622,1.0661606144323046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-25,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,0.028411846487115477,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.028411846487115477,1.096452206140164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-26,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.009694964277573881,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.009694964277573881,1.085822141169568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-27,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.02061152006984246,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.02061152006984246,1.0634416963145723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-28,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.0005105327774199697,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.0005105327774199697,1.0628987744717286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-29,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.015623796493361652,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.015623796493361652,1.046292260326339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-01,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,0.02237450632358806,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.02237450632358806,1.069702533121332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,01_equity_naked,0.399606,1.0,True,0.399606,,0,1.H00016,1.0,-0.0030251274903928538,0.0,0.002,0.0,2.0,1.0,1.0,1.0,,0.0,-0.005019077235412062,1.06433361348868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-03,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.03211090153957641,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.03211090153957641,1.0301569016206835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-04,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.016424916723464245,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.016424916723464245,1.0470771429419052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-05,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.013713379044596907,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.013713379044596907,1.0614361086920012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-08,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.03248737585480854,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.03248737585480854,1.0959193825009437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-09,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.007760262044197219,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.007760262044197219,1.1044240040884659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-10,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.023244777536017835,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.023244777536017835,1.1300960943689402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-11,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.0077618418404402645,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.0077618418404402645,1.1213244672199492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-12,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.044563012611341546,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.044563012611341546,1.0713548708458207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-15,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.06126254188319802,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.06126254188319802,1.136988793492781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-16,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.01947396802755419,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.01947396802755419,1.114847110080615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-17,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.03625316006564061,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.03625316006564061,1.0744303793501455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-18,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.016116265370738514,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.016116265370738514,1.0917461844661358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-19,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.04563447132673293,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.04563447132673293,1.1415674444172257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-22,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.018876096918665652,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.018876096918665652,1.1631157821372387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-23,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.007286423615834536,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.007286423615834536,1.1715907364401532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-24,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.02108497294742273,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.02108497294742273,1.1962936954234449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-25,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.018285374180588843,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.018285374180588843,1.1744190175727478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-26,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.008150961190309891,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.008150961190309891,1.1839916614061452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-29,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.020137479432375427,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.020137479432375427,1.2078342691358155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.03164453323290051,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.03164453323290051,1.169612917466311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-01,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.0036610215349234254,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.0036610215349234254,1.1653309393879423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-02,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.0005685675492190789,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0005685675492190789,1.1659935087441793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-03,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.016894671223930624,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.016894671223930624,1.146294431764709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-06,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.020342492343527696,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.020342492343527696,1.122975946063107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-07,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,0.024067208538443463,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.024067208538443463,1.1500028423406636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-08,01_equity_naked,0.399606,1.0,False,,,0,0.399606,1.0,-0.0012468827930175452,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.0012468827930175452,1.1485689235846277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-09,01_equity_naked,cash,0.0,True,cash,,0,0.399606,1.0,-0.013543415558138538,0.0,0.001,0.0,1.0,1.0,0.0,0.0,,0.0,-0.014529872142580391,1.131880363978002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-10,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1320174912503707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-13,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1321546351357044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-14,01_equity_naked,1.H00016,1.0,True,1.H00016,,0,cash,0.0,0.0,0.0001211499702025165,0.001,0.0,1.0,1.0,1.0,1.0,,0.0,-0.0008789711797676514,1.1311595038403797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-15,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.007684232077748487,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.007684232077748487,1.1224674116959195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-16,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.008498794979740598,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.008498794979740598,1.1129277912924758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-17,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.002169475916603658,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.002169475916603658,1.110513321252348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-20,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.016049092385444497,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.016049092385444497,1.0926905903643023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-21,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,0.024856372376597546,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.024856372376597546,1.1198509145708015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-22,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.013297193596930379,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.013297193596930379,1.1049600401600541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-23,01_equity_naked,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.002131606642764239,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.002131606642764239,1.10260469999846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-24,01_equity_naked,cash,0.0,True,cash,,0,1.H00016,1.0,-0.0021897875459183647,0.0,0.001,0.0,1.0,1.0,0.0,0.0,,0.0,-0.003187597758372407,1.099090039728374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-27,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.099223194453937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-28,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.099356365311191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-29,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.0994895523020904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-30,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.0996227554285898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.099755974692644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-04,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.099889210096208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-05,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1000224616412373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-06,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1001557293296873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1002890131635137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-10,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1004223131446726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-11,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1005556292751204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-12,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1006889615568134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-13,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1008223099917083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-14,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1009556745817621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-17,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.101089055328932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1012224522351755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-19,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.10135586530245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-20,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0001211499702025165,1.1014892945327137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,01_equity_naked,1.H00016,1.0,True,1.H00016,,0,cash,0.0,0.0,0.0001211499702025165,0.001,0.0,1.0,1.0,1.0,1.0,,0.0,-0.0008789711797676514,1.100521117187997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-24,01_equity_naked,1.H20955,1.0,True,1.H20955,,0,1.H00016,1.0,-0.007313350375968142,0.0,0.002,0.0,2.0,1.0,1.0,1.0,,0.0,-0.009298723675216225,1.0902876754205255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25,01_equity_naked,1.H20955,1.0,False,,,0,1.H20955,1.0,-0.0018179991576541266,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,-0.0018179991576541266,1.0883055333450102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-26,01_equity_naked,cash,0.0,True,cash,,0,1.H20955,1.0,0.010136240203924896,0.0,0.001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.009126103963720933,1.0982375227866095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-27,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,1.0983705742297702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-28,01_equity_naked,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,1.0985036417921095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,01_equity_naked,1.H20955,1.0,True,1.H20955,,0,cash,0.0,0.0,0.0001211499702025165,0.001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0008789711797676514,1.0975380887501045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01,01_equity_naked,1.H20955,1.0,False,,,0,1.H20955,1.0,-0.0024645948588101207,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0024645948588101207,1.0948331020192228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-09,01_equity_naked,1.H20955,1.0,False,,,0,1.H20955,1.0,-0.005716742451834733,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.005716742451834733,1.0885742231472355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
