layer,year,return
04_plus_half_entry,2010,0.08950043060481971
04_plus_half_entry,2011,-0.009268271833623887
04_plus_half_entry,2012,0.09370742032076751
04_plus_half_entry,2013,0.14861520437436138
04_plus_half_entry,2014,1.2880333270292161
04_plus_half_entry,2015,0.919001887299836
04_plus_half_entry,2016,-0.06512977573897405
04_plus_half_entry,2017,0.13688914753721693
04_plus_half_entry,2018,-0.13602703777429248
04_plus_half_entry,2019,0.2964302358332529
04_plus_half_entry,2020,0.1685784259765135
04_plus_half_entry,2021,0.3246690218651185
04_plus_half_entry,2022,0.0662234946885556
04_plus_half_entry,2023,-0.11312186385045586
04_plus_half_entry,2024,0.16394741717787054
04_plus_half_entry,2025,0.48789470747479724
04_plus_half_entry,2026,0.1299706475871092
05_plus_switch_buffer,2010,0.08950043060481971
05_plus_switch_buffer,2011,-0.003066474157000343
05_plus_switch_buffer,2012,0.10016684389720698
05_plus_switch_buffer,2013,0.12778862816319547
05_plus_switch_buffer,2014,1.2498032471854974
05_plus_switch_buffer,2015,0.9883927618030721
05_plus_switch_buffer,2016,-0.06144449338584401
05_plus_switch_buffer,2017,0.1514197079898687
05_plus_switch_buffer,2018,-0.13887560505697494
05_plus_switch_buffer,2019,0.2964302358332529
05_plus_switch_buffer,2020,0.14687340455058306
05_plus_switch_buffer,2021,0.355584898436492
05_plus_switch_buffer,2022,0.07830701450376787
05_plus_switch_buffer,2023,-0.11155716130452564
05_plus_switch_buffer,2024,0.1762792143713685
05_plus_switch_buffer,2025,0.5393073569561084
05_plus_switch_buffer,2026,0.1299706475871092
06_plus_target_vol,2010,0.08950043060481971
06_plus_target_vol,2011,-0.025786104710739277
06_plus_target_vol,2012,0.127205077628604
06_plus_target_vol,2013,0.16094500441667559
06_plus_target_vol,2014,2.257914780595961
06_plus_target_vol,2015,1.6626109183293196
06_plus_target_vol,2016,-0.11576625243913463
06_plus_target_vol,2017,0.21293739379843313
06_plus_target_vol,2018,-0.21935586746338487
06_plus_target_vol,2019,0.4376165956408655
06_plus_target_vol,2020,0.18975099480067503
06_plus_target_vol,2021,0.5344817382233804
06_plus_target_vol,2022,0.09460042663331758
06_plus_target_vol,2023,-0.1782326569481103
06_plus_target_vol,2024,0.2364238529306142
06_plus_target_vol,2025,0.8558017422737048
06_plus_target_vol,2026,0.19046579798669083
07_plus_cash_peak,2010,0.08308216978321536
07_plus_cash_peak,2011,0.03302155566247822
07_plus_cash_peak,2012,0.1704574684967124
07_plus_cash_peak,2013,0.22914174480861882
07_plus_cash_peak,2014,1.516453207623135
07_plus_cash_peak,2015,1.0735300265593484
07_plus_cash_peak,2016,-0.04805931208819081
07_plus_cash_peak,2017,0.20435040340438415
07_plus_cash_peak,2018,-0.13855817093990563
07_plus_cash_peak,2019,0.5369756139272766
07_plus_cash_peak,2020,0.24284035654565073
07_plus_cash_peak,2021,0.4783842132305325
07_plus_cash_peak,2022,0.18128572922733288
07_plus_cash_peak,2023,-0.1530929159200184
07_plus_cash_peak,2024,0.36950986912242456
07_plus_cash_peak,2025,0.6417002460039609
07_plus_cash_peak,2026,0.2586232094295211
08_plus_same_side_overheat,2010,0.08308216978321536
08_plus_same_side_overheat,2011,0.03302155566247822
08_plus_same_side_overheat,2012,0.1704574684967124
08_plus_same_side_overheat,2013,0.22914174480861882
08_plus_same_side_overheat,2014,1.516453207623135
08_plus_same_side_overheat,2015,1.2702889987862367
08_plus_same_side_overheat,2016,-0.04805931208819092
08_plus_same_side_overheat,2017,0.20435040340438415
08_plus_same_side_overheat,2018,-0.13855817093990563
08_plus_same_side_overheat,2019,0.5369756139272766
08_plus_same_side_overheat,2020,0.24284035654565028
08_plus_same_side_overheat,2021,0.4783842132305327
08_plus_same_side_overheat,2022,0.18128572922733288
08_plus_same_side_overheat,2023,-0.1530929159200184
08_plus_same_side_overheat,2024,0.5235515505081529
08_plus_same_side_overheat,2025,0.6439200826967875
08_plus_same_side_overheat,2026,0.2586232094295211
09_plus_volume_overlay,2010,0.08308216978321536
09_plus_volume_overlay,2011,0.026923880972832492
09_plus_volume_overlay,2012,0.14388357204703262
09_plus_volume_overlay,2013,0.3244480993348473
09_plus_volume_overlay,2014,0.45118799664975384
09_plus_volume_overlay,2015,1.5143167256067978
09_plus_volume_overlay,2016,-0.08877836119961802
09_plus_volume_overlay,2017,0.0839037094987225
09_plus_volume_overlay,2018,-0.06224648113812603
09_plus_volume_overlay,2019,0.5793305456793414
09_plus_volume_overlay,2020,0.4580652468055868
09_plus_volume_overlay,2021,0.5155916806796361
09_plus_volume_overlay,2022,0.14588833204764984
09_plus_volume_overlay,2023,-0.13034547961102527
09_plus_volume_overlay,2024,0.712994524920092
09_plus_volume_overlay,2025,0.7865352393326936
09_plus_volume_overlay,2026,0.25499939722286213
