candidate,scenario,rules_json,cost_bps,avg_suba,latest_suba,avg_subd,latest_subd,latest_subb,rebalance_count,allocation_turnover,ann_return_full,ann_vol_full,sharpe_repo_full,max_dd_full,rows_full,ann_return_last_10y,ann_vol_last_10y,sharpe_repo_last_10y,max_dd_last_10y,rows_last_10y,ann_return_last_5y,ann_vol_last_5y,sharpe_repo_last_5y,max_dd_last_5y,rows_last_5y,ann_return_last_3y,ann_vol_last_3y,sharpe_repo_last_3y,max_dd_last_3y,rows_last_3y,ann_return_last_1y,ann_vol_last_1y,sharpe_repo_last_1y,max_dd_last_1y,rows_last_1y
subd_dd_7_8_weekly_step5_cost5bps,subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",5,0.10000000000000002,0.1,0.21051295752070534,0.25,0.35000000000000003,117,15.899999999999997,0.30521005420599123,0.09456899927321731,3.227379548811924,-0.08012431789081009,3743,0.34068702879788826,0.09741508762535113,3.4972716968457407,-0.06697060065341831,2597,0.3951603755358084,0.10040662308598475,3.9356006943626296,-0.06697060065341798,1300,0.5442831242414108,0.10797432039997425,5.040857142931743,-0.0669706006534182,781,0.6246930664475183,0.11424496406531152,5.4680140307138085,-0.0534245212297747,260
subd_dd_7_8_weekly_step5_cost10bps,subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",10,0.10000000000000002,0.1,0.21051295752070534,0.25,0.35000000000000003,117,15.899999999999997,0.30449115890947076,0.09456767517005495,3.2198228238340847,-0.08030803525227237,3743,0.3399097578315904,0.09741833125835173,3.4891765588773596,-0.06706386398198949,2597,0.39446277313390365,0.10040818065137264,3.928591979009343,-0.06706386398198949,1300,0.5438196682640226,0.10798082629356175,5.036261407979681,-0.06706386398198949,781,0.6242031933276164,0.11426128892413084,5.462945492782647,-0.05351963586434738,260
subd_dd_7_8_weekly_step5_cost20bps,subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",20,0.10000000000000002,0.1,0.21051295752070534,0.25,0.35000000000000003,117,15.899999999999997,0.3030543915571484,0.09456628903032524,3.2046767898438504,-0.08067540108755311,3743,0.33835639089803426,0.09742609517471162,3.4729544511793145,-0.06725039063913285,2597,0.3930684432428637,0.10041245689456002,3.914538647885218,-0.06725039063913296,1300,0.5428930575649307,0.10799450155027246,5.027043504730737,-0.06725039063913285,781,0.6232237668415948,0.11429456367831008,5.4527857387487035,-0.05370986513349252,260
suba_dd_5_8_plus_subd_dd_7_8_weekly_step5_cost0bps,suba_dd_5_8_plus_subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.05, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-A"", ""step"": 0.05}, {""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",0,0.1060646540208389,0.15000000000000002,0.21051295752070534,0.25,0.30000000000000004,164,23.099999999999994,0.3188292892459017,0.09639818374633619,3.307420086719419,-0.07225468769807297,3743,0.3519013689680133,0.09881238360919807,3.5613083716285954,-0.06164964804081208,2597,0.4071433397379727,0.10131454684213484,4.0186069269240345,-0.06164964804081208,1300,0.5657737651331134,0.1092798882622602,5.177290845826233,-0.06164964804081219,781,0.6481203958872588,0.11380298788309905,5.6951087835498875,-0.04753514158942573,260
suba_dd_5_8_plus_subd_dd_7_8_weekly_step5_cost5bps,suba_dd_5_8_plus_subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.05, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-A"", ""step"": 0.05}, {""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",5,0.1060646540208389,0.15000000000000002,0.21051295752070534,0.25,0.30000000000000004,164,23.099999999999994,0.3177745844440778,0.09639286203831988,3.2966609531497273,-0.07253253111748992,3743,0.350861343477886,0.09881399737578057,3.5507251279754675,-0.061743424610568476,2597,0.4061729257617539,0.10131381846087448,4.009057519815132,-0.061743424610568365,1300,0.5652259221619196,0.10928548718761628,5.172012649690308,-0.061743424610568365,781,0.647623703724286,0.11381827887014312,5.689979765580263,-0.04772582984558815,260
suba_dd_5_8_plus_subd_dd_7_8_weekly_step5_cost10bps,suba_dd_5_8_plus_subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.05, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-A"", ""step"": 0.05}, {""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",10,0.1060646540208389,0.15000000000000002,0.21051295752070534,0.25,0.30000000000000004,164,23.099999999999994,0.3167206355322669,0.09638818777527414,3.2858864020837344,-0.07281030978329472,3743,0.34982203858065675,0.09881616848495108,3.540129555154042,-0.0618372011803241,2597,0.4052031017551161,0.1013136138651912,3.9994931213714575,-0.061837201180323986,1300,0.5646782278082862,0.10929132583464454,5.1667250213675,-0.0618372011803241,781,0.6471271195952266,0.11383377933282168,5.684842613396747,-0.04791649427554401,260
suba_dd_5_8_plus_subd_dd_7_8_weekly_step5_cost20bps,suba_dd_5_8_plus_subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.05, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-A"", ""step"": 0.05}, {""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",20,0.1060646540208389,0.15000000000000002,0.21051295752070534,0.25,0.30000000000000004,164,23.099999999999994,0.31461500345254256,0.09638078194784346,3.2642918753532912,-0.0733656728984321,3743,0.3477455887792702,0.09882218257468915,3.5189021302625694,-0.06202475431983534,2597,0.40326522239765006,0.10131477603512472,3.9803199313971978,-0.06202475431983523,1300,0.5635832848364706,0.10930372213847818,5.156121619741917,-0.06202475431983523,781,0.6461342753788235,0.11386540834173527,5.6745440497576904,-0.048297751662547905,260
suba_dd_7_8_plus_subd_dd_7_8_weekly_step5_cost0bps,suba_dd_7_8_plus_subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-A"", ""step"": 0.05}, {""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",0,0.10932407160032058,0.15000000000000002,0.21051295752070534,0.25,0.30000000000000004,155,22.799999999999997,0.31987245001444053,0.09678511609865668,3.30497562960386,-0.07222523166079708,3743,0.3518712930490291,0.09878279956846397,3.562070467593456,-0.0616496480408123,2597,0.40649317275053876,0.10110082094880223,4.0206713351654,-0.06164964804081241,1300,0.5651756070947711,0.10924897711284942,5.173280538004208,-0.06164964804081241,781,0.6481203958872597,0.11380298788309895,5.6951087835499,-0.04753514158942551,260
suba_dd_7_8_plus_subd_dd_7_8_weekly_step5_cost5bps,suba_dd_7_8_plus_subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-A"", ""step"": 0.05}, {""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",5,0.10932407160032058,0.15000000000000002,0.21051295752070534,0.25,0.30000000000000004,155,22.799999999999997,0.3188308871631489,0.0967778105222471,3.2944627021692816,-0.0725031800340864,3743,0.3508514885580225,0.09878478626179449,3.5516753321530046,-0.0617434246105687,2597,0.4055514282365258,0.10109932614117895,4.01141574049859,-0.06174342461056881,1300,0.5645499406801546,0.10925432684142136,5.167300527141393,-0.0617434246105687,781,0.6476237037242873,0.11381827887014316,5.689979765580273,-0.0477258298455886,260
suba_dd_7_8_plus_subd_dd_7_8_weekly_step5_cost10bps,suba_dd_7_8_plus_subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-A"", ""step"": 0.05}, {""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",10,0.10932407160032058,0.15000000000000002,0.21051295752070534,0.25,0.30000000000000004,155,22.799999999999997,0.3177900552659896,0.09677117631356871,3.283932957849463,-0.0727810636037397,3743,0.34983237216230734,0.09878734360075904,3.5412671240166778,-0.0618372011803241,2597,0.404610230845206,0.10109838602812687,4.002143325340903,-0.06183720118032421,1300,0.5639244748363361,0.10925995211386584,5.161309921211014,-0.06183720118032432,781,0.6471271195952288,0.11383377933282175,5.684842613396763,-0.047916494275543675,260
suba_dd_7_8_plus_subd_dd_7_8_weekly_step5_cost20bps,suba_dd_7_8_plus_subd_dd_7_8_weekly_step5,"[{""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-A"", ""step"": 0.05}, {""boost_dd"": 0.07, ""cut_dd"": 0.08, ""execution"": ""weekly"", ""sleeve"": ""Sub-D"", ""step"": 0.05}]",20,0.10932407160032058,0.15000000000000002,0.21051295752070534,0.25,0.30000000000000004,155,22.799999999999997,0.3157105825259696,0.09675992253780676,3.2628238453024063,-0.07333663637655907,3743,0.3477962020101564,0.09879417002844428,3.520412205598982,-0.06202475431983567,2597,0.40272947634329426,0.10109816993850369,3.9835486298937735,-0.06202475431983567,1300,0.5626741446643659,0.10927202911806952,5.14929711844548,-0.06202475431983567,781,0.6461342753788197,0.11386540834173517,5.674544049757662,-0.04829775166254746,260
