family,strategy,mix_rule,segment,start,end,avg_turnover,avg_gross_exposure,cagr,vol,sharpe,max_dd,calmar,total_return
Sub-A,mix_45_15__60_20__90_30,weight_average,last_5y,2021-04-23,2026-04-24,0.16318378751388804,0.6283557072802991,0.1425433068639217,0.17320384062204772,0.8608917316547188,-0.23637824989400225,0.6030305534787637,0.9475211716861902
Sub-A,mix_45_15__60_20__90_30,weight_average,last_10y,2016-04-25,2026-04-24,0.16373416618845374,0.6313622047103921,0.13160988939771423,0.1715022926400723,0.8092292139482123,-0.3306201583662204,0.3980697669738969,2.441492453217064
Sub-A,mix_45_15__60_20__90_30,weight_average,full_common,2015-01-13,2026-04-24,0.1556303447579558,0.5925943398131234,0.13413543707612807,0.1725365357461848,0.8183244605532872,-0.33062015836622105,0.4057085863698276,3.134925092666701
Sub-A,mix_45_15__60_20__90_30,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.14600550964187328,0.7400757942298809,0.26015562520065516,0.2037851335639292,1.244238096799001,-0.16715556991550184,1.5563682701818755,1.0001673669693019
Sub-A,mix_45_15__60_20__90_30,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.14933993399339934,0.825280474571712,0.1948169644021036,0.1998422349737714,0.9962886119745844,-0.17235328857759757,1.130335057775195,1.435934637660246
Sub-A,mix_45_15__60_20__90_30,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.15967078189300413,0.8229934037317169,0.17135591796018246,0.1948420955429257,0.9121208335647328,-0.3499746113422848,0.4896238538646212,3.8596687857968863
Sub-A,mix_45_15__60_20__90_30,signal_mix_then_select,full_common,2015-04-15,2026-04-24,0.1610738255033557,0.7870917393589404,0.13611162232539686,0.19966829988488477,0.7409497578016174,-0.41329914573098137,0.3293295515640689,3.083518926115751
Sub-A,mix_50_15__60_20__70_25,weight_average,last_3y,2023-04-25,2026-04-24,0.15888707871454508,0.570834291659164,0.2026887563753219,0.19164274297592795,1.064845265002156,-0.2170474825675519,0.9338452304427852,0.7389823212273359
Sub-A,mix_50_15__60_20__70_25,weight_average,last_5y,2021-04-23,2026-04-24,0.16027265216772899,0.6363955360294272,0.16425411343860818,0.18180081974067155,0.9324589353960481,-0.21757380427240836,0.7549351540177031,1.1398066201888915
Sub-A,mix_50_15__60_20__70_25,weight_average,last_10y,2016-04-25,2026-04-24,0.16381217983409296,0.6318974730844168,0.1520313366023358,0.17948013689637032,0.8810408922776938,-0.2913691733752305,0.5217825030740197,3.115195818099523
Sub-A,mix_50_15__60_20__70_25,weight_average,full_common,2015-01-20,2026-04-24,0.1582592767348826,0.6025207063897358,0.16859848196285454,0.18133520627728386,0.9529740271582493,-0.2913691733752295,0.5786421398317623,4.778019716446263
Sub-A,mix_50_15__60_20__70_25,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.15289256198347106,0.7008183353092321,0.2768146376448539,0.20158479838937918,1.3213982835849092,-0.15418743180701522,1.795312590661228,1.080490020443725
Sub-A,mix_50_15__60_20__70_25,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.1485148514851485,0.794707775242863,0.21869550061726772,0.19472113838778235,1.1196858181892515,-0.17766739128170506,1.2309265028297145,1.689381511063802
Sub-A,mix_50_15__60_20__70_25,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.16008230452674896,0.7921651509278187,0.19277563322928049,0.1913427192217552,1.0203117080705324,-0.31806278190769655,0.6060930237515968,4.824694812796929
Sub-A,mix_50_15__60_20__70_25,signal_mix_then_select,full_common,2015-03-10,2026-04-24,0.1606944957517547,0.7624339811620827,0.21648248626235178,0.19656987548007002,1.0979843093678439,-0.31806278190769677,0.6806281607798298,7.845207832180522
Sub-A,mix_55_15__60_20__80_25,weight_average,last_3y,2023-04-25,2026-04-24,0.15506904522719378,0.5612702207723498,0.19548685529331045,0.19511684757470368,1.0184994675450767,-0.18438233577044238,1.0602255062908699,0.707950132392611
Sub-A,mix_55_15__60_20__80_25,weight_average,last_5y,2021-04-23,2026-04-24,0.15922870849104112,0.6392740951432802,0.15130986149167747,0.185874991549311,0.855586187739947,-0.18438233577044183,0.8206310049139415,1.0234234294035467
Sub-A,mix_55_15__60_20__80_25,weight_average,last_10y,2016-04-25,2026-04-24,0.16330756259525744,0.6363174385925849,0.14117881754003658,0.1813092474867316,0.8216516631933222,-0.2858279490075323,0.4939293656559673,2.743703784191565
Sub-A,mix_55_15__60_20__80_25,weight_average,full_common,2015-01-27,2026-04-24,0.15881326367958476,0.6043688959235616,0.15414677131043475,0.18272236450337012,0.8789206335103842,-0.28582794900753195,0.5392991547736039,4.008921338539266
Sub-A,mix_55_15__60_20__80_25,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.14600550964187328,0.7035180504478183,0.2818865024207393,0.2018302780414338,1.3396792576988754,-0.1591926594104227,1.7707255062181815,1.10536436068536
Sub-A,mix_55_15__60_20__80_25,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.13861386138613863,0.7943000929879876,0.21102677318100893,0.19448158875885882,1.0880036262138046,-0.161171707913789,1.3093288885037286,1.6057903396803863
Sub-A,mix_55_15__60_20__80_25,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.151440329218107,0.7867481397751451,0.1938317159725793,0.19081336377428149,1.0272182454182655,-0.2877259656590594,0.6736677919512486,4.876451226620889
Sub-A,mix_55_15__60_20__80_25,signal_mix_then_select,full_common,2015-03-24,2026-04-24,0.15276232851316277,0.7562412879751723,0.20466246765246865,0.1952168187335099,1.0541879871946263,-0.28772596565905884,0.7113103858515976,6.878396679193872
Sub-A,mix_60_20__90_30__120_40,weight_average,last_3y,2023-04-25,2026-04-24,0.1065714011083194,0.5115543924800505,0.1952604013815551,0.16920497267472273,1.146398828774008,-0.16595799913920162,1.176565169466615,0.7069803999646631
Sub-A,mix_60_20__90_30__120_40,weight_average,last_5y,2021-04-23,2026-04-24,0.11276125906008075,0.6016135507949837,0.12921024395829672,0.1692403867255289,0.8074363620718327,-0.20735783095075533,0.6231269075580869,0.8364639764565556
Sub-A,mix_60_20__90_30__120_40,weight_average,last_10y,2016-04-25,2026-04-24,0.12095646601043751,0.6044191476330238,0.10416027773664194,0.16933291610914353,0.6722248922067326,-0.3107203954830111,0.33522188839495404,1.6924303023697989
Sub-A,mix_60_20__90_30__120_40,weight_average,full_common,2015-02-10,2026-04-24,0.11451412474732134,0.5676958371522176,0.09666511831600122,0.16857344467084967,0.6340813363606768,-0.3107203954830108,0.31110001056009395,1.810936792448146
Sub-A,mix_60_20__90_30__120_40,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.11776859504132231,0.7679460906895752,0.048565289421509616,0.19229461107305545,0.3443779189458149,-0.3441951696791212,0.14109811438314201,0.15277391605204382
Sub-A,mix_60_20__90_30__120_40,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.12293729372937294,0.8151019800154373,0.06236450688160122,0.1935743218979357,0.4114259900723162,-0.374949044222598,0.16632795267128872,0.3533861046300415
Sub-A,mix_60_20__90_30__120_40,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.1345679012345679,0.7926831971959757,0.04747611988890643,0.1933080337688622,0.3377884198538883,-0.38651413731312,0.12283152233173149,0.5898588936465743
Sub-A,mix_60_20__90_30__120_40,signal_mix_then_select,full_common,2015-06-11,2026-04-24,0.1339894019682059,0.7762993558004982,0.0478711588054026,0.19915059863608625,0.3356257671552916,-0.4153666982496942,0.11525035349999402,0.6623859532859571
Sub-A-DK,baseline_60_20,baseline,last_3y,2023-04-25,2026-04-24,0.08452672342129929,2.306134008041171,0.3425530773186132,0.21508427608719957,1.4866829183421466,-0.17372000717543468,1.971868887690518,1.4184198576804814
Sub-A-DK,baseline_60_20,baseline,last_5y,2021-04-23,2026-04-24,0.07323679737327739,2.264427675717988,0.3560981292921177,0.20857445835928018,1.5748049499402896,-0.1737200071754348,2.0498394806794162,3.589096913801521
Sub-A-DK,baseline_60_20,baseline,last_10y,2016-04-25,2026-04-24,0.07153676982329323,2.2737436042978354,0.3375633349642997,0.2018140530668923,1.5481210355836668,-0.20006213687351404,1.6872924594308343,17.307321560363246
Sub-A-DK,baseline_60_20,baseline,full_common,2015-04-03,2026-04-24,0.07381924307030856,2.165600699875042,0.3164535207266683,0.20128661405931825,1.4718389424905889,-0.20006213687351404,1.5817761705041709,19.912587314131066
Sub-A-DK,mix2_60_20__50_18,weight_average,last_3y,2023-04-25,2026-04-24,0.5497640011035205,2.2988924227939616,0.10149115156834387,0.21344988623279365,0.5612820312324953,-0.3129169437205813,0.3243389455413135,0.33615498082750284
Sub-A-DK,mix2_60_20__50_18,weight_average,last_5y,2021-04-23,2026-04-24,0.5121910195206395,2.255576225692375,0.1478497322520702,0.2048440972306471,0.7792992844197129,-0.312916943720581,0.47248873932532254,0.9931874936321514
Sub-A-DK,mix2_60_20__50_18,weight_average,last_10y,2016-04-25,2026-04-24,0.5117584122321819,2.2758054766458913,0.1285008646142063,0.19923479015481455,0.7082578491322536,-0.3129169437205811,0.410654862872977,2.3481379847463733
Sub-A-DK,mix2_60_20__50_18,weight_average,full_common,2015-03-18,2026-04-24,0.4944658357944913,2.156976490998517,0.10929034243751823,0.1987445106637738,0.622383369304765,-0.3528350640301804,0.3097490968986288,2.1629438881514766
Sub-A-DK,mix2_60_20__50_18,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.09003530823348524,2.2731717608161004,0.15869724381113226,0.20303065092152248,0.8317224148383734,-0.23562986210127612,0.6735022564454185,0.5551724946227885
Sub-A-DK,mix2_60_20__50_18,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.07799240950577646,2.247117326306745,0.22607678297073974,0.20072134408477663,1.1226761389507183,-0.23562986210127612,0.9594572646890132,1.7718524258370474
Sub-A-DK,mix2_60_20__50_18,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.0732489278896613,2.2759584127298824,0.23437696723349233,0.19885433325439603,1.1625927871669608,-0.23562986210127645,0.9946827840214683,7.205452556604463
Sub-A-DK,mix2_60_20__50_18,signal_mix_then_select,full_common,2015-04-03,2026-04-24,0.07410145698428733,2.1656166861286903,0.21407053074456628,0.1986928326095653,1.0792358573639849,-0.23562986210127568,0.9085033995078136,7.54248741855487
Sub-A-DK,mix2_60_20__50_20,weight_average,last_3y,2023-04-25,2026-04-24,0.5312493220553912,2.2941403485489986,0.135724835248491,0.22591993226134588,0.6783623970727014,-0.3278595872998541,0.41397244584572623,0.4645556245465825
Sub-A-DK,mix2_60_20__50_20,weight_average,last_5y,2021-04-23,2026-04-24,0.4958647768641298,2.252955468900137,0.15721185145662453,0.21237463472689533,0.7972205408841228,-0.327859587299854,0.47950969728038373,1.07584334048259
Sub-A-DK,mix2_60_20__50_20,weight_average,last_10y,2016-04-25,2026-04-24,0.49739157998754197,2.2774340984738375,0.14619616707827965,0.20285379268915077,0.7760672649232284,-0.32785958729985476,0.44591091046720294,2.9115254025676864
Sub-A-DK,mix2_60_20__50_20,weight_average,full_common,2015-03-20,2026-04-24,0.48149675859895025,2.158653438199291,0.12671897000627053,0.2019467687639856,0.693141401588522,-0.3278595872998534,0.38650378062721114,2.7581348110625843
Sub-A-DK,mix2_60_20__50_20,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.08277747141972513,2.2949087664953103,0.22807286445183195,0.21267898763085477,1.0785354356387875,-0.21811793356010445,1.0456401302233331,0.8513528290680752
Sub-A-DK,mix2_60_20__50_20,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.07147580870943492,2.253020629347134,0.260224631754145,0.20701345520761708,1.2281425728568185,-0.21811793356010512,1.1930455580005614,2.1801388180576997
Sub-A-DK,mix2_60_20__50_20,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06884365438041426,2.2824759663537053,0.29243288391110034,0.20267780451246495,1.3721905503058216,-0.21811793356010434,1.3407099505209545,11.990398278469264
Sub-A-DK,mix2_60_20__50_20,signal_mix_then_select,full_common,2015-04-03,2026-04-24,0.06994348953371755,2.1720280001183987,0.2614726273263004,0.202744635973206,1.2513168151839655,-0.23110462731425752,1.1314036865681114,12.04743517652963
Sub-A-DK,mix2_60_20__50_22,weight_average,last_3y,2023-04-25,2026-04-24,0.488885877019362,2.2812782215096603,0.16724332412071208,0.22462618881032118,0.8038384899060705,-0.30458122477668137,0.5490926902777238,0.5898138926385217
Sub-A-DK,mix2_60_20__50_22,weight_average,last_5y,2021-04-23,2026-04-24,0.45596534551498347,2.242610965583272,0.17629391198409916,0.21079604117923842,0.8798033946752392,-0.30458122477668137,0.5788075483423434,1.2528072902907446
Sub-A-DK,mix2_60_20__50_22,weight_average,last_10y,2016-04-25,2026-04-24,0.4625757465592307,2.2701650273277476,0.14747850137346097,0.20244359202129403,0.7827964974587293,-0.30458122477668137,0.4842008941345352,2.9554893353713543
Sub-A-DK,mix2_60_20__50_22,weight_average,full_common,2015-03-24,2026-04-24,0.447538438893826,2.154420291139581,0.11064123822177119,0.2015472730651076,0.6224144344577646,-0.4108691537915279,0.2692858229944168,2.200449202651325
Sub-A-DK,mix2_60_20__50_22,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.07058862430778101,2.3016036364405887,0.2637712597935937,0.2129450633745612,1.213162024529081,-0.2137628809540193,1.233943230070572,1.0174215652145806
Sub-A-DK,mix2_60_20__50_22,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06512016613515542,2.2533953592188847,0.2736685458690642,0.20648228028557886,1.2825779579823946,-0.21376288095401808,1.2802435326829837,2.353496367885946
Sub-A-DK,mix2_60_20__50_22,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06413546971737527,2.2831780785256397,0.2679444254344254,0.20261897020739483,1.277643106215905,-0.21376288095401808,1.2534656355612188,9.72948252852083
Sub-A-DK,mix2_60_20__50_22,signal_mix_then_select,full_common,2015-04-03,2026-04-24,0.0652412336571108,2.173112703451598,0.23884685685156248,0.20281604353425076,1.1612992666584978,-0.2484713367967134,0.9612652305524272,9.680843685444362
Sub-A-DK,mix2_60_20__55_18,weight_average,last_3y,2023-04-25,2026-04-24,0.5391525957018888,2.3034430328142994,0.14476661163864324,0.2151508250447338,0.7390797168724914,-0.29730933497789847,0.4869225234700585,0.4997894492958268
Sub-A-DK,mix2_60_20__55_18,weight_average,last_5y,2021-04-23,2026-04-24,0.49199820145784495,2.2606749765669725,0.1837015174798926,0.20628603940368906,0.9255217638021849,-0.2973093349778987,0.6178800860509428,1.3246705644975316
Sub-A-DK,mix2_60_20__55_18,weight_average,last_10y,2016-04-25,2026-04-24,0.4937438287414617,2.2663023735130423,0.1564729693524205,0.1995344654394879,0.8307881276743609,-0.29730933497789824,0.5262968596800117,3.2765699478527575
Sub-A-DK,mix2_60_20__55_18,weight_average,full_common,2015-03-25,2026-04-24,0.47817161295276933,2.1519997248888907,0.13449904217831055,0.19917354575280127,0.7348089030114491,-0.3388017971795533,0.39698444133999294,3.0493409624138827
Sub-A-DK,mix2_60_20__55_18,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.07917470281059685,2.2985682736901936,0.2100802607982386,0.21234031647327078,1.0098553118443783,-0.24006553931120111,0.8750954485221135,0.7712198892590931
Sub-A-DK,mix2_60_20__55_18,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06865239621836891,2.266456072125286,0.2790324190670337,0.20722166594550537,1.299206080996236,-0.2400655393112009,1.1623176731972322,2.4247370468516665
Sub-A-DK,mix2_60_20__55_18,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.07094008424615245,2.271941921483945,0.26345643392658546,0.20187648106501,1.2639497326862494,-0.24006553931120111,1.0974354531787351,9.355847058843839
Sub-A-DK,mix2_60_20__55_18,signal_mix_then_select,full_common,2015-04-03,2026-04-24,0.07210616854774787,2.1632935250569645,0.24029342106748075,0.20192476469617177,1.1713249368917975,-0.24006553931120111,1.0009492480967217,9.819570718423098
Sub-A-DK,mix2_60_20__55_20,weight_average,last_3y,2023-04-25,2026-04-24,0.5391795754817738,2.298677881345373,0.12759718997520442,0.22776016961480522,0.6429344142198766,-0.341215777878782,0.37394868070999265,0.43335861943869713
Sub-A-DK,mix2_60_20__55_20,weight_average,last_5y,2021-04-23,2026-04-24,0.49665547224327394,2.257596290411074,0.16326402702573084,0.21406026152694957,0.8171851354201785,-0.3412157778787812,0.4784773671390169,1.1307198584931522
Sub-A-DK,mix2_60_20__55_20,weight_average,last_10y,2016-04-25,2026-04-24,0.5006690886043841,2.277022312928538,0.14180415122172563,0.20544914293255329,0.7500894431066424,-0.34121577787878166,0.41558497705842357,2.764260412177363
Sub-A-DK,mix2_60_20__55_20,weight_average,full_common,2015-03-27,2026-04-24,0.4848337901121766,2.1641230069523822,0.11397293268558628,0.20549424320146772,0.6292048494179774,-0.3873636765096695,0.29422720713655054,2.3055711437661266
Sub-A-DK,mix2_60_20__55_20,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.0847474079475186,2.293246225870114,0.2091330009250556,0.21346673721474768,1.0019144287095865,-0.2094011853473966,0.9987192793493691,0.7670664135536835
Sub-A-DK,mix2_60_20__55_20,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.07252069115027014,2.249897573122143,0.24354389305201973,0.20764466599563772,1.1603571477668129,-0.2094011853473947,1.163049257089842,1.9750890623119468
Sub-A-DK,mix2_60_20__55_20,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06893272452881574,2.2727854962016836,0.26157174257476457,0.2025362118629917,1.2530787337446998,-0.2094011853473956,1.2491416519004812,9.202464813982711
Sub-A-DK,mix2_60_20__55_20,signal_mix_then_select,full_common,2015-04-03,2026-04-24,0.06988774926309775,2.1651456129386304,0.2383947823374104,0.20240135031141415,1.161448660776564,-0.2094011853473956,1.138459564791453,9.63782226738856
Sub-A-DK,mix2_60_20__55_22,weight_average,last_3y,2023-04-25,2026-04-24,0.46797215581542445,2.283748548726078,0.1674383945905349,0.22478077418839323,0.8042329697494071,-0.2961495031113892,0.565384688582635,0.5906105522801852
Sub-A-DK,mix2_60_20__55_22,weight_average,last_5y,2021-04-23,2026-04-24,0.43977260469242974,2.246391005329355,0.17689330591459718,0.2119498927972852,0.8786025268671537,-0.2961495031113892,0.5973108313744602,1.2585552231144077
Sub-A-DK,mix2_60_20__55_22,weight_average,last_10y,2016-04-25,2026-04-24,0.4552482206361447,2.2668815260467983,0.1483956311682768,0.20373158812498557,0.7830813305432168,-0.29614950311138855,0.5010835054903396,2.98720471285623
Sub-A-DK,mix2_60_20__55_22,weight_average,full_common,2015-03-31,2026-04-24,0.4430865231807717,2.156631564801426,0.10884158829221802,0.20324297806366848,0.6109852286685404,-0.441977423370972,0.24626051589260084,2.1372099561323665
Sub-A-DK,mix2_60_20__55_22,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.06995020860342578,2.30545459389622,0.2512616977579172,0.21236014126800964,1.1686856580646474,-0.20042765730655654,1.25362787319122,0.9581436938961458
Sub-A-DK,mix2_60_20__55_22,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06256099116986172,2.2612398186861826,0.2706439522838735,0.20619438054824046,1.2724528734353433,-0.2004276573065562,1.3503323639108387,2.313850944245267
Sub-A-DK,mix2_60_20__55_22,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06321361795836924,2.2768698545477006,0.26384517920467165,0.20082112873456273,1.2710814163756314,-0.20042765730655565,1.3164110320419422,9.387741368682647
Sub-A-DK,mix2_60_20__55_22,signal_mix_then_select,full_common,2015-04-03,2026-04-24,0.06433688087790697,2.1674575561600293,0.23357985266378645,0.20116539065773786,1.1479055515167909,-0.21812614802532793,1.0708475566930384,9.189291690730986
Sub-A-DK,mix2_60_20__60_18,weight_average,last_3y,2023-04-25,2026-04-24,0.5270804964768667,2.295813532686138,0.14272301222963413,0.2150020878112877,0.7310233450284838,-0.3081035474748569,0.4632306683884618,0.4917771294067317
Sub-A-DK,mix2_60_20__60_18,weight_average,last_5y,2021-04-23,2026-04-24,0.48046101801566204,2.258082577958965,0.17984827359656985,0.20656855498210008,0.908604318231326,-0.3081035474748566,0.5837267213265266,1.2870638741789637
Sub-A-DK,mix2_60_20__60_18,weight_average,last_10y,2016-04-25,2026-04-24,0.4996272893689655,2.269754043967826,0.14541237467452905,0.19926937227770758,0.7831773379902075,-0.30810354747485647,0.47195943008866453,2.8848706629383067
Sub-A-DK,mix2_60_20__60_18,weight_average,full_common,2015-04-01,2026-04-24,0.4844620421166168,2.161502242124007,0.1267935170847576,0.19913993258469165,0.7006200944399253,-0.3110256377688966,0.407662590114098,2.746173514839226
Sub-A-DK,mix2_60_20__60_18,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.08048740965219559,2.297962985597215,0.182729595462517,0.21241248282582995,0.9010699757046611,-0.25151322098396667,0.7265208355554619,0.6538904168518411
Sub-A-DK,mix2_60_20__60_18,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06453481009695362,2.274349566840063,0.255143823100382,0.20742516156871976,1.2065110182547465,-0.251513220983965,1.0144350348749596,2.116521460311751
Sub-A-DK,mix2_60_20__60_18,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06719309547941402,2.274529060293899,0.2449465633555319,0.2013626711505775,1.1929922792361207,-0.25151322098396567,0.9738914018008922,7.935448253785223
Sub-A-DK,mix2_60_20__60_18,signal_mix_then_select,full_common,2015-04-03,2026-04-24,0.06949285221346206,2.1660319972081687,0.22154388188940466,0.2015599914625216,1.0971350086302136,-0.25165225578507333,0.8803572262774266,8.142313576086073
Sub-A-DK,mix2_60_20__60_22,weight_average,last_3y,2023-04-25,2026-04-24,0.47344797834506097,2.2947448861308137,0.1458793536367038,0.2242420985813858,0.7218080372168635,-0.3185516751571227,0.4579456490528582,0.5041642004828206
Sub-A-DK,mix2_60_20__60_22,weight_average,last_5y,2021-04-23,2026-04-24,0.43856350217147305,2.2582546761793094,0.17448472727758046,0.2117191157104112,0.8695681726265363,-0.318551675157122,0.5477438697866456,1.2355289184317764
Sub-A-DK,mix2_60_20__60_22,weight_average,last_10y,2016-04-25,2026-04-24,0.4502740666691156,2.2688674523507375,0.16289433737751935,0.20299995884005148,0.847274353248557,-0.3185516751571218,0.5113592238909862,3.5199475834798273
Sub-A-DK,mix2_60_20__60_22,weight_average,full_common,2015-04-03,2026-04-24,0.4379952966220349,2.160808067441919,0.12888452445272747,0.2024835237328208,0.7015555790604773,-0.37912112863380976,0.33995605815263347,2.821270906791189
Sub-A-DK,mix2_60_20__60_22,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.07409221371921525,2.272339796853911,0.25856338593351946,0.21149491960595207,1.2002839656701365,-0.2340849354482779,1.1045708064825477,0.992600326002355
Sub-A-DK,mix2_60_20__60_22,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06469399666659158,2.2455317253461358,0.2775655614402557,0.20607958340392593,1.2995767154230045,-0.23408493544827902,1.1857472199512116,2.405135727088111
Sub-A-DK,mix2_60_20__60_22,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06324501773034409,2.2677492976349316,0.27280704597594196,0.2010844107004784,1.3049705342669626,-0.23408493544827813,1.1654190623309872,10.147961792821555
Sub-A-DK,mix2_60_20__60_22,signal_mix_then_select,full_common,2015-04-08,2026-04-24,0.06483643219147957,2.16150486147786,0.24350025649738338,0.2012202731550963,1.1870672431079434,-0.23408493544827813,1.040221815346958,10.099808172751722
Sub-A-DK,mix2_60_20__65_18,weight_average,last_3y,2023-04-25,2026-04-24,0.5454895321195528,2.3130445940570543,0.10194987028994551,0.2113218369391222,0.5672771675461248,-0.29381929199058476,0.346981539568928,0.3378238675013421
Sub-A-DK,mix2_60_20__65_18,weight_average,last_5y,2021-04-23,2026-04-24,0.4957004690904145,2.273471669439962,0.17719050947742243,0.20439860486215822,0.9052847850129926,-0.29381929199058454,0.6030594801212049,1.261409626939411
Sub-A-DK,mix2_60_20__65_18,weight_average,last_10y,2016-04-25,2026-04-24,0.5073269518742731,2.279435244235853,0.14609711167775585,0.19781725442108886,0.7906712707851784,-0.293819291990585,0.49723457805635624,2.908147725242865
Sub-A-DK,mix2_60_20__65_18,weight_average,full_common,2015-04-03,2026-04-24,0.48978130022011696,2.1714217593799,0.12442419370169167,0.19781957988499757,0.6935897612188241,-0.3329580288835804,0.3736933274109359,2.65759050066186
Sub-A-DK,mix2_60_20__65_18,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.07721032728943697,2.3111085216344716,0.2205228361291376,0.21419505096486868,1.043408041443362,-0.20471412201278416,1.0772233686710007,0.8174397240273605
