variant,decay_ratio_threshold,recovery_ratio_threshold,annual,max_dd,sharpe,calmar,annual_delta,max_dd_delta,full_annual_rank,full_maxdd_rank,full_calmar_rank,1Y_annual,1Y_max_dd,1Y_sharpe,1Y_calmar,1Y_annual_rank,1Y_maxdd_rank,1Y_calmar_rank,3Y_annual,3Y_max_dd,3Y_sharpe,3Y_calmar,3Y_annual_rank,3Y_maxdd_rank,3Y_calmar_rank,5Y_annual,5Y_max_dd,5Y_sharpe,5Y_calmar,5Y_annual_rank,5Y_maxdd_rank,5Y_calmar_rank,recent_rank,mid_rank,long_rank,composite_rank
switch_cash_decay550_rec825,0.55,0.825,26.805499042514214,-26.799313231318923,1.1040347918805347,1.0002308197654879,4.0234019040116245,4.39896784926718,6.0,80.0,6.0,56.77893927833839,-8.662596357094525,2.0809109354477826,6.554494396109933,42.0,15.0,35.0,26.222455277587976,-15.25020696053134,1.0087335358455238,1.719481928701271,8.0,75.0,13.0,27.652113628871877,-18.087763462641686,1.1263750853843908,1.5287746152797896,12.0,47.0,12.0,30.666666666666668,32.0,23.666666666666668,29.722222222222225
switch_cash_decay550_rec850,0.55,0.85,26.805499042514214,-26.799313231318923,1.1040347918805347,1.0002308197654879,4.0234019040116245,4.39896784926718,6.0,80.0,6.0,56.77893927833839,-8.662596357094525,2.0809109354477826,6.554494396109933,42.0,15.0,35.0,26.222455277587976,-15.25020696053134,1.0087335358455238,1.719481928701271,8.0,75.0,13.0,27.652113628871877,-18.087763462641686,1.1263750853843908,1.5287746152797896,12.0,47.0,12.0,30.666666666666668,32.0,23.666666666666668,29.722222222222225
switch_cash_decay625_rec850,0.625,0.85,24.83112290348575,-25.856366291320636,1.0420128912706426,0.9603485123824597,2.04902576498316,5.341914789265466,59.0,43.0,26.0,56.070125352729214,-8.676361326452376,2.06173522346865,6.46240091244049,49.0,57.0,42.0,25.538127285860334,-14.891278983163797,0.998414585968241,1.7149720527520806,15.0,1.0,15.0,27.452369836424452,-17.923936763014062,1.134230523145934,1.531603809999612,16.0,38.0,10.0,49.333333333333336,10.333333333333334,21.333333333333332,34.833333333333336
switch_cash_decay525_rec800,0.525,0.8,26.204184458555304,-27.810401527014893,1.077937010787612,0.9422440173364877,3.4220873200527144,3.38787955357121,13.0,86.0,35.0,57.485505372563985,-8.472945496909492,2.105303625444278,6.784595202876241,28.0,1.0,1.0,26.300593522034067,-15.250206960531361,1.0089570510153671,1.7246056784738664,1.0,83.0,7.0,26.48753585433927,-18.087763462641725,1.0787153301900654,1.4643897742828376,31.0,49.0,27.0,10.0,30.333333333333332,35.666666666666664,35.0
switch_cash_decay625_rec875,0.625,0.875,24.878381252169834,-25.85636629132076,1.0439709885447488,0.9621762382180048,2.096284113667245,5.341914789265342,55.0,56.0,22.0,56.07012535272919,-8.67636132645239,2.0617352234686495,6.462400912440477,50.0,60.0,43.0,25.538127285860313,-14.891278983163797,0.9984145859682405,1.7149720527520793,16.0,1.0,16.0,27.72401745633486,-17.92393676301405,1.1448712035462163,1.546759387900945,5.0,36.0,5.0,51.0,11.0,15.333333333333334,35.05555555555556
switch_cash_decay625_rec900,0.625,0.9,24.878381252169834,-25.85636629132076,1.0439709885447488,0.9621762382180048,2.096284113667245,5.341914789265342,55.0,56.0,22.0,56.07012535272919,-8.67636132645239,2.0617352234686495,6.462400912440477,50.0,60.0,43.0,25.538127285860313,-14.891278983163797,0.9984145859682405,1.7149720527520793,16.0,1.0,16.0,27.72401745633486,-17.92393676301405,1.1448712035462163,1.546759387900945,5.0,36.0,5.0,51.0,11.0,15.333333333333334,35.05555555555556
switch_cash_decay525_rec875,0.525,0.875,26.298227544128384,-27.821134717833434,1.0803851061647496,0.9452607814472477,3.5161304056257947,3.3771463627526686,9.0,93.0,31.0,57.485505372563985,-8.472945496909492,2.1053036254442787,6.784595202876241,28.0,1.0,1.0,26.300593522034042,-15.250206960531326,1.0089570510153671,1.7246056784738686,6.0,61.0,5.0,26.97721093135761,-18.89871300485522,1.0939078230439376,1.4274628608004662,18.0,89.0,34.0,10.0,24.0,47.0,35.666666666666664
switch_cash_decay525_rec900,0.525,0.9,26.298227544128384,-27.821134717833434,1.0803851061647496,0.9452607814472477,3.5161304056257947,3.3771463627526686,9.0,93.0,31.0,57.485505372563985,-8.472945496909492,2.1053036254442787,6.784595202876241,28.0,1.0,1.0,26.300593522034042,-15.250206960531326,1.0089570510153671,1.7246056784738686,6.0,61.0,5.0,26.97721093135761,-18.89871300485522,1.0939078230439376,1.4274628608004662,18.0,89.0,34.0,10.0,24.0,47.0,35.666666666666664
switch_cash_decay525_rec825,0.525,0.825,26.17672285935546,-27.821134717833484,1.0768292332552627,0.9408934295758992,3.394625720852872,3.377146362752619,14.0,97.0,37.0,57.485505372563985,-8.472945496909492,2.1053036254442787,6.784595202876241,28.0,1.0,1.0,26.300593522034067,-15.250206960531326,1.0089570510153676,1.7246056784738704,1.0,61.0,1.0,26.48753585433927,-18.08776346264174,1.0787153301900652,1.4643897742828365,31.0,50.0,28.0,10.0,21.0,36.333333333333336,35.88888888888889
switch_cash_decay525_rec850,0.525,0.85,26.17672285935546,-27.821134717833484,1.0768292332552627,0.9408934295758992,3.394625720852872,3.377146362752619,14.0,97.0,37.0,57.485505372563985,-8.472945496909492,2.1053036254442787,6.784595202876241,28.0,1.0,1.0,26.300593522034067,-15.250206960531326,1.0089570510153676,1.7246056784738704,1.0,61.0,1.0,26.48753585433927,-18.08776346264174,1.0787153301900652,1.4643897742828365,31.0,50.0,28.0,10.0,21.0,36.333333333333336,35.88888888888889
switch_cash_decay625_rec925,0.625,0.925,24.870720836488978,-25.85636629132076,1.043784023446922,0.9618799701502281,2.088623697986389,5.341914789265342,57.0,56.0,24.0,56.07012535272919,-8.67636132645239,2.0617352234686495,6.462400912440477,50.0,60.0,43.0,25.538127285860313,-14.891278983163797,0.9984145859682405,1.7149720527520793,16.0,1.0,16.0,27.700625118069276,-17.92393676301408,1.1443518115998563,1.545454298590772,7.0,41.0,7.0,51.0,11.0,18.333333333333332,36.22222222222222
switch_cash_decay625_rec950,0.625,0.95,24.870720836488978,-25.85636629132076,1.043784023446922,0.9618799701502281,2.088623697986389,5.341914789265342,57.0,56.0,24.0,56.07012535272919,-8.67636132645239,2.0617352234686495,6.462400912440477,50.0,60.0,43.0,25.538127285860313,-14.891278983163797,0.9984145859682405,1.7149720527520793,16.0,1.0,16.0,27.700625118069276,-17.92393676301408,1.1443518115998563,1.545454298590772,7.0,41.0,7.0,51.0,11.0,18.333333333333332,36.22222222222222
switch_cash_decay525_rec925,0.525,0.925,26.27140524216356,-27.821134717833434,1.0795346063567333,0.9442966833888161,3.4893081036609708,3.3771463627526686,11.0,93.0,33.0,57.485505372563985,-8.472945496909492,2.105303625444279,6.784595202876241,28.0,1.0,1.0,26.300593522034067,-15.250206960531326,1.0089570510153671,1.7246056784738704,1.0,61.0,1.0,26.896711013898344,-18.898713004855246,1.0913957092204132,1.4232033158548067,24.0,91.0,36.0,10.0,21.0,50.333333333333336,36.38888888888889
switch_cash_decay525_rec950,0.525,0.95,26.27140524216356,-27.821134717833434,1.0795346063567333,0.9442966833888161,3.4893081036609708,3.3771463627526686,11.0,93.0,33.0,57.485505372563985,-8.472945496909492,2.105303625444279,6.784595202876241,28.0,1.0,1.0,26.300593522034067,-15.250206960531326,1.0089570510153671,1.7246056784738704,1.0,61.0,1.0,26.896711013898344,-18.898713004855246,1.0913957092204132,1.4232033158548067,24.0,91.0,36.0,10.0,21.0,50.333333333333336,36.38888888888889
switch_cash_decay625_rec800,0.625,0.8,24.684450341318275,-25.856366291320576,1.0362328312799773,0.9546759224866145,1.9023532028156858,5.341914789265527,62.0,34.0,27.0,52.72327009900333,-8.676361326452376,1.9581059304699366,6.0766568052279375,69.0,57.0,62.0,24.639005288009884,-14.891278983163797,0.9659387120259324,1.654592954431043,52.0,1.0,27.0,26.904746222676312,-17.923936763014062,1.1132623565695918,1.5010511685242105,22.0,38.0,20.0,62.666666666666664,26.666666666666668,26.666666666666668,39.83333333333333
switch_cash_decay600_rec825,0.6,0.825,25.276806025582044,-25.856366291320576,1.0573483842880396,0.9775853938945366,2.4947088870794545,5.341914789265527,46.0,34.0,15.0,55.33474573636185,-8.676361326452353,2.0411606013424666,6.377644228307799,60.0,43.0,53.0,24.246111499954303,-15.380991952480105,0.9501774545343686,1.5763685186796255,64.0,101.0,74.0,26.87722829920356,-17.785784088759478,1.1105309970977824,1.5111635317888417,27.0,17.0,15.0,52.0,79.66666666666667,19.666666666666668,41.05555555555556
switch_cash_decay625_rec825,0.625,0.825,24.65122907731534,-25.856366291320636,1.0349352598385826,0.9533910836338271,1.8691319388127496,5.341914789265466,68.0,43.0,28.0,52.72327009900333,-8.676361326452376,1.9581059304699366,6.0766568052279375,69.0,57.0,62.0,24.639005288009884,-14.891278983163797,0.9659387120259324,1.654592954431043,52.0,1.0,27.0,26.904746222676312,-17.923936763014062,1.1132623565695918,1.5010511685242105,22.0,38.0,20.0,62.666666666666664,26.666666666666668,26.666666666666668,42.49999999999999
switch_cash_decay600_rec800,0.6,0.8,25.30802154845815,-25.856366291320732,1.0585585402735076,0.9787926603187608,2.525924409955561,5.3419147892653704,45.0,50.0,14.0,55.33474573636197,-8.676361326452353,2.041160601342468,6.377644228307813,59.0,43.0,52.0,24.24611149995439,-15.380991952480105,0.9501774545343697,1.5763685186796312,63.0,101.0,73.0,26.877228299203626,-17.785784088759474,1.1105309970977826,1.5111635317888459,26.0,16.0,14.0,51.333333333333336,79.0,18.666666666666668,43.0
switch_cash_decay550_rec775,0.55,0.775,26.38441250646919,-26.799313231318898,1.0868122239220235,0.9845182329387144,3.6023153679666002,4.398967849267205,8.0,67.0,12.0,50.87554392883264,-9.301158733767682,1.9052478490621525,5.4698070837270985,80.0,80.0,78.0,24.626264100361706,-15.250206960531326,0.9531662747168275,1.6148150752377535,54.0,61.0,47.0,26.29888398562241,-18.89871300485527,1.0720741378754812,1.3915701020945692,34.0,95.0,46.0,79.33333333333333,54.0,58.333333333333336,46.444444444444436
switch_cash_decay650_rec850,0.65,0.85,22.443578193740255,-24.615011280753965,0.9492465707375477,0.9117841928956777,-0.3385189447623347,6.583269799832138,107.0,13.0,62.0,57.888942637313214,-8.67356700953781,2.1256773194003413,6.6741794435502895,6.0,24.0,20.0,24.643537894531995,-15.243087311227663,0.9575536059257522,1.6167025348191901,47.0,33.0,37.0,25.61473595009933,-18.280082596026105,1.0603160250094137,1.401237429620132,56.0,66.0,45.0,16.666666666666668,39.0,55.666666666666664,48.888888888888886
switch_cash_decay650_rec875,0.65,0.875,22.39198154582973,-25.01615668404904,0.9473536296736378,0.8951007874086209,-0.3901155926728599,6.182124396537063,108.0,26.0,64.0,57.888942637313214,-8.67356700953781,2.1256773194003413,6.6741794435502895,6.0,24.0,20.0,24.643537894531995,-15.243087311227663,0.9575536059257522,1.6167025348191901,47.0,33.0,37.0,25.882466900024625,-18.280082596026013,1.070886923555603,1.4158834766781265,51.0,54.0,40.0,16.666666666666668,39.0,48.333333333333336,50.333333333333336
switch_cash_decay650_rec900,0.65,0.9,22.39198154582973,-25.01615668404904,0.9473536296736378,0.8951007874086209,-0.3901155926728599,6.182124396537063,108.0,26.0,64.0,57.888942637313214,-8.67356700953781,2.1256773194003413,6.6741794435502895,6.0,24.0,20.0,24.643537894531995,-15.243087311227663,0.9575536059257522,1.6167025348191901,47.0,33.0,37.0,25.882466900024625,-18.280082596026013,1.070886923555603,1.4158834766781265,51.0,54.0,40.0,16.666666666666668,39.0,48.333333333333336,50.333333333333336
switch_cash_decay550_rec650,0.55,0.65,26.10439571881933,-26.799313231318898,1.0764442055702637,0.9740695775857623,3.3222985803167404,4.398967849267205,16.0,67.0,16.0,50.22015172110261,-9.669657474624334,1.8849233743334692,5.193581246584297,99.0,85.0,81.0,24.446496872883007,-15.250206960531335,0.9468122688797717,1.603027220296246,60.0,73.0,72.0,25.46520902268954,-18.087763462641796,1.0414239737892796,1.407869418200045,66.0,52.0,44.0,88.33333333333333,68.33333333333333,54.0,51.61111111111111
switch_cash_decay575_rec875,0.575,0.875,24.700409223525188,-26.799313231318926,1.0271528446660012,0.921680679289167,1.918312085022599,4.398967849267176,60.0,82.0,50.0,56.05395116233187,-8.676361326452355,2.0559985862192325,6.460536744987263,54.0,50.0,47.0,24.649913518731204,-15.250206960531301,0.9569000086778259,1.6163658357245287,42.0,53.0,45.0,26.936250691761753,-17.831476790801773,1.0998871559416643,1.5106012254496277,20.0,28.0,16.0,50.333333333333336,46.666666666666664,21.333333333333332,51.72222222222222
switch_cash_decay575_rec900,0.575,0.9,24.700409223525188,-26.799313231318926,1.0271528446660012,0.921680679289167,1.918312085022599,4.398967849267176,60.0,82.0,50.0,56.05395116233187,-8.676361326452355,2.0559985862192325,6.460536744987263,54.0,50.0,47.0,24.649913518731204,-15.250206960531301,0.9569000086778259,1.6163658357245287,42.0,53.0,45.0,26.936250691761753,-17.831476790801773,1.0998871559416643,1.5106012254496277,20.0,28.0,16.0,50.333333333333336,46.666666666666664,21.333333333333332,51.72222222222222
switch_cash_decay650_rec925,0.65,0.925,22.38447365338878,-25.01615668404904,0.9471536389670707,0.8948006656698673,-0.3976234851138081,6.182124396537063,110.0,26.0,67.0,57.888942637313214,-8.67356700953781,2.1256773194003413,6.6741794435502895,6.0,24.0,20.0,24.643537894531995,-15.243087311227663,0.9575536059257522,1.6167025348191901,47.0,33.0,37.0,25.859411837194003,-18.280082596026134,1.0703392641780238,1.414622264497619,53.0,72.0,42.0,16.666666666666668,39.0,55.666666666666664,52.388888888888886
switch_cash_decay650_rec950,0.65,0.95,22.38447365338878,-25.01615668404904,0.9471536389670707,0.8948006656698673,-0.3976234851138081,6.182124396537063,110.0,26.0,67.0,57.888942637313214,-8.67356700953781,2.1256773194003413,6.6741794435502895,6.0,24.0,20.0,24.643537894531995,-15.243087311227663,0.9575536059257522,1.6167025348191901,47.0,33.0,37.0,25.859411837194003,-18.280082596026134,1.0703392641780238,1.414622264497619,53.0,72.0,42.0,16.666666666666668,39.0,55.666666666666664,52.388888888888886
switch_cash_decay575_rec925,0.575,0.925,24.676358802448984,-26.799313231318926,1.0262859680737215,0.9207832525204803,1.894261663946395,4.398967849267176,63.0,82.0,52.0,56.05395116233187,-8.676361326452355,2.0559985862192325,6.460536744987263,54.0,50.0,47.0,24.649913518731204,-15.250206960531292,0.9569000086778253,1.6163658357245299,42.0,48.0,42.0,26.86316712333967,-17.831476790801766,1.0973434979012895,1.5065026547434834,28.0,26.0,18.0,50.333333333333336,44.0,24.0,52.555555555555564
switch_cash_decay575_rec950,0.575,0.95,24.676358802448984,-26.799313231318926,1.0262859680737215,0.9207832525204803,1.894261663946395,4.398967849267176,63.0,82.0,52.0,56.05395116233187,-8.676361326452355,2.0559985862192325,6.460536744987263,54.0,50.0,47.0,24.649913518731204,-15.250206960531292,0.9569000086778253,1.6163658357245299,42.0,48.0,42.0,26.86316712333967,-17.831476790801766,1.0973434979012895,1.5065026547434834,28.0,26.0,18.0,50.333333333333336,44.0,24.0,52.555555555555564
switch_cash_decay550_rec725,0.55,0.725,26.041003690313946,-26.799313231318898,1.0729925234367412,0.9717041427718843,3.258906551811357,4.398967849267205,17.0,67.0,17.0,50.87554392883264,-9.30115873376768,1.9052478490621525,5.4698070837271,80.0,78.0,76.0,24.626264100361684,-15.25020696053134,0.9531662747168272,1.6148150752377506,55.0,75.0,48.0,25.27698571885153,-18.89871300485527,1.0314342763296924,1.3374977286737788,73.0,95.0,65.0,78.0,59.333333333333336,77.66666666666667,52.666666666666664
switch_cash_decay550_rec750,0.55,0.75,26.041003690313946,-26.799313231318898,1.0729925234367412,0.9717041427718843,3.258906551811357,4.398967849267205,17.0,67.0,17.0,50.87554392883264,-9.30115873376768,1.9052478490621525,5.4698070837271,80.0,78.0,76.0,24.626264100361684,-15.25020696053134,0.9531662747168272,1.6148150752377506,55.0,75.0,48.0,25.27698571885153,-18.89871300485527,1.0314342763296924,1.3374977286737788,73.0,95.0,65.0,78.0,59.333333333333336,77.66666666666667,52.666666666666664
switch_cash_decay575_rec850,0.575,0.85,24.624472804615706,-26.799313231318912,1.0242200476684962,0.918847158211443,1.8423756661131172,4.398967849267191,72.0,78.0,54.0,56.05395116233187,-8.676361326452355,2.0559985862192325,6.460536744987263,54.0,50.0,47.0,24.649913518731204,-15.250206960531292,0.9569000086778253,1.6163658357245299,42.0,48.0,42.0,26.579084000551845,-17.831476790801755,1.0865086969890825,1.4905711014503567,30.0,23.0,22.0,50.333333333333336,44.0,25.0,53.88888888888889
switch_cash_decay525_rec650,0.525,0.65,25.921170682904314,-27.810401527014893,1.0670654749978243,0.9320674733057921,3.1390735444017253,3.38787955357121,19.0,86.0,42.0,50.86645994627486,-9.240615141612754,1.9083465039518124,5.50466166664714,83.0,73.0,73.0,24.515135107153128,-15.250206960531361,0.9469679025864685,1.6075280270359655,57.0,83.0,58.0,25.64249709301332,-18.087763462641806,1.0465816953687315,1.4176709655660273,55.0,53.0,39.0,76.33333333333333,66.0,49.0,56.388888888888886
switch_cash_decay650_rec800,0.65,0.8,22.48270166753774,-24.61501128075386,0.9504879097025648,0.9133736081249192,-0.29939547096484986,6.5832697998322445,105.0,3.0,58.0,54.529725348637534,-8.67356700953781,2.022007943613596,6.286885809341694,61.0,24.0,54.0,23.757898210447557,-15.243087311227663,0.9256784105938428,1.558601464740552,90.0,33.0,78.0,25.07929177698509,-18.280082596026105,1.0395845589607875,1.3719463052337117,84.0,66.0,49.0,46.333333333333336,67.0,66.33333333333333,57.611111111111114
switch_cash_decay550_rec700,0.55,0.7,25.899326845629677,-26.799313231318898,1.067570428634302,0.9664175578709436,3.1172297071270876,4.398967849267205,20.0,67.0,19.0,50.22015172110261,-9.669657474624334,1.8849233743334692,5.193581246584297,99.0,85.0,81.0,24.446496872883007,-15.250206960531326,0.946812268879772,1.6030272202962468,60.0,61.0,71.0,24.856998609400314,-18.89871300485527,1.0154642671369336,1.315274675212767,88.0,95.0,85.0,88.33333333333333,64.0,89.33333333333333,57.944444444444436
switch_cash_decay550_rec675,0.55,0.675,25.877264512350393,-26.799313231318898,1.0667225315252078,0.9655943153837631,3.0951673738478043,4.398967849267205,21.0,67.0,20.0,50.22015172110261,-9.669657474624334,1.8849233743334692,5.193581246584297,99.0,85.0,81.0,24.446496872883007,-15.250206960531324,0.946812268879772,1.603027220296247,60.0,60.0,70.0,24.79168137354919,-18.898713004855214,1.0129678202314658,1.311818501459863,89.0,86.0,91.0,88.33333333333333,63.333333333333336,88.66666666666667,58.05555555555555
switch_cash_decay650_rec825,0.65,0.825,22.45006359360062,-24.61501128075385,0.9491876000020953,0.9120476662610358,-0.332033544901968,6.583269799832252,106.0,2.0,61.0,54.529725348637534,-8.67356700953781,2.022007943613596,6.286885809341694,61.0,24.0,54.0,23.757898210447557,-15.243087311227663,0.9256784105938428,1.558601464740552,90.0,33.0,78.0,25.07929177698509,-18.280082596026105,1.0395845589607875,1.3719463052337117,84.0,66.0,49.0,46.333333333333336,67.0,66.33333333333333,58.111111111111114
switch_cash_decay525_rec725,0.525,0.725,25.752895517518006,-27.810401527014893,1.0596093070153343,0.9260166737435188,2.9707983790154167,3.38787955357121,22.0,86.0,44.0,51.52614590894855,-8.870386939708634,1.9287392419501523,5.80878221651073,71.0,67.0,67.0,24.69540368859864,-15.250206960531346,0.9533143095010387,1.619348757201273,39.0,79.0,34.0,25.141835945022816,-18.898713004855185,1.0247227581800276,1.3303464600242216,81.0,81.0,75.0,68.33333333333333,50.666666666666664,79.0,58.333333333333336
switch_cash_decay525_rec750,0.525,0.75,25.752895517518006,-27.810401527014893,1.0596093070153343,0.9260166737435188,2.9707983790154167,3.38787955357121,22.0,86.0,44.0,51.52614590894855,-8.870386939708634,1.9287392419501523,5.80878221651073,71.0,67.0,67.0,24.69540368859864,-15.250206960531346,0.9533143095010387,1.619348757201273,39.0,79.0,34.0,25.141835945022816,-18.898713004855185,1.0247227581800276,1.3303464600242216,81.0,81.0,75.0,68.33333333333333,50.666666666666664,79.0,58.333333333333336
switch_cash_decay525_rec775,0.525,0.775,25.752895517518006,-27.810401527014893,1.0596093070153343,0.9260166737435188,2.9707983790154167,3.38787955357121,22.0,86.0,44.0,51.52614590894855,-8.870386939708634,1.9287392419501523,5.80878221651073,71.0,67.0,67.0,24.69540368859864,-15.250206960531346,0.9533143095010387,1.619348757201273,39.0,79.0,34.0,25.141835945022816,-18.898713004855185,1.0247227581800276,1.3303464600242216,81.0,81.0,75.0,68.33333333333333,50.666666666666664,79.0,58.333333333333336
switch_cash_decay675_rec850,0.675,0.85,20.76243601484724,-24.61501128075396,0.8892351690311565,0.8434867560300904,-2.01966112365535,6.5832697998321414,123.0,12.0,80.0,57.588448466227526,-8.67356700953781,2.120452153637045,6.639534623171862,25.0,24.0,27.0,24.149535099685515,-15.057474806606328,0.9461087515916003,1.603823709476846,72.0,20.0,67.0,23.42692528950994,-17.331203508298014,0.9912187844850845,1.351719473970365,112.0,7.0,55.0,25.333333333333332,53.0,58.0,58.555555555555564
switch_cash_decay600_rec775,0.6,0.775,24.881500407803657,-25.856366291320732,1.0419695524883805,0.9622968721693771,2.0994032693010674,5.3419147892653704,54.0,50.0,21.0,49.689648609743365,-9.387660182719127,1.8720994855508715,5.2930813048828105,103.0,81.0,79.0,22.730375586277397,-15.380991952480127,0.8958243843855885,1.4778224744218926,106.0,105.0,107.0,25.592121512068644,-17.785784088759492,1.061388194549996,1.4389088152848268,64.0,19.0,33.0,87.66666666666667,106.0,38.666666666666664,59.555555555555564
switch_cash_decay575_rec800,0.575,0.8,24.47691908137908,-26.799313231318767,1.0184705728922379,0.913341281177846,1.6948219428764908,4.398967849267336,75.0,60.0,59.0,52.73530787900307,-8.676361326452355,1.9536918356254755,6.078044227852116,67.0,50.0,60.0,23.764640443090855,-15.250206960531315,0.9251306960028278,1.5583159300457714,88.0,55.0,81.0,26.0397804990796,-17.831476790801755,1.0660734525707285,1.4603266350049056,49.0,23.0,30.0,59.0,74.66666666666667,34.0,60.27777777777778
