cash_enabled,decay_threshold,recovery_threshold,segment,start,end,rows,trigger_count,overlay_days,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,final_nav
True,0.6,0.9,last_10y,2016-05-04,2026-04-30,2428,54,232,0.7330460704970501,0.23798754484349005,0.2727718849501346,0.19017930421955664,1.3676676234961331,-0.19846281242803132,1.3744231557186564,11.122826731725015
True,0.6,0.9,full_common,2010-09-29,2026-04-30,3785,82,347,0.7424397002361763,0.2373226091840963,0.29419506824307273,0.21287819445731476,1.3236963011049552,-0.31580022225863513,0.931586007568202,55.63995687676043
True,0.6,0.95,last_1y,2025-05-06,2026-04-30,242,5,47,0.6802685950413223,0.1797520661157025,0.9888274996750295,0.19348584015112397,3.6212879651014145,-0.0718245032646101,13.767272375446444,1.965566092710602
True,0.6,0.95,last_3y,2023-05-04,2026-04-30,726,14,84,0.6237448440120524,0.19229089694015022,0.43510659613587865,0.19453175222079322,1.9612544007296293,-0.12792186195221633,3.4013466462707327,2.944704780574368
True,0.6,0.95,last_5y,2021-05-06,2026-04-30,1210,24,153,0.7033791378121902,0.2139282571723546,0.3272251857501549,0.1844827243913308,1.6328332785762327,-0.17718418266029246,1.8468081114076056,4.098446750164002
True,0.6,0.95,last_10y,2016-05-04,2026-04-30,2428,54,236,0.7305749008100648,0.23675195999999749,0.27285139897364075,0.19004322904318524,1.3688420473636684,-0.19846281242803132,1.374823805203229,11.129768895616166
True,0.6,0.95,full_common,2010-09-29,2026-04-30,3785,82,351,0.740854495480562,0.2365300068062892,0.2942468859229752,0.2128002277666583,1.3242930764597998,-0.31580022225863513,0.9317500913029501,55.67468381343321
True,0.6,1.0,last_1y,2025-05-06,2026-04-30,242,5,47,0.6802685950413223,0.1797520661157025,0.9888274996750295,0.19348584015112397,3.6212879651014145,-0.0718245032646101,13.767272375446444,1.965566092710602
True,0.6,1.0,last_3y,2023-05-04,2026-04-30,726,14,84,0.6237448440120524,0.19229089694015022,0.43510659613587865,0.19453175222079322,1.9612544007296293,-0.12792186195221633,3.4013466462707327,2.944704780574368
True,0.6,1.0,last_5y,2021-05-06,2026-04-30,1210,24,153,0.7033791378121902,0.2139282571723546,0.3272251857501549,0.1844827243913308,1.6328332785762327,-0.17718418266029246,1.8468081114076056,4.098446750164002
True,0.6,1.0,last_10y,2016-05-04,2026-04-30,2428,53,236,0.7305962965838091,0.2367620982976346,0.27553546777443305,0.1900092495117997,1.380193663804308,-0.19846281242803132,1.3883480960663632,11.366407580173242
True,0.6,1.0,full_common,2010-09-29,2026-04-30,3785,81,351,0.7408682204313285,0.23653651031663606,0.29599535799773125,0.2127802099746303,1.3307799931574016,-0.31580022225863513,0.9372867310882257,56.85842662645136
True,0.65,0.7,last_1y,2025-05-06,2026-04-30,242,5,40,0.7267561983471075,0.21074380165289255,0.8397755026074056,0.19812430679309417,3.1504108613138846,-0.08523104333511744,9.852929985915072,1.8206828043130516
True,0.65,0.7,last_3y,2023-05-04,2026-04-30,726,15,83,0.6324218641576498,0.20066532467800283,0.385115644806862,0.19503544998685396,1.7737909804326986,-0.12324508615916674,3.1247951282171083,2.6485335287710243
True,0.65,0.7,last_5y,2021-05-06,2026-04-30,1210,28,155,0.7048663416350858,0.22019258323655377,0.2575259891586439,0.1835562215795504,1.3445808453817958,-0.174894809488637,1.4724621611790913,3.132434188513226
True,0.65,0.7,last_10y,2016-05-04,2026-04-30,2428,60,259,0.720438769154379,0.24163731384728016,0.2247939684912763,0.18821848077996786,1.1749063930994876,-0.1886779688983895,1.1914160927412605,7.577839882302899
True,0.65,0.7,full_common,2010-09-29,2026-04-30,3785,90,383,0.732694929623727,0.239685211597052,0.26115602178957653,0.21166616054467458,1.2072273430906608,-0.3059255193383641,0.8536588328897434,37.18483069074898
True,0.65,0.75,last_1y,2025-05-06,2026-04-30,242,5,42,0.7143595041322314,0.21074380165289255,0.9024616368707497,0.19600007794245977,3.3522497939782347,-0.07781205803974,11.597966428414557,1.8816392991763287
True,0.65,0.75,last_3y,2023-05-04,2026-04-30,726,15,85,0.6282896327526911,0.20066532467800283,0.4004569642022253,0.19438758069000683,1.8360648611472188,-0.12324508615916674,3.249273270701025,2.737206481610088
True,0.65,0.75,last_5y,2021-05-06,2026-04-30,1210,28,158,0.7017671680813667,0.22019258323655377,0.26733433472806833,0.1831343926836592,1.389922848047119,-0.174894809488637,1.5285435600387967,3.2560823123639513
True,0.65,0.75,last_10y,2016-05-04,2026-04-30,2428,60,269,0.7167524194994924,0.23917097196084292,0.22944419032723729,0.18795794488585474,1.1965267983116694,-0.18867796889839006,1.2160624352003775,7.8701488882136275
True,0.65,0.75,full_common,2010-09-29,2026-04-30,3785,90,393,0.7303302118001961,0.23810310377663732,0.2642227390316154,0.21151604357615905,1.2194801377734104,-0.3059255193383641,0.8636832246066273,38.619205270179634
True,0.65,0.8,last_1y,2025-05-06,2026-04-30,242,5,48,0.6802685950413223,0.1921487603305785,0.989005864042954,0.1940145955629752,3.612418348927764,-0.0718245032646101,13.769755711352957,1.9657393543922228
True,0.65,0.8,last_3y,2023-05-04,2026-04-30,726,15,91,0.6169259963890548,0.1944669775705648,0.4210892597509859,0.19382171320474015,1.9167877954878654,-0.12324508615916674,3.416681937380966,2.8595461969537737
True,0.65,0.8,last_5y,2021-05-06,2026-04-30,1210,28,168,0.6918498127094659,0.21523390555060337,0.29151374923181095,0.18216206065629215,1.5007172280109102,-0.17056831291804042,1.7090732988130444,3.5776190235108762
True,0.65,0.8,last_10y,2016-05-04,2026-04-30,2428,60,279,0.711810080125522,0.23669980227385776,0.2410913128477543,0.18749372721102076,1.2495416852322543,-0.18867796889839006,1.2777926021537298,8.647322665468538
True,0.65,0.8,full_common,2010-09-29,2026-04-30,3785,90,403,0.7271598022889676,0.23651789902102305,0.2718855333659238,0.21124796101611756,1.2495248882536834,-0.3059255193383641,0.8887311328389349,42.43283498172908
True,0.65,0.85,last_1y,2025-05-06,2026-04-30,242,5,52,0.6554752066115702,0.1797520661157025,1.02852239273478,0.19188149452830278,3.7523074868000617,-0.0718245032646101,14.319937430622804,2.004118874849249
True,0.65,0.85,last_3y,2023-05-04,2026-04-30,726,15,95,0.6086615335791373,0.19033474616560614,0.43030992319884764,0.19316005307176412,1.9563771918866284,-0.12324508615916674,3.491497605374038,2.9153765955865123
True,0.65,0.85,last_5y,2021-05-06,2026-04-30,1210,28,172,0.6868911350235155,0.21275456670762816,0.2965351959001301,0.18174870628291828,1.5251885149072328,-0.17056831291804042,1.7385128036214903,3.6474692313695485
True,0.65,0.85,last_10y,2016-05-04,2026-04-30,2428,60,285,0.7087211180167906,0.23546421743036516,0.24284219137682106,0.18729040236510525,1.258254216780302,-0.18867796889838984,1.2870723211335855,8.769940450341817
True,0.65,0.85,full_common,2010-09-29,2026-04-30,3785,90,409,0.7251782963444497,0.23572529664321593,0.2730352221535235,0.211131741759752,1.2543985847868442,-0.3059255193383641,0.8924892004564587,43.034526445392444
True,0.65,0.9,last_1y,2025-05-06,2026-04-30,242,5,52,0.6554752066115702,0.1797520661157025,1.02852239273478,0.19188149452830278,3.7523074868000617,-0.0718245032646101,14.319937430622804,2.004118874849249
True,0.65,0.9,last_3y,2023-05-04,2026-04-30,726,15,95,0.6086615335791373,0.19033474616560614,0.43030992319884764,0.19316005307176412,1.9563771918866284,-0.12324508615916674,3.491497605374038,2.9153765955865123
True,0.65,0.9,last_5y,2021-05-06,2026-04-30,1210,28,173,0.6856514656020278,0.21275456670762816,0.30158270927638586,0.18152259474436971,1.5483922563754204,-0.17056831291803864,1.7681051311171856,3.7187763619419534
True,0.65,0.9,last_10y,2016-05-04,2026-04-30,2428,60,288,0.707485533173298,0.23546421743036516,0.2446125444464693,0.1871781428415483,1.2665354913271394,-0.18867796889838961,1.2964552558767612,8.895510711891927
True,0.65,0.9,full_common,2010-09-29,2026-04-30,3785,90,412,0.7243856939666425,0.23572529664321593,0.2741971074113061,0.2110673723950013,1.2590628569660764,-0.3059255193383641,0.8962871355234497,43.650705856419194
True,0.65,0.95,last_1y,2025-05-06,2026-04-30,242,5,52,0.6554752066115702,0.1797520661157025,1.02852239273478,0.19188149452830278,3.7523074868000617,-0.0718245032646101,14.319937430622804,2.004118874849249
True,0.65,0.95,last_3y,2023-05-04,2026-04-30,726,15,95,0.6086615335791373,0.19033474616560614,0.43030992319884764,0.19316005307176412,1.9563771918866284,-0.12324508615916674,3.491497605374038,2.9153765955865123
True,0.65,0.95,last_5y,2021-05-06,2026-04-30,1210,28,177,0.6806927879160775,0.21027522786465294,0.3017456996645682,0.18123624566503388,1.5512492857281814,-0.17056831291803953,1.7690607036112345,3.7210973865880836
True,0.65,0.95,last_10y,2016-05-04,2026-04-30,2428,60,292,0.7050143634863129,0.23422863258687257,0.24469029926827646,0.18703990299991624,1.2676698554564323,-0.18867796889838961,1.2968673592201516,8.901062726208702
True,0.65,0.95,full_common,2010-09-29,2026-04-30,3785,90,416,0.7228004892110284,0.2349326942654088,0.27424812440207114,0.21098874396577907,1.2596448209317008,-0.3059255193383641,0.8964538983056962,43.67794986204189
True,0.65,1.0,last_1y,2025-05-06,2026-04-30,242,5,52,0.6554752066115702,0.1797520661157025,1.02852239273478,0.19188149452830278,3.7523074868000617,-0.0718245032646101,14.319937430622804,2.004118874849249
True,0.65,1.0,last_3y,2023-05-04,2026-04-30,726,15,95,0.6086615335791373,0.19033474616560614,0.43030992319884764,0.19316005307176407,1.9563771918866288,-0.12324508615916674,3.491497605374038,2.9153765955865123
True,0.65,1.0,last_5y,2021-05-06,2026-04-30,1210,28,177,0.6806927879160775,0.21027522786465294,0.3017456996645682,0.18123624566503382,1.5512492857281817,-0.17056831291803953,1.7690607036112345,3.721097386588083
True,0.65,1.0,last_10y,2016-05-04,2026-04-30,2428,59,292,0.7050257360848214,0.23423046412523765,0.24737194475224866,0.1869881467562711,1.2795326954297266,-0.18867796889838961,1.3110801764326179,9.094462092241312
True,0.65,1.0,full_common,2010-09-29,2026-04-30,3785,89,416,0.7228077845001112,0.23493386915976822,0.2760069230801647,0.21095855943287245,1.2663706490946627,-0.3059255193383641,0.9022030057417068,44.62697000410327
True,0.7,0.75,last_1y,2025-05-06,2026-04-30,242,5,45,0.6957644628099173,0.21074380165289255,0.8993606144435702,0.19480073494764275,3.363363376286682,-0.07781205803973978,11.55811370500255,1.878624657782667
True,0.7,0.75,last_3y,2023-05-04,2026-04-30,726,15,90,0.618992112091534,0.20066532467800283,0.38929037876340233,0.19379871557022801,1.799489147186815,-0.12659232360284245,3.075149959208596,2.6724712190682474
True,0.7,0.75,last_5y,2021-05-06,2026-04-30,1210,29,174,0.6862713003127717,0.22019258323655377,0.23741604502774316,0.18104900551521297,1.2711481641771347,-0.17489480948863756,1.3574790796931422,2.8906507673628177
True,0.7,0.75,last_10y,2016-05-04,2026-04-30,2428,62,311,0.6992255843736476,0.2380390076154269,0.2144522082113507,0.1860924682076026,1.1404314435731393,-0.18546026113396352,1.1563243085074997,6.962491760362567
True,0.7,0.75,full_common,2010-09-29,2026-04-30,3785,97,456,0.7151963034993878,0.23714315019346918,0.24628935269448848,0.21003947245077395,1.1581925564969546,-0.3062607879709006,0.8041818031170536,30.910785399369633
True,0.7,0.8,last_1y,2025-05-06,2026-04-30,242,5,51,0.6616735537190083,0.1921487603305785,0.9857637740724412,0.19280463773369072,3.625464251701702,-0.0718245032646101,13.724616659592744,1.9625899733022925
True,0.7,0.8,last_3y,2023-05-04,2026-04-30,726,15,96,0.6076284757278977,0.1944669775705648,0.409758162087271,0.19323365807783363,1.8803430884906693,-0.12659232360284245,3.236832616903403,2.7919175854281053
True,0.7,0.8,last_5y,2021-05-06,2026-04-30,1210,29,184,0.6763539449408709,0.21523390555060332,0.26102464983424656,0.18007588034405822,1.3825903645378959,-0.17373488176885943,1.5024308715478294,3.1761012724937516
True,0.7,0.8,last_10y,2016-05-04,2026-04-30,2428,62,321,0.6942832449996771,0.2355678379284417,0.22595730439679462,0.18562621179545544,1.1938519343297442,-0.17711747875068173,1.2757481982614598,7.65003479129693
True,0.7,0.8,full_common,2010-09-29,2026-04-30,3785,97,471,0.7100616361603326,0.23478323436400078,0.2519516702547955,0.2095920195290413,1.1819644051435796,-0.30626078797090095,0.822670352035842,33.17337313840059
True,0.7,0.85,last_1y,2025-05-06,2026-04-30,242,5,55,0.6368801652892562,0.1797520661157025,1.0252158906156343,0.19065876651047808,3.76663931239569,-0.0718245032646101,14.273901579780036,2.0009080045615253
True,0.7,0.85,last_3y,2023-05-04,2026-04-30,726,15,100,0.5993640129179804,0.19033474616560614,0.41890530429969064,0.19257108802634845,1.9199372297343584,-0.12659232360284245,3.3090893063462556,2.846427588417485
True,0.7,0.85,last_5y,2021-05-06,2026-04-30,1210,29,189,0.6701555978334328,0.21275456670762813,0.2628125395257246,0.1795867536529807,1.393796364557623,-0.17373488176885987,1.5127217795869876,3.1986031558991828
True,0.7,0.85,last_10y,2016-05-04,2026-04-30,2428,62,328,0.6905764904691993,0.2343322530849491,0.22617875607163462,0.18538514229208877,1.1961393950750974,-0.17711747875068018,1.2769985078096988,7.66384767015879
True,0.7,0.85,full_common,2010-09-29,2026-04-30,3785,97,479,0.7076838290269112,0.23399063198619363,0.25209660317447025,0.20945508062667803,1.1831544687642597,-0.30626078797090095,0.8231435857156579,33.23327087705154
True,0.7,0.9,last_1y,2025-05-06,2026-04-30,242,5,55,0.6368801652892562,0.1797520661157025,1.0252158906156343,0.19065876651047808,3.76663931239569,-0.0718245032646101,14.273901579780036,2.0009080045615253
True,0.7,0.9,last_3y,2023-05-04,2026-04-30,726,15,100,0.5993640129179804,0.19033474616560614,0.41890530429969064,0.19257108802634845,1.9199372297343584,-0.12659232360284245,3.3090893063462556,2.846427588417485
True,0.7,0.9,last_5y,2021-05-06,2026-04-30,1210,29,190,0.6689159284119452,0.21275456670762813,0.26772876795139,0.17936029502724765,1.417116898492041,-0.17373488176885965,1.5410190816348652,3.2611350645786077
True,0.7,0.9,last_10y,2016-05-04,2026-04-30,2428,62,331,0.6893409056257068,0.23433225308494915,0.2279253730917281,0.1852721620906224,1.2044728793048056,-0.1771174787506815,1.2868598553876553,7.773580610977623
True,0.7,0.9,full_common,2010-09-29,2026-04-30,3785,97,482,0.706891226649104,0.23399063198619363,0.2532393779848068,0.2093904970731591,1.1878354030311615,-0.30626078797090095,0.8268749638588014,33.7091133915847
True,0.7,0.95,last_1y,2025-05-06,2026-04-30,242,5,55,0.6368801652892562,0.1797520661157025,1.0252158906156343,0.19065876651047808,3.76663931239569,-0.0718245032646101,14.273901579780036,2.0009080045615253
True,0.7,0.95,last_3y,2023-05-04,2026-04-30,726,15,100,0.5993640129179804,0.19033474616560614,0.41890530429969064,0.19257108802634845,1.9199372297343584,-0.12659232360284245,3.3090893063462556,2.846427588417485
True,0.7,0.95,last_5y,2021-05-06,2026-04-30,1210,29,195,0.6627175813045072,0.2102752278646529,0.2657903318048931,0.17904042539435974,1.4107340317673756,-0.17373488176885898,1.5298616437803598,3.2363635445780146
True,0.7,0.95,last_10y,2016-05-04,2026-04-30,2428,62,336,0.6862519435169753,0.23309666824145656,0.22698828555649753,0.18511743878793446,1.2011827925507335,-0.1771174787506815,1.281569087125593,7.714532640326946
True,0.7,0.95,full_common,2010-09-29,2026-04-30,3785,97,487,0.7049097207045862,0.2331980296083865,0.2526263339326409,0.20930296557487765,1.185894351742989,-0.30626078797090095,0.8248732578740832,33.453059606615255
True,0.7,1.0,last_1y,2025-05-06,2026-04-30,242,5,55,0.6368801652892562,0.1797520661157025,1.0252158906156343,0.19065876651047808,3.76663931239569,-0.0718245032646101,14.273901579780036,2.0009080045615253
True,0.7,1.0,last_3y,2023-05-04,2026-04-30,726,15,100,0.5993640129179804,0.19033474616560614,0.41890530429969064,0.19257108802634845,1.9199372297343584,-0.12659232360284245,3.3090893063462556,2.846427588417485
True,0.7,1.0,last_5y,2021-05-06,2026-04-30,1210,29,195,0.6627175813045072,0.2102752278646529,0.2657903318048931,0.17904042539435974,1.4107340317673756,-0.17373488176885898,1.5298616437803598,3.2363635445780146
True,0.7,1.0,last_10y,2016-05-04,2026-04-30,2428,61,336,0.6862622214190641,0.2330984556423496,0.22962820512760418,0.1850654314201335,1.2131356510580877,-0.1771174787506815,1.2964739942512342,7.881921792604536
True,0.7,1.0,full_common,2010-09-29,2026-04-30,3785,96,487,0.7049163137683304,0.23319917618946137,0.2543529433832039,0.20927277749082832,1.192654515325587,-0.30626078797090095,0.8305109676899642,34.17892072480824
False,,,last_1y,2025-05-06,2026-04-30,242,0,0,0.8662190082644629,0.19834710743801653,0.9136479790917851,0.2094335494946485,3.178059603239995,-0.08414860508428834,10.857553469562804,1.8925133407005041
False,,,last_3y,2023-05-04,2026-04-30,726,0,0,0.7423802652587937,0.2021373884055482,0.3704999873002597,0.21114541833596379,1.6034781978786004,-0.1501804324688143,2.4670323637348415,2.5658530414077476
False,,,last_5y,2021-05-06,2026-04-30,1210,0,0,0.8427422087420532,0.2235551603160562,0.2938240403591281,0.2032354895035127,1.373959699115116,-0.19828533839259888,1.4818243383046585,3.6096219749306684
False,,,last_10y,2016-05-04,2026-04-30,2428,0,0,0.8340075203361893,0.23889863429921165,0.26539851791832914,0.20399894209611577,1.2598042480540332,-0.232219410045991,1.1428782713114594,10.495756351351746
False,,,full_common,2010-09-29,2026-04-30,3785,0,0,0.8360448528755323,0.24067547626808672,0.29323674478584794,0.22540648278423417,1.2589917930298813,-0.31643480994124185,0.9266892755582058,55.00135471489124
