mode,ma_window,slope_window,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,target_vol,vol_window,scale_threshold,start,end,rows,cagr,max_dd,sharpe,calmar,avg_weight,avg_turnover
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.0,2016-05-04,2026-04-30,2428,0.3039633571471667,-0.1916017834455317,1.518958467936721,1.5864328174877194,0.6895820358599066,0.24598357373358498
formal,60,20,20,0.2,1.03,0.5,,0.35,100,0.15,2016-05-04,2026-04-30,2428,0.30395777223756526,-0.18953452316641672,1.525950490553899,1.6037066343353272,0.6880983930436685,0.24456555161791835
formal,60,20,20,0.2,1.03,0.5,,0.4,40,0.0,2016-05-04,2026-04-30,2428,0.30383740751555055,-0.19160178344553047,1.5266315611655041,1.585775466447717,0.6904266462783659,0.24595093668207918
formal,60,20,20,0.2,1.03,0.5,,0.35,60,0.05,2016-05-04,2026-04-30,2428,0.3036125532207934,-0.19160178344553236,1.5204868367985713,1.5846019163339518,0.6878872420743588,0.2460707240732638
formal,60,20,20,0.2,1.03,0.5,,0.35,60,0.1,2016-05-04,2026-04-30,2428,0.30337900689379915,-0.19160178344553047,1.5167524306662092,1.5833830011297638,0.6883390949566442,0.24626541158968293
formal,60,20,20,0.2,1.03,0.5,,0.35,60,0.0,2016-05-04,2026-04-30,2428,0.30335140547770334,-0.19160178344553103,1.5203816324213046,1.5832389449753776,0.6874360848411417,0.24600642301284553
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.15,2016-05-04,2026-04-30,2428,0.3032834196963108,-0.19160178344553092,1.5174442967687793,1.5828841164337546,0.6872304338022367,0.24539110396055225
formal,60,20,20,0.2,1.03,0.5,,0.35,40,0.0,2016-05-04,2026-04-30,2428,0.3027907574057196,-0.19160178344553047,1.5401641416912835,1.5803128340493682,0.6865917183796365,0.24481212619071502
formal,60,20,20,0.2,1.03,0.5,,0.35,80,0.05,2016-05-04,2026-04-30,2428,0.30269043896279113,-0.1916017834455308,1.5229716765616568,1.5797892562353992,0.6844501808991115,0.24391497735231982
formal,60,20,20,0.2,1.03,0.5,,0.3,80,0.05,2016-05-04,2026-04-30,2428,0.30268671288157134,-0.19160178344553092,1.5241747208112206,1.5797698092284196,0.6833362580677521,0.24516902049937203
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.05,2016-05-04,2026-04-30,2428,0.30266772004546216,-0.18742894977200575,1.524454563083472,1.614839758818669,0.6848046202079545,0.24404218445679204
formal,60,20,20,0.2,1.03,0.5,,0.3,80,0.0,2016-05-04,2026-04-30,2428,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,0.6825946478720907,0.24509656385207917
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.1,2016-05-04,2026-04-30,2428,0.3023658999317562,-0.19160178344553225,1.5174472904067393,1.5780954357228703,0.6856571909893613,0.24486747262174763
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.05,2016-05-04,2026-04-30,2428,0.3018926501108077,-0.19160178344553058,1.5174005863737479,1.5756254700866659,0.6851519435108246,0.24484822339938755
formal,60,20,20,0.2,1.03,0.5,,0.4,60,0.1,2016-05-04,2026-04-30,2428,0.3016645812227763,-0.18737092484186835,1.5288294112017153,1.6099860822983398,0.6802037295881842,0.2421411447903249
formal,60,20,20,0.2,1.03,0.5,,0.35,40,0.1,2016-05-04,2026-04-30,2428,0.3016197035857373,-0.1894172143682311,1.5378045255766293,1.5923563472926074,0.6839840833750638,0.24376095687434313
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.0,2016-05-04,2026-04-30,2428,0.30160657847877825,-0.19160178344553114,1.5145420110601173,1.5741324170112407,0.6852603653606687,0.24501839049403748
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.0,2016-05-04,2026-04-30,2428,0.30142908403334645,-0.19160178344553125,1.5317875552875455,1.5732060454387002,0.6799376689618661,0.24458010589410797
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.05,2016-05-04,2026-04-30,2428,0.3010992790404481,-0.1916017834455308,1.5334671173866246,1.571484741038674,0.6785341464640142,0.24407059818936186
formal,60,20,20,0.2,1.03,0.5,,0.3,40,0.05,2016-05-04,2026-04-30,2428,0.3006525120514183,-0.19160178344553047,1.5523089404739296,1.5691529934891724,0.6809609637782124,0.24336643656108603
formal,60,20,20,0.2,1.03,0.5,,0.4,100,0.05,2016-05-04,2026-04-30,2428,0.3004908171077123,-0.1872602417976963,1.5278992823999002,1.6046695989656092,0.6797424737781123,0.24159567111083527
formal,60,20,20,0.2,1.03,0.5,,0.3,40,0.0,2016-05-04,2026-04-30,2428,0.3002972807884199,-0.19160178344553025,1.5518138386299327,1.5672989853656047,0.6808896353060244,0.24335637518122868
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.15,2016-05-04,2026-04-30,2428,0.3001210037330191,-0.19160178344553036,1.5260465047163077,1.5663789675441053,0.6790934382764918,0.2441877070948604
formal,60,20,20,0.2,1.03,0.5,,0.3,40,0.1,2016-05-04,2026-04-30,2428,0.30003542401255623,-0.19160178344553047,1.5552434089233842,1.5659323134528746,0.6779001121086095,0.24254073280100902
formal,60,20,20,0.2,1.03,0.5,,0.35,40,0.05,2016-05-04,2026-04-30,2428,0.29979504924232625,-0.1894172143682311,1.5420766855242518,1.582723356175634,0.678132969180804,0.24146182533240274
formal,60,20,20,0.2,1.03,0.5,,0.3,40,0.15,2016-05-04,2026-04-30,2428,0.29897769584371514,-0.19160178344553047,1.5478149717676013,1.5604118629131134,0.6780589755791637,0.24256422973030684
formal,60,20,20,0.2,1.03,0.5,,0.4,40,0.1,2016-05-04,2026-04-30,2428,0.29860313008352724,-0.19160178344553047,1.5281929656483837,1.5584569449919325,0.6772059497905936,0.24094233233358958
formal,60,20,20,0.2,1.03,0.5,,0.35,60,0.15,2016-05-04,2026-04-30,2428,0.2984024201492115,-0.19160178344553047,1.503848070145054,1.5574094081125442,0.6825323395984394,0.2447317370353274
formal,60,20,20,0.2,1.03,0.5,,0.4,40,0.15,2016-05-04,2026-04-30,2428,0.2980064376307108,-0.19160178344553047,1.5223207032637578,1.5553427127437442,0.677373746776851,0.24100017353008027
formal,60,20,20,0.2,1.03,0.5,,0.35,40,0.15,2016-05-04,2026-04-30,2428,0.2974940051890602,-0.1894172143682311,1.5396912778563159,1.5705753364671784,0.6737984984901261,0.24034459941872466
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.0,2016-05-04,2026-04-30,2428,0.29741136050535144,-0.19160178344553092,1.5307366508410283,1.552236911144934,0.6704006837010058,0.24056522949937592
formal,60,20,20,0.2,1.03,0.5,,0.25,60,0.0,2016-05-04,2026-04-30,2428,0.2974094281858415,-0.19160178344553214,1.5445929239803735,1.5522268260639023,0.6684448446985396,0.2421778762127164
formal,60,20,20,0.2,1.03,0.5,,0.25,80,0.05,2016-05-04,2026-04-30,2428,0.29730161291489,-0.18914101703791641,1.552419950417475,1.5718516140541372,0.6652083062693273,0.2403811365612041
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.05,2016-05-04,2026-04-30,2428,0.2970872212813047,-0.1916017834455329,1.530027210951402,1.5505451772882812,0.6700074031913075,0.24032539391794006
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.1,2016-05-04,2026-04-30,2428,0.29688424643902245,-0.1916017834455308,1.5258851738799033,1.5494858194961514,0.670839297120826,0.2406656916824846
formal,60,20,20,0.2,1.03,0.5,,0.25,80,0.0,2016-05-04,2026-04-30,2428,0.2968738119750298,-0.19160178344553147,1.5454798468168114,1.5494313603788823,0.6677612242336008,0.24170773185678499
formal,60,20,20,0.2,1.03,0.5,,0.25,80,0.1,2016-05-04,2026-04-30,2428,0.29495381732717996,-0.18106187148775965,1.549256916980132,1.6290222502594631,0.6581638548984446,0.23720847425945918
formal,60,20,20,0.2,1.03,0.5,,0.25,60,0.05,2016-05-04,2026-04-30,2428,0.29494201686217103,-0.18793258648525468,1.5468444414283817,1.569403275814077,0.6617740221945564,0.23943419345886624
formal,60,20,20,0.2,1.03,0.5,,0.25,80,0.15,2016-05-04,2026-04-30,2428,0.2949385770081525,-0.18106187148775976,1.5426780612113542,1.6289380783744474,0.6598967735480065,0.23755085304171464
formal,60,20,20,0.2,1.03,0.5,,0.25,40,0.15,2016-05-04,2026-04-30,2428,0.2948040293868197,-0.19160178344553136,1.553751918498443,1.5386288378188648,0.671622499088285,0.24119935739184528
formal,60,20,20,0.2,1.03,0.5,,0.3,80,0.1,2016-05-04,2026-04-30,2428,0.2946478109091528,-0.18386624702793164,1.5332342544803164,1.6025116935377053,0.6599524518297893,0.23571406748221307
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.1,2016-05-04,2026-04-30,2428,0.2936679148552368,-0.17974400286617342,1.5442578631996655,1.6338120336280941,0.6568765329556747,0.23310489660699454
formal,60,20,20,0.2,1.03,0.5,,0.25,100,0.0,2016-05-04,2026-04-30,2428,0.2935145210843313,-0.19160178344553136,1.527204091546045,1.5318986901172125,0.6676894388511735,0.2404454051016244
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.1,2016-05-04,2026-04-30,2428,0.2932543939200105,-0.1916017834455308,1.5318141850869031,1.530541045320582,0.6616742914687204,0.23761049529237427
formal,60,20,20,0.2,1.03,0.5,,0.25,40,0.1,2016-05-04,2026-04-30,2428,0.29301766402643503,-0.19160178344553103,1.5494766929980177,1.5293055145790684,0.6697725805202137,0.24067627511396752
formal,60,20,20,0.2,1.03,0.5,,0.25,100,0.1,2016-05-04,2026-04-30,2428,0.29256309507949796,-0.19160178344553125,1.5238878827968494,1.5269330473777563,0.6670865326432516,0.23998736639405624
formal,60,20,20,0.2,1.03,0.5,,0.25,40,0.0,2016-05-04,2026-04-30,2428,0.29246851900963966,-0.19160178344553114,1.5496761488512765,1.5264394399167118,0.6700049274428977,0.2408553043032197
formal,60,20,20,0.2,1.03,0.5,,0.25,40,0.05,2016-05-04,2026-04-30,2428,0.29221304563713035,-0.19160178344553158,1.549645727815389,1.525106083995301,0.668909074632344,0.24049568083016323
formal,60,20,20,0.2,1.03,0.5,,0.25,100,0.05,2016-05-04,2026-04-30,2428,0.29216430418878225,-0.19160178344553014,1.5246858404346095,1.524851694670372,0.6662230902872882,0.2398826090710507
formal,60,20,20,0.2,1.03,0.5,,0.25,60,0.1,2016-05-04,2026-04-30,2428,0.2915770130483879,-0.1814821861318755,1.550732485303081,1.6066426091898138,0.6503503030676283,0.23450690970262433
formal,60,20,20,0.2,1.03,0.5,,0.2,120,0.15,2016-05-04,2026-04-30,2428,0.29030967921642437,-0.19160178344553003,1.5607626234670062,1.5151721137238565,0.6447137575655818,0.23334573616283796
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.15,2016-05-04,2026-04-30,2428,0.2891128564839469,-0.17974400286617342,1.5346590295209839,1.60847011234752,0.6522716745828816,0.23183193495553187
formal,60,20,20,0.2,1.03,0.5,,0.2,60,0.15,2016-05-04,2026-04-30,2428,0.28738070593342413,-0.19160178344553103,1.5574942681691324,1.4998853390898699,0.63998206319001,0.23309510982326395
formal,60,20,20,0.2,1.03,0.5,,0.3,80,0.15,2016-05-04,2026-04-30,2428,0.28712664928520093,-0.18386624702793186,1.5137309322558645,1.5616060801066025,0.6533413281538841,0.2341214033373649
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.15,2016-05-04,2026-04-30,2428,0.28580069300134614,-0.17883864142797756,1.540003725061141,1.5980925079686688,0.6365187614700827,0.2270246190994124
formal,60,20,20,0.2,1.03,0.5,,0.25,60,0.15,2016-05-04,2026-04-30,2428,0.28539515245743163,-0.18148218613187406,1.5391007381542625,1.5725794279888672,0.6427465415095813,0.23265694121433786
formal,60,20,20,0.2,1.03,0.5,,0.2,60,0.0,2016-05-04,2026-04-30,2428,0.2847880684199049,-0.19160178344553147,1.537865814726035,1.4863539540114166,0.6430374853191061,0.23618446461831066
formal,60,20,20,0.2,1.03,0.5,,0.2,120,0.05,2016-05-04,2026-04-30,2428,0.28464035756223693,-0.19160178344553225,1.5457081008466793,1.485583027692189,0.6410230388810559,0.2321800716672425
formal,60,20,20,0.2,1.03,0.5,,0.2,60,0.1,2016-05-04,2026-04-30,2428,0.2843803447460109,-0.19160178344553158,1.5481666956369928,1.4842259796963444,0.6366426321129821,0.2328542083485635
formal,60,20,20,0.2,1.03,0.5,,0.2,120,0.0,2016-05-04,2026-04-30,2428,0.2836294713634162,-0.1916017834455307,1.5423647542894505,1.480307052799681,0.6407161605957026,0.2322028247439051
formal,60,20,20,0.2,1.03,0.5,,0.25,100,0.15,2016-05-04,2026-04-30,2428,0.2831168930953294,-0.19160178344553114,1.5296692757027883,1.4776318257800263,0.6388617960754325,0.2300342835738542
formal,60,20,20,0.2,1.03,0.5,,0.2,60,0.05,2016-05-04,2026-04-30,2428,0.28301301913761834,-0.19160178344553158,1.5422898059925132,1.4770896911722802,0.6371778037616572,0.23368862090925402
formal,60,20,20,0.2,1.03,0.5,,0.2,120,0.1,2016-05-04,2026-04-30,2428,0.2826090779355319,-0.18190694762497928,1.5475097055726352,1.5535914467552987,0.6329927509937234,0.22847898740355196
formal,60,20,20,0.2,1.03,0.5,,0.2,80,0.15,2016-05-04,2026-04-30,2428,0.2803162314783212,-0.19160178344553047,1.5262669582275423,1.4630147300169098,0.6438717870744725,0.23501207870560478
formal,60,20,20,0.2,1.03,0.5,,0.2,80,0.1,2016-05-04,2026-04-30,2428,0.280243612927803,-0.19160178344553214,1.5496368238851908,1.4626357223207664,0.6332402525307637,0.2307307236921079
formal,60,20,20,0.2,1.03,0.5,,0.2,80,0.0,2016-05-04,2026-04-30,2428,0.27872292284581746,-0.19160178344553092,1.5298003612020454,1.454699000362142,0.641353646929907,0.2349898916174812
formal,60,20,20,0.2,1.03,0.5,,0.2,100,0.15,2016-05-04,2026-04-30,2428,0.27866086781956856,-0.1800656321985219,1.5384259220196352,1.547551658899271,0.6325229169937506,0.22878291668048809
formal,60,20,20,0.2,1.03,0.5,,0.2,80,0.05,2016-05-04,2026-04-30,2428,0.27865001580657345,-0.19160178344553092,1.5384109404407242,1.4543184869977415,0.6377044778923389,0.23288303501308444
formal,60,20,20,0.2,1.03,0.5,,0.2,40,0.05,2016-05-04,2026-04-30,2428,0.276878623356938,-0.19160178344553225,1.528360281044825,1.4450733097463464,0.6489188173819741,0.23601660422510215
formal,60,20,20,0.2,1.03,0.5,,0.2,100,0.05,2016-05-04,2026-04-30,2428,0.2754319442862265,-0.18672968978069382,1.5227459044186176,1.4750302676007752,0.6367531100271989,0.23113011811187004
formal,60,20,20,0.2,1.03,0.5,,0.2,40,0.0,2016-05-04,2026-04-30,2428,0.27537723302664463,-0.1916017834455307,1.52264620083296,1.437237316243092,0.6485186635592497,0.236078464980274
formal,60,20,20,0.2,1.03,0.5,,0.2,40,0.15,2016-05-04,2026-04-30,2428,0.27475020405867556,-0.1916017834455307,1.5207154709154145,1.4339647529261261,0.6466718480379934,0.23490420156049402
formal,60,20,20,0.2,1.03,0.5,,0.2,40,0.1,2016-05-04,2026-04-30,2428,0.2747249924512587,-0.1916017834455317,1.5184156665954125,1.4338331695610609,0.648559967105885,0.23604921522041644
formal,60,20,20,0.2,1.03,0.5,,0.2,100,0.0,2016-05-04,2026-04-30,2428,0.2746376223124387,-0.19160178344553236,1.5145083426512673,1.4333771709933556,0.6405540726024896,0.2333617697828239
formal,60,20,20,0.2,1.03,0.5,,0.2,100,0.1,2016-05-04,2026-04-30,2428,0.2715353398602762,-0.185937588242152,1.539877586895937,1.460357437285073,0.6195913614597242,0.22449985206973888
