window,rank_by_sharpe,lookback,annual_return,annual_vol,sharpe,max_drawdown,turnover,trade_count,cash_ratio
5Y,11,60,0.0444973864372753,0.21539129064157206,0.3103855887958591,-0.43818140652316073,74.0,46,0.21222130470685385
5Y,12,5,-0.0033466386843614693,0.218614740756452,0.0917110826931471,-0.3490708952392866,804.0,501,0.1907514450867052
3Y,1,40,0.21304726147373065,0.2469370209016955,0.9078297677628453,-0.20251720761403302,70.0,47,0.265474552957359
3Y,2,25,0.20398059672252922,0.24682853388834597,0.8774652829935005,-0.2053360268242137,104.0,65,0.24759284731774414
3Y,3,30,0.19814552588009215,0.2493977912801017,0.8513438233727812,-0.20251720761403325,86.0,57,0.25722145804676755
3Y,4,45,0.18922618964118887,0.24332728356158206,0.8358474370366383,-0.20251720761403302,52.0,34,0.2517193947730399
3Y,5,35,0.19115613734375025,0.2487514801692628,0.8291951604957044,-0.20535084207205634,82.0,54,0.2613480055020633
3Y,6,50,0.14980990488951895,0.24676962113514647,0.6900133660251575,-0.26756344343432636,50.0,33,0.2407152682255846
3Y,7,20,0.14673752956890285,0.25019491033615754,0.6727883401717741,-0.282954563932172,148.0,89,0.22420907840440166
3Y,8,15,0.12089483883929608,0.245671088971215,0.5876292455214412,-0.25681126512975083,180.0,114,0.21182943603851445
3Y,9,55,0.1083023068421447,0.2284803919772531,0.5656708317240846,-0.2695602335598978,38.0,27,0.2544704264099037
3Y,10,10,0.06832765273056296,0.24036835306303694,0.3941118040816048,-0.29324565320296514,248.0,157,0.22145804676753783
3Y,11,60,0.05187208296935242,0.23630494941923805,0.33253551588226543,-0.33743688915287506,36.0,24,0.2558459422283356
3Y,12,5,0.006379836603608524,0.24112907774006398,0.14365260938464144,-0.3490708952392879,492.0,311,0.20907840440165062
1Y,1,50,0.8315357864694632,0.23786576698457831,2.6740447752126077,-0.10678752549063497,12.0,8,0.024691358024691357
1Y,2,45,0.7839282079911531,0.23558932517720435,2.585148238495593,-0.09998754376980912,18.0,11,0.04938271604938271
1Y,3,55,0.7338859400201407,0.2383309453627295,2.4380279507617244,-0.099987543769809,12.0,8,0.0205761316872428
1Y,4,40,0.6952754886993959,0.2280975835576547,2.43782986721304,-0.0999875437698089,24.0,14,0.05761316872427984
1Y,5,35,0.6158139574946706,0.22402570898791715,2.2624963959117457,-0.11414376312920016,34.0,19,0.06995884773662552
1Y,6,60,0.6340245971738516,0.24028595401804442,2.171916000855351,-0.1198098542085313,12.0,7,0.012345679012345678
1Y,7,15,0.5602804692769143,0.22369452221574276,2.1084414126947637,-0.09857643158947749,56.0,32,0.09876543209876543
1Y,8,30,0.5530148773008656,0.22426066366454,2.0826944328809534,-0.14594498538994283,32.0,18,0.06584362139917696
1Y,9,20,0.5492960192500302,0.22556316935087098,2.0612420323439373,-0.13992707302689622,50.0,27,0.06995884773662552
1Y,10,25,0.5182465097591591,0.22450365908021147,1.9792088740618994,-0.16122822605278742,32.0,18,0.07407407407407407
1Y,11,10,0.45403434357600436,0.21327631901872873,1.868576000804959,-0.14785425955205989,72.0,42,0.102880658436214
1Y,12,5,0.19571885993678784,0.19983281409771422,0.997265846890119,-0.17574774726520148,162.0,99,0.1440329218106996
