candidate,avg_suba_weight,avg_microcap_weight,avg_subb_weight,latest_suba_weight,latest_microcap_weight,latest_subb_weight,allocation_turnover_total,rebalance_count
suba_dd_5_10_daily_cost20bps,0.10931071333155222,0.15,0.39068928666844777,0.15000000000000002,0.15,0.35,16.500000000000007,162
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost20bps,0.10931071333155222,0.16927598183275452,0.3714133048356933,0.15000000000000002,0.09999999999999999,0.4,22.800000000000004,221
suba_dd_5_10_weekly_cost0bps,0.1093240716003206,0.15,0.39067592839967946,0.15000000000000002,0.15,0.35,6.900000000000003,66
combo_suba_dd_5_10_weekly_microcap_dd_3_10_month_end_cost0bps,0.1093240716003206,0.16927598183275452,0.37139994656692493,0.15000000000000002,0.09999999999999999,0.4,13.000000000000004,121
suba_dd_5_10_weekly_cost5bps,0.1093240716003206,0.15,0.39067592839967946,0.15000000000000002,0.15,0.35,6.900000000000003,66
combo_suba_dd_5_10_weekly_microcap_dd_3_10_month_end_cost5bps,0.1093240716003206,0.16927598183275452,0.37139994656692493,0.15000000000000002,0.09999999999999999,0.4,13.000000000000004,121
suba_dd_5_10_weekly_cost10bps,0.1093240716003206,0.15,0.39067592839967946,0.15000000000000002,0.15,0.35,6.900000000000003,66
combo_suba_dd_5_10_weekly_microcap_dd_3_10_month_end_cost10bps,0.1093240716003206,0.16927598183275452,0.37139994656692493,0.15000000000000002,0.09999999999999999,0.4,13.000000000000004,121
suba_dd_5_10_weekly_cost20bps,0.1093240716003206,0.15,0.39067592839967946,0.15000000000000002,0.15,0.35,6.900000000000003,66
combo_suba_dd_5_10_weekly_microcap_dd_3_10_month_end_cost20bps,0.1093240716003206,0.16927598183275452,0.37139994656692493,0.15000000000000002,0.09999999999999999,0.4,13.000000000000004,121
suba_dd_5_10_month_end_cost0bps,0.1072535399412236,0.15,0.3927464600587764,0.15000000000000002,0.15,0.35,4.700000000000002,38
combo_suba_dd_5_10_month_end_microcap_dd_3_10_month_end_cost0bps,0.1072535399412236,0.16927598183275452,0.3734704782260219,0.15000000000000002,0.09999999999999999,0.4,10.500000000000002,85
suba_dd_5_10_month_end_cost5bps,0.1072535399412236,0.15,0.3927464600587764,0.15000000000000002,0.15,0.35,4.700000000000002,38
combo_suba_dd_5_10_month_end_microcap_dd_3_10_month_end_cost5bps,0.1072535399412236,0.16927598183275452,0.3734704782260219,0.15000000000000002,0.09999999999999999,0.4,10.500000000000002,85
suba_dd_5_10_month_end_cost10bps,0.1072535399412236,0.15,0.3927464600587764,0.15000000000000002,0.15,0.35,4.700000000000002,38
combo_suba_dd_5_10_month_end_microcap_dd_3_10_month_end_cost10bps,0.1072535399412236,0.16927598183275452,0.3734704782260219,0.15000000000000002,0.09999999999999999,0.4,10.500000000000002,85
suba_dd_5_10_month_end_cost20bps,0.1072535399412236,0.15,0.3927464600587764,0.15000000000000002,0.15,0.35,4.700000000000002,38
combo_suba_dd_5_10_month_end_microcap_dd_3_10_month_end_cost20bps,0.1072535399412236,0.16927598183275452,0.3734704782260219,0.15000000000000002,0.09999999999999999,0.4,10.500000000000002,85
suba_dd_5_12_daily_cost0bps,0.11203580016029921,0.15,0.3879641998397008,0.15000000000000002,0.15,0.35,15.900000000000006,158
combo_suba_dd_5_12_daily_microcap_dd_3_10_month_end_cost0bps,0.11203580016029921,0.16927598183275452,0.3686882180069463,0.15000000000000002,0.09999999999999999,0.4,22.200000000000003,216
suba_dd_5_12_daily_cost5bps,0.11203580016029921,0.15,0.3879641998397008,0.15000000000000002,0.15,0.35,15.900000000000006,158
combo_suba_dd_5_12_daily_microcap_dd_3_10_month_end_cost5bps,0.11203580016029921,0.16927598183275452,0.3686882180069463,0.15000000000000002,0.09999999999999999,0.4,22.200000000000003,216
suba_dd_5_12_daily_cost10bps,0.11203580016029921,0.15,0.3879641998397008,0.15000000000000002,0.15,0.35,15.900000000000006,158
combo_suba_dd_5_12_daily_microcap_dd_3_10_month_end_cost10bps,0.11203580016029921,0.16927598183275452,0.3686882180069463,0.15000000000000002,0.09999999999999999,0.4,22.200000000000003,216
suba_dd_5_12_daily_cost20bps,0.11203580016029921,0.15,0.3879641998397008,0.15000000000000002,0.15,0.35,15.900000000000006,158
combo_suba_dd_5_12_daily_microcap_dd_3_10_month_end_cost20bps,0.11203580016029921,0.16927598183275452,0.3686882180069463,0.15000000000000002,0.09999999999999999,0.4,22.200000000000003,216
suba_dd_5_12_weekly_cost0bps,0.11203580016029924,0.15,0.3879641998397008,0.15000000000000002,0.15,0.35,7.100000000000001,69
combo_suba_dd_5_12_weekly_microcap_dd_3_10_month_end_cost0bps,0.11203580016029924,0.16927598183275452,0.3686882180069463,0.15000000000000002,0.09999999999999999,0.4,13.200000000000003,124
suba_dd_5_12_weekly_cost5bps,0.11203580016029924,0.15,0.3879641998397008,0.15000000000000002,0.15,0.35,7.100000000000001,69
combo_suba_dd_5_12_weekly_microcap_dd_3_10_month_end_cost5bps,0.11203580016029924,0.16927598183275452,0.3686882180069463,0.15000000000000002,0.09999999999999999,0.4,13.200000000000003,124
suba_dd_5_12_weekly_cost10bps,0.11203580016029924,0.15,0.3879641998397008,0.15000000000000002,0.15,0.35,7.100000000000001,69
combo_suba_dd_5_12_weekly_microcap_dd_3_10_month_end_cost10bps,0.11203580016029924,0.16927598183275452,0.3686882180069463,0.15000000000000002,0.09999999999999999,0.4,13.200000000000003,124
suba_dd_5_12_weekly_cost20bps,0.11203580016029924,0.15,0.3879641998397008,0.15000000000000002,0.15,0.35,7.100000000000001,69
combo_suba_dd_5_12_weekly_microcap_dd_3_10_month_end_cost20bps,0.11203580016029924,0.16927598183275452,0.3686882180069463,0.15000000000000002,0.09999999999999999,0.4,13.200000000000003,124
suba_dd_5_12_month_end_cost0bps,0.11016564253272774,0.15,0.38983435746727224,0.15000000000000002,0.15,0.35,4.700000000000001,40
combo_suba_dd_5_12_month_end_microcap_dd_3_10_month_end_cost0bps,0.11016564253272774,0.16927598183275452,0.37055837563451777,0.15000000000000002,0.09999999999999999,0.4,10.400000000000002,85
suba_dd_5_12_month_end_cost5bps,0.11016564253272774,0.15,0.38983435746727224,0.15000000000000002,0.15,0.35,4.700000000000001,40
combo_suba_dd_5_12_month_end_microcap_dd_3_10_month_end_cost5bps,0.11016564253272774,0.16927598183275452,0.37055837563451777,0.15000000000000002,0.09999999999999999,0.4,10.400000000000002,85
suba_dd_5_12_month_end_cost10bps,0.11016564253272774,0.15,0.38983435746727224,0.15000000000000002,0.15,0.35,4.700000000000001,40
combo_suba_dd_5_12_month_end_microcap_dd_3_10_month_end_cost10bps,0.11016564253272774,0.16927598183275452,0.37055837563451777,0.15000000000000002,0.09999999999999999,0.4,10.400000000000002,85
suba_dd_5_12_month_end_cost20bps,0.11016564253272774,0.15,0.38983435746727224,0.15000000000000002,0.15,0.35,4.700000000000001,40
combo_suba_dd_5_12_month_end_microcap_dd_3_10_month_end_cost20bps,0.11016564253272774,0.16927598183275452,0.37055837563451777,0.15000000000000002,0.09999999999999999,0.4,10.400000000000002,85
microcap_dd_3_10_month_end_cost0bps,0.10000000000000002,0.16927598183275452,0.38072401816724544,0.1,0.09999999999999999,0.45,6.3000000000000025,59
microcap_dd_3_10_month_end_cost5bps,0.10000000000000002,0.16927598183275452,0.38072401816724544,0.1,0.09999999999999999,0.45,6.3000000000000025,59
microcap_dd_3_10_month_end_cost10bps,0.10000000000000002,0.16927598183275452,0.38072401816724544,0.1,0.09999999999999999,0.45,6.3000000000000025,59
microcap_dd_3_10_month_end_cost20bps,0.10000000000000002,0.16927598183275452,0.38072401816724544,0.1,0.09999999999999999,0.45,6.3000000000000025,59
