candidate,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,candidate_type,dynamic_sleeves,bands,executions,cost_bps,allocation_turnover_total,allocation_cost_total,rebalance_count,latest_suba_weight,latest_microcap_weight,latest_subb_weight
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6199505262778311,0.11210683709422206,5.5299974769316105,-0.053327615812503226,0.6194157363913515,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",5,1.7000000000000004,0.0008500000000000001,16,0.15000000000000002,0.09999999999999999,0.4
suba_dd_3_10_daily_cost10bps,full,2011-12-09,2026-05-08,3743,0.31028535572554294,0.09427006101509056,3.291451733290733,-0.07198808296424719,48.14537224527563,suba_only,Sub-A,dd_3_10,daily,10,20.500000000000007,0.02050000000000001,204,0.15000000000000002,0.15,0.35
suba_dd_3_10_daily_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.3425492413488338,0.09743419973565426,3.515698207387074,-0.06775777661596194,18.001017336172076,suba_only,Sub-A,dd_3_10,daily,10,12.600000000000005,0.012600000000000007,125,0.15000000000000002,0.15,0.35
suba_dd_3_10_daily_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.38688248875593967,0.09999260857015717,3.869110870174907,-0.06775777661596194,4.120629284158079,suba_only,Sub-A,dd_3_10,daily,10,7.200000000000003,0.007200000000000005,72,0.15000000000000002,0.15,0.35
suba_dd_3_10_daily_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5229085004486829,0.10807939949480785,4.838188432697606,-0.06775777661596194,2.5330230088081653,suba_only,Sub-A,dd_3_10,daily,10,3.3000000000000016,0.003300000000000002,33,0.15000000000000002,0.15,0.35
suba_dd_3_10_daily_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.5984603648403706,0.1115261058504576,5.366101149831504,-0.05236600723077178,0.5979472758997502,suba_only,Sub-A,dd_3_10,daily,10,1.3000000000000007,0.001300000000000001,13,0.15000000000000002,0.15,0.35
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost10bps,full,2011-12-09,2026-05-08,3743,0.3185138804039265,0.09446382255134751,3.371808082727041,-0.0769763544079799,52.785644069382485,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",10,26.700000000000003,0.026700000000000005,262,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.34390801193888976,0.09748436677437979,3.5278273154796085,-0.0769763544079799,18.194121769649747,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",10,16.500000000000004,0.016500000000000004,160,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.3903268981863899,0.10141216896880999,3.848915787477513,-0.07697635440797979,4.184453710176774,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",10,9.3,0.009300000000000003,89,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.533510745965992,0.10956987401380822,4.869137167199425,-0.0769763544079799,2.6073440622619426,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",10,4.4,0.004400000000000001,41,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6185777025360597,0.1120964203632864,5.518264548781747,-0.053374648043579165,0.6180443047947475,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",10,1.7000000000000004,0.0017000000000000001,16,0.15000000000000002,0.09999999999999999,0.4
suba_dd_3_10_daily_cost20bps,full,2011-12-09,2026-05-08,3743,0.30842648724901456,0.09425654048819894,3.2722024981134337,-0.07217441435164651,47.15004948884929,suba_only,Sub-A,dd_3_10,daily,20,20.500000000000007,0.04100000000000002,204,0.15000000000000002,0.15,0.35
suba_dd_3_10_daily_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.3408617232944797,0.097420291269199,3.4988780966850657,-0.06775777661596183,17.763627246285743,suba_only,Sub-A,dd_3_10,daily,20,12.600000000000005,0.025200000000000014,125,0.15000000000000002,0.15,0.35
suba_dd_3_10_daily_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.38488789414050895,0.09998493583267387,3.84945883032444,-0.0677577766159616,4.083958039242236,suba_only,Sub-A,dd_3_10,daily,20,7.200000000000003,0.01440000000000001,72,0.15000000000000002,0.15,0.35
suba_dd_3_10_daily_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5212418700252555,0.10805185113831113,4.823997594988381,-0.06775777661596172,2.521433720679505,suba_only,Sub-A,dd_3_10,daily,20,3.3000000000000016,0.006600000000000004,33,0.15000000000000002,0.15,0.35
suba_dd_3_10_daily_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.5963876085687998,0.1115175094375199,5.347927976305272,-0.05236600723077178,0.5958766023107447,suba_only,Sub-A,dd_3_10,daily,20,1.3000000000000007,0.002600000000000002,13,0.15000000000000002,0.15,0.35
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost20bps,full,2011-12-09,2026-05-08,3743,0.31607784567331065,0.09444898101567722,3.3465458523141303,-0.07716070602478176,51.37109571410596,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",20,26.700000000000003,0.05340000000000001,262,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.3416962789922193,0.09746684145741905,3.505769489221607,-0.07716070602478176,17.880691924269374,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",20,16.500000000000004,0.03300000000000001,160,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3877442290592681,0.10140573515678118,3.8236913174564067,-0.07716070602478198,4.136537942409916,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",20,9.3,0.018600000000000005,89,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5312715877384258,0.10954526079428059,4.849790706474485,-0.07716070602478176,2.591561723942928,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",20,4.4,0.008800000000000002,41,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.61583531535581,0.11207675295140966,5.494764071393132,-0.05346871250573104,0.6153046962141873,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","daily,month_end",20,1.7000000000000004,0.0034000000000000002,16,0.15000000000000002,0.09999999999999999,0.4
suba_dd_3_10_weekly_cost0bps,full,2011-12-09,2026-05-08,3743,0.31349609479313223,0.0943328136053953,3.32329846647553,-0.07221818268654456,49.90977463923907,suba_only,Sub-A,dd_3_10,weekly,0,10.400000000000004,0.0,103,0.1,0.15,0.4
suba_dd_3_10_weekly_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.34582479171847713,0.09742383517482141,3.5496938823842714,-0.06775777661596172,18.46953215364063,suba_only,Sub-A,dd_3_10,weekly,0,6.3000000000000025,0.0,62,0.1,0.15,0.4
suba_dd_3_10_weekly_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.3896292795458156,0.09960310374555997,3.9118186571890257,-0.06775777661596194,4.171475834635957,suba_only,Sub-A,dd_3_10,weekly,0,3.700000000000002,0.0,36,0.1,0.15,0.4
suba_dd_3_10_weekly_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.5257128771997761,0.10759137452692835,4.886199098313395,-0.06775777661596172,2.5525812189124952,suba_only,Sub-A,dd_3_10,weekly,0,1.600000000000001,0.0,16,0.1,0.15,0.4
suba_dd_3_10_weekly_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.6085563256347266,0.11192073453445371,5.437386809209945,-0.05236600723077156,0.6080330661514002,suba_only,Sub-A,dd_3_10,weekly,0,0.6000000000000003,0.0,6,0.1,0.15,0.4
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost0bps,full,2011-12-09,2026-05-08,3743,0.3223114019098734,0.09453753784427275,3.4093483843507943,-0.07679200279117882,55.06186584165299,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",0,16.400000000000002,0.0,157,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.34771006949695704,0.09748800765686919,3.5666958208931736,-0.07679200279117882,18.743880266998048,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",0,10.200000000000001,0.0,96,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.3936631741997405,0.10104510761950831,3.8959152350265573,-0.07679200279117904,4.246879456038951,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",0,5.800000000000001,0.0,52,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.5368962012549996,0.1090926400727727,4.921470420890455,-0.07679200279117893,2.631293587060705,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",0,2.7000000000000006,0.0,24,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.6294498904004218,0.11249564008392024,5.595326982724491,-0.05328058358142773,0.6289054456934258,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",0,1.0000000000000002,0.0,9,0.1,0.09999999999999999,0.45
suba_dd_3_10_weekly_cost5bps,full,2011-12-09,2026-05-08,3743,0.3130231286591476,0.09432978731878258,3.3183911207315915,-0.07231082133005273,49.64621452484469,suba_only,Sub-A,dd_3_10,weekly,5,10.400000000000004,0.005200000000000003,103,0.1,0.15,0.4
suba_dd_3_10_weekly_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.34540147781304764,0.09742191786544228,3.545418581166828,-0.06775777661596194,18.40840463245943,suba_only,Sub-A,dd_3_10,weekly,5,6.3000000000000025,0.0031500000000000018,62,0.1,0.15,0.4
suba_dd_3_10_weekly_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.38911595767713436,0.09959793591708244,3.90686768851397,-0.06775777661596194,4.161943054835508,suba_only,Sub-A,dd_3_10,weekly,5,3.700000000000002,0.001850000000000001,36,0.1,0.15,0.4
suba_dd_3_10_weekly_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5253072080659078,0.10758907855696316,4.882532828718142,-0.06775777661596194,2.549747557346587,suba_only,Sub-A,dd_3_10,weekly,5,1.600000000000001,0.0008000000000000005,16,0.1,0.15,0.4
suba_dd_3_10_weekly_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6080747954412757,0.11191846965098855,5.433194336355052,-0.05236600723077167,0.6075520220315098,suba_only,Sub-A,dd_3_10,weekly,5,0.6000000000000003,0.00030000000000000024,6,0.1,0.15,0.4
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost5bps,full,2011-12-09,2026-05-08,3743,0.3215605374340944,0.09453374872728701,3.401542219189246,-0.07688417859957952,54.604811353379006,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",5,16.400000000000002,0.008200000000000002,157,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.3470239457828419,0.0974839581848272,3.5598056566896163,-0.07688417859957952,18.643634559545966,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",5,10.200000000000001,0.005100000000000001,96,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.3928557484494304,0.10104067695436549,3.8880949761140426,-0.07688417859957941,4.231716704422747,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",5,5.800000000000001,0.0029000000000000007,52,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5362064111908211,0.10909049551987732,4.91524406993934,-0.07688417859957952,2.626405273138061,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",5,2.7000000000000006,0.0013500000000000003,24,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6286381667440839,0.11248587928592592,5.588596281904499,-0.05332761581250356,0.6280945485272813,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",5,1.0000000000000002,0.0005000000000000001,9,0.1,0.09999999999999999,0.45
suba_dd_3_10_weekly_cost10bps,full,2011-12-09,2026-05-08,3743,0.31255030878337586,0.09432694501925416,3.313478547615187,-0.07240345534841064,49.384005558104604,suba_only,Sub-A,dd_3_10,weekly,10,10.400000000000004,0.010400000000000006,103,0.1,0.15,0.4
suba_dd_3_10_weekly_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.34497827526393077,0.09742015869076252,3.541138506651211,-0.0677577766159616,18.34746589679123,suba_only,Sub-A,dd_3_10,weekly,10,6.3000000000000025,0.0063000000000000035,62,0.1,0.15,0.4
suba_dd_3_10_weekly_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.3886027984556826,0.09959295274941388,3.901910604392333,-0.0677577766159616,4.152427347405179,suba_only,Sub-A,dd_3_10,weekly,10,3.700000000000002,0.003700000000000002,36,0.1,0.15,0.4
suba_dd_3_10_weekly_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5249016265694464,0.10758690034271547,4.878861877211677,-0.06775777661596172,2.546916014843284,suba_only,Sub-A,dd_3_10,weekly,10,1.600000000000001,0.001600000000000001,16,0.1,0.15,0.4
suba_dd_3_10_weekly_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6075933853933337,0.11191633260080548,5.428996566216652,-0.05236600723077178,0.6070710978372915,suba_only,Sub-A,dd_3_10,weekly,10,0.6000000000000003,0.0006000000000000005,6,0.1,0.15,0.4
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost10bps,full,2011-12-09,2026-05-08,3743,0.3208100581986928,0.09453026732146635,3.3937284563866013,-0.07697635440798023,54.15145833151979,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",10,16.400000000000002,0.016400000000000005,157,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.3463381324353241,0.09748018746195891,3.5529079441961535,-0.07697635440798034,18.543892179627445,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",10,10.200000000000001,0.010200000000000002,96,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.39204874045260296,0.10103657953052139,3.880265367991519,-0.07697635440798034,4.216596834735764,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",10,5.800000000000001,0.005800000000000001,52,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5355168886242436,0.10908858864207152,4.909009230849231,-0.07697635440798034,2.6215232417784797,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",10,2.7000000000000006,0.0027000000000000006,24,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6278267989846702,0.11247636977876528,5.58185510627317,-0.0533746480435795,0.6272840066192416,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",10,1.0000000000000002,0.0010000000000000002,9,0.1,0.09999999999999999,0.45
suba_dd_3_10_weekly_cost20bps,full,2011-12-09,2026-05-08,3743,0.3116051076551323,0.09432181244690456,3.303637828530282,-0.072588709509679,48.86361366802688,suba_only,Sub-A,dd_3_10,weekly,20,10.400000000000004,0.020800000000000013,103,0.1,0.15,0.4
suba_dd_3_10_weekly_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.34413220414013357,0.09741711477899807,3.5325641179256544,-0.06775777661596227,18.226152490210055,suba_only,Sub-A,dd_3_10,weekly,20,6.3000000000000025,0.012600000000000007,62,0.1,0.15,0.4
suba_dd_3_10_weekly_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3875769677819909,0.09958354050636199,3.8919781904845028,-0.06775777661596227,4.133447030975182,suba_only,Sub-A,dd_3_10,weekly,20,3.700000000000002,0.007400000000000004,36,0.1,0.15,0.4
suba_dd_3_10_weekly_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5240907264304822,0.10758289720959595,4.871505973755608,-0.06775777661596216,2.541259281108974,suba_only,Sub-A,dd_3_10,weekly,20,1.600000000000001,0.003200000000000002,16,0.1,0.15,0.4
suba_dd_3_10_weekly_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.606630925638042,0.11191244202913928,5.420585188196412,-0.05236600723077223,0.6061096091302116,suba_only,Sub-A,dd_3_10,weekly,20,0.6000000000000003,0.001200000000000001,6,0.1,0.15,0.4
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost20bps,full,2011-12-09,2026-05-08,3743,0.3193102547410209,0.09452422777631407,3.378078427645551,-0.07716070602478198,53.2557378201298,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",20,16.400000000000002,0.03280000000000001,157,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.3449674363465738,0.09747348239075118,3.5390900979988604,-0.07716070602478187,18.34590741909497,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",20,10.200000000000001,0.020400000000000005,96,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3904359769538208,0.10102938456561368,3.8645783960037052,-0.07716070602478198,4.186485266877845,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",20,5.800000000000001,0.011600000000000003,52,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5341386456318697,0.10908548796003081,4.896514244200653,-0.07716070602478187,2.611777995974179,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",20,2.7000000000000006,0.005400000000000001,24,0.1,0.09999999999999999,0.45
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.6262051306149623,0.11245810489025072,5.5683414834891956,-0.05346871250573093,0.6256639880372783,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","weekly,month_end",20,1.0000000000000002,0.0020000000000000005,9,0.1,0.09999999999999999,0.45
