n,m,full_annual,full_max_dd,full_sharpe,full_total_return,same_start,same_annual,same_max_dd,same_sharpe,same_total_return,annual_delta_vs_baseline,max_dd_delta_vs_baseline,sharpe_delta_vs_baseline
30,60,0.196760151648516,-0.272826654305301,0.868908039508836,15.15807266380461,2010-10-18,0.19740948657725355,-0.2728266543053023,0.8698360166597785,15.142420797840533,-0.07036907004864584,0.039156156500558426,-0.20856756702414758
20,250,0.18564320248756316,-0.26324983021465725,0.8396490261915267,12.983113758994127,2011-07-11,0.1955348081031465,-0.26324983021465764,0.8658264644586956,12.834929904838296,-0.07224374852275289,0.04873298059120307,-0.21257711922523048
12,600,0.16675354413398935,-0.274597161392835,0.7875420460323045,9.90329072698325,2012-12-04,0.19436280072071588,-0.27459716139283413,0.8656928844069215,9.631214772500524,-0.07341575590518351,0.03738564941302658,-0.2127106992770046
24,200,0.18672777861733292,-0.25225115451249613,0.8420573020283395,13.182577213915158,2011-05-05,0.19439426119333536,-0.25225115451249575,0.8623150862416261,13.093890323981455,-0.07338429543256403,0.059731656293364965,-0.21608849744229996
20,600,0.165656075482439,-0.269168280448379,0.7768835999476253,9.745498367958946,2012-12-14,0.19380288572285265,-0.26916828044837865,0.8568177645847191,9.513960809717808,-0.07397567090304674,0.04281453035748206,-0.22158581909920694
30,400,0.17057644256578786,-0.20725549381961902,0.8062292999564321,10.47003007819922,2012-03-08,0.1879132296247481,-0.20725549381961914,0.8552674279971569,10.240197194905404,-0.07986532700115129,0.10472731698624158,-0.22313615568676914
24,160,0.1845206723414965,-0.2674487364371258,0.836618174010011,12.779435841865212,2011-03-07,0.1901350679301117,-0.26744873643712436,0.8516943368533989,12.744690005203323,-0.07764348869578769,0.044534074368736354,-0.22670924683052718
24,60,0.19435057957933677,-0.3280260177755244,0.8468416172508177,14.661399388787672,2010-10-08,0.19466986177987722,-0.3280260177755245,0.8470674135517037,14.65760532213961,-0.07310869484602217,-0.01604320696966377,-0.2313361701322224
18,40,0.19269922714145626,-0.2800424450327228,0.8447681944356048,14.329301698303139,2010-08-23,0.19269922714145626,-0.2800424450327228,0.8447681944356048,14.329301698303139,-0.07507932948444312,0.03194036577313791,-0.23363538924832128
30,250,0.17598037596075433,-0.20725549381961905,0.8174106281830675,11.318296169701462,2011-07-25,0.18570530500835125,-0.20725549381961897,0.8443401984569053,11.172999331070697,-0.08207325161754814,0.10472731698624174,-0.23406338522702075
16,40,0.19052631013735155,-0.277898758574132,0.8427837998291008,13.902345068667662,2010-08-19,0.19052631013735155,-0.277898758574132,0.8427837998291008,13.902345068667662,-0.07725224648854784,0.03408405223172872,-0.2356197838548253
30,200,0.1758914132589744,-0.22994794274455566,0.810494887505938,11.30386859859686,2011-05-13,0.18331027604752337,-0.22994794274455502,0.8310320483106118,11.221466313243447,-0.08446828057837602,0.0820348680613057,-0.24737153537331424
12,120,0.18001168847373084,-0.26926799031616616,0.8206725666237321,11.988935049045402,2010-12-15,0.182672865103636,-0.26926799031616483,0.8281534994869097,11.98277696534789,-0.08510569152226338,0.04271482048969588,-0.25025008419701633
20,120,0.1816671836532222,-0.31566394012094,0.820397522145654,12.274107676392344,2010-12-27,0.1844588549361168,-0.3156639401209403,0.8276311145973911,12.21191628713315,-0.08331970168978259,-0.0036811293150795787,-0.25077246908653494
12,80,0.18098297329422586,-0.2617314779215559,0.8160643689817944,12.155544047499033,2010-10-20,0.18162230928414358,-0.2617314779215553,0.817153834552851,12.139616724504934,-0.08615624734175581,0.05025133288430539,-0.2612497491310751
12,60,0.1806453028046595,-0.2956386109939132,0.8122364002016831,12.097396482409962,2010-09-10,0.1806453028046595,-0.2956386109939132,0.8122364002016831,12.097396482409962,-0.08713325382123988,0.016344199811947513,-0.266167183482243
12,40,0.17811861496358428,-0.2745192942532394,0.811842654399304,11.669864704293564,2010-08-13,0.17811861496358428,-0.2745192942532394,0.811842654399304,11.669864704293564,-0.08965994166231511,0.03746351655262131,-0.26656092928462205
20,160,0.17490639656967755,-0.27792143605114894,0.7924683980172975,11.145175935621085,2011-03-01,0.1800219216414869,-0.2779214360511497,0.8064782949278922,11.120422779544223,-0.0877566349844125,0.034061374754710994,-0.27192528875603383
20,400,0.16094140952358105,-0.2645852284871839,0.7528939028280991,9.091618454155332,2012-02-23,0.17671690685845376,-0.2645852284871842,0.7979269219456162,8.901393298807987,-0.09106164976744563,0.04739758231867652,-0.2804766617383099
24,250,0.16916973989322237,-0.2564553979158301,0.7698231049723678,10.258358559164837,2011-07-15,0.17815427757453928,-0.2564553979158301,0.79464492460547,10.133653523011718,-0.08962427905136011,0.0555274128900306,-0.2837586590784561
16,600,0.153682152482022,-0.29601048118625306,0.717355286577033,8.157185404812974,2012-12-10,0.17939459842798255,-0.29601048118625417,0.7918440745051021,7.9642146042467346,-0.08838395819791683,0.01597232961960654,-0.286559509178824
18,60,0.18048831986155522,-0.2780729564072679,0.7881669701404039,12.070445637940091,2010-09-20,0.18048831986155522,-0.2780729564072679,0.7881669701404039,12.070445637940091,-0.08729023676434416,0.03390985439859279,-0.29023661354352215
18,400,0.16012823560518785,-0.2865677694560501,0.7434312188824589,8.982674284203142,2012-02-21,0.17575693945603366,-0.2865677694560482,0.7876785857493226,8.796876057639649,-0.09202161716986573,0.025415041349812484,-0.2907249979346035
18,160,0.16728169224493072,-0.2762908996466797,0.7580918586047533,9.979997169890634,2011-02-25,0.17203554329545478,-0.27629089964667936,0.7714291274246653,9.960273962863626,-0.0957430133304446,0.035691911159181355,-0.3069744562592608
16,400,0.15510872833480716,-0.31346793416233876,0.7179615506274986,8.334171259338145,2012-02-17,0.17004437822117757,-0.3134679341623379,0.7607090594891759,8.162662725326374,-0.09773417840472182,-0.0014851233564772137,-0.3176945241947502
18,250,0.1646975096083012,-0.2702912424912949,0.7367291226050554,9.609427524766014,2011-07-07,0.17318437365673334,-0.27029124249129494,0.7599219596946211,9.499539356676992,-0.09459418296916605,0.041691568314565775,-0.318481623989305
30,120,0.1646530895824636,-0.23093020723079805,0.7492293449440098,9.603161237150527,2011-01-11,0.16810439675627298,-0.23093020723079924,0.7595659881731531,9.620077143443048,-0.09967415986962641,0.08105260357506147,-0.31883759551077295
30,80,0.16745654652238895,-0.23821828421345517,0.7507568589073557,10.005503439618517,2010-11-15,0.1687135163040272,-0.23821828421345512,0.7535722144380139,9.96823608234021,-0.09906504032187219,0.0737645265924056,-0.32483136924591216
18,200,0.16403137226005748,-0.26787914715089056,0.7348171971232064,9.515818758157154,2011-04-26,0.17048884582205148,-0.26787914715089084,0.7526959712977445,9.469853484256644,-0.0972897108038479,0.04410366365496987,-0.3257076123861816
18,80,0.16986660795004682,-0.2687482681542641,0.7466806064412912,10.362757782629686,2010-10-28,0.17066532529072242,-0.26874826815426445,0.7482767544076118,10.340754883253387,-0.09711323133517696,0.043234542651596264,-0.3301268292763143
24,80,0.16361712745794144,-0.25973573477923484,0.7236248836109918,9.45799733876244,2010-11-05,0.1645766723181996,-0.25973573477923495,0.7257540859473925,9.430162442018426,-0.10320188430769978,0.05224707602662576,-0.35264949773653353
16,200,0.15699714459766811,-0.2747390414969596,0.7062996883625513,8.573378828180443,2011-04-22,0.1630350864407999,-0.2747390414969588,0.7234689132040895,8.533842645463906,-0.1047434701850995,0.037243769308901886,-0.3549346704798366
24,40,0.16516754864885752,-0.2861667481176109,0.7230406145377285,9.67594806865075,2010-08-31,0.16516754864885752,-0.2861667481176109,0.7230406145377285,9.67594806865075,-0.10261100797704187,0.02581606268824982,-0.3553629691461976
16,160,0.1539990938467528,-0.2755325417792299,0.6921997330696095,8.196232805561138,2011-02-23,0.15829706441151625,-0.2755325417792291,0.7044404453294397,8.181938126989655,-0.10948149221438314,0.03645026902663162,-0.37396313835448636
30,160,0.1508043700960373,-0.22975794446079228,0.6898620621514341,7.809669555668757,2011-03-15,0.15548106212790458,-0.22975794446079043,0.7035032303447956,7.781070449372811,-0.11229749449799481,0.08222486634507029,-0.3749003533391305
16,120,0.15612113367789937,-0.29871054810610176,0.697770454570728,8.461709390222106,2010-12-21,0.15821873711532763,-0.2987105481061005,0.703275477408693,8.411715127987552,-0.10955981951057175,0.013272262699760229,-0.3751281062752331
16,80,0.1562422217378201,-0.3023681463866445,0.6903875041886293,8.477072173401247,2010-10-26,0.156920081747981,-0.30236814638664467,0.6916778940365871,8.461012711096847,-0.11085847487791839,0.009614664419216046,-0.386725689647339
16,250,0.14640876883708698,-0.27404411033503323,0.6550592170859522,7.302596415277211,2011-07-05,0.1537652401238454,-0.27404411033503323,0.6759529018952887,7.218592475374221,-0.11401331650205399,0.03793870047082748,-0.4024506817886374
16,60,0.14444330210128342,-0.3515792017766066,0.6305218257895757,7.08481230359574,2010-09-16,0.14444330210128342,-0.3515792017766066,0.6305218257895757,7.08481230359574,-0.12333525452461597,-0.03959639097074591,-0.44788175789435036
18,120,0.13635320604399603,-0.2987278617755741,0.6066952132487615,6.24342282926857,2010-12-23,0.13817552498800567,-0.29872786177557376,0.6117800205665138,6.205149662606242,-0.12960303163789372,0.013254949030286955,-0.46662356311741227
