date,window,variant,drawdown
2020-03-20,10Y,allowed_top5_only,-0.061178123556595465
2020-03-23,10Y,allowed_top5_only,-0.045919382536667164
2020-03-24,10Y,allowed_top5_only,-0.04288171574119548
2020-03-25,10Y,allowed_top5_only,-0.05030301246953417
2020-03-26,10Y,allowed_top5_only,-0.04919436167713698
2020-03-27,10Y,allowed_top5_only,-0.036173270602608
2020-03-30,10Y,allowed_top5_only,-0.021459984578108604
2020-03-31,10Y,allowed_top5_only,-0.026600682017334565
2020-04-01,10Y,allowed_top5_only,-0.02573023714724243
2020-04-02,10Y,allowed_top5_only,-0.03683716394083347
2020-04-03,10Y,allowed_top5_only,-0.03581286813738882
2020-04-07,10Y,allowed_top5_only,-0.047829824323103565
2020-04-08,10Y,allowed_top5_only,-0.049670330915710825
2020-04-09,10Y,allowed_top5_only,-0.060065846663243994
2020-04-10,10Y,allowed_top5_only,-0.03796938455526255
2020-04-13,10Y,allowed_top5_only,-0.03186944731371211
2020-04-14,10Y,allowed_top5_only,-0.034960962558784225
2020-04-15,10Y,allowed_top5_only,-0.03649827493280844
2020-04-16,10Y,allowed_top5_only,-0.04233844839455114
2020-04-17,10Y,allowed_top5_only,-0.03010085584197142
2020-04-20,10Y,allowed_top5_only,-0.041914314112460715
2020-04-21,10Y,allowed_top5_only,-0.04868134040635552
2020-04-22,10Y,allowed_top5_only,-0.04960589384877734
2020-04-23,10Y,allowed_top5_only,-0.04960589384877734
2020-04-24,10Y,allowed_top5_only,-0.04960589384877734
2020-04-27,10Y,allowed_top5_only,-0.04960589384877734
2020-04-28,10Y,allowed_top5_only,-0.04960589384877734
2020-04-29,10Y,allowed_top5_only,-0.04960589384877734
2020-04-30,10Y,allowed_top5_only,-0.04960589384877734
2020-05-06,10Y,allowed_top5_only,-0.04960589384877734
2020-05-07,10Y,allowed_top5_only,-0.04960589384877734
2020-05-08,10Y,allowed_top5_only,-0.04960589384877734
2020-05-11,10Y,allowed_top5_only,-0.04960589384877734
2020-05-12,10Y,allowed_top5_only,-0.04960589384877734
2020-05-13,10Y,allowed_top5_only,-0.04960589384877734
2020-05-14,10Y,allowed_top5_only,-0.04960589384877734
2020-05-15,10Y,allowed_top5_only,-0.04960589384877734
2020-05-18,10Y,allowed_top5_only,-0.04960589384877734
2020-05-19,10Y,allowed_top5_only,-0.04960589384877734
2020-05-20,10Y,allowed_top5_only,-0.04960589384877734
2020-05-21,10Y,allowed_top5_only,-0.05736960648165157
2020-05-22,10Y,allowed_top5_only,-0.0576302265944999
2020-05-25,10Y,allowed_top5_only,-0.060547406530669035
2020-05-26,10Y,allowed_top5_only,-0.03177883554289862
2020-05-27,10Y,allowed_top5_only,-0.05121555344137052
2020-05-28,10Y,allowed_top5_only,-0.06104587378341053
2020-05-29,10Y,allowed_top5_only,-0.048315005461673444
2020-06-01,10Y,allowed_top5_only,-0.0391999746899252
2020-06-02,10Y,allowed_top5_only,-0.04381350001561335
2020-06-03,10Y,allowed_top5_only,-0.04671242253684671
2020-06-04,10Y,allowed_top5_only,-0.042018896334017675
2020-06-05,10Y,allowed_top5_only,-0.04563850031525607
2020-06-08,10Y,allowed_top5_only,-0.05369683824662941
2020-06-09,10Y,allowed_top5_only,-0.05485819016256954
2020-06-10,10Y,allowed_top5_only,-0.05485819016256954
2020-06-11,10Y,allowed_top5_only,-0.04748356943993437
2020-06-12,10Y,allowed_top5_only,-0.049843713257277544
2020-06-15,10Y,allowed_top5_only,-0.028642514320970314
2020-06-16,10Y,allowed_top5_only,-0.019928795466802818
2020-06-17,10Y,allowed_top5_only,-0.020380061253746362
2020-06-18,10Y,allowed_top5_only,-0.02257849644175669
2020-06-19,10Y,allowed_top5_only,-0.00946131661830718
2020-06-22,10Y,allowed_top5_only,0.0
2020-06-23,10Y,allowed_top5_only,0.0
2020-06-24,10Y,allowed_top5_only,-0.0074662887778979
2020-06-29,10Y,allowed_top5_only,-0.005066485162165568
2020-06-30,10Y,allowed_top5_only,0.0
2020-07-01,10Y,allowed_top5_only,-0.03511273996517983
2020-07-02,10Y,allowed_top5_only,-0.0577284229965731
2020-07-03,10Y,allowed_top5_only,-0.06598846382061974
2020-07-06,10Y,allowed_top5_only,-0.10514203806249633
2020-07-07,10Y,allowed_top5_only,-0.10605982361224509
2020-07-08,10Y,allowed_top5_only,-0.10605982361224509
2020-07-09,10Y,allowed_top5_only,-0.10605982361224509
2020-07-10,10Y,allowed_top5_only,-0.10605982361224509
2020-07-13,10Y,allowed_top5_only,-0.10605982361224509
2020-07-14,10Y,allowed_top5_only,-0.10605982361224509
2020-07-15,10Y,allowed_top5_only,-0.10605982361224509
2020-07-16,10Y,allowed_top5_only,-0.10605982361224509
2020-07-17,10Y,allowed_top5_only,-0.10605982361224509
2020-07-20,10Y,allowed_top5_only,-0.11919787323589726
2020-07-21,10Y,allowed_top5_only,-0.11984832033302384
2020-07-22,10Y,allowed_top5_only,-0.11984832033302384
2020-07-23,10Y,allowed_top5_only,-0.11984832033302384
2020-07-24,10Y,allowed_top5_only,-0.12856848390283804
2020-07-27,10Y,allowed_top5_only,-0.12970971767511907
2020-07-28,10Y,allowed_top5_only,-0.12673419788786122
2020-07-29,10Y,allowed_top5_only,-0.11651919832894442
2020-07-30,10Y,allowed_top5_only,-0.11470115622663235
2020-07-31,10Y,allowed_top5_only,-0.10783235237266431
2020-08-03,10Y,allowed_top5_only,-0.08724480609045537
2020-08-04,10Y,allowed_top5_only,-0.10197031069102758
2020-08-05,10Y,allowed_top5_only,-0.08390112032840868
2020-08-06,10Y,allowed_top5_only,-0.08483339908050092
2020-08-07,10Y,allowed_top5_only,-0.08483339908050092
2020-08-10,10Y,allowed_top5_only,-0.08483339908050092
2020-08-11,10Y,allowed_top5_only,-0.08483339908050092
2020-08-12,10Y,allowed_top5_only,-0.08483339908050092
2020-08-13,10Y,allowed_top5_only,-0.08483339908050092
2020-08-14,10Y,allowed_top5_only,-0.08483339908050092
2020-08-17,10Y,allowed_top5_only,-0.08483339908050092
2020-08-18,10Y,allowed_top5_only,-0.08483339908050092
2020-08-19,10Y,allowed_top5_only,-0.07541810828308992
2020-08-20,10Y,allowed_top5_only,-0.07779418940021554
2020-08-21,10Y,allowed_top5_only,-0.08665276793204946
2020-08-24,10Y,allowed_top5_only,-0.09885953608065567
2020-08-25,10Y,allowed_top5_only,-0.10139653771423984
2020-08-26,10Y,allowed_top5_only,-0.09115701563938172
2020-08-27,10Y,allowed_top5_only,-0.10313967053887341
2020-08-28,10Y,allowed_top5_only,-0.10489029272610473
2020-08-31,10Y,allowed_top5_only,-0.10180976933095587
2020-09-01,10Y,allowed_top5_only,-0.106107806275195
2020-09-02,10Y,allowed_top5_only,-0.11520955417556211
2020-09-03,10Y,allowed_top5_only,-0.10712662654151794
2020-09-04,10Y,allowed_top5_only,-0.11523502597764756
2020-09-07,10Y,allowed_top5_only,-0.11457187361273924
2020-09-08,10Y,allowed_top5_only,-0.10872392131435349
2020-09-09,10Y,allowed_top5_only,-0.08965336153744785
2020-09-10,10Y,allowed_top5_only,-0.040577163219154166
2020-09-11,10Y,allowed_top5_only,-0.051591657643614064
2020-09-14,10Y,allowed_top5_only,-0.05890263507668603
2020-09-15,10Y,allowed_top5_only,-0.05653832307157869
2020-09-16,10Y,allowed_top5_only,-0.05307319162813462
2020-09-17,10Y,allowed_top5_only,-0.066410687130948
2020-09-18,10Y,allowed_top5_only,-0.05754646461938573
2020-09-21,10Y,allowed_top5_only,-0.05800024946127724
2020-09-22,10Y,allowed_top5_only,-0.0649691471066457
2020-09-23,10Y,allowed_top5_only,-0.08036035907616557
2020-09-24,10Y,allowed_top5_only,-0.0734275772247518
2020-09-25,10Y,allowed_top5_only,-0.07184083951094267
2020-09-28,10Y,allowed_top5_only,-0.058296695826272615
2020-09-29,10Y,allowed_top5_only,-0.0754473896583362
2020-09-30,10Y,allowed_top5_only,-0.07794222292714748
2020-10-09,10Y,allowed_top5_only,-0.09424622087933954
2020-10-12,10Y,allowed_top5_only,-0.09498835913943204
2020-10-13,10Y,allowed_top5_only,-0.09600146369045659
2020-10-14,10Y,allowed_top5_only,-0.09600146369045659
2020-10-15,10Y,allowed_top5_only,-0.09600146369045659
2020-10-16,10Y,allowed_top5_only,-0.09744404932906914
2020-10-19,10Y,allowed_top5_only,-0.09879788325507555
2020-10-20,10Y,allowed_top5_only,-0.08835351905099842
2020-10-21,10Y,allowed_top5_only,-0.09277441808628717
2020-10-22,10Y,allowed_top5_only,-0.09930992735861766
2020-10-23,10Y,allowed_top5_only,-0.11385161119237497
2020-10-26,10Y,allowed_top5_only,-0.10545300023095783
2020-10-27,10Y,allowed_top5_only,-0.09003033601601584
2020-10-28,10Y,allowed_top5_only,-0.08528742117885313
2020-10-29,10Y,allowed_top5_only,-0.07218005024453145
2020-10-30,10Y,allowed_top5_only,-0.06291565570119595
2020-11-02,10Y,allowed_top5_only,-0.04239386900910058
2020-11-03,10Y,allowed_top5_only,-0.043830278205586826
2020-11-04,10Y,allowed_top5_only,-0.043830278205586826
2020-11-05,10Y,allowed_top5_only,-0.043830278205586826
2020-11-06,10Y,allowed_top5_only,-0.043830278205586826
2020-11-09,10Y,allowed_top5_only,-0.043830278205586826
2020-11-10,10Y,allowed_top5_only,-0.043830278205586826
2020-11-11,10Y,allowed_top5_only,-0.043830278205586826
2020-11-12,10Y,allowed_top5_only,-0.043830278205586826
2020-11-13,10Y,allowed_top5_only,-0.043830278205586826
2020-11-16,10Y,allowed_top5_only,-0.053341275434151125
2020-11-17,10Y,allowed_top5_only,-0.05423414099087198
2020-11-18,10Y,allowed_top5_only,-0.05423414099087198
2020-11-19,10Y,allowed_top5_only,-0.05423414099087198
2020-11-20,10Y,allowed_top5_only,-0.0535043948513233
2020-11-23,10Y,allowed_top5_only,-0.05271961839280248
2020-11-24,10Y,allowed_top5_only,-0.0461094087765479
2020-11-25,10Y,allowed_top5_only,-0.04198753367970709
2020-11-26,10Y,allowed_top5_only,-0.04224624415635825
2020-11-27,10Y,allowed_top5_only,-0.04360891595488148
2020-11-30,10Y,allowed_top5_only,-0.057600694602375935
2020-12-01,10Y,allowed_top5_only,-0.06971493309917576
2020-12-02,10Y,allowed_top5_only,-0.06822561852395914
2020-12-03,10Y,allowed_top5_only,-0.08001707028073479
2020-12-04,10Y,allowed_top5_only,-0.08472232949066671
2020-12-07,10Y,allowed_top5_only,-0.09104352725670106
2020-12-08,10Y,allowed_top5_only,-0.09992740922274401
2020-12-09,10Y,allowed_top5_only,-0.10077633586758339
2020-12-10,10Y,allowed_top5_only,-0.10077633586758339
2020-12-11,10Y,allowed_top5_only,-0.10077633586758339
2020-12-14,10Y,allowed_top5_only,-0.09607270483312902
2020-12-15,10Y,allowed_top5_only,-0.085075087993428
2020-12-16,10Y,allowed_top5_only,-0.08636019311997833
2020-12-17,10Y,allowed_top5_only,-0.09068598571758657
2020-12-18,10Y,allowed_top5_only,-0.08871578647915856
2020-12-21,10Y,allowed_top5_only,-0.05392881211908407
2020-12-22,10Y,allowed_top5_only,-0.06392158217669253
2020-12-23,10Y,allowed_top5_only,-0.060885939380820986
2020-12-24,10Y,allowed_top5_only,-0.06954590018550522
2020-12-25,10Y,allowed_top5_only,-0.07125064792569757
2020-12-28,10Y,allowed_top5_only,-0.07509235368939415
2020-12-29,10Y,allowed_top5_only,-0.08110661937619745
2020-12-30,10Y,allowed_top5_only,-0.05364041033508715
2020-12-31,10Y,allowed_top5_only,-0.04363758091758407
2021-01-04,10Y,allowed_top5_only,-0.015603650584061879
2021-01-05,10Y,allowed_top5_only,-0.019044222741620542
2021-01-06,10Y,allowed_top5_only,-0.008308140740925118
2021-01-07,10Y,allowed_top5_only,-0.009795678529813556
2021-01-08,10Y,allowed_top5_only,-0.009795678529813556
2021-01-11,10Y,allowed_top5_only,-0.009795678529813556
2021-01-12,10Y,allowed_top5_only,-0.009795678529813556
2021-01-13,10Y,allowed_top5_only,-0.009795678529813556
2021-01-14,10Y,allowed_top5_only,-0.009795678529813556
2021-01-15,10Y,allowed_top5_only,-0.009795678529813556
2021-01-18,10Y,allowed_top5_only,-0.009795678529813556
2021-01-19,10Y,allowed_top5_only,-0.01590584481984403
2021-01-20,10Y,allowed_top5_only,-0.02328305924755769
2021-01-21,10Y,allowed_top5_only,-0.024312820455993256
2021-01-22,10Y,allowed_top5_only,-0.024312820455993256
2021-01-25,10Y,allowed_top5_only,-0.024312820455993256
2021-01-26,10Y,allowed_top5_only,-0.024312820455993256
2021-01-27,10Y,allowed_top5_only,-0.024312820455993256
2021-01-28,10Y,allowed_top5_only,-0.024312820455993256
2021-01-29,10Y,allowed_top5_only,-0.024312820455993256
2021-02-01,10Y,allowed_top5_only,-0.027750806855946664
2021-02-02,10Y,allowed_top5_only,-0.02121183982601138
2021-02-03,10Y,allowed_top5_only,-0.024691014446430404
2021-02-04,10Y,allowed_top5_only,-0.037585134445529134
2021-02-05,10Y,allowed_top5_only,-0.04883836511946216
2021-02-08,10Y,allowed_top5_only,-0.03678935787566673
2021-02-09,10Y,allowed_top5_only,-0.03769503554154596
2021-02-10,10Y,allowed_top5_only,-0.03769503554154596
2021-02-18,10Y,allowed_top5_only,-0.03769503554154596
2021-02-19,10Y,allowed_top5_only,-0.03769503554154596
2021-02-22,10Y,allowed_top5_only,-0.03769503554154596
2021-02-23,10Y,allowed_top5_only,-0.03026972185209953
2021-02-24,10Y,allowed_top5_only,-0.02203694049774274
2021-02-25,10Y,allowed_top5_only,-0.019371536116029042
2021-02-26,10Y,allowed_top5_only,-0.01901111833534841
2021-03-01,10Y,allowed_top5_only,-0.01982871195857472
2021-03-02,10Y,allowed_top5_only,-0.01982871195857472
2021-03-03,10Y,allowed_top5_only,-0.01982871195857472
2021-03-04,10Y,allowed_top5_only,-0.01982871195857472
2021-03-05,10Y,allowed_top5_only,-0.01982871195857472
2021-03-08,10Y,allowed_top5_only,-0.01982871195857472
2021-03-09,10Y,allowed_top5_only,-0.01982871195857472
2021-03-10,10Y,allowed_top5_only,-0.01982871195857472
2021-03-11,10Y,allowed_top5_only,-0.01982871195857472
2021-03-12,10Y,allowed_top5_only,-0.01982871195857472
2021-03-15,10Y,allowed_top5_only,-0.01982871195857472
2021-03-16,10Y,allowed_top5_only,-0.01982871195857472
2021-03-17,10Y,allowed_top5_only,-0.01982871195857472
2021-03-18,10Y,allowed_top5_only,-0.01982871195857472
2021-03-19,10Y,allowed_top5_only,-0.01982871195857472
2021-03-22,10Y,allowed_top5_only,-0.01982871195857472
2021-03-23,10Y,allowed_top5_only,-0.01982871195857472
2021-03-24,10Y,allowed_top5_only,-0.01982871195857472
2021-03-25,10Y,allowed_top5_only,-0.01982871195857472
2021-03-26,10Y,allowed_top5_only,-0.01982871195857472
2021-03-29,10Y,allowed_top5_only,-0.01982871195857472
2021-03-30,10Y,allowed_top5_only,-0.01982871195857472
2021-03-31,10Y,allowed_top5_only,-0.012690721576406383
2021-04-01,10Y,allowed_top5_only,-0.017459581494170817
2021-04-02,10Y,allowed_top5_only,-0.022967256198266783
2021-04-06,10Y,allowed_top5_only,-0.025172940255637877
2021-04-07,10Y,allowed_top5_only,-0.023661699288348936
2021-04-08,10Y,allowed_top5_only,-0.02060925508831768
2021-04-09,10Y,allowed_top5_only,-0.019524725951972743
2021-04-12,10Y,allowed_top5_only,-0.03385767344810331
2021-04-13,10Y,allowed_top5_only,-0.019076804734124986
2021-04-14,10Y,allowed_top5_only,0.0
2021-04-15,10Y,allowed_top5_only,0.0
2021-04-16,10Y,allowed_top5_only,-0.008826025420951789
2021-04-19,10Y,allowed_top5_only,0.0
2021-04-20,10Y,allowed_top5_only,0.0
2021-04-21,10Y,allowed_top5_only,0.0
2021-04-22,10Y,allowed_top5_only,0.0
2021-04-23,10Y,allowed_top5_only,0.0
2021-04-26,10Y,allowed_top5_only,0.0
2021-04-27,10Y,allowed_top5_only,0.0
2021-04-28,10Y,allowed_top5_only,0.0
2021-04-29,10Y,allowed_top5_only,-0.016275777652651202
2021-04-30,10Y,allowed_top5_only,0.0
2021-05-06,10Y,allowed_top5_only,-0.01694569300283888
2021-05-07,10Y,allowed_top5_only,-0.04520711586541348
2021-05-10,10Y,allowed_top5_only,-0.03916614252261552
2021-05-11,10Y,allowed_top5_only,-0.05138116880622179
2021-05-12,10Y,allowed_top5_only,-0.05245541910150264
2021-05-13,10Y,allowed_top5_only,-0.05245541910150264
2021-05-14,10Y,allowed_top5_only,-0.05245541910150264
2021-05-17,10Y,allowed_top5_only,-0.05245541910150264
2021-05-18,10Y,allowed_top5_only,-0.05245541910150264
2021-05-19,10Y,allowed_top5_only,-0.05245541910150264
2021-05-20,10Y,allowed_top5_only,-0.05245541910150264
2021-05-21,10Y,allowed_top5_only,-0.05245541910150264
2021-05-24,10Y,allowed_top5_only,-0.05245541910150264
2021-05-25,10Y,allowed_top5_only,-0.05245541910150264
2021-05-26,10Y,allowed_top5_only,-0.05245541910150264
2021-05-27,10Y,allowed_top5_only,-0.05291944488446465
2021-05-28,10Y,allowed_top5_only,-0.04855161217291093
2021-05-31,10Y,allowed_top5_only,-0.034266247000328987
2021-06-01,10Y,allowed_top5_only,-0.0385206598802017
2021-06-02,10Y,allowed_top5_only,-0.04706282065800349
2021-06-03,10Y,allowed_top5_only,-0.057491225844463756
2021-06-04,10Y,allowed_top5_only,-0.04883304352583906
2021-06-07,10Y,allowed_top5_only,-0.05730591174249999
2021-06-08,10Y,allowed_top5_only,-0.05788412843634294
2021-06-09,10Y,allowed_top5_only,-0.05885083957995363
2021-06-10,10Y,allowed_top5_only,-0.05885083957995363
2021-06-11,10Y,allowed_top5_only,-0.05885083957995363
2021-06-15,10Y,allowed_top5_only,-0.05885083957995363
2021-06-16,10Y,allowed_top5_only,-0.05885083957995363
2021-06-17,10Y,allowed_top5_only,-0.05885083957995363
2021-06-18,10Y,allowed_top5_only,-0.05885083957995363
2021-06-21,10Y,allowed_top5_only,-0.05885083957995363
2021-06-22,10Y,allowed_top5_only,-0.05885083957995363
2021-06-23,10Y,allowed_top5_only,-0.05496769212236974
2021-06-24,10Y,allowed_top5_only,-0.0697212359421604
2021-06-25,10Y,allowed_top5_only,-0.08129222978960615
2021-06-28,10Y,allowed_top5_only,-0.0677086011548057
2021-06-29,10Y,allowed_top5_only,-0.06515166274520623
2021-06-30,10Y,allowed_top5_only,-0.05798252874932708
2021-07-01,10Y,allowed_top5_only,-0.08636302694285236
2021-07-02,10Y,allowed_top5_only,-0.05816010007033645
2021-07-05,10Y,allowed_top5_only,-0.04455030830084872
2021-07-06,10Y,allowed_top5_only,-0.0631233359300114
2021-07-07,10Y,allowed_top5_only,-0.05484024413542177
2021-07-08,10Y,allowed_top5_only,-0.03997666217505058
2021-07-09,10Y,allowed_top5_only,-0.031105010582903492
2021-07-12,10Y,allowed_top5_only,-0.018985115440654177
2021-07-13,10Y,allowed_top5_only,-0.01483944929788461
2021-07-14,10Y,allowed_top5_only,-0.011322594785649454
2021-07-15,10Y,allowed_top5_only,-0.03430858491367195
2021-07-16,10Y,allowed_top5_only,-0.023716027578453702
2021-07-19,10Y,allowed_top5_only,-0.03180806593368457
2021-07-20,10Y,allowed_top5_only,-0.02288818299603279
2021-07-21,10Y,allowed_top5_only,-0.005059965880235051
2021-07-22,10Y,allowed_top5_only,0.0
2021-07-23,10Y,allowed_top5_only,0.0
2021-07-26,10Y,allowed_top5_only,0.0
2021-07-27,10Y,allowed_top5_only,-0.0010647167048966066
2021-07-28,10Y,allowed_top5_only,-0.0010647167048966066
2021-07-29,10Y,allowed_top5_only,-0.0010647167048966066
2021-07-30,10Y,allowed_top5_only,-0.0010647167048966066
2021-08-02,10Y,allowed_top5_only,-0.007015040219537805
2021-08-03,10Y,allowed_top5_only,-0.021592051565616055
2021-08-04,10Y,allowed_top5_only,-0.022459025436147417
2021-08-05,10Y,allowed_top5_only,-0.022459025436147417
2021-08-06,10Y,allowed_top5_only,-0.010856534122635653
2021-08-09,10Y,allowed_top5_only,-0.01877517492642289
2021-08-10,10Y,allowed_top5_only,-0.02821978235172362
2021-08-11,10Y,allowed_top5_only,-0.02908088334538217
2021-08-12,10Y,allowed_top5_only,-0.02908088334538217
2021-08-13,10Y,allowed_top5_only,-0.02908088334538217
2021-08-16,10Y,allowed_top5_only,-0.02908088334538217
2021-08-17,10Y,allowed_top5_only,-0.02909704418668979
2021-08-18,10Y,allowed_top5_only,-0.02968862648877879
2021-08-19,10Y,allowed_top5_only,-0.03625737215960212
2021-08-20,10Y,allowed_top5_only,-0.018949039338171714
2021-08-23,10Y,allowed_top5_only,-0.03730568587715266
2021-08-24,10Y,allowed_top5_only,-0.03944795470679674
2021-08-25,10Y,allowed_top5_only,-0.03684507831289463
2021-08-26,10Y,allowed_top5_only,-0.02095421109167772
2021-08-27,10Y,allowed_top5_only,-0.012338547154801094
2021-08-30,10Y,allowed_top5_only,-0.010647112740786002
2021-08-31,10Y,allowed_top5_only,0.0
2021-09-01,10Y,allowed_top5_only,-8.673128179692569e-05
2021-09-02,10Y,allowed_top5_only,0.0
2021-09-03,10Y,allowed_top5_only,0.0
2021-09-06,10Y,allowed_top5_only,-0.027364172358351868
2021-09-07,10Y,allowed_top5_only,-0.016504640916431446
2021-09-08,10Y,allowed_top5_only,-0.0024330773969601927
2021-09-09,10Y,allowed_top5_only,-0.006064691248293674
2021-09-10,10Y,allowed_top5_only,-0.01160240326506401
2021-09-13,10Y,allowed_top5_only,0.0
2021-09-14,10Y,allowed_top5_only,-0.028684200870399246
2021-09-15,10Y,allowed_top5_only,-0.030386197081318733
2021-09-16,10Y,allowed_top5_only,-0.015424165080254681
2021-09-17,10Y,allowed_top5_only,-0.024502970820951986
2021-09-22,10Y,allowed_top5_only,-0.027634887194713187
2021-09-23,10Y,allowed_top5_only,-0.031223696477742036
2021-09-24,10Y,allowed_top5_only,-0.033415628713903245
2021-09-27,10Y,allowed_top5_only,0.0
2021-09-28,10Y,allowed_top5_only,0.0
2021-09-29,10Y,allowed_top5_only,0.0
2021-09-30,10Y,allowed_top5_only,-0.022923805013495335
2021-10-08,10Y,allowed_top5_only,-0.010858931867902988
2021-10-11,10Y,allowed_top5_only,-0.0018324304323100726
2021-10-12,10Y,allowed_top5_only,0.0
2021-10-13,10Y,allowed_top5_only,-0.0007651279555592749
2021-10-14,10Y,allowed_top5_only,-0.011658212816385682
2021-10-15,10Y,allowed_top5_only,-0.006818681360567402
2021-10-18,10Y,allowed_top5_only,-0.007594344674614506
2021-10-19,10Y,allowed_top5_only,-0.007594344674614506
2021-10-20,10Y,allowed_top5_only,-0.007594344674614506
2021-10-21,10Y,allowed_top5_only,-0.007594344674614506
2021-10-22,10Y,allowed_top5_only,-0.007594344674614506
2021-10-25,10Y,allowed_top5_only,-0.007594344674614506
2021-10-26,10Y,allowed_top5_only,-0.007594344674614506
2021-10-27,10Y,allowed_top5_only,-0.007594344674614506
2021-10-28,10Y,allowed_top5_only,-0.007594344674614506
2021-10-29,10Y,allowed_top5_only,0.0
2021-11-01,10Y,allowed_top5_only,-0.009006394561821396
2021-11-02,10Y,allowed_top5_only,0.0
2021-11-03,10Y,allowed_top5_only,-0.006879509167726505
2021-11-04,10Y,allowed_top5_only,-0.004782115029354883
2021-11-05,10Y,allowed_top5_only,-0.007021376787014644
2021-11-08,10Y,allowed_top5_only,0.0
2021-11-09,10Y,allowed_top5_only,0.0
2021-11-10,10Y,allowed_top5_only,0.0
2021-11-11,10Y,allowed_top5_only,-0.011011041845181091
2021-11-12,10Y,allowed_top5_only,-0.007670395210874648
2021-11-15,10Y,allowed_top5_only,-0.01707681242251069
2021-11-16,10Y,allowed_top5_only,-0.019840447208213652
2021-11-17,10Y,allowed_top5_only,-0.006549355380068733
2021-11-18,10Y,allowed_top5_only,-0.0064462520478704155
2021-11-19,10Y,allowed_top5_only,-0.009055941295510461
2021-11-22,10Y,allowed_top5_only,0.0
2021-11-23,10Y,allowed_top5_only,-0.0040095536766781015
2021-11-24,10Y,allowed_top5_only,-0.006824872165711926
2021-11-25,10Y,allowed_top5_only,-0.004222948648673119
2021-11-26,10Y,allowed_top5_only,0.0
2021-11-29,10Y,allowed_top5_only,0.0
2021-11-30,10Y,allowed_top5_only,0.0
2021-12-01,10Y,allowed_top5_only,-0.005207516405056678
2021-12-02,10Y,allowed_top5_only,-0.021257370673123277
2021-12-03,10Y,allowed_top5_only,-0.02413511808441049
2021-12-06,10Y,allowed_top5_only,-0.04269702718049351
2021-12-07,10Y,allowed_top5_only,-0.0688911362934056
2021-12-08,10Y,allowed_top5_only,-0.06995208636920247
2021-12-09,10Y,allowed_top5_only,-0.06995208636920247
2021-12-10,10Y,allowed_top5_only,-0.06995208636920247
2021-12-13,10Y,allowed_top5_only,-0.07462453920398515
2021-12-14,10Y,allowed_top5_only,-0.08067279535940486
2021-12-15,10Y,allowed_top5_only,-0.08150962344267387
2021-12-16,10Y,allowed_top5_only,-0.08586378849267728
2021-12-17,10Y,allowed_top5_only,-0.08532547482866926
2021-12-20,10Y,allowed_top5_only,-0.05996396308276575
2021-12-21,10Y,allowed_top5_only,-0.05986792925112594
2021-12-22,10Y,allowed_top5_only,-0.0706242352787747
2021-12-23,10Y,allowed_top5_only,-0.06295598696970484
2021-12-24,10Y,allowed_top5_only,-0.03559594482998496
2021-12-27,10Y,allowed_top5_only,-0.03867823559094785
2021-12-28,10Y,allowed_top5_only,-0.04216459245049997
2021-12-29,10Y,allowed_top5_only,-0.031023454910902193
2021-12-30,10Y,allowed_top5_only,-0.03646480292835974
2021-12-31,10Y,allowed_top5_only,-0.02683524397419168
2022-01-04,10Y,allowed_top5_only,0.0
2022-01-05,10Y,allowed_top5_only,0.0
2022-01-06,10Y,allowed_top5_only,0.0
2022-01-07,10Y,allowed_top5_only,0.0
2022-01-10,10Y,allowed_top5_only,0.0
2022-01-11,10Y,allowed_top5_only,0.0
2022-01-12,10Y,allowed_top5_only,-0.026553197220547387
2022-01-13,10Y,allowed_top5_only,-0.02174892427843511
2022-01-14,10Y,allowed_top5_only,-0.0424452536432951
2022-01-17,10Y,allowed_top5_only,-0.050366806713137646
2022-01-18,10Y,allowed_top5_only,-0.037596702125388015
2022-01-19,10Y,allowed_top5_only,-0.015160967885706866
2022-01-20,10Y,allowed_top5_only,-0.00010149275490634047
2022-01-21,10Y,allowed_top5_only,0.0
2022-01-24,10Y,allowed_top5_only,-0.010190512039953914
2022-01-25,10Y,allowed_top5_only,-0.0036384991247955245
2022-01-26,10Y,allowed_top5_only,-0.004078312326176836
2022-01-27,10Y,allowed_top5_only,0.0
2022-01-28,10Y,allowed_top5_only,-0.020969849514859695
2022-02-07,10Y,allowed_top5_only,-0.014640883950254535
2022-02-08,10Y,allowed_top5_only,-0.016428719045949558
2022-02-09,10Y,allowed_top5_only,-0.02646483845780967
2022-02-10,10Y,allowed_top5_only,-0.020425515228325475
2022-02-11,10Y,allowed_top5_only,-0.0032275172334427227
2022-02-14,10Y,allowed_top5_only,-0.010971501752153445
2022-02-15,10Y,allowed_top5_only,-0.021742054792237786
2022-02-16,10Y,allowed_top5_only,-0.024444812338563993
2022-02-17,10Y,allowed_top5_only,-0.030581930297666537
2022-02-18,10Y,allowed_top5_only,-0.021041804172357237
2022-02-21,10Y,allowed_top5_only,-0.01930721102039812
2022-02-22,10Y,allowed_top5_only,-0.019093958983743997
2022-02-23,10Y,allowed_top5_only,-0.019890807233116536
2022-02-24,10Y,allowed_top5_only,-0.019890807233116536
2022-02-25,10Y,allowed_top5_only,-0.019890807233116536
2022-02-28,10Y,allowed_top5_only,-0.019890807233116536
2022-03-01,10Y,allowed_top5_only,-0.03277692869665949
2022-03-02,10Y,allowed_top5_only,-0.02933231140782766
2022-03-03,10Y,allowed_top5_only,-0.03505786748811901
