date,window,variant,nav
2017-02-07,10Y,baseline_all_10_pairs,0.9322484939813679
2017-02-08,10Y,baseline_all_10_pairs,0.9306380042207044
2017-02-09,10Y,baseline_all_10_pairs,0.9276352773606419
2017-02-10,10Y,baseline_all_10_pairs,0.9260175143659831
2017-02-13,10Y,baseline_all_10_pairs,0.9253575696794514
2017-02-14,10Y,baseline_all_10_pairs,0.9254458605914581
2017-02-15,10Y,baseline_all_10_pairs,0.9208519863481857
2017-02-16,10Y,baseline_all_10_pairs,0.9229205788934681
2017-02-17,10Y,baseline_all_10_pairs,0.9216270866739704
2017-02-20,10Y,baseline_all_10_pairs,0.9195278933821874
2017-02-21,10Y,baseline_all_10_pairs,0.9235150072047592
2017-02-22,10Y,baseline_all_10_pairs,0.924937602721429
2017-02-23,10Y,baseline_all_10_pairs,0.9271505073653805
2017-02-24,10Y,baseline_all_10_pairs,0.9283495667848792
2017-02-27,10Y,baseline_all_10_pairs,0.9284865462936281
2017-02-28,10Y,baseline_all_10_pairs,0.9301686716665608
2017-03-01,10Y,baseline_all_10_pairs,0.930936378393014
2017-03-02,10Y,baseline_all_10_pairs,0.9312712759559905
2017-03-03,10Y,baseline_all_10_pairs,0.9345017840016404
2017-03-06,10Y,baseline_all_10_pairs,0.9429677716088724
2017-03-07,10Y,baseline_all_10_pairs,0.9461220356148221
2017-03-08,10Y,baseline_all_10_pairs,0.9411360514479473
2017-03-09,10Y,baseline_all_10_pairs,0.9407675770986353
2017-03-10,10Y,baseline_all_10_pairs,0.9415037863882244
2017-03-13,10Y,baseline_all_10_pairs,0.9441773102456025
2017-03-14,10Y,baseline_all_10_pairs,0.9398134251201694
2017-03-15,10Y,baseline_all_10_pairs,0.9390642313886389
2017-03-16,10Y,baseline_all_10_pairs,0.9387362994084363
2017-03-17,10Y,baseline_all_10_pairs,0.9392064285200844
2017-03-20,10Y,baseline_all_10_pairs,0.939743320558145
2017-03-21,10Y,baseline_all_10_pairs,0.9402098863316998
2017-03-22,10Y,baseline_all_10_pairs,0.9412223969282946
2017-03-23,10Y,baseline_all_10_pairs,0.93861747714843
2017-03-24,10Y,baseline_all_10_pairs,0.9391929176264467
2017-03-27,10Y,baseline_all_10_pairs,0.9385278802992596
2017-03-28,10Y,baseline_all_10_pairs,0.9385278802992596
2017-03-29,10Y,baseline_all_10_pairs,0.9385278802992596
2017-03-30,10Y,baseline_all_10_pairs,0.9362572137503385
2017-03-31,10Y,baseline_all_10_pairs,0.9366006678116562
2017-04-05,10Y,baseline_all_10_pairs,0.9271276275072728
2017-04-06,10Y,baseline_all_10_pairs,0.9271471628474035
2017-04-07,10Y,baseline_all_10_pairs,0.9264428143043485
2017-04-10,10Y,baseline_all_10_pairs,0.9315643107906458
2017-04-11,10Y,baseline_all_10_pairs,0.9270331908755676
2017-04-12,10Y,baseline_all_10_pairs,0.9318052839055052
2017-04-13,10Y,baseline_all_10_pairs,0.9265000865680744
2017-04-14,10Y,baseline_all_10_pairs,0.9302187289241568
2017-04-17,10Y,baseline_all_10_pairs,0.9352926057683085
2017-04-18,10Y,baseline_all_10_pairs,0.9393642526914916
2017-04-19,10Y,baseline_all_10_pairs,0.9370078717372297
2017-04-20,10Y,baseline_all_10_pairs,0.9435069237752136
2017-04-21,10Y,baseline_all_10_pairs,0.9483218354206818
2017-04-24,10Y,baseline_all_10_pairs,0.9631528671069244
2017-04-25,10Y,baseline_all_10_pairs,0.9608858502868826
2017-04-26,10Y,baseline_all_10_pairs,0.9582059910715174
2017-04-27,10Y,baseline_all_10_pairs,0.9560193619183511
2017-04-28,10Y,baseline_all_10_pairs,0.950666978084443
2017-05-02,10Y,baseline_all_10_pairs,0.9472462170832372
2017-05-03,10Y,baseline_all_10_pairs,0.9464530716143775
2017-05-04,10Y,baseline_all_10_pairs,0.9474950133547417
2017-05-05,10Y,baseline_all_10_pairs,0.9555167955178921
2017-05-08,10Y,baseline_all_10_pairs,0.9707067199977747
2017-05-09,10Y,baseline_all_10_pairs,0.9639303312285695
2017-05-10,10Y,baseline_all_10_pairs,0.9809897551946445
2017-05-11,10Y,baseline_all_10_pairs,0.9862942337115853
2017-05-12,10Y,baseline_all_10_pairs,0.9972238015595712
2017-05-15,10Y,baseline_all_10_pairs,0.9934267894496361
2017-05-16,10Y,baseline_all_10_pairs,0.9664958301569595
2017-05-17,10Y,baseline_all_10_pairs,0.9553924737426888
2017-05-18,10Y,baseline_all_10_pairs,0.9608122080998929
2017-05-19,10Y,baseline_all_10_pairs,0.9644002429567586
2017-05-22,10Y,baseline_all_10_pairs,0.9904722056195584
2017-05-23,10Y,baseline_all_10_pairs,1.0300299908863673
2017-05-24,10Y,baseline_all_10_pairs,1.021802020169227
2017-05-25,10Y,baseline_all_10_pairs,1.0409506182560935
2017-05-26,10Y,baseline_all_10_pairs,1.0389207416899822
2017-05-31,10Y,baseline_all_10_pairs,1.0446854403686254
2017-06-01,10Y,baseline_all_10_pairs,1.077563524664151
2017-06-02,10Y,baseline_all_10_pairs,1.0582075424185005
2017-06-05,10Y,baseline_all_10_pairs,1.0392732563384874
2017-06-06,10Y,baseline_all_10_pairs,1.0401346767794093
2017-06-07,10Y,baseline_all_10_pairs,1.029009355312433
2017-06-08,10Y,baseline_all_10_pairs,1.0371097925201278
2017-06-09,10Y,baseline_all_10_pairs,1.0404387140702962
2017-06-12,10Y,baseline_all_10_pairs,1.0524552202174042
2017-06-13,10Y,baseline_all_10_pairs,1.038056333759663
2017-06-14,10Y,baseline_all_10_pairs,1.0262045053720785
2017-06-15,10Y,baseline_all_10_pairs,1.006604331434935
2017-06-16,10Y,baseline_all_10_pairs,1.0060674552305326
2017-06-19,10Y,baseline_all_10_pairs,0.9988678081977873
2017-06-20,10Y,baseline_all_10_pairs,1.0034296911635985
2017-06-21,10Y,baseline_all_10_pairs,0.9961509251511572
2017-06-22,10Y,baseline_all_10_pairs,0.9761465559429767
2017-06-23,10Y,baseline_all_10_pairs,0.9728282823987098
2017-06-26,10Y,baseline_all_10_pairs,0.9774109531066355
2017-06-27,10Y,baseline_all_10_pairs,0.9751894832408989
2017-06-28,10Y,baseline_all_10_pairs,0.9751231922262903
2017-06-29,10Y,baseline_all_10_pairs,0.9739113007366141
2017-06-30,10Y,baseline_all_10_pairs,0.9757570998178192
2017-07-03,10Y,baseline_all_10_pairs,0.98785016190014
2017-07-04,10Y,baseline_all_10_pairs,0.99361591015546
2017-07-05,10Y,baseline_all_10_pairs,0.9887801431860395
2017-07-06,10Y,baseline_all_10_pairs,0.9884180265816982
2017-07-07,10Y,baseline_all_10_pairs,0.9948762648439246
2017-07-10,10Y,baseline_all_10_pairs,0.9865475202964027
2017-07-11,10Y,baseline_all_10_pairs,0.9667582825156817
2017-07-12,10Y,baseline_all_10_pairs,0.9675379705047655
2017-07-13,10Y,baseline_all_10_pairs,0.9723129423640109
2017-07-14,10Y,baseline_all_10_pairs,0.9909590729329337
2017-07-17,10Y,baseline_all_10_pairs,0.9899755787125971
2017-07-18,10Y,baseline_all_10_pairs,0.9928335259769895
2017-07-19,10Y,baseline_all_10_pairs,0.9967881660655681
2017-07-20,10Y,baseline_all_10_pairs,0.9958034972681445
2017-07-21,10Y,baseline_all_10_pairs,0.9870243390804146
2017-07-24,10Y,baseline_all_10_pairs,0.9934502778040079
2017-07-25,10Y,baseline_all_10_pairs,0.9891806365201861
2017-07-26,10Y,baseline_all_10_pairs,0.99033138174551
2017-07-27,10Y,baseline_all_10_pairs,0.9610574842353822
2017-07-28,10Y,baseline_all_10_pairs,0.9646597233736671
2017-07-31,10Y,baseline_all_10_pairs,0.9641633825927353
2017-08-01,10Y,baseline_all_10_pairs,0.9750799894152764
2017-08-02,10Y,baseline_all_10_pairs,0.979185553742212
2017-08-03,10Y,baseline_all_10_pairs,0.9744993812838483
2017-08-04,10Y,baseline_all_10_pairs,0.9772887357091185
2017-08-07,10Y,baseline_all_10_pairs,0.9863421894211073
2017-08-08,10Y,baseline_all_10_pairs,0.9859904842465551
2017-08-09,10Y,baseline_all_10_pairs,0.9978997951010801
2017-08-10,10Y,baseline_all_10_pairs,0.9953114675161516
2017-08-11,10Y,baseline_all_10_pairs,1.002785750361077
2017-08-14,10Y,baseline_all_10_pairs,1.0202376833928537
2017-08-15,10Y,baseline_all_10_pairs,1.018159475904092
2017-08-16,10Y,baseline_all_10_pairs,1.0337966893850286
2017-08-17,10Y,baseline_all_10_pairs,1.0346434614034186
2017-08-18,10Y,baseline_all_10_pairs,1.0262868897037074
2017-08-21,10Y,baseline_all_10_pairs,1.0285651921175005
2017-08-22,10Y,baseline_all_10_pairs,1.013372579300991
2017-08-23,10Y,baseline_all_10_pairs,1.0047998840495
2017-08-24,10Y,baseline_all_10_pairs,1.0036436158346032
2017-08-25,10Y,baseline_all_10_pairs,0.9928894092452902
2017-08-28,10Y,baseline_all_10_pairs,0.9972483035250038
2017-08-29,10Y,baseline_all_10_pairs,0.9894487889479603
2017-08-30,10Y,baseline_all_10_pairs,0.9931273721639141
2017-08-31,10Y,baseline_all_10_pairs,0.9961429401233612
2017-09-01,10Y,baseline_all_10_pairs,0.9960265207191759
2017-09-04,10Y,baseline_all_10_pairs,1.0014909689925888
2017-09-05,10Y,baseline_all_10_pairs,1.0009683305023633
2017-09-06,10Y,baseline_all_10_pairs,1.0069532117889795
2017-09-07,10Y,baseline_all_10_pairs,1.008132946607493
2017-09-08,10Y,baseline_all_10_pairs,1.0005203011849833
2017-09-11,10Y,baseline_all_10_pairs,0.9990326768635148
2017-09-12,10Y,baseline_all_10_pairs,0.9833452227634598
2017-09-13,10Y,baseline_all_10_pairs,0.9866729132829624
2017-09-14,10Y,baseline_all_10_pairs,0.9874870694137914
2017-09-15,10Y,baseline_all_10_pairs,0.9871702048344756
2017-09-18,10Y,baseline_all_10_pairs,0.9938790262202027
2017-09-19,10Y,baseline_all_10_pairs,0.9891131072710605
2017-09-20,10Y,baseline_all_10_pairs,1.0065063716016793
2017-09-21,10Y,baseline_all_10_pairs,0.9825801687247995
2017-09-22,10Y,baseline_all_10_pairs,0.9738583679249476
2017-09-25,10Y,baseline_all_10_pairs,0.9512542965736727
2017-09-26,10Y,baseline_all_10_pairs,0.9547702359374497
2017-09-27,10Y,baseline_all_10_pairs,0.975725916946177
2017-09-28,10Y,baseline_all_10_pairs,0.9742760346749202
2017-09-29,10Y,baseline_all_10_pairs,0.9742760346749202
2017-10-09,10Y,baseline_all_10_pairs,0.9742760346749202
2017-10-10,10Y,baseline_all_10_pairs,0.9738168443621291
2017-10-11,10Y,baseline_all_10_pairs,0.9856496288505975
2017-10-12,10Y,baseline_all_10_pairs,0.9911745166571352
2017-10-13,10Y,baseline_all_10_pairs,0.9829082827623168
2017-10-16,10Y,baseline_all_10_pairs,0.9999770320531315
2017-10-17,10Y,baseline_all_10_pairs,1.0012517799609197
2017-10-18,10Y,baseline_all_10_pairs,1.024429388095634
2017-10-19,10Y,baseline_all_10_pairs,1.0339227071268167
2017-10-20,10Y,baseline_all_10_pairs,1.0045381667639235
2017-10-23,10Y,baseline_all_10_pairs,0.9964168333805312
2017-10-24,10Y,baseline_all_10_pairs,1.0110602545450755
2017-10-25,10Y,baseline_all_10_pairs,1.0030774487507175
2017-10-26,10Y,baseline_all_10_pairs,1.00200632839895
2017-10-27,10Y,baseline_all_10_pairs,1.0240928727123257
2017-10-30,10Y,baseline_all_10_pairs,1.0512272607007753
2017-10-31,10Y,baseline_all_10_pairs,1.0361920659710597
2017-11-01,10Y,baseline_all_10_pairs,1.033865529257233
2017-11-02,10Y,baseline_all_10_pairs,1.0495464187572519
2017-11-03,10Y,baseline_all_10_pairs,1.0621046412294943
2017-11-06,10Y,baseline_all_10_pairs,1.04713846970483
2017-11-07,10Y,baseline_all_10_pairs,1.0525335907387146
2017-11-08,10Y,baseline_all_10_pairs,1.0484838446583757
2017-11-09,10Y,baseline_all_10_pairs,1.0478797064045133
2017-11-10,10Y,baseline_all_10_pairs,1.0577694305263015
2017-11-13,10Y,baseline_all_10_pairs,1.0605240214297058
2017-11-14,10Y,baseline_all_10_pairs,1.0638163328731234
2017-11-15,10Y,baseline_all_10_pairs,1.0700299350785776
2017-11-16,10Y,baseline_all_10_pairs,1.085298760797897
2017-11-17,10Y,baseline_all_10_pairs,1.151165923600114
2017-11-20,10Y,baseline_all_10_pairs,1.1489769715853293
2017-11-21,10Y,baseline_all_10_pairs,1.1651968294158008
2017-11-22,10Y,baseline_all_10_pairs,1.17268636182508
2017-11-23,10Y,baseline_all_10_pairs,1.1719549024786093
2017-11-24,10Y,baseline_all_10_pairs,1.1690779066981531
2017-11-27,10Y,baseline_all_10_pairs,1.1728502832452812
2017-11-28,10Y,baseline_all_10_pairs,1.1495323445417802
2017-11-29,10Y,baseline_all_10_pairs,1.1459220317005379
2017-11-30,10Y,baseline_all_10_pairs,1.1410784228963886
2017-12-01,10Y,baseline_all_10_pairs,1.12492768955895
2017-12-04,10Y,baseline_all_10_pairs,1.1419979390799813
2017-12-05,10Y,baseline_all_10_pairs,1.1863386578559525
2017-12-06,10Y,baseline_all_10_pairs,1.1633777704581643
2017-12-07,10Y,baseline_all_10_pairs,1.1554989971084242
2017-12-08,10Y,baseline_all_10_pairs,1.1494195404826242
2017-12-11,10Y,baseline_all_10_pairs,1.1478706661264473
2017-12-12,10Y,baseline_all_10_pairs,1.13974123172142
2017-12-13,10Y,baseline_all_10_pairs,1.1352790304132887
2017-12-14,10Y,baseline_all_10_pairs,1.1435816703732062
2017-12-15,10Y,baseline_all_10_pairs,1.1485841855326058
2017-12-18,10Y,baseline_all_10_pairs,1.1400858352283358
2017-12-19,10Y,baseline_all_10_pairs,1.131514819852717
2017-12-20,10Y,baseline_all_10_pairs,1.1205497140018017
2017-12-21,10Y,baseline_all_10_pairs,1.1170896696378119
2017-12-22,10Y,baseline_all_10_pairs,1.119690135314803
2017-12-25,10Y,baseline_all_10_pairs,1.1081739268800541
2017-12-26,10Y,baseline_all_10_pairs,1.1076790059843065
2017-12-27,10Y,baseline_all_10_pairs,1.1201831063279701
2017-12-28,10Y,baseline_all_10_pairs,1.116070935379392
2017-12-29,10Y,baseline_all_10_pairs,1.1217208808983257
2018-01-02,10Y,baseline_all_10_pairs,1.1168038454572042
2018-01-03,10Y,baseline_all_10_pairs,1.1255585423606047
2018-01-04,10Y,baseline_all_10_pairs,1.1285222192919435
2018-01-05,10Y,baseline_all_10_pairs,1.1231173792610432
2018-01-08,10Y,baseline_all_10_pairs,1.1222170344255584
2018-01-09,10Y,baseline_all_10_pairs,1.1133118180527535
2018-01-10,10Y,baseline_all_10_pairs,1.0953394935084169
2018-01-11,10Y,baseline_all_10_pairs,1.0984340512257036
2018-01-12,10Y,baseline_all_10_pairs,1.085059388390853
2018-01-15,10Y,baseline_all_10_pairs,1.0945802088727221
2018-01-16,10Y,baseline_all_10_pairs,1.1098516097512594
2018-01-17,10Y,baseline_all_10_pairs,1.0891671319466365
2018-01-18,10Y,baseline_all_10_pairs,1.1024617828120502
2018-01-19,10Y,baseline_all_10_pairs,1.1140010245065788
2018-01-22,10Y,baseline_all_10_pairs,1.0899622852514474
2018-01-23,10Y,baseline_all_10_pairs,1.1083204033688718
2018-01-24,10Y,baseline_all_10_pairs,1.0777631134143226
2018-01-25,10Y,baseline_all_10_pairs,1.0706729503038082
2018-01-26,10Y,baseline_all_10_pairs,1.0763025061579699
2018-01-29,10Y,baseline_all_10_pairs,1.0688680528778327
2018-01-30,10Y,baseline_all_10_pairs,1.047785026255572
2018-01-31,10Y,baseline_all_10_pairs,1.0952681246879592
2018-02-01,10Y,baseline_all_10_pairs,1.1460778850012487
2018-02-02,10Y,baseline_all_10_pairs,1.1500219195951062
2018-02-05,10Y,baseline_all_10_pairs,1.1634468044633146
2018-02-06,10Y,baseline_all_10_pairs,1.1917291903814122
2018-02-07,10Y,baseline_all_10_pairs,1.1613656065156637
2018-02-08,10Y,baseline_all_10_pairs,1.1222423664048948
2018-02-09,10Y,baseline_all_10_pairs,1.1094639351164657
2018-02-12,10Y,baseline_all_10_pairs,1.1239096210648094
2018-02-13,10Y,baseline_all_10_pairs,1.1210604648585456
2018-02-14,10Y,baseline_all_10_pairs,1.1155699984038798
2018-02-22,10Y,baseline_all_10_pairs,1.1125204295812416
