,cpi,cpi_yoy,unrate,unrate_12m_change,usrec,gdp_yoy,gdp_qoq_ann,high_inflation,growth_stress,stagflation_rule
1955-09-01,26.85,0.0014919806042521522,4.1,-2.0,0,0.07780241231188367,0.06670845596155806,False,False,False
1955-10-01,26.82,0.0037425149700598404,4.3,-1.4000000000000004,0,0.08015915391937867,0.0551375781606942,False,False,False
1955-11-01,26.88,0.0037341299477220424,4.2,-1.0999999999999996,0,0.08015915391937867,0.0551375781606942,False,False,False
1955-12-01,26.87,0.0037355248412402897,4.2,-0.7999999999999998,0,0.08015915391937867,0.0551375781606942,False,False,False
1956-01-01,26.83,0.002241314904743996,4.0,-0.9000000000000004,0,0.06579017260658704,0.024243993486391613,False,False,False
1956-02-01,26.86,0.001491424310216205,3.9,-0.8000000000000003,0,0.06579017260658704,0.024243993486391613,False,False,False
1956-03-01,26.89,0.0037327360955581312,4.2,-0.39999999999999947,0,0.06579017260658704,0.024243993486391613,False,False,False
1956-04-01,26.93,0.005225830533781339,4.0,-0.7000000000000002,0,0.03216953692895719,-0.01543159473372302,False,True,False
1956-05-01,27.03,0.009712364587224576,4.3,0.0,0,0.03216953692895719,-0.01543159473372302,False,True,False
1956-06-01,27.15,0.01647323099962561,4.3,0.09999999999999964,0,0.03216953692895719,-0.01543159473372302,False,True,False
1956-07-01,27.29,0.019805680119581393,4.4,0.40000000000000036,0,0.02403458081833021,0.033475246997066055,False,False,False
1956-08-01,27.31,0.02208083832335328,4.1,-0.10000000000000053,0,0.02403458081833021,0.033475246997066055,False,False,False
1956-09-01,27.35,0.01862197392923659,3.9,-0.19999999999999973,0,0.02403458081833021,0.033475246997066055,False,False,False
1956-10-01,27.51,0.02572706935123037,3.9,-0.3999999999999999,0,0.009479719442729406,-0.003583310354485003,False,True,False
1956-11-01,27.51,0.0234375,4.3,0.09999999999999964,0,0.009479719442729406,-0.003583310354485003,False,True,False
1956-12-01,27.63,0.028284331968738252,4.2,0.0,0,0.009479719442729406,-0.003583310354485003,False,True,False
1957-01-01,27.67,0.03130823704808061,4.2,0.20000000000000018,0,0.019968256280694208,0.06747977493213009,False,False,False
1957-02-01,27.8,0.034996276991809516,3.9,0.0,0,0.019968256280694208,0.06747977493213009,False,False,False
1957-03-01,27.86,0.03607288955001864,3.7,-0.5,0,0.019968256280694208,0.06747977493213009,False,False,False
1957-04-01,27.93,0.03713330857779429,3.9,-0.10000000000000009,0,0.030497555743857596,0.02585773222105847,False,False,False
1957-05-01,28.0,0.03588605253422128,4.1,-0.20000000000000018,0,0.030497555743857596,0.02585773222105847,False,False,False
1957-06-01,28.11,0.0353591160220994,4.3,0.0,0,0.030497555743857596,0.02585773222105847,False,False,False
1957-07-01,28.19,0.03297911322828884,4.2,-0.20000000000000018,0,0.01980981609533239,-0.008736838184103313,False,True,False
1957-08-01,28.28,0.03551812522885389,4.1,0.0,0,0.01980981609533239,-0.008736838184103313,False,True,False
1957-09-01,28.32,0.03546617915904937,4.4,0.5000000000000004,1,0.01980981609533239,-0.008736838184103313,False,True,False
1957-10-01,28.32,0.02944383860414379,4.5,0.6000000000000001,1,0.030727752848411116,0.03977679450080496,False,True,False
1957-11-01,28.41,0.03271537622682663,5.1,0.7999999999999998,1,0.030727752848411116,0.03977679450080496,False,True,False
1957-12-01,28.47,0.030401737242128135,5.2,1.0,1,0.030727752848411116,0.03977679450080496,False,True,False
1958-01-01,28.64,0.035056017347307566,5.8,1.5999999999999996,1,0.003546985657322921,-0.04074379007669682,False,True,False
1958-02-01,28.7,0.03237410071942448,6.4,2.5000000000000004,1,0.003546985657322921,-0.04074379007669682,False,True,False
1958-03-01,28.87,0.03625269203158665,6.7,3.0,1,0.003546985657322921,-0.04074379007669682,False,True,False
1958-04-01,28.94,0.036161833154314316,7.4,3.5000000000000004,1,-0.028722901975747894,-0.09986243318221277,False,True,False
1958-05-01,28.94,0.033571428571428585,7.4,3.3000000000000007,0,-0.028722901975747894,-0.09986243318221277,False,True,False
1958-06-01,28.91,0.028459622909996485,7.3,3.0,0,-0.028722901975747894,-0.09986243318221277,False,True,False
1958-07-01,28.89,0.02483150053210359,7.5,3.3,0,-0.02019544786757199,0.026535999282795375,False,True,False
1958-08-01,28.94,0.023338048090523422,7.4,3.3000000000000007,0,-0.02019544786757199,0.026535999282795375,False,True,False
1958-09-01,28.91,0.02083333333333326,7.1,2.6999999999999993,0,-0.02019544786757199,0.026535999282795375,False,True,False
1958-10-01,28.91,0.02083333333333326,6.7,2.2,0,-0.007259560645533125,0.09578452370845025,False,True,False
1958-11-01,28.95,0.019007391763463444,6.2,1.1000000000000005,0,-0.007259560645533125,0.09578452370845025,False,True,False
1958-12-01,28.97,0.017562346329469625,6.2,1.0,0,-0.007259560645533125,0.09578452370845025,False,True,False
1959-01-01,29.01,0.012918994413407825,6.0,0.20000000000000018,0,0.026573288629399228,0.09686102623359982,False,False,False
1959-02-01,29.0,0.010452961672473782,5.9,-0.5,0,0.026573288629399228,0.09686102623359982,False,False,False
1959-03-01,28.97,0.003463803255975062,5.6,-1.1000000000000005,0,0.026573288629399228,0.09686102623359982,False,False,False
1959-04-01,28.98,0.0013821700069107656,5.2,-2.2,0,0.07415106238167812,0.07897280193186518,False,False,False
1959-05-01,29.04,0.003455425017277136,5.1,-2.3000000000000007,0,0.07415106238167812,0.07897280193186518,False,False,False
1959-06-01,29.11,0.006918021445866396,5.0,-2.3,0,0.07415106238167812,0.07897280193186518,False,False,False
1959-07-01,29.15,0.008999653859466772,5.1,-2.4000000000000004,0,0.09118833932250614,0.09323014952788755,False,False,False
1959-08-01,29.18,0.008293020041465038,5.2,-2.2,0,0.09118833932250614,0.09323014952788755,False,False,False
1959-09-01,29.25,0.011760636457972984,5.5,-1.5999999999999996,0,0.09118833932250614,0.09323014952788755,False,False,False
1959-10-01,29.35,0.015219647180906293,5.7,-1.0,0,0.06726222850606911,0.0027919875125879123,False,False,False
1959-11-01,29.35,0.013816925734024155,5.8,-0.40000000000000036,0,0.06726222850606911,0.0027919875125879123,False,False,False
1959-12-01,29.41,0.015188125647221273,5.3,-0.9000000000000004,0,0.06726222850606911,0.0027919875125879123,False,False,False
1960-01-01,29.37,0.012409513960703222,5.2,-0.7999999999999998,0,0.04584935628476705,0.011448048515176001,False,False,False
1960-02-01,29.41,0.014137931034482687,4.8,-1.1000000000000005,0,0.04584935628476705,0.011448048515176001,False,False,False
1960-03-01,29.41,0.015188125647221273,5.4,-0.1999999999999993,0,0.04584935628476705,0.011448048515176001,False,False,False
1960-04-01,29.54,0.019323671497584405,5.2,0.0,0,0.0492379619042107,0.09302461989133692,False,False,False
1960-05-01,29.57,0.018250688705234275,5.1,0.0,1,0.0492379619042107,0.09302461989133692,False,True,False
1960-06-01,29.61,0.017176228100309165,5.4,0.40000000000000036,1,0.0492379619042107,0.09302461989133692,False,True,False
1960-07-01,29.55,0.013722126929674117,5.5,0.40000000000000036,1,0.020590973393856515,-0.02136101738867402,False,True,False
1960-08-01,29.61,0.01473612063056895,5.6,0.39999999999999947,1,0.020590973393856515,-0.02136101738867402,False,True,False
1960-09-01,29.61,0.012307692307692353,5.5,0.0,1,0.020590973393856515,-0.02136101738867402,False,True,False
1960-10-01,29.75,0.013628620102214661,6.1,0.39999999999999947,1,0.02487655452956039,0.019741740139009867,False,True,False
1960-11-01,29.78,0.014650766609880739,6.1,0.2999999999999998,1,0.02487655452956039,0.019741740139009867,False,True,False
1960-12-01,29.81,0.013600816048962905,6.6,1.2999999999999998,1,0.02487655452956039,0.019741740139009867,False,True,False
1961-01-01,29.84,0.016002723867892366,6.6,1.3999999999999995,1,0.008851013654155082,-0.05034581390830517,False,True,False
1961-02-01,29.84,0.014620877252635056,6.9,2.1000000000000005,1,0.008851013654155082,-0.05034581390830517,False,True,False
1961-03-01,29.84,0.014620877252635056,6.9,1.5,0,0.008851013654155082,-0.05034581390830517,False,True,False
1961-04-01,29.81,0.009140148950575577,7.0,1.7999999999999998,0,-0.006675232238545603,0.02727534058966108,False,True,False
1961-05-01,29.84,0.009130875887723988,7.1,2.0,0,-0.006675232238545603,0.02727534058966108,False,True,False
1961-06-01,29.84,0.0077676460655184965,6.9,1.5,0,-0.006675232238545603,0.02727534058966108,False,True,False
1961-07-01,29.92,0.012521150592216701,7.0,1.5,0,0.015657846818091237,0.0696634744344915,False,True,False
1961-08-01,29.94,0.011144883485309176,6.6,1.0,0,0.015657846818091237,0.0696634744344915,False,True,False
1961-09-01,29.98,0.012495778453225359,6.7,1.2000000000000002,0,0.015657846818091237,0.0696634744344915,False,True,False
1961-10-01,29.98,0.007731092436974896,6.5,0.40000000000000036,0,0.030115335873595495,0.0790557784396706,False,False,False
1961-11-01,29.98,0.00671591672263272,6.1,0.0,0,0.030115335873595495,0.0790557784396706,False,False,False
1961-12-01,30.01,0.006709158000671067,6.0,-0.5999999999999996,0,0.030115335873595495,0.0790557784396706,False,False,False
1962-01-01,30.04,0.006702412868632601,5.8,-0.7999999999999998,0,0.06397498989994466,0.08080601627190842,False,False,False
1962-02-01,30.11,0.009048257372654245,5.5,-1.4000000000000004,0,0.06397498989994466,0.08080601627190842,False,False,False
1962-03-01,30.17,0.011058981233244003,5.6,-1.3000000000000007,0,0.06397498989994466,0.08080601627190842,False,False,False
1962-04-01,30.21,0.013418316001341912,5.6,-1.4000000000000004,0,0.07569160858836588,0.07327820028651821,False,False,False
1962-05-01,30.24,0.013404825737265424,5.5,-1.5999999999999996,0,0.07569160858836588,0.07327820028651821,False,False,False
1962-06-01,30.21,0.012399463806970434,5.5,-1.4000000000000004,0,0.07569160858836588,0.07327820028651821,False,False,False
1962-07-01,30.22,0.010026737967914423,5.4,-1.5999999999999996,0,0.06730272632782075,0.036684293099806364,False,False,False
1962-08-01,30.28,0.011356045424181671,5.7,-0.8999999999999995,0,0.06730272632782075,0.036684293099806364,False,False,False
1962-09-01,30.42,0.014676450967311627,5.6,-1.1000000000000005,0,0.06730272632782075,0.036684293099806364,False,False,False
1962-10-01,30.38,0.013342228152101399,5.4,-1.0999999999999996,0,0.060068727611334305,0.05009722557999918,False,False,False
1962-11-01,30.38,0.013342228152101399,5.7,-0.39999999999999947,0,0.060068727611334305,0.05009722557999918,False,False,False
1962-12-01,30.38,0.012329223592135952,5.5,-0.5,0,0.060068727611334305,0.05009722557999918,False,False,False
1963-01-01,30.44,0.013315579227696439,5.7,-0.09999999999999964,0,0.043098468185995165,0.013241321315288213,False,False,False
1963-02-01,30.48,0.012288276320159497,5.9,0.40000000000000036,0,0.043098468185995165,0.013241321315288213,False,False,False
1963-03-01,30.51,0.011269472986410234,5.7,0.10000000000000053,0,0.043098468185995165,0.013241321315288213,False,False,False
1963-04-01,30.48,0.00893743793445867,5.7,0.10000000000000053,0,0.03601109802250946,0.044404438133978985,False,False,False
1963-05-01,30.51,0.008928571428571619,5.9,0.40000000000000036,0,0.03601109802250946,0.044404438133978985,False,False,False
1963-06-01,30.61,0.013240648791790655,5.6,0.09999999999999964,0,0.03601109802250946,0.044404438133978985,False,False,False
1963-07-01,30.69,0.015552614162806178,5.6,0.1999999999999993,0,0.03824586006509767,0.045658133663065925,False,False,False
1963-08-01,30.75,0.015521796565389767,5.4,-0.2999999999999998,0,0.03824586006509767,0.045658133663065925,False,False,False
1963-09-01,30.72,0.009861932938855844,5.5,-0.09999999999999964,0,0.03824586006509767,0.045658133663065925,False,False,False
1963-10-01,30.75,0.012179065174456882,5.5,0.09999999999999964,0,0.04818697418135365,0.09089691220032137,False,False,False
1963-11-01,30.78,0.013166556945358954,5.7,0.0,0,0.04818697418135365,0.09089691220032137,False,False,False
1963-12-01,30.88,0.016458196181698526,5.5,0.0,0,0.04818697418135365,0.09089691220032137,False,False,False
1964-01-01,30.94,0.016425755584756896,5.6,-0.10000000000000053,0,0.05159809846807195,0.026495447009567963,False,False,False
1964-02-01,30.91,0.014107611548556331,5.4,-0.5,0,0.05159809846807195,0.026495447009567963,False,False,False
1964-03-01,30.94,0.014093739757456536,5.4,-0.2999999999999998,0,0.05159809846807195,0.026495447009567963,False,False,False
1964-04-01,30.95,0.015419947506561726,5.3,-0.40000000000000036,0,0.06217339646105979,0.08705425195651229,False,False,False
1964-05-01,30.98,0.015404785316289749,5.1,-0.8000000000000007,0,0.06217339646105979,0.08705425195651229,False,False,False
1964-06-01,31.01,0.013067624959163693,5.2,-0.39999999999999947,0,0.06217339646105979,0.08705425195651229,False,False,False
1964-07-01,31.02,0.010752688172043001,4.9,-0.6999999999999993,0,0.061823135983265054,0.04427955801337413,False,False,False
1964-08-01,31.05,0.009756097560975618,5.0,-0.40000000000000036,0,0.061823135983265054,0.04427955801337413,False,False,False
1964-09-01,31.08,0.01171875,5.1,-0.40000000000000036,0,0.061823135983265054,0.04427955801337413,False,False,False
1964-10-01,31.12,0.012032520325203189,5.1,-0.40000000000000036,0,0.05521285465939152,0.06398442216663258,False,False,False
1964-11-01,31.21,0.013970110461338558,4.8,-0.9000000000000004,0,0.05521285465939152,0.06398442216663258,False,False,False
1964-12-01,31.25,0.011981865284974136,5.0,-0.5,0,0.05521285465939152,0.06398442216663258,False,False,False
1965-01-01,31.28,0.01098901098901095,4.9,-0.6999999999999993,0,0.05157812790498717,0.012425121265477124,False,False,False
1965-02-01,31.28,0.011970236169524417,5.1,-0.3000000000000007,0,0.05157812790498717,0.012425121265477124,False,False,False
1965-03-01,31.31,0.011958629605688387,4.7,-0.7000000000000002,0,0.05157812790498717,0.012425121265477124,False,False,False
1965-04-01,31.38,0.013893376413570246,4.8,-0.5,0,0.05478300000024183,0.10036692441445161,False,False,False
1965-05-01,31.48,0.0161394448030987,4.6,-0.5,0,0.05478300000024183,0.10036692441445161,False,False,False
1965-06-01,31.61,0.019348597226700903,4.6,-0.6000000000000005,0,0.05478300000024183,0.10036692441445161,False,False,False
1965-07-01,31.58,0.01805286911669879,4.4,-0.5,0,0.056602749084340376,0.051504741561866574,False,False,False
1965-08-01,31.55,0.016103059581320522,4.4,-0.5999999999999996,0,0.056602749084340376,0.051504741561866574,False,False,False
1965-09-01,31.62,0.01737451737451745,4.3,-0.7999999999999998,0,0.056602749084340376,0.051504741561866574,False,False,False
1965-10-01,31.65,0.017030848329048665,4.2,-0.8999999999999995,0,0.06347484807761239,0.0919360798649067,False,False,False
1965-11-01,31.75,0.017302146747837144,4.1,-0.7000000000000002,0,0.06347484807761239,0.0919360798649067,False,False,False
1965-12-01,31.85,0.019200000000000106,4.0,-1.0,0,0.06347484807761239,0.0919360798649067,False,False,False
1966-01-01,31.88,0.019181585677749302,4.0,-0.9000000000000004,0,0.0846227065873435,0.09539004422561748,False,False,False
1966-02-01,32.08,0.025575447570332477,3.8,-1.2999999999999998,0,0.0846227065873435,0.09539004422561748,False,False,False
1966-03-01,32.18,0.027786649632705274,3.8,-0.9000000000000004,0,0.0846227065873435,0.09539004422561748,False,False,False
1966-04-01,32.28,0.028680688336520044,3.8,-1.0,0,0.08477019498128313,0.1009655637581488,False,False,False
1966-05-01,32.35,0.02763659466327839,3.9,-0.6999999999999997,0,0.08477019498128313,0.1009655637581488,False,False,False
1966-06-01,32.38,0.024359379943056148,3.8,-0.7999999999999998,0,0.08477019498128313,0.1009655637581488,False,False,False
1966-07-01,32.45,0.02754908169727699,3.8,-0.6000000000000005,0,0.07489340026826796,0.013728939284530783,False,False,False
1966-08-01,32.65,0.034865293185419866,3.8,-0.6000000000000005,0,0.07489340026826796,0.013728939284530783,False,False,False
1966-09-01,32.75,0.035736875395319334,3.7,-0.5999999999999996,0,0.07489340026826796,0.013728939284530783,False,False,False
1966-10-01,32.85,0.03791469194312813,3.7,-0.5,0,0.060421085314855016,0.034306012353117366,False,False,False
1966-11-01,32.88,0.03559055118110255,3.6,-0.49999999999999956,0,0.060421085314855016,0.034306012353117366,False,False,False
1966-12-01,32.92,0.033594976452119285,3.8,-0.20000000000000018,0,0.060421085314855016,0.034306012353117366,False,False,False
1967-01-01,32.9,0.0319949811794229,3.9,-0.10000000000000009,0,0.045044028974827954,0.0332221874862233,False,False,False
1967-02-01,33.0,0.028678304239401653,3.8,0.0,0,0.045044028974827954,0.0332221874862233,False,False,False
1967-03-01,33.0,0.025481665630826544,3.8,0.0,0,0.045044028974827954,0.0332221874862233,False,False,False
1967-04-01,33.1,0.025402726146220633,3.8,0.0,0,0.02925069232407873,0.03590529669249509,False,False,False
1967-05-01,33.1,0.023183925811437467,3.8,-0.10000000000000009,0,0.02925069232407873,0.03590529669249509,False,False,False
1967-06-01,33.3,0.028412600370598895,3.9,0.10000000000000009,0,0.02925069232407873,0.03590529669249509,False,False,False
1967-07-01,33.4,0.029275808936825687,3.8,0.0,0,0.026377377135773372,0.002456318100974464,False,False,False
1967-08-01,33.5,0.026033690658499253,3.8,0.0,0,0.026377377135773372,0.002456318100974464,False,False,False
1967-09-01,33.6,0.025954198473282508,3.8,0.09999999999999964,0,0.026377377135773372,0.002456318100974464,False,False,False
1967-10-01,33.7,0.025875190258751957,4.0,0.2999999999999998,0,0.027387436004856935,0.038383472150673725,False,False,False
1967-11-01,33.9,0.0310218978102188,3.9,0.2999999999999998,0,0.027387436004856935,0.038383472150673725,False,False,False
1967-12-01,34.0,0.03280680437424044,3.8,0.0,0,0.027387436004856935,0.038383472150673725,False,False,False
1968-01-01,34.1,0.03647416413373872,3.7,-0.19999999999999973,0,0.026709272243796267,0.030496826640218355,False,False,False
1968-02-01,34.2,0.036363636363636376,3.8,0.0,0,0.026709272243796267,0.030496826640218355,False,False,False
1968-03-01,34.3,0.039393939393939315,3.7,-0.09999999999999964,0,0.026709272243796267,0.030496826640218355,False,False,False
1968-04-01,34.4,0.0392749244712991,3.5,-0.2999999999999998,0,0.038448152772550426,0.08410011257585537,False,False,False
1968-05-01,34.5,0.04229607250755274,3.5,-0.2999999999999998,0,0.038448152772550426,0.08410011257585537,True,False,False
1968-06-01,34.7,0.042042042042042205,3.7,-0.19999999999999973,0,0.038448152772550426,0.08410011257585537,True,False,False
1968-07-01,34.9,0.04491017964071853,3.7,-0.09999999999999964,0,0.05514676233925897,0.06850772795146653,True,False,False
1968-08-01,35.0,0.04477611940298498,3.5,-0.2999999999999998,0,0.05514676233925897,0.06850772795146653,True,False,False
1968-09-01,35.1,0.044642857142857206,3.4,-0.3999999999999999,0,0.05514676233925897,0.06850772795146653,True,False,False
