family,strategy,mix_rule,segment,start,end,avg_turnover,avg_gross_exposure,cagr,vol,sharpe,max_dd,calmar,total_return,threshold,signal_count,pair_changes,direction_changes
Sub-A,mix_50_15__60_20__70_25,legacy_no_buffer_1p00x,last_10y,2016-04-25,2026-04-24,0.16008230452674896,0.7921698131739601,0.19277939694249846,0.191342733982229,1.020328164023813,-0.31805783613179617,0.6061142818773845,4.824878533759987,1.0,626,0,0
Sub-A,mix_50_15__60_20__70_25,legacy_no_buffer_1p00x,full_common,2010-10-27,2026-04-24,0.15852363250132767,0.7452872676925407,0.22912895616219586,0.19848506321006698,1.1425950296802398,-0.3180578361317963,0.7204002861518864,23.430512230596513,1.0,626,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p02x,last_3y,2023-04-25,2026-04-24,0.15013774104683195,0.7000937555784099,0.2848760663890906,0.20145017955171596,1.3536569262929763,-0.15580177750446533,1.8284519660305283,1.1201187367234726,1.02,612,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p02x,last_5y,2021-04-23,2026-04-24,0.14686468646864687,0.7941855806066339,0.22471231091090016,0.1946573756802623,1.145487438146104,-0.17767024613549431,1.2647717656648643,1.7564567670372466,1.02,612,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p02x,last_10y,2016-04-25,2026-04-24,0.15555555555555556,0.790447410635513,0.19843096022306983,0.1911152118844041,1.0461410200029937,-0.3180578361317963,0.6238832617249032,5.106710815869612,1.02,612,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p02x,full_common,2010-10-27,2026-04-24,0.15082315454062667,0.743453062269111,0.23187530649008514,0.19790528355859902,1.1566575699921402,-0.3180578361317964,0.7290350374955106,24.28993778155637,1.02,612,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p05x,last_3y,2023-04-25,2026-04-24,0.14600550964187328,0.7005205393029921,0.28128526140044685,0.20213614847829514,1.3358763246826497,-0.17129204812515464,1.6421384674840573,1.102405348955092,1.05,605,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p05x,last_5y,2021-04-23,2026-04-24,0.1377887788778878,0.7929435379688121,0.23009187222880745,0.19452262673332849,1.1689068450607583,-0.17129204812515486,1.3432723512109002,1.8175551226315276,1.05,605,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p05x,last_10y,2016-04-25,2026-04-24,0.15020576131687244,0.7883047957656654,0.19171516192738158,0.19154625803811745,1.0148354681570892,-0.31726224448870155,0.604279788275308,4.7731364838286865,1.05,605,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p05x,full_common,2010-10-27,2026-04-24,0.1460435475305364,0.7434959336370927,0.23442443630498988,0.19826083924016327,1.1653944774679723,-0.31726224448870255,0.7388979948836538,25.11287892757517,1.05,605,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p10x,last_3y,2023-04-25,2026-04-24,0.14325068870523416,0.7077134887384532,0.2872424612065858,0.2033323651329665,1.35187029470563,-0.14739109774686732,1.9488453888843562,1.1318463282549445,1.1,604,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p10x,last_5y,2021-04-23,2026-04-24,0.13613861386138615,0.7989161838106703,0.24083932038416123,0.1958429265977629,1.2068879477864478,-0.1725929343472603,1.395418191915017,1.942863850861266,1.1,604,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p10x,last_10y,2016-04-25,2026-04-24,0.1469135802469136,0.7902109617478905,0.20539813318551348,0.1913172646020928,1.0755948690338448,-0.3197745228915361,0.642321756368259,5.471008353956371,1.1,604,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p10x,full_common,2010-10-27,2026-04-24,0.14418481147105683,0.7471296883412459,0.2473795008211972,0.19827408420599624,1.2181018424693015,-0.3197745228915355,0.7736060352284725,29.69667178050886,1.1,604,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p15x,last_3y,2023-04-25,2026-04-24,0.13774104683195593,0.6995329053804307,0.3168251511055675,0.20095431587329954,1.4795474651561702,-0.15108281066665719,2.0970297660439834,1.282122228064532,1.15,603,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p15x,last_5y,2021-04-23,2026-04-24,0.13283828382838284,0.799770233624268,0.2626120529321152,0.19470207762673386,1.3028433633181657,-0.16851731874147458,1.5583683320703259,2.2103885697252124,1.15,603,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p15x,last_10y,2016-04-25,2026-04-24,0.14526748971193415,0.7903504690559827,0.21565924861418795,0.19081037178894628,1.1225495738538311,-0.325749046390139,0.662041074268871,6.043204229913152,1.15,603,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p15x,full_common,2010-10-27,2026-04-24,0.1415294742432289,0.7476781051923554,0.25071438063464324,0.1979984244664837,1.2330582805552384,-0.32574904639014013,0.76965499488944,30.99288883463752,1.15,603,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p20x,last_3y,2023-04-25,2026-04-24,0.1322314049586777,0.693404854529586,0.327881708881244,0.20035059282650539,1.5254884268769162,-0.14739109774686776,2.224569284668428,1.3400507270068602,1.2,603,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p20x,last_5y,2021-04-23,2026-04-24,0.12953795379537955,0.7961022045800461,0.26365155428389686,0.19365367623203156,1.3131487037496785,-0.14878856634915416,1.771988001182832,2.2236312691664235,1.2,603,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p20x,last_10y,2016-04-25,2026-04-24,0.14362139917695474,0.7878538757197391,0.2138274124399584,0.19006516206501073,1.118234302007078,-0.3257490463901396,0.6564176159824084,5.937832296255784,1.2,603,0,0
Sub-A,mix_50_15__60_20__70_25,candidate_1p20x,full_common,2010-10-27,2026-04-24,0.14020180562931492,0.7451478608885761,0.25075334859258236,0.197783516792544,1.2343345811862205,-0.32574904639013924,0.76977462059018,31.008333329932377,1.2,603,0,0
Sub-A,mix_55_15__60_20__80_25,legacy_no_buffer_1p00x,last_3y,2023-04-25,2026-04-24,0.14600550964187328,0.7035235157071349,0.28188646164519837,0.2018312796203674,1.339673399236682,-0.15919396783148998,1.7707106964227493,1.1053641599142106,1.0,603,0,0
Sub-A,mix_55_15__60_20__80_25,legacy_no_buffer_1p00x,last_5y,2021-04-23,2026-04-24,0.13861386138613863,0.7943047509538405,0.21102553773316646,0.19448214648922663,1.0879957529537863,-0.16117543633822273,1.309290934943303,1.6057770425607347,1.0,603,0,0
Sub-A,mix_55_15__60_20__80_25,legacy_no_buffer_1p00x,last_10y,2016-04-25,2026-04-24,0.151440329218107,0.7867529787413801,0.19383380714662457,0.1908134173892452,1.0272271825379813,-0.2877214296303825,0.6736856806099935,4.8765541199534495,1.0,603,0,0
Sub-A,mix_55_15__60_20__80_25,legacy_no_buffer_1p00x,full_common,2010-11-10,2026-04-24,0.152555910543131,0.7423245961500647,0.23712229996026069,0.19806665127437417,1.1775758283614695,-0.2877214296303836,0.8241384740263378,25.791668774665606,1.0,603,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p02x,last_3y,2023-04-25,2026-04-24,0.14600550964187328,0.7050361616884274,0.28245727804143406,0.20164972832439956,1.3429570834834832,-0.15946706786971876,1.771257738758925,1.1081760036032309,1.02,599,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p02x,last_5y,2021-04-23,2026-04-24,0.13861386138613863,0.7952108408733257,0.21134871218208495,0.1943696781663831,1.0899163767417608,-0.1611754363382215,1.311296044755706,1.6092572185187066,1.02,599,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p02x,last_10y,2016-04-25,2026-04-24,0.151440329218107,0.7855815487388974,0.18632117841883278,0.19040763337333855,0.9957065659805712,-0.3083712174760762,0.6042106651321562,4.517192073260095,1.02,599,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p02x,full_common,2010-11-10,2026-04-24,0.14989350372736954,0.7403998744899144,0.22565173672494643,0.1979953533027645,1.1306734973704295,-0.30837121747607543,0.7317535617358755,22.19990360737952,1.02,599,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p05x,last_3y,2023-04-25,2026-04-24,0.14049586776859505,0.7038980487938621,0.2901042308280557,0.20220315713664103,1.369501131660565,-0.15679581869829495,1.8502038717388984,1.1460865996948884,1.05,589,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p05x,last_5y,2021-04-23,2026-04-24,0.1353135313531353,0.7970544529853,0.2229418620320074,0.1950453943178255,1.1360308738102598,-0.16649630659219383,1.3390198653359198,1.7365824352229406,1.05,589,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p05x,last_10y,2016-04-25,2026-04-24,0.14732510288065845,0.7858141970585795,0.19699023098962032,0.19142317576170143,1.0384505607479493,-0.3125843763535687,0.630198582819769,5.033722875140163,1.05,589,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p05x,full_common,2010-11-10,2026-04-24,0.1443024494142705,0.7434580467538535,0.24188931484674536,0.1981245850624191,1.1967517172792856,-0.31258437635356917,0.7738368682033567,27.432121351718514,1.05,589,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p10x,last_3y,2023-04-25,2026-04-24,0.1322314049586777,0.7017387529295017,0.28033862694944234,0.20193226669535022,1.3331702138882395,-0.17125178960015475,1.63699677302052,1.0977521004261144,1.1,590,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p10x,last_5y,2021-04-23,2026-04-24,0.13036303630363036,0.7957092104362006,0.2222900703790618,0.19497354131140485,1.1336556884829023,-0.17405069132435425,1.2771570666433636,1.7292946314390525,1.1,590,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p10x,last_10y,2016-04-25,2026-04-24,0.14526748971193415,0.7866090373951438,0.19265684949634587,0.19103174632751768,1.0211042287209369,-0.3195762771738464,0.60285090996145,4.8188992119392235,1.1,590,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p10x,full_common,2010-11-10,2026-04-24,0.14323748668796593,0.7469409214493976,0.23847214691922614,0.19845311621982117,1.1811306649012494,-0.3195762771738474,0.7462135457241679,26.24696699825761,1.1,590,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p15x,last_3y,2023-04-25,2026-04-24,0.1322314049586777,0.700617710138911,0.292705395787036,0.20153091968538214,1.3835281768019336,-0.15407260404204803,1.8997887236796078,1.159084963352838,1.15,583,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p15x,last_5y,2021-04-23,2026-04-24,0.12706270627062707,0.7964383545115165,0.23451045039822738,0.19479565349529765,1.185977586469876,-0.17131720173467446,1.3688669206809876,1.8685453992952752,1.15,583,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p15x,last_10y,2016-04-25,2026-04-24,0.14156378600823044,0.7859298679791876,0.20447278238610944,0.19046153569709404,1.0755323516042556,-0.2997251957645952,0.6822008468941089,5.421523722312114,1.15,583,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p15x,full_common,2010-11-10,2026-04-24,0.13871139510117145,0.7465468514051867,0.2446570877838179,0.1981516990853027,1.2078531574210702,-0.2997251957645959,0.8162713420194795,28.42720921643536,1.15,583,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p20x,last_3y,2023-04-25,2026-04-24,0.1322314049586777,0.7005750451699185,0.2963113170562808,0.20156066470841974,1.397294893887457,-0.1540726040420486,1.9231927629094479,1.1771908558111908,1.2,581,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p20x,last_5y,2021-04-23,2026-04-24,0.12706270627062707,0.7942869396773946,0.23145724538009183,0.1939654660124401,1.1773833264912084,-0.1727393274041753,1.3399221176688294,1.8332334295551886,1.2,581,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p20x,last_10y,2016-04-25,2026-04-24,0.13991769547325103,0.7843747701351012,0.19496049961361583,0.19119484714681173,1.0305598204525732,-0.30950381173960784,0.6299130809336858,4.9322278297708175,1.2,581,0,0
Sub-A,mix_55_15__60_20__80_25,candidate_1p20x,full_common,2010-11-10,2026-04-24,0.13684771033013846,0.7420724596972649,0.23202989199711221,0.19827806204884157,1.1556062625397852,-0.3095038117396086,0.7496834714020366,24.13728854394471,1.2,581,0,0
Sub-A-DK,baseline_60_20,legacy_no_buffer_1p00x,last_3y,2023-04-25,2026-04-24,0.08343215747783088,2.307480564685495,0.2890104034864589,0.21305990741990083,1.3062206722361873,-0.17372280746014823,1.6636295930962173,1.140636214226379,1.0,623,617,175
Sub-A-DK,baseline_60_20,legacy_no_buffer_1p00x,last_5y,2021-04-23,2026-04-24,0.07258143731219963,2.2652245496403247,0.32341074788287005,0.2073352856490441,1.4644047589588884,-0.17372280746014812,1.8616481774107883,3.061843377772407,1.0,623,617,175
Sub-A-DK,baseline_60_20,legacy_no_buffer_1p00x,last_10y,2016-04-25,2026-04-24,0.07101889940599994,2.2731653644399255,0.32121262822996766,0.20115644175214423,1.4910964040548234,-0.20001780246453682,1.6059201944632837,15.189385055939095,1.0,623,617,175
Sub-A-DK,baseline_60_20,legacy_no_buffer_1p00x,full_common,2010-11-22,2026-04-24,0.07273955182579485,2.100147630207775,0.27255592492629677,0.199935098300104,1.310541954663034,-0.3351124794764464,0.813326693628709,40.12188622420869,1.0,623,617,175
Sub-A-DK,baseline_60_20,candidate_1p02x,last_3y,2023-04-25,2026-04-24,0.0832351647561667,2.3076685532203234,0.26572763389481335,0.2103716835227894,1.2328435015708783,-0.19115883746468343,1.3900881456443597,1.026798813761662,1.02,586,581,173
Sub-A-DK,baseline_60_20,candidate_1p02x,last_5y,2021-04-23,2026-04-24,0.07075572369276044,2.2653222922884177,0.3017165202349015,0.20513016007312476,1.396718527171486,-0.19115883746468354,1.578355069723854,2.7395317894162914,1.02,586,581,173
Sub-A-DK,baseline_60_20,candidate_1p02x,last_10y,2016-04-25,2026-04-24,0.06962812926615189,2.270124216616725,0.30368236612146626,0.19954602365379598,1.434255597224961,-0.20223291903639362,1.501646554717513,13.165924646909232,1.02,586,581,173
Sub-A-DK,baseline_60_20,candidate_1p02x,full_common,2010-11-22,2026-04-24,0.07122115559525785,2.098064428980145,0.2601913593433174,0.1991722411644758,1.2655470946614245,-0.3344980134819262,0.7778562169469392,34.374325643685054,1.02,586,581,173
Sub-A-DK,baseline_60_20,candidate_1p05x,last_3y,2023-04-25,2026-04-24,0.0894593573757762,2.2957074804751727,0.25917776382289714,0.20946260116631552,1.2123150202878707,-0.1890749627721321,1.3707672344500261,0.9955178628218322,1.05,537,533,163
Sub-A-DK,baseline_60_20,candidate_1p05x,last_5y,2021-04-23,2026-04-24,0.07304331143332973,2.254582609697854,0.29649621520595715,0.20439747497417254,1.3811813353820548,-0.18907496277213232,1.5681410740949653,2.665116887066686,1.05,537,533,163
Sub-A-DK,baseline_60_20,candidate_1p05x,last_10y,2016-04-25,2026-04-24,0.0708811492783906,2.2709748898707627,0.31029077056782417,0.20050207820542246,1.4537060402784265,-0.20195151942259992,1.5364616787978485,13.900293280645707,1.05,537,533,163
Sub-A-DK,baseline_60_20,candidate_1p05x,full_common,2010-11-22,2026-04-24,0.07179156418015593,2.098880106547768,0.25366410058936184,0.19978787780446933,1.236127249692667,-0.3546553606381859,0.7152411291144875,31.6521874696653,1.05,537,533,163
Sub-A-DK,baseline_60_20,candidate_1p10x,last_3y,2023-04-25,2026-04-24,0.0914941840477743,2.2763186290692223,0.254220330042652,0.21075556014296332,1.1872878380316065,-0.21364252562521957,1.1899331806656117,0.9720572048064329,1.1,494,490,157
Sub-A-DK,baseline_60_20,candidate_1p10x,last_5y,2021-04-23,2026-04-24,0.07412924433627865,2.2410064533642924,0.26573992617242026,0.2033885303901372,1.2680662311852142,-0.21364252562522001,1.2438531392321748,2.25036812868124,1.1,494,490,157
Sub-A-DK,baseline_60_20,candidate_1p10x,last_10y,2016-04-25,2026-04-24,0.07691651734061393,2.2440029527597787,0.27039368089212323,0.19950894888224888,1.30419341291802,-0.21364252562521957,1.2656360436707197,9.938465391342612,1.1,494,490,157
Sub-A-DK,baseline_60_20,candidate_1p10x,full_common,2010-11-22,2026-04-24,0.07794891085424863,2.075611139405907,0.20935932702289173,0.19950383932312404,1.0563937404073072,-0.4195846527109127,0.49896802866890616,17.74858917039305,1.1,494,490,157
Sub-A-DK,baseline_60_20,candidate_1p15x,last_3y,2023-04-25,2026-04-24,0.09175878249351328,2.281069989089672,0.260300043989643,0.21070473712473461,1.2106657248230404,-0.22484749648412616,1.1576737480286765,1.000854656088297,1.15,472,469,155
Sub-A-DK,baseline_60_20,candidate_1p15x,last_5y,2021-04-23,2026-04-24,0.0757690002507114,2.238347574112337,0.2787417217630761,0.20307448712758053,1.3204342671318865,-0.2248474964841256,1.2396923520238325,2.4208453635353773,1.15,472,469,155
Sub-A-DK,baseline_60_20,candidate_1p15x,last_10y,2016-04-25,2026-04-24,0.07613715449002915,2.2421957107934443,0.2524751645399952,0.19903633244859922,1.235080783645144,-0.22484749648412594,1.1228729182573742,8.49051355136082,1.15,472,469,155
Sub-A-DK,baseline_60_20,candidate_1p15x,full_common,2010-11-22,2026-04-24,0.07725227761599297,2.079765862019116,0.20014204531138025,0.199654464466546,1.017236454998853,-0.4050516128736119,0.49411492005052327,15.662257946101079,1.15,472,469,155
Sub-A-DK,baseline_60_20,candidate_1p20x,last_3y,2023-04-25,2026-04-24,0.09323133739879699,2.2948271629916634,0.22640842030685016,0.21487138340473255,1.0634121293470455,-0.2334885932372328,0.9696765789188299,0.8438405789687558,1.2,454,447,153
Sub-A-DK,baseline_60_20,candidate_1p20x,last_5y,2021-04-23,2026-04-24,0.07817340126623547,2.2462073492501373,0.24530883120320168,0.20568287472222552,1.1764750183968011,-0.2334885932372326,1.0506244772050142,1.996270238388373,1.2,454,447,153
Sub-A-DK,baseline_60_20,candidate_1p20x,last_10y,2016-04-25,2026-04-24,0.07781011772554318,2.2431938385661803,0.22726833359468368,0.20055661265426092,1.125373748974239,-0.23348859323723214,0.9733594709861116,6.745153523486502,1.2,454,447,153
Sub-A-DK,baseline_60_20,candidate_1p20x,full_common,2010-11-22,2026-04-24,0.0788507779569805,2.08468338673617,0.17444324859773985,0.20014658017415002,0.9065758383220093,-0.44051292876097703,0.39600029240547674,10.933843973677211,1.2,454,447,153
Sub-A-DK,mix2_60_20__65_20,legacy_no_buffer_1p00x,last_3y,2023-04-25,2026-04-24,0.0793809963130085,2.314401361221098,0.28486255554623696,0.21254072026555057,1.2935807272339699,-0.1947772269013457,1.4625044214769487,1.1200519022209372,1.0,614,609,179
Sub-A-DK,mix2_60_20__65_20,legacy_no_buffer_1p00x,last_5y,2021-04-23,2026-04-24,0.06658527061770263,2.281661274048165,0.30426140315295136,0.20676599620436786,1.3967944600495412,-0.1947772269013459,1.5620994712439296,2.7762444553965775,1.0,614,609,179
Sub-A-DK,mix2_60_20__65_20,legacy_no_buffer_1p00x,last_10y,2016-04-25,2026-04-24,0.06703281320083881,2.2873149255249348,0.30380359292938985,0.20114306432176685,1.4248913834228845,-0.2022329190363935,1.5022459962352512,13.17909735497425,1.0,614,609,179
Sub-A-DK,mix2_60_20__65_20,legacy_no_buffer_1p00x,full_common,2010-11-29,2026-04-24,0.07195856934122966,2.1087845320852523,0.24793390849082564,0.2002880354662579,1.210645852160788,-0.30808280661319076,0.8047638594844266,29.29632275767179,1.0,614,609,179
Sub-A-DK,mix2_60_20__65_20,candidate_1p02x,last_3y,2023-04-25,2026-04-24,0.0790798296483871,2.31300800341376,0.25495001363406966,0.21155354969009213,1.1863263050140598,-0.2033628297266843,1.2536706633002577,0.9754987741814489,1.02,577,572,173
Sub-A-DK,mix2_60_20__65_20,candidate_1p02x,last_5y,2021-04-23,2026-04-24,0.06578896586610555,2.2802839440117837,0.30172592342763194,0.2064025054931632,1.3893822821950488,-0.2033628297266843,1.4836827547745364,2.739666912874292,1.02,577,572,173
Sub-A-DK,mix2_60_20__65_20,candidate_1p02x,last_10y,2016-04-25,2026-04-24,0.06597001610938157,2.286802889019368,0.2972516217133112,0.20024993336810243,1.4050796201035909,-0.2033628297266844,1.4616811838860202,12.482736832296604,1.02,577,572,173
Sub-A-DK,mix2_60_20__65_20,candidate_1p02x,full_common,2010-11-29,2026-04-24,0.07045558865764906,2.109945608238441,0.24049271721206833,0.19971898025540064,1.1834364280926561,-0.34315528665235207,0.700827661896725,26.630542277611124,1.02,577,572,173
Sub-A-DK,mix2_60_20__65_20,candidate_1p05x,last_3y,2023-04-25,2026-04-24,0.08467682847204566,2.302189838599298,0.24351044003411393,0.21113705765432914,1.1445502399930003,-0.2344856568887974,1.0384875700503782,0.9220025314889195,1.05,550,544,173
Sub-A-DK,mix2_60_20__65_20,candidate_1p05x,last_5y,2021-04-23,2026-04-24,0.07162086404277876,2.261480048836225,0.292598633029042,0.20641934735456055,1.3549467586528752,-0.23448565688879708,1.2478316879219804,2.6103336544321634,1.05,550,544,173
