rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,stress,mode,stress_days,score_3_5_10,robust_pass
vix_gt30:defensive_plus_equity,16.998585157734002,12.75173769377234,1.05763239273263,-16.541510237607472,2932.307609341765,-0.5300430666856499,-0.026539067839112196,0.0,25.01335348945666,12.68645655489019,1.2777552967021792,-12.723957424227239,832.0330804719674,-0.7256175870879567,-0.02888811454267759,0.0,24.00169314923759,13.439157559219407,1.171471528009394,-12.213228977239998,193.13935512007444,-0.10722253160937711,-0.011300999627998687,0.0,36.334962682150284,14.668584438399618,1.5305445078321165,-12.213228977239998,153.46258770299505,-0.08162519296226378,-0.008328038051867104,-4.440892098500626e-14,53.77727630126932,15.631187288342277,1.9735428656554106,-12.213228977239964,53.73198813127178,-0.2766222939230474,-0.02732865160435205,1.0658141036401503e-14,vix_gt30,defensive_plus_equity,449.0,-0.08334698345120248,False
credit_below_ma100_d3:no_btc,16.399588399470353,12.403804961325951,1.050341489927276,-16.541510237607472,2612.2309840356857,-1.1290398249492988,-0.033829970644466245,0.0,23.93683223643084,12.297562603527549,1.2656558259681128,-12.458977447802855,754.8232614433844,-1.802138840113777,-0.040987585276744065,0.2649799764243834,21.8873423499943,13.121787853662562,1.1061676645105263,-12.21349847569443,168.9888035288314,-2.2215733308526673,-0.07660486312686632,-0.00026949845443091647,34.06705214433823,14.343515722297848,1.481283695698832,-12.213498475694395,141.02013643530276,-2.3495357307743205,-0.057588850185151585,-0.0002694984544415746,52.78256764999571,15.149776400070389,2.0018644867526127,-12.213498475694461,52.73825086246342,-1.2713309451966524,0.0009929694928501043,-0.00026949845448598353,credit_below_ma100_d3,no_btc,1711.0,-0.19538808762590942,False
credit_below_ma100_d3:no_growth_btc,14.181807560880122,11.957996188699846,0.9550656542392334,-16.541510237607472,1685.4889155632964,-3.34682066353953,-0.1291058063325089,0.0,20.497889181698948,11.828892121034034,1.1468276911762119,-12.325746104723734,545.183923978371,-5.241081894845667,-0.15981572006864497,0.3982113195035044,18.691159920862255,12.748383399016655,0.9909749182637079,-12.218524973219303,135.52712652246265,-5.417755759984711,-0.19179760937368473,-0.005295995979304635,29.25272234499474,14.009891838271606,1.3331239527499776,-12.218524973219324,115.97096732673648,-7.163865530117807,-0.20574859313400595,-0.00529599597937036,49.340983845958505,14.697031691886083,1.9521888075376819,-12.218524973219303,49.299993584759875,-4.71291474923386,-0.048682709722080775,-0.005295995979327728,credit_below_ma100_d3,no_growth_btc,1711.0,-0.5950140360119999,False
credit_below_ma100_d3:no_equity_btc,13.94927986728045,11.811244185565371,0.9515170666652186,-16.541510237607472,1608.111636793733,-3.5793483571392013,-0.13265439390652367,0.0,20.421500349708708,11.604907329103515,1.1629178851559563,-12.325746104723734,541.106028438526,-5.317470726835907,-0.14372552608890055,0.3982113195035044,18.68707153657887,12.292355342353115,1.0228806685939378,-11.119553145776194,135.48657054207553,-5.421844144268096,-0.15989185904345482,1.0936758314638038,29.602352508333006,13.487976746555287,1.3931778152786307,-10.328019871517435,117.72872718065872,-6.814235366779542,-0.14569473060535287,1.8852091057225184,56.948282888887405,13.986568182992224,2.2886965462900744,-10.328019871517446,56.899868841292964,2.8943842936950404,0.2878250290303117,1.885209105722529,credit_below_ma100_d3,no_equity_btc,1711.0,-0.5739660200931469,False
credit_below_ma100_d3:defensive_core,13.79016691312569,11.846434636733234,0.9395194827872817,-16.541510237607472,1557.019178935727,-3.738461311293962,-0.1446519777844606,0.0,20.05630743374183,11.671520018098128,1.1389862972337148,-12.325746104723734,521.9294816397523,-5.682663642802787,-0.16765711401114203,0.3982113195035044,18.57974384962362,12.418391748585439,1.0087246190835677,-11.114726822478005,134.4238973466161,-5.529171831223348,-0.1740479085538249,1.0985021547619933,29.79905080714389,13.633409897762574,1.387430544424106,-9.86943225024558,118.72180429272649,-6.617537067968659,-0.15144200145987763,2.3437967269943734,57.87929705652226,14.398488394091444,2.2555585101263116,-9.569585129152857,57.82995688538144,3.825398461329897,0.25468699286654894,2.643643848087118,credit_below_ma100_d3,defensive_core,1711.0,-0.6048233600434929,False
credit_below_ma100_d3:defensive_plus_equity,16.32059376848145,12.302997461329468,1.053475919855015,-16.541510237607472,2572.508061225578,-1.2080344559382006,-0.03069554071672731,0.0,24.332011051047388,12.189886667023572,1.293765543065839,-12.458977447802855,782.4703174955667,-1.4069600254972272,-0.012877868179017815,0.2649799764243834,22.133514370252506,12.975854119176978,1.1278466385493489,-10.831343098157198,171.71576369446166,-1.9754013105944601,-0.054925889088043744,1.3818858790828,34.061909302537565,14.15945350489231,1.4984728238576186,-9.869374487812333,140.9923944142501,-2.354678572574983,-0.04039972202636499,2.3438544894276205,61.00488965935749,15.233004997549887,2.2287326453814416,-9.748156510752825,60.952412983036,6.950991064165123,0.2278611281216789,2.4650724664871504,credit_below_ma100_d3,defensive_plus_equity,1711.0,-0.162364560506594,False
credit_below_ma100_d5:no_btc,16.475062503962068,12.42964041826725,1.052627140621748,-16.541510237607472,2650.709286766232,-1.0535657204575841,-0.03154431994999429,0.0,24.168223333488204,12.34248098030774,1.2719292173001364,-12.723957424227239,770.9154141672852,-1.5707477430564118,-0.03471419394472042,0.0,22.503512798390247,13.121492477988795,1.1327040100790928,-12.214178648976104,175.85596357150038,-1.605402882456719,-0.050068517558299774,-0.0009496717361052731,35.19810959894212,14.341966869008704,1.521839803236861,-12.214178648976116,147.17326931182447,-1.2184782761704298,-0.017032742647122623,-0.0009496717361621165,52.63846949210276,15.136965432976654,1.9991382346637339,-12.214178648976127,52.59429305704335,-1.4154291030896076,-0.0017332825960287845,-0.0009496717361514584,credit_below_ma100_d5,no_btc,1551.0,-0.1652486353300737,False
credit_below_ma100_d5:no_growth_btc,14.91191548673967,12.016493930734413,0.9938210498242803,-16.541510237607472,1950.7727186357265,-2.6167127376799826,-0.09035041074746197,0.0,21.41316618159039,11.883193753447738,1.1860804687343331,-12.723957424227239,595.8930405124613,-4.325804894954224,-0.12056294251052369,0.0,20.060319635945522,12.76820913166025,1.0516045207916513,-12.212946282037041,149.42680873313768,-4.048596044901444,-0.13116800684574126,0.000282695202956873,31.74633355866945,14.037580359095388,1.4246701236353982,-12.212946282037052,128.71653874730652,-4.670254316443099,-0.11420242224858534,0.00028269520290180594,51.62598187796434,14.784138694567039,2.012296828827345,-12.212946282037063,51.58278898392705,-2.4279167172280225,0.011425311567582419,0.0002826952029124641,credit_below_ma100_d5,no_growth_btc,1551.0,-0.4443898431404079,False
credit_below_ma100_d5:no_equity_btc,14.419314575009178,11.872689942068034,0.9751999391908347,-16.541510237607472,1767.9690624731443,-3.109313649410474,-0.1089715213809076,0.0,20.539487278369695,11.673330279841363,1.1625881041634583,-12.723957424227239,547.4143753845266,-5.199483798174921,-0.14405530708139858,0.0,18.743085294163308,12.347391239465198,1.0215204848269166,-12.212920167043706,136.04270248773452,-5.365830386683658,-0.161252042810476,0.000308810196292697,29.704273266787062,13.571350462412532,1.3894664407284374,-12.212920167043706,118.24292168607826,-6.712314608325485,-0.1494061051555462,0.0003088101962482881,51.16487499473523,14.219886606057674,2.071628321029862,-12.212920167043716,51.12212849441873,-2.8890236004571364,0.07075680377009919,0.00030881019625894623,credit_below_ma100_d5,no_equity_btc,1551.0,-0.5342171910110501,False
credit_below_ma100_d5:defensive_core,14.224400540773697,11.900401866274901,0.9616406777399802,-16.541510237607472,1700.02004700053,-3.304227683645955,-0.12253078283176211,0.0,20.093606110301465,11.72581028567803,1.1360996293646892,-12.723957424227239,523.864108790741,-5.64536496624315,-0.1705437818801676,0.0,18.28105655248018,12.442566931784992,0.9930399506960892,-12.214862383920321,131.48671312348105,-5.827859128366786,-0.1897325769413034,-0.0016334066803231906,29.39238456423341,13.680445167902347,1.367334145669659,-12.21486238392031,116.67197744991972,-7.0242033108791375,-0.17153840021432454,-0.0016334066803569414,50.303864244560145,14.519867322562899,2.0046961398607492,-12.214862383920321,50.26194870456957,-3.7500343506322196,0.0038246226009865936,-0.0016334066803462832,credit_below_ma100_d5,defensive_core,1551.0,-0.5824465507840834,False
credit_below_ma100_d5:defensive_plus_equity,16.302345340150048,12.348403395921162,1.04903108187322,-16.541510237607472,2563.4109687712335,-1.2262828842696045,-0.03514037869852227,0.0,24.10116133550071,12.25719329498758,1.2768761365783214,-12.723957424227239,766.2237444675832,-1.637809741043906,-0.029767274666535393,0.0,22.000273127093916,12.989412253365929,1.1210180634996987,-12.2121648646338,170.23705787202786,-2.10864255375305,-0.06175446413769392,0.0010641126061976536,33.96077712810575,14.189807168147233,1.4919188893149504,-12.212164864633834,140.44728982383313,-2.455810747006801,-0.046953656569033164,0.0010641126061194939,55.048254120003335,15.34370580111599,2.0445408472227786,-12.212164864633845,55.00171837837531,0.9943555248109703,0.04366932996301598,0.001064112606130152,credit_below_ma100_d5,defensive_plus_equity,1551.0,-0.19859683875325077,False
combo_vix25_or_credit_d3:no_btc,16.01183709769487,12.378305669652685,1.030496638493721,-16.541510237607472,2422.5072071715485,-1.5167911267247831,-0.05367482207802121,0.0,23.041193374479676,12.25012438581088,1.2292389345136328,-12.458977447802855,695.0273595947046,-2.69777770206494,-0.07740447673122408,0.2649799764243834,21.98070154176235,13.173201447081611,1.1063850035186578,-12.213498475694474,170.02039657536216,-2.1282141390846157,-0.07638752411873484,-0.0002694984544753254,34.247904177673874,14.342525250277793,1.4878604794965231,-12.213498475694406,141.9970607319997,-2.1686836974386736,-0.051012066387460475,-0.00026949845445223275,53.40226458706425,15.146289616783232,2.020701304909521,-12.21349847569445,53.35734315288154,-0.6516340081281129,0.0198297876497584,-0.0002694984544753254,combo_vix25_or_credit_d3,no_btc,2026.0,-0.2538997140847518,False
combo_vix25_or_credit_d3:no_growth_btc,13.485118164558884,11.851577153536889,0.9208891829592694,-16.541510237607472,1463.1141468426,-4.043510059860768,-0.16328227761247294,0.0,19.5371339153416,11.653601033779324,1.1149163065533303,-12.325746104723734,495.555571541997,-6.2018371612030165,-0.19172710469152654,0.3982113195035044,18.592770867701457,12.783954193711173,0.9841093262381788,-12.218524973219292,134.5526755447635,-5.516144813145509,-0.19866320139921378,-0.005295995979293977,29.156964543377285,14.00571742028486,1.3298301725191368,-12.21852497321927,115.4912026481122,-7.259623331735263,-0.20904237336484677,-0.005295995979315293,49.009006128039005,14.685498253697249,1.9431708214911054,-12.218524973219324,48.96833389768487,-5.04489246715336,-0.05770069576865722,-0.005295995979349044,combo_vix25_or_credit_d3,no_growth_btc,2026.0,-0.6982523390767802,False
combo_vix25_or_credit_d3:no_equity_btc,13.071780202795269,11.668148444226974,0.9082692067542573,-16.541510237607472,1343.9450041622274,-4.456848021624383,-0.17590225381748503,0.0,19.1595270061651,11.403161958846262,1.1177138979566439,-12.325746104723734,477.01020200343544,-6.579444070379516,-0.18892951328821295,0.3982113195035044,18.27821978433992,12.303459360313868,1.002734744242312,-11.119553145776184,131.4589591969403,-5.830695896507045,-0.1800377833950806,1.0936758314638144,29.014469262780107,13.445457114660076,1.3738387286986495,-10.328019871517412,114.77859065259608,-7.4021186123324405,-0.16503381718533405,1.8852091057225415,54.82025024570672,13.866636161219162,2.2394834210889316,-10.328019871517425,54.773938835130444,0.766351650514352,0.23861190382916897,1.8852091057225504,combo_vix25_or_credit_d3,no_equity_btc,2026.0,-0.7132871572197488,False
combo_vix25_or_credit_d3:defensive_core,12.860316497677049,11.705682218218262,0.8928218814554052,-16.541510237607472,1286.3804188492666,-4.668311726742603,-0.1913495791163371,0.0,18.675673502401622,11.474615160974604,1.0869957531309518,-12.325746104723734,454.0070038872126,-7.063297574142993,-0.21964765811390508,0.3982113195035044,17.95047432820269,12.436188831707492,0.9779571854370469,-11.11472682247805,128.2702859011237,-6.1584413526442745,-0.2048153422003457,1.098502154761949,29.20752314184294,13.59334677144322,1.3679443107557758,-9.86943225024558,115.74442213430345,-7.2090647332696065,-0.17092823512820776,2.3437967269943734,55.72868036533194,14.287838532844487,2.2057993406913305,-9.569585129152857,55.68147379648807,1.6747817701395746,0.2049278234315679,2.643643848087118,combo_vix25_or_credit_d3,defensive_core,2026.0,-0.7561330383945009,False
combo_vix25_or_credit_d3:defensive_plus_equity,15.651991831738643,12.259482031585812,1.018831524591408,-16.541510237607472,2257.8189263847653,-1.876636392681009,-0.06533993598033438,0.0,22.99618154969505,12.129203425255962,1.2381900024795374,-12.458977447802855,692.1241126615257,-2.742789526849567,-0.06845340876531947,0.2649799764243834,21.69272039978456,13.008901242335533,1.1061503641855037,-11.202888612092876,166.84842150755094,-2.416195281062407,-0.07662216345188888,1.0103403651471226,33.67944123633284,14.121743843642623,1.4881445764217647,-9.869374487812333,138.9352090549322,-2.7371466387797057,-0.050727969462218914,2.3438544894276205,59.6295649659143,15.129526773451083,2.203887115470161,-9.748156510752825,59.57847357577679,5.575666370721933,0.20301559821039827,2.4650724664871504,combo_vix25_or_credit_d3,defensive_plus_equity,2026.0,-0.277238522173021,False
growth_underperform_ma100_d5:no_btc,16.52542901555194,12.602466297068105,1.0426898569838574,-19.969127738445035,2676.676328801546,-1.0031992088677129,-0.041481603587884885,-3.427617500837563,23.748043632659545,12.41412455625986,1.2464658814295577,-12.213228977239954,741.8926920362042,-1.9909274438850701,-0.06017752981529911,0.5107284469872848,24.245669914884793,13.123193674601962,1.206802546854404,-12.213228977239988,196.03412610086878,0.13675423403782716,0.02403001921701131,1.0658141036401503e-14,34.626978123916444,14.399218657549875,1.4960522770072087,-12.213228977239975,144.05329691256634,-1.789609751196103,-0.042820268876774925,-2.1316282072803006e-14,50.72090005899126,15.440713744455467,1.9064275763653327,-12.213228977239998,50.678582458277454,-3.332998536201103,-0.09444394089442998,-2.3092638912203256e-14,growth_underperform_ma100_d5,no_btc,1664.0,-0.14974995676346434,False
growth_underperform_ma100_d5:no_growth_btc,15.433952690993657,12.35964254693179,0.9992462781419214,-18.852947915743947,2163.0759228671445,-2.0946755334259954,-0.08492518242982094,-2.3114376781364747,23.398989698472782,12.256122124050014,1.2450282139482454,-12.226161485250397,718.4479051776352,-2.3399813780718333,-0.06161519729661147,0.49779593897684116,24.168558255782237,12.901663993867754,1.221968459135834,-12.19121436608347,195.11674006613745,0.05964257493527114,0.03919593149844136,0.022014611156528474,33.29688155642367,14.163334543534202,1.470221954082411,-12.19121436608347,136.88927709766742,-3.119706318688877,-0.06865059180157251,0.022014611156484065,49.17565013220533,15.457877932801031,1.858578337240152,-12.191214366083457,49.134818321955144,-4.878248462987038,-0.14229318001961055,0.022014611156517816,growth_underperform_ma100_d5,no_growth_btc,1664.0,-0.296038246817896,False
growth_underperform_ma100_d5:no_equity_btc,14.875013786862755,12.34045393727168,0.9688703633802713,-18.51622386473236,1936.5076262715259,-2.6536144375568966,-0.11530109719147097,-1.9747136271248884,23.56228385226875,12.176248868419961,1.2598998497681737,-12.230660124376659,729.3416653592004,-2.1766872242758666,-0.046743561476683126,0.49329729985058,25.214875616951304,12.74501051961493,1.2808670276995242,-10.635753900359312,207.76043726012955,1.1059599361043375,0.0980945000621316,1.5774750768806864,34.82894448777696,13.980994278767184,1.5439927596336098,-9.497655957233253,145.15357773354413,-1.5876433873355893,0.0051202137496262345,2.715573020006701,50.07602700305471,15.672305427881017,1.8618457888028934,-8.743084303410676,50.03433078495534,-3.977871592137653,-0.13902572845686922,3.4701446738292994,growth_underperform_ma100_d5,no_equity_btc,1664.0,-0.29991619534151825,False
growth_underperform_ma100_d5:defensive_core,14.937307418336964,12.356902206460976,0.9712856332459286,-18.51622386473236,1960.6437881914708,-2.591320806082688,-0.11288582732581365,-1.9747136271248884,23.707971423508354,12.207111690142067,1.263682441325745,-12.230660124376659,739.1708083802462,-2.030999653036261,-0.0429609699191118,0.49329729985058,25.529482689604578,12.801969566894561,1.2892565690069728,-10.63566000328363,211.6456775216432,1.4205670087576117,0.10648404136958023,1.5775689739563674,35.55914545157803,14.069730517289067,1.5616169729959237,-9.497655957233253,149.15918667871702,-0.8574424235345148,0.022744427111940135,2.715573020006701,52.99939516417802,15.841205533398274,1.927547241346949,-8.004296204805161,52.95486701024223,-1.0545034310143464,-0.07332427591281365,4.208932772434814,growth_underperform_ma100_d5,defensive_core,1664.0,-0.2830167693575423,False
growth_underperform_ma100_d5:defensive_plus_equity,15.982536852861372,12.525795941815362,1.018209312116145,-20.599869957257766,2408.697465235065,-1.5460913715582798,-0.06596214845559722,-4.058359719650294,24.210846303944876,12.415147594670602,1.2671299962874953,-11.788619288534917,773.9091992382981,-1.528124772599739,-0.03951341495736149,0.9353381356923212,25.372182812245537,13.091532752428192,1.2569894468127805,-11.239464185272452,209.69822864090327,1.263267131398571,0.07421691917538786,0.9737647919675467,36.382789205580956,14.348082508435725,1.5632032050711349,-9.497655957233253,153.72948744711942,-0.03379866953159194,0.02433065918715127,2.715573020006701,49.090236411895205,15.616288723467589,1.838858295536177,-8.246068054784072,49.04948641055342,-4.96366218329716,-0.16201322172358568,3.9671609224559035,growth_underperform_ma100_d5,defensive_plus_equity,1664.0,-0.15568334160142855,False
