date,signal,return,asset_component,cash_component,borrow_component,trade_cost,turnover,holding,holding_weight,previous_holding,previous_weight,target,target_weight,nav
2010-07-02,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0025472339766996
2010-07-05,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0026686925442225
2010-07-06,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0027901658264473
2010-07-07,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0029116538251566
2010-07-08,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0030331565421333
2010-07-09,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0031546739791606
2010-07-12,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0032762061380216
2010-07-13,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0033977530205
2010-07-14,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0035193146283798
2010-07-15,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0036408909634447
2010-07-16,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0037624820274789
2010-07-19,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0038840878222668
2010-07-20,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0040057083495932
2010-07-21,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.004127343611243
2010-07-22,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.004248993609001
2010-07-23,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0043706583446528
2010-07-26,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0044923378199835
2010-07-27,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0046140320367791
2010-07-28,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0047357409968254
2010-07-29,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0048574647019086
2010-07-30,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.004979203153815
2010-08-02,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0051009563543312
2010-08-03,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.005222724305244
2010-08-04,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0053445070083404
2010-08-05,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0054663044654077
2010-08-06,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0055881166782334
2010-08-09,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.005709943648605
2010-08-10,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0058317853783103
2010-08-11,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0059536418691377
2010-08-12,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0060755131228754
2010-08-13,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0061973991413116
2010-08-16,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0063192999262354
2010-08-17,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0064412154794355
2010-08-18,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0065631458027016
2010-08-19,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0066850908978224
2010-08-20,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.006807050766588
2010-08-23,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.006929025410788
2010-08-24,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0070510148322127
2010-08-25,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.007173019032652
2010-08-26,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0072950380138965
2010-08-27,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.007417071777737
2010-08-30,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0075391203259645
2010-08-31,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.00766118366037
2010-09-01,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0077832617827447
2010-09-02,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0079053546948802
2010-09-03,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0080274623985683
2010-09-06,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0081495848956012
2010-09-07,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.008271722187771
2010-09-08,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.00839387427687
2010-09-09,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0085160411646912
2010-09-10,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.008638222853027
2010-09-13,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0087604193436708
2010-09-14,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0088826306384158
2010-09-15,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0090048567390555
2010-09-16,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0091270976473836
2010-09-17,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.009249353365194
2010-09-20,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0093716238942811
2010-09-21,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0094939092364392
2010-09-27,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0096162093934629
2010-09-28,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0097385243671468
2010-09-29,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0098608541592862
2010-09-30,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0099831987716763
2010-10-08,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0101055582061125
2010-10-11,01_bond_pool_momentum_only,0.0001211499702025165,0.0,0.0001211499702025165,-0.0,0.0,0.0,cash,0.0,cash,0.0,cash,0.0,1.0102279324643906
2010-10-12,01_bond_pool_momentum_only,-0.0008789711797676514,0.0,0.0001211499702025165,-0.0,0.001,1.0,1.H00016,1.0,cash,0.0,1.H00016,1.0,1.0093399712267581
2010-10-13,01_bond_pool_momentum_only,0.016173389773520785,0.016173389773520785,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0256644199954028
2010-10-14,01_bond_pool_momentum_only,0.016569242124731653,0.016569242124731653,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0426589021090291
2010-10-15,01_bond_pool_momentum_only,0.04329755804443258,0.04329755804443258,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0878034864436392
2010-10-18,01_bond_pool_momentum_only,-0.005623550115990694,-0.005623550115990694,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.081686169021274
2010-10-19,01_bond_pool_momentum_only,0.01634260339321192,0.01634260339321192,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0993637370775116
2010-10-20,01_bond_pool_momentum_only,0.0030117501790825063,0.0030117501790825063,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.1026747460095316
2010-10-21,01_bond_pool_momentum_only,-0.017487511738571215,-0.017487511738571215,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0833917084448639
2010-10-22,01_bond_pool_momentum_only,-0.006321132824108622,-0.006321132824108622,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0765434455552458
2010-10-25,01_bond_pool_momentum_only,0.028411846487115477,0.028411846487115477,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.1071300326670719
2010-10-26,01_bond_pool_momentum_only,-0.009694964277573881,-0.009694964277573881,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0963964465497353
2010-10-27,01_bond_pool_momentum_only,-0.02061152006984246,-0.02061152006984246,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0737980491871715
2010-10-28,01_bond_pool_momentum_only,-0.0005105327774199697,-0.0005105327774199697,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0732498400867319
2010-10-29,01_bond_pool_momentum_only,-0.015623796493361652,-0.015623796493361652,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0564816029986839
2010-11-01,01_bond_pool_momentum_only,0.02237450632358806,0.02237450632358806,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,1.0801198573057325
2010-11-02,01_bond_pool_momentum_only,-0.005019077235412062,-0.0030251274903928538,0.0,-0.0,0.002,2.0,0.399606,1.0,1.H00016,1.0,0.399606,1.0,1.0746986523184128
2010-11-03,01_bond_pool_momentum_only,-0.03211090153957641,-0.03211090153957641,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.0401891097091007
2010-11-04,01_bond_pool_momentum_only,0.016424916723464245,0.016424916723464245,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.057274129212727
2010-11-05,01_bond_pool_momentum_only,0.013713379044596907,0.013713379044596907,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.0717729301006673
2010-11-08,01_bond_pool_momentum_only,0.03248737585480854,0.03248737585480854,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.106592020111857
2010-11-09,01_bond_pool_momentum_only,0.007760262044197219,0.007760262044197219,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1151794641639428
2010-11-10,01_bond_pool_momentum_only,0.023244777536017835,0.023244777536017835,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1411015627211691
2010-11-11,01_bond_pool_momentum_only,-0.0077618418404402645,-0.0077618418404402645,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.132244512867448
2010-11-12,01_bond_pool_momentum_only,-0.044563012611341546,-0.044563012611341546,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.0817882863614137
2010-11-15,01_bond_pool_momentum_only,0.06126254188319802,0.06126254188319802,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1480613865633829
2010-11-16,01_bond_pool_momentum_only,-0.01947396802755419,-0.01947396802755419,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.125704075827778
2010-11-17,01_bond_pool_momentum_only,-0.03625316006564061,-0.03625316006564061,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.0848937457802497
2010-11-18,01_bond_pool_momentum_only,0.016116265370738514,0.016116265370738514,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1023781812862987
2010-11-19,01_bond_pool_momentum_only,0.04563447132673293,0.04563447132673293,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1526846267914244
2010-11-22,01_bond_pool_momentum_only,0.018876096918665652,0.018876096918665652,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1744428135233953
2010-11-23,01_bond_pool_momentum_only,0.007286423615834536,0.007286423615834536,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1830003013752994
2010-11-24,01_bond_pool_momentum_only,0.02108497294742273,0.02108497294742273,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.2079438307265906
2010-11-25,01_bond_pool_momentum_only,-0.018285374180588843,-0.018285374180588843,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.185856125792621
2010-11-26,01_bond_pool_momentum_only,0.008150961190309891,0.008150961190309891,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.195521993051248
2010-11-29,01_bond_pool_momentum_only,0.020137479432375427,0.020137479432375427,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.21959679259727
2010-11-30,01_bond_pool_momentum_only,-0.03164453323290051,-0.03164453323290051,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1810032213631867
2010-12-01,01_bond_pool_momentum_only,-0.0036610215349234254,-0.0036610215349234254,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.176679543136962
2010-12-02,01_bond_pool_momentum_only,0.0005685675492190789,0.0005685675492190789,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1773485649410198
2010-12-03,01_bond_pool_momentum_only,-0.016894671223930624,-0.016894671223930624,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1574576480203747
2010-12-06,01_bond_pool_momentum_only,-0.020342492343527696,-0.020342492343527696,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,1.1339120746775626
2010-12-07,01_bond_pool_momentum_only,0.02201907412136661,0.024067208538443463,0.0,-0.0,0.002,2.0,1.H11077,1.0,0.399606,1.0,1.H11077,1.0,1.1588797686970005
2010-12-08,01_bond_pool_momentum_only,-0.0002012679883265367,-0.0002012679883265367,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1586465232972425
2010-12-09,01_bond_pool_momentum_only,-0.003019627579265216,-0.003019627579265216,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1551478423008743
2010-12-10,01_bond_pool_momentum_only,0.001413427561837377,0.001413427561837377,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1567805600991794
2010-12-13,01_bond_pool_momentum_only,0.0012097993749369262,0.0012097993749369262,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1581800324977265
2010-12-14,01_bond_pool_momentum_only,-0.0004027791763165922,-0.0004027791763165922,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1577135416982107
2010-12-15,01_bond_pool_momentum_only,0.001208824418253318,0.001208824418253318,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.159113014096758
2010-12-16,01_bond_pool_momentum_only,0.0012073649260488928,0.0012073649260488928,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1605124864953054
2010-12-17,01_bond_pool_momentum_only,0.0018088634308108809,0.0018088634308108809,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1626116950931262
2010-12-20,01_bond_pool_momentum_only,0.0006018657839301778,0.0006018657839301778,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1633114312923998
2010-12-21,01_bond_pool_momentum_only,0.00070175438596487,0.00070175438596487,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1641277901915523
2010-12-22,01_bond_pool_momentum_only,-0.0007012622720896644,-0.0007012622720896644,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1633114312923998
2010-12-23,01_bond_pool_momentum_only,-0.0009022556390977376,-0.0009022556390977376,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1622618269934895
2010-12-24,01_bond_pool_momentum_only,0.0003010234798315192,0.0003010234798315192,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1626116950931265
2010-12-27,01_bond_pool_momentum_only,-0.005818035911325126,-0.005818035911325126,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.155847578500148
2010-12-28,01_bond_pool_momentum_only,0.0,0.0,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.155847578500148
2010-12-29,01_bond_pool_momentum_only,-0.0003026939763899339,-0.0003026939763899339,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.155497710400511
2010-12-30,01_bond_pool_momentum_only,0.0006055712555510517,0.0006055712555510517,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1561974465997846
2010-12-31,01_bond_pool_momentum_only,0.0023199515836191953,0.0023199515836191953,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1588797686970003
2011-01-04,01_bond_pool_momentum_only,0.0031196538190600975,0.0031196538190600975,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1624950723932475
2011-01-05,01_bond_pool_momentum_only,0.001504815409309801,0.001504815409309801,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1642444128914315
2011-01-06,01_bond_pool_momentum_only,0.000200340578984326,0.000200340578984326,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1644776582911895
2011-01-07,01_bond_pool_momentum_only,-0.0008012018027040435,-0.0008012018027040435,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.163544676692158
2011-01-10,01_bond_pool_momentum_only,0.0015034579532926529,0.0015034579532926529,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.165294017190342
2011-01-11,01_bond_pool_momentum_only,-0.0013010408326661338,-0.0013010408326661338,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.163777922091916
2011-01-12,01_bond_pool_momentum_only,0.00010021044192787265,0.00010021044192787265,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1638945447917948
2011-01-13,01_bond_pool_momentum_only,-0.0009018036072144797,-0.0009018036072144797,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1628449404928842
2011-01-14,01_bond_pool_momentum_only,-0.0024069802427038045,-0.0024069802427038045,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,1.1600459956957898
