,current_10_15_15_40_20,no_C_prorata_to_momentum,C_10_prorata_cut,replace_C_with_cash,C_to_B_only,C_to_microcap_only
2011-02-04,1.0519861994136601,1.048879879518043,1.0504330394658514,1.0391039036144343,1.0509644167557624,1.044885287670809
2011-02-07,1.0543274333551214,1.050488591666908,1.0524080125110145,1.0403908733335263,1.0528948713344004,1.046172257389901
2011-02-08,1.0602805557923216,1.0563505256091568,1.0583155407007392,1.0450804204873254,1.059929192065099,1.0508618045437002
2011-02-09,1.0574675965429445,1.0534241255033043,1.0554458610231243,1.0427393004026435,1.056999948274562,1.048275005712121
2011-02-10,1.0523242100429429,1.0474491553042269,1.0498866826735849,1.0379593242433816,1.0516936262319545,1.0432157920277767
2011-02-11,1.0534840250488373,1.0478368801073439,1.0506604525780907,1.0382695040858752,1.0527259694249813,1.0435259718702703
2011-02-14,1.0596751407771376,1.0546290563797855,1.0571520985784615,1.0437032451038284,1.0590593715765957,1.0489597128882238
2011-02-15,1.058319781262442,1.05311974375824,1.055719762510341,1.042495795006592,1.0576666882343706,1.047136493387634
2011-02-16,1.0620379893646037,1.0556774349119369,1.0588577121382703,1.0445419479295495,1.0614978535943156,1.0491826463105915
2011-02-17,1.0631429647353245,1.0555655001395206,1.0593542324374225,1.0444524001116164,1.0622645910184958,1.0490930984926585
2011-02-18,1.06392346334547,1.0558948904797383,1.0599091769126041,1.0447159123837906,1.0625824534399242,1.0493566107648324
2011-02-21,1.0680605084480312,1.06106619685794,1.0645633526529856,1.0488529574863519,1.0667194985424855,1.0534936558673942
2011-02-22,1.049984012171618,1.0438535642385247,1.0469187882050712,1.0350828513908197,1.0480426356491157,1.0397235497718618
2011-02-23,1.0550913102628585,1.0512215275338739,1.0531564188983664,1.0409772220270992,1.0546295989710937,1.0456179204081413
2011-02-24,1.057275779614437,1.0540212347736615,1.0556485071940491,1.0432169878189292,1.056604607793488,1.0478576861999713
2011-02-25,1.0679745067243611,1.063639662599349,1.065807084661855,1.050911730079479,1.068164993406927,1.055552428460521
2011-02-28,1.073844256611269,1.0693330414520297,1.0715886490316493,1.0554664331616237,1.0735524981837619,1.0601071315426658
2011-03-01,1.0721302696917447,1.0699139657945156,1.0710221177431303,1.0559311726356124,1.0740044141540426,1.0605718710166545
2011-03-02,1.0733877727062568,1.0708875284197537,1.0721376505630054,1.0567100227358028,1.0759158642856284,1.061350721116845
2011-03-03,1.0708567023281532,1.064761857190233,1.0678092797591932,1.0518094857521865,1.0727779867765084,1.0558362620380854
2011-03-04,1.0724309350689338,1.067561575194918,1.069996255131926,1.0540492601559344,1.0753753160606228,1.0582329633244674
2011-03-07,1.0666187018384674,1.062795238416229,1.0647069701273482,1.0502361907329831,1.0696078014279669,1.0540440013266184
2011-03-08,1.0682602810581205,1.0636100699791926,1.0659351755186566,1.050888055983354,1.0703615877697752,1.0544169266930856
2011-03-09,1.0675342667807406,1.0628938168339017,1.0652140418073213,1.0503150534671215,1.0693151915323598,1.053843924176853
2011-03-10,1.05139652525731,1.0480913853789309,1.0497439553181205,1.0384731083031447,1.0526203436629338,1.0429736809703467
2011-03-11,1.0533632629374499,1.0491730936078008,1.0512681782726254,1.0393384748862406,1.0543796299743706,1.0448095237903865
2011-03-14,1.0532094483250525,1.05079398413343,1.0520017162292412,1.0406351873067439,1.055599019027255,1.0467624662521005
2011-03-15,1.0368056656935691,1.0350589438564932,1.0359323047750313,1.0280471550851946,1.0370923631791156,1.0331424436391365
2011-03-16,1.0279782698458888,1.0289630634317861,1.0284706666388375,1.023170450745429,1.0289442604661998,1.0286170286223952
2011-03-17,1.039630614565,1.0397759518649838,1.039703283214992,1.031820761491987,1.041399287644346,1.0377018043818695
2011-03-18,1.0440827671115127,1.0435954280328432,1.0438390975721779,1.0348763424262746,1.0460735194000326,1.0408825289119543
2011-03-21,1.0523869087855726,1.050170616771362,1.0512787627784674,1.0401364934170896,1.0540405789831349,1.0468260236721356
2011-03-22,1.0513642908482101,1.0495236976256526,1.0504439942369315,1.039618958100522,1.0536803624113313,1.04666071775995
2011-03-23,1.0573597101587544,1.0561503724951982,1.0567550413269764,1.0449202979961585,1.0608336253983988,1.0524268742548086
2011-03-24,1.0635885881664264,1.0622075561529014,1.062898072159664,1.049766044922321,1.0664105333439455,1.0581803462124602
2011-03-25,1.0628452350209319,1.0617362589350456,1.0622907469779888,1.0493890071480365,1.0665437753286477,1.0576639576209372
2011-03-28,1.0595043712047465,1.058356440620501,1.0589304059126239,1.046685152496401,1.0619747031147857,1.0564407427956644
2011-03-29,1.0613792637245931,1.0594020677430318,1.0603906657338125,1.0475216541944254,1.0640143716953148,1.0570094234314098
2011-03-30,1.0619211124322365,1.0581298426231585,1.0600254775276974,1.0465038740985266,1.0639033317946969,1.0545584924242322
2011-03-31,1.064540778046321,1.0614784813397176,1.0630096296930192,1.049182785071774,1.0683800230953757,1.057069876744136
2011-04-01,1.067197496560585,1.0636463951882358,1.0654219458744105,1.0509171161505886,1.0701152456470657,1.0597261024706657
2011-04-04,1.0691979614859999,1.0657531381778793,1.0674755498319397,1.0526025105423036,1.0726433372346382,1.0614114968623805
2011-04-05,1.0723401882349035,1.0692750888701301,1.070807638552517,1.0554200710961041,1.0768696780653393,1.0642290574161812
2011-04-06,1.0821755956032635,1.0805113150105976,1.0813434553069305,1.0644090520084781,1.086699731859742,1.0738073478396628
2011-04-07,1.0811992318323629,1.0799834356287905,1.0805913337305768,1.0639867485030323,1.0863865005543514,1.074507249517116
2011-04-08,1.0849248450727642,1.0842512253449388,1.0845880352088515,1.067400980275951,1.091788500599101,1.0782191804071977
2011-04-11,1.0785788600606887,1.077544619513552,1.0780617397871204,1.0620356956108417,1.083711422848733,1.071527315016342
2011-04-12,1.0696762481193416,1.0687976969596487,1.0692369725394952,1.055038157567719,1.0732686369225144,1.0657420774275714
2011-04-13,1.0763182152955086,1.075967601432318,1.0761429083639134,1.0607740811458544,1.080766327552129,1.0719383565202985
2011-04-14,1.0792454533083753,1.0786763568647706,1.078960905086573,1.0629410854918164,1.08447612471991,1.073810927799882
2011-04-15,1.0857879120061882,1.085411296802196,1.0855996044041922,1.068329037441757,1.091139440232221,1.0799850807864815
2011-04-18,1.0838789694519377,1.0859642106986638,1.0849215900753006,1.068771368558931,1.0911280345424954,1.081051868797794
2011-04-19,1.0813988078835441,1.0813768359642162,1.0813878219238802,1.065101468771373,1.0882583821211531,1.0776173079945646
2011-04-20,1.0900334355025458,1.086873001693247,1.0884532185978963,1.0694984013545976,1.0969191094790451,1.080188306651401
2011-04-21,1.0961955066701423,1.0930619690130343,1.0946287378415884,1.0744495752104275,1.1035345762031263,1.0854529772102661
2011-04-22,1.0961034512703807,1.0929468997633323,1.0945251755168566,1.0743575198106659,1.1034425208033647,1.0856932681433138
2011-04-25,1.0958014564993976,1.092252015887773,1.0940267361935854,1.0738016127102186,1.103127968920757,1.0829614614819827
2011-04-26,1.0992871835748572,1.094546153501337,1.096916668538097,1.0756369228010696,1.1051933567679941,1.0847967715728337
2011-04-27,1.1117432904149371,1.1067555905053807,1.109249440460159,1.0854044724043046,1.1190169051288963,1.0945643211760687
2011-04-28,1.1084685432231562,1.1012099273581866,1.1048392352906713,1.0809679418865492,1.1146041621041627,1.0900022947490504
2011-04-29,1.112035831944288,1.1040385938360366,1.1080372128901623,1.0832308750688293,1.1196700535402695,1.091638124872743
2011-05-02,1.1059451425240905,1.097446310109182,1.1016957263166363,1.0779570480873457,1.111759313068044,1.0863642978912593
2011-05-03,1.0980382833415478,1.0894632469768484,1.0937507651591982,1.0715705975814787,1.1036111424515922,1.0799778473853923
2011-05-04,1.0879194720458556,1.079577146618871,1.0837483093323632,1.0636617172950968,1.0926158254745615,1.0714437453495989
2011-05-05,1.0660160253890594,1.056820123920335,1.061418074654697,1.045456099136268,1.0659808897214975,1.0532381271907698
2011-05-06,1.0681462772844563,1.0576950945393444,1.0629206859119005,1.0461560756314756,1.0684029802291395,1.0533147576018138
2011-05-09,1.0757027183067445,1.0647813938974617,1.070242056102103,1.0518251151179694,1.0777454128827357,1.0589837970883076
2011-05-10,1.0821648411030351,1.0705417203626815,1.0763532807328582,1.056433376290145,1.0845623522414947,1.0635920582604834
2011-05-11,1.070967359772207,1.0603346898609947,1.065651024816601,1.048267751888796,1.0727796907455884,1.0554264338591341
2011-05-12,1.072686564298333,1.0612468972328615,1.0669667307655972,1.0489975177862891,1.074592274230573,1.0561561997566276
2011-05-13,1.0638081555476342,1.053593630358805,1.0587008929532196,1.042874904287044,1.0659941331406126,1.0500335862573822
2011-05-16,1.056838732118669,1.0465819157911191,1.051710323954894,1.0372655326328952,1.057134861051925,1.0444242146032336
2011-05-17,1.0548976575444922,1.0441669296289495,1.0495322935867208,1.0353335437031597,1.0553577100601053,1.042492225673498
2011-05-18,1.0604612621954608,1.0487229609668216,1.0545921115811412,1.0389783687734573,1.0616550476620314,1.0461370507437957
2011-05-19,1.0612489623961876,1.0487717279256765,1.055010345160932,1.0390173823405413,1.061858690541794,1.0461760643108795
2011-05-20,1.0578921583849703,1.0462964780209174,1.0520943182029439,1.037037182416734,1.059366166782004,1.0441958643870723
2011-05-23,1.0461099498022368,1.0355512996946001,1.0408306247484187,1.0284410397556802,1.0472294904027244,1.0355997217260184
2011-05-24,1.0463159273307578,1.035549148226857,1.0409325377788075,1.0284393185814855,1.0472833837898559,1.035598000551824
2011-05-25,1.0502614583554348,1.0389056838194253,1.04458357108743,1.0311245470555401,1.051206641962101,1.0382832290258786
2011-05-26,1.0529952421179887,1.0404238041387344,1.0467095231283616,1.0323390433109876,1.0537964757442766,1.0394977252813258
2011-05-27,1.0528923590165102,1.0380355839761086,1.0454639714963094,1.030428467180887,1.0537930970382021,1.0375871491512252
2011-05-30,1.0580831119233747,1.0445240251096892,1.051303568516532,1.0356192200877514,1.0589838499450666,1.0427779020580896
2011-05-31,1.0649753732033544,1.0492635215532302,1.0571194473782923,1.039410817242584,1.0652496275792291,1.0465694992129224
2011-06-01,1.0518302638438168,1.038361617886566,1.0450959408651914,1.030689294309253,1.0532344591568954,1.0378479762795911
2011-06-02,1.051815075973183,1.0382628135264778,1.0450389447498303,1.030610250821182,1.053565313353316,1.0377689327915205
2011-06-03,1.0474854946557624,1.0343874581808419,1.040936476418302,1.0275099665446734,1.0497187841378859,1.0346686485150118
2011-06-06,1.04256886664131,1.0310837369847485,1.036826301813029,1.0248669895877989,1.0457543187025737,1.032025671558137
2011-06-07,1.043835114649817,1.0320767248643228,1.03795591975707,1.0256613798914582,1.0472493294739218,1.0328200618617966
2011-06-08,1.039431141723714,1.0287075189938077,1.034069330358761,1.0229660151950462,1.0435825349516739,1.0301246971653844
2011-06-09,1.0443754614231595,1.0328518943006477,1.0386136778619037,1.0262815154405183,1.0483346071728756,1.0334401974108567
2011-06-10,1.0324537445931248,1.0231407455924486,1.0277972450927868,1.018512596473959,1.037184814073302,1.0256712784442972
2011-06-13,1.029173427407892,1.019445093995151,1.0243092607015216,1.015556075196121,1.032333756620155,1.0227147571664592
2011-06-14,1.0364316587468987,1.0251387086250698,1.0307851836859843,1.0201109669000559,1.0390955314265655,1.027269648870394
2011-06-15,1.02604083143882,1.0170443493715444,1.0215425904051822,1.0136354794972358,1.0301635309806978,1.020794161467574
2011-06-16,1.0220403173953154,1.0120265165427647,1.0170334169690403,1.0096212132342117,1.0255697289332086,1.0167798952045501
2011-06-17,1.0221913701910865,1.0110305552589691,1.0166109627250277,1.0088244442071752,1.025257873767076,1.0159831261775136
2011-06-20,1.0190957144509518,1.006499510939385,1.0127976126951683,1.005199608751508,1.0214576716696495,1.0123582907218465
2011-06-21,1.0259175836606478,1.0111432646475929,1.0185304241541204,1.0089146117180745,1.0270389728902312,1.0160732936884127
2011-06-22,1.0229132002296817,1.0088807749330126,1.015896987581347,1.0071046199464102,1.02503000954459,1.0142633019167484
2011-06-23,1.0223903422949818,1.0094587693938497,1.0159245558444159,1.0075670155150798,1.022686400567293,1.0147256974854182
2011-06-24,1.0161189067429701,1.0047895906237694,1.0104542486833696,1.0038316724990155,1.0155999983900612,1.010990354469354
2011-06-27,1.0211221365305818,1.0093111267223878,1.0152166316264848,1.0074489013779102,1.0189302000901186,1.0146075833482486
2011-06-28,1.0267062258719237,1.0136243575054562,1.0201652916886899,1.010899486004365,1.0243147900361858,1.0174366919287923
2011-06-29,1.0340912657762007,1.0202585024953859,1.0271748841357935,1.0162068019963086,1.031840374182858,1.0225281349882858
2011-06-30,1.0322477851692975,1.0161801022644528,1.0242139437168754,1.0129440818115623,1.0273252050793495,1.0188429068848195
2011-07-01,1.0366109505205618,1.0193493544035557,1.0279801524620586,1.0154794835228445,1.0302256373090124,1.0213783085961017
2011-07-04,1.0366734677451634,1.019427500934308,1.0280504843397358,1.0155420007474463,1.030288154533614,1.0214408258207035
2011-07-05,1.0442134798022027,1.0276421673900142,1.0359278235961085,1.0221137339120114,1.0396330522484942,1.0273948625100489
2011-07-06,1.048903343031601,1.0328914648229655,1.0408974039272834,1.0263131718583725,1.044623595967165,1.0315943004564097
2011-07-07,1.0583770213287877,1.042441431756969,1.0504092265428784,1.0339531454055753,1.055061482163107,1.0386184306178186
2011-07-08,1.0557483929006926,1.040269699203418,1.0480090460520552,1.0322157593627344,1.053621055909983,1.036751356719598
2011-07-11,1.0495601677262598,1.037407265438749,1.0434837165825044,1.0299258123509991,1.0488112607918016,1.0332419778601916
2011-07-12,1.0489025610179807,1.0376508889793683,1.0432767249986745,1.0301207111834947,1.0493092859908097,1.033436876692687
2011-07-13,1.061952027676908,1.0512790716431684,1.0566155496600382,1.0410232573145346,1.0629111041166772,1.044339422823727
2011-07-14,1.0636492516728142,1.0557787604925422,1.0597140060826782,1.0446230083940338,1.064751832027412,1.047939173903226
2011-07-15,1.0783359204387197,1.0720012207809662,1.075168570609843,1.057600976624773,1.0808389900637205,1.0609171421339654
2011-07-18,1.076170091493495,1.0714268678461227,1.073798479669809,1.0571414942768984,1.080673065629267,1.0604576597860906
2011-07-19,1.075145565261065,1.066346236716286,1.0707459009886755,1.0530769893730287,1.0776141740494594,1.056393154882221
2011-07-20,1.079401485241327,1.070421936199108,1.0749117107202175,1.0563375489592866,1.0817724086939275,1.0590437659719514
2011-07-21,1.075353722462321,1.0624529757360892,1.068903349099205,1.0499623805888711,1.074202228608576,1.052508129429841
2011-07-22,1.0860487879297804,1.074340185051518,1.0801944864906492,1.0594721480412144,1.086668759406062,1.0628296771089687
2011-07-25,1.0764181355355855,1.0634052250944006,1.069911680314993,1.0507241800755205,1.0783294341340344,1.0531613457179283
2011-07-26,1.0812463983743363,1.068920100717233,1.0750832495457847,1.0551360805737866,1.0841248522495475,1.0577559103686074
2011-07-27,1.0773880313162114,1.0708113291871717,1.0740996802516916,1.0566490633497374,1.0823051293739256,1.0606364782340196
2011-07-28,1.0810369616304853,1.0757882652295305,1.0784126134300078,1.0606306121836244,1.086433178422891,1.0660743828123493
2011-07-29,1.0803440831820144,1.0745727752703598,1.077458429226187,1.0596582202162879,1.085938967280588,1.065289396023671
2011-08-01,1.0821014494047276,1.0783298567030892,1.0802156530539084,1.0626638853624715,1.0882908000898714,1.0703650521715193
2011-08-02,1.0872565062194945,1.0894514563408682,1.0883539812801812,1.0715611650726944,1.0998916152746534,1.0804857734981117
2011-08-03,1.090303426146635,1.091950179038132,1.0911268025923837,1.0735601432305055,1.101408612756347,1.0824853527525353
2011-08-04,1.0648716160295038,1.072952939199392,1.068912277614448,1.0583623513595135,1.0799926311442674,1.0661922266481425
2011-08-05,1.0662048937640414,1.0742476655629405,1.070226279663491,1.0593981324503523,1.081132441257722,1.0671621795617192
2011-08-08,1.0606787933241297,1.0755781533760094,1.0681284733500696,1.0604625227008073,1.0848018673795348,1.0667265366851741
2011-08-09,1.0652798235410943,1.0751029548659843,1.0701913892035393,1.0600823638927874,1.0844217085715149,1.0644773431038876
2011-08-10,1.0632482514823427,1.0758201406694765,1.0695341960759097,1.0606561125355813,1.0849954572143088,1.065648826329865
2011-08-11,1.069179658446362,1.0799911562137054,1.0745854073300336,1.0639929249709643,1.0883322696496918,1.0709462672495833
2011-08-12,1.0710185512494126,1.0814153567651736,1.076216954007293,1.0651322854121388,1.0894716300908662,1.0737039658282062
2011-08-15,1.073572522841519,1.08258142293037,1.0780769728859445,1.066065138344296,1.0904044830230235,1.075639347794607
2011-08-16,1.0722607976981742,1.0815975811739067,1.0769291894360404,1.0652780649391254,1.0896174096178528,1.0750529809037306
2011-08-17,1.073914410742995,1.0835139773033233,1.0787141940231593,1.0668111818426587,1.091150526521386,1.077267268638313
2011-08-18,1.069614314509446,1.0816598015442496,1.0756370580268477,1.0653278412353997,1.0896671859141271,1.0749943658106642
2011-08-19,1.0705243307450378,1.0840195233109255,1.0772719270279818,1.0672156186487405,1.091554963327468,1.0773863169952431
2011-08-22,1.0761423268476287,1.0902475485392733,1.083194937693451,1.0721980388314187,1.096537383510146,1.0862629189183495
2011-08-23,1.0839069206635907,1.097817359053622,1.0908621398586063,1.0782538872428975,1.102593231921625,1.096318292047562
2011-08-24,1.0851520660155365,1.0995094659721532,1.0923307659938448,1.0796075727777226,1.10394691745645,1.0970079983248846
2011-08-25,1.075644689313014,1.0891712333719687,1.0824079613424915,1.0713369866975748,1.0956763313763023,1.0880615944025602
2011-08-26,1.0805274819659298,1.0929859244018365,1.0867567031838832,1.0743887395214693,1.0987280842001967,1.0924388655392825
2011-08-29,1.0850920008246103,1.0967995556868964,1.0909457782557535,1.0774396445495171,1.1017789892282446,1.0961469913775403
2011-08-30,1.0854462834629925,1.0963922539431807,1.0909192687030869,1.0771138031545446,1.101453147833272,1.094437072394105
2011-08-31,1.0868225186970828,1.0975066043729358,1.0921645615350093,1.0780052834983487,1.1023446281770761,1.0959333799418225
2011-09-01,1.0877870124271094,1.0997703252864917,1.0937786688568005,1.0798162602291932,1.1041556049079206,1.0977506245170945
2011-09-02,1.0937953102099773,1.1095703241423283,1.1016828171761528,1.0876562593138626,1.115625205073688,1.1061193045089919
2011-09-05,1.0961724034792888,1.1125416907289676,1.1043570471041282,1.090033352583174,1.1180022983429994,1.1094429486859259
2011-09-06,1.095314363697785,1.1132520864311393,1.104283225064462,1.0906016691449114,1.1186566397676816,1.1090520555200787
2011-09-07,1.0910026567105724,1.1052746036544805,1.0981386301825264,1.0842196829235844,1.109792186954701,1.1028638918687208
2011-09-08,1.09411852026184,1.1100088539106867,1.1020636870862635,1.0880070831285493,1.115724879133836,1.1057868629713483
2011-09-09,1.0896439275132026,1.108146145024452,1.0988950362688275,1.0865169160195618,1.1125144383101149,1.1040908373462441
2011-09-12,1.0863736122915801,1.104367040254174,1.0953703262728771,1.0834936322033393,1.1079795125857812,1.1010675535300216
2011-09-13,1.0904075648736433,1.1077454338207118,1.0990764993471775,1.0861963470565692,1.1108843658081784,1.1039476838617435
2011-09-14,1.089182831036293,1.1046618095697815,1.0969223203030374,1.083729447655825,1.1082076332159474,1.1022923949016972
2011-09-15,1.0877559919800182,1.1008857650516375,1.0943208785158278,1.08070861204131,1.1039564917599354,1.099179762849339
2011-09-16,1.0921383134796205,1.1053824694903662,1.0987603914849935,1.084305975592293,1.1089966901455308,1.1027771264003219
2011-09-19,1.0891497466273325,1.104072043045837,1.096610894836585,1.0832576344366698,1.1072915151256582,1.101300697192156
2011-09-20,1.0916476119961116,1.1069381941785628,1.0992929030873373,1.0855505553428502,1.110598500494516,1.103450583196167
2011-09-21,1.087044126403942,1.1066155441013925,1.0968298352526673,1.085292435281114,1.1099033294518632,1.1038590123811294
2011-09-22,1.0768356536741583,1.0996105420906064,1.0882230978823826,1.079688433672485,1.1015333982635278,1.0981497945185117
2011-09-23,1.0645202460562648,1.0851429362041585,1.0748315911302118,1.068114348963327,1.0838404299025113,1.0862415636245226
2011-09-26,1.0603973557801785,1.0778478792626318,1.069122617521405,1.0622783034101055,1.0762243591934428,1.0802640521732578
2011-09-27,1.0660468515462878,1.0823576502624626,1.0742022509043752,1.06588612020997,1.0810744743641942,1.08343022565951
2011-09-28,1.0572074959901159,1.0747823750360341,1.0659949355130751,1.0598259000288273,1.0715465347940536,1.0768551849508348
2011-09-29,1.066707182813892,1.085165865585783,1.0759365241998378,1.0681326924686263,1.0810820271842563,1.0859122463765425
2011-09-30,1.06356341606548,1.0848717211017136,1.0742175685835968,1.0678973768813709,1.080876575242053,1.0851152384829843
2011-10-03,1.065752154984679,1.090579634439713,1.0781658947121961,1.0724637075517702,1.0877260712476522,1.0896815691533837
2011-10-04,1.0638623056489172,1.0861513590380476,1.0750068323434823,1.068921087230438,1.082412140765654,1.0861389488320514
2011-10-05,1.0688651497686648,1.0899591481607627,1.079412148964714,1.07196731852861,1.086981487712912,1.0891851801302235
2011-10-06,1.0714436966615923,1.0906770127400836,1.081060354700838,1.0725416101920668,1.0878429252080972,1.0897594717936803
2011-10-07,1.0671560192145306,1.0866040038121445,1.0768800115133377,1.0692832030497155,1.08295531449457,1.086501064651329
2011-10-10,1.07676550093343,1.0939529687967302,1.0853592348650802,1.0751623750373842,1.0916693444911998,1.0930076086684877
2011-10-11,1.0775559495774132,1.0950045742834114,1.0862802619304122,1.076003659426729,1.0920596427869669,1.094449525771963
