scope_new,window,ma,days,start_new,end_new,n_days_new,annual_new,vol_new,sharpe_new,max_dd_new,calmar_new,total_return_new,annual_delta_new,sharpe_delta_new,max_dd_delta_new,signal_days_new,signal_days_pct_new,defense_days_new,defense_days_pct_new,switch_count_new,scope_old,start_old,end_old,n_days_old,annual_old,vol_old,sharpe_old,max_dd_old,calmar_old,total_return_old,annual_delta_old,sharpe_delta_old,max_dd_delta_old,signal_days_old,signal_days_pct_old,defense_days_old,defense_days_pct_old,switch_count_old
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_3y,65,13,2023-05-04,2026-04-30,723,29.257663361394748,14.568039478557148,1.9097331608922088,-12.201612441149734,2.3978522103131032,115.38952924225154,1.6989900184776658,0.19486810743263483,1.0658141036401503e-14,94,13.001383125864455,94,13.001383125864455,22,microcap_v1_0_costed_broad_own_volume_only_half,2023-05-04,2026-04-30,723,29.257663361394748,14.578124657666455,1.908412003237788,-12.201612441149734,2.3978522103131032,115.38952924225154,1.6989900184776658,0.1947332972418665,1.0658141036401504e-14,94,13.001383125864455,94,13.001383125864455,22
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,full,70,13,2010-02-02,2026-04-30,3940,30.538917361455333,11.270044879368031,2.5135303604110217,-12.201612441149724,2.502859151505531,7475.4522595698745,-0.5166603177194844,0.05920935875342703,-2.3092638912203256e-14,269,6.82741116751269,269,6.82741116751269,52,microcap_v1_0_costed_broad_own_volume_only_half,2010-02-02,2026-04-30,3940,30.538917361455333,11.271475360414518,2.513211364234801,-12.201612441149724,2.502859151505531,7475.452259569874,-0.5166603177194844,0.0592018443985833,-2.3092638912203256e-14,269,6.82741116751269,269,6.82741116751269,52
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_10y,70,13,2016-05-03,2026-04-30,2426,31.79612152561728,12.997681647651119,2.2704556049443005,-12.201612441149724,2.6058950551802007,1477.1657479115208,-0.04069697635602765,0.09307976064187251,-2.3092638912203256e-14,218,8.98598516075845,218,8.98598516075845,44,microcap_v1_0_costed_broad_own_volume_only_half,2016-05-03,2026-04-30,2426,31.79612152561728,13.000361305786514,2.269987614502363,-12.201612441149724,2.6058950551802007,1477.1657479115208,-0.0406969763560276,0.0930605748721871,-2.3092638912203256e-14,218,8.98598516075845,218,8.98598516075845,44
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_5y,70,13,2021-04-30,2026-04-30,1208,33.037784253762894,15.395709867112725,2.011776384655387,-12.201612441149724,2.707657239000933,316.6680107074094,0.6409418699172988,0.1340640475185788,-1.2434497875801753e-14,124,10.264900662251655,124,10.264900662251655,28,microcap_v1_0_costed_broad_own_volume_only_half,2021-04-30,2026-04-30,1208,33.037784253762894,15.402086222684147,2.0109435233550874,-12.201612441149724,2.707657239000933,316.6680107074094,0.6409418699172988,0.1340085459440538,-1.2434497875801752e-14,124,10.264900662251655,124,10.264900662251655,28
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_3y,70,13,2023-05-04,2026-04-30,723,27.638807792591933,14.4992284060327,1.8274464975038902,-12.20161244114969,2.265176666272452,107.42452230753182,0.08013444967485128,0.11258144404431625,5.5067062021407764e-14,96,13.278008298755188,96,13.278008298755188,20,microcap_v1_0_costed_broad_own_volume_only_half,2023-05-04,2026-04-30,723,27.638807792591933,14.509265948533656,1.826182265946485,-12.20161244114969,2.265176666272452,107.42452230753182,0.0801344496748512,0.1125035599505639,5.506706202140776e-14,96,13.278008298755188,96,13.278008298755188,20
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,full,75,13,2010-02-02,2026-04-30,3940,30.42647692403917,11.280099481834318,2.5034527168423657,-12.2016124411497,2.4936439401587998,7370.188004971513,-0.6291007551356458,0.049131715184770997,0.0,276,7.00507614213198,276,7.00507614213198,50,microcap_v1_0_costed_broad_own_volume_only_half,2010-02-02,2026-04-30,3940,30.42647692403917,11.281531239088524,2.5031349996360808,-12.2016124411497,2.4936439401588,7370.188004971513,-0.6291007551356458,0.049125479799863,0.0,276,7.00507614213198,276,7.00507614213198,50
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_10y,75,13,2016-05-03,2026-04-30,2426,31.48163067878933,13.004454382959077,2.250262231812849,-12.201612441149745,2.5801205234660647,1439.968349728543,-0.3551878231839787,0.07288638751042109,-4.440892098500626e-14,230,9.480626545754328,230,9.480626545754328,42,microcap_v1_0_costed_broad_own_volume_only_half,2016-05-03,2026-04-30,2426,31.48163067878933,13.00713543739081,2.249798403665737,-12.201612441149743,2.5801205234660647,1439.968349728543,-0.3551878231839787,0.0728713640355609,-4.440892098500626e-14,230,9.480626545754328,230,9.480626545754328,42
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_5y,75,13,2021-04-30,2026-04-30,1208,32.271749390236,15.412542276924876,1.9706391053884678,-12.201612441149678,2.6448757937434744,304.81103949846704,-0.12509299360959147,0.09292676825165969,3.375077994860476e-14,132,10.927152317880795,132,10.927152317880795,26,microcap_v1_0_costed_broad_own_volume_only_half,2021-04-30,2026-04-30,1208,32.271749390236,15.418925603881895,1.969823274632996,-12.201612441149678,2.6448757937434744,304.81103949846704,-0.1250929936095914,0.0928882972219624,3.3750779948604765e-14,132,10.927152317880797,132,10.927152317880797,26
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_3y,75,13,2023-05-04,2026-04-30,723,26.73345087847734,14.437601866122657,1.7832118448941532,-12.201612441149756,2.190976889932938,103.05673716590245,-0.8252224644397437,0.06834679143457922,-1.0658141036401503e-14,112,15.491009681881051,112,15.491009681881051,18,microcap_v1_0_costed_broad_own_volume_only_half,2023-05-04,2026-04-30,723,26.73345087847734,14.447596745731753,1.7819782149679515,-12.201612441149756,2.190976889932938,103.05673716590243,-0.8252224644397437,0.0682995089720304,-1.0658141036401504e-14,112,15.491009681881051,112,15.491009681881051,18
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,full,80,13,2010-02-02,2026-04-30,3940,30.431274223670847,11.263363018180673,2.50734410900642,-12.201612441149745,2.4940371094759457,7374.650955008511,-0.6243034555039699,0.05302310734882543,-4.440892098500626e-14,283,7.182741116751269,283,7.182741116751269,54,microcap_v1_0_costed_broad_own_volume_only_half,2010-02-02,2026-04-30,3940,30.431274223670847,11.264792651113789,2.507025897937304,-12.201612441149743,2.4940371094759457,7374.650955008511,-0.6243034555039699,0.0530163781010859,-4.440892098500626e-14,283,7.182741116751269,283,7.182741116751269,54
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_10y,80,13,2016-05-03,2026-04-30,2426,31.430940846837686,12.97851151255629,2.251413087127446,-12.201612441149724,2.575966168277677,1434.0473003934706,-0.40587765513562246,0.074037242825018,-2.3092638912203256e-14,242,9.975267930750206,242,9.975267930750206,46,microcap_v1_0_costed_broad_own_volume_only_half,2016-05-03,2026-04-30,2426,31.43094084683769,12.981187218493917,2.250949021763941,-12.201612441149724,2.575966168277677,1434.0473003934706,-0.4058776551356224,0.0740219821337651,-2.3092638912203256e-14,242,9.975267930750206,242,9.975267930750206,46
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_5y,80,13,2021-04-30,2026-04-30,1208,31.91401947795598,15.366320299400627,1.9577013306056363,-12.201612441149766,2.6155575447001085,299.3672370826018,-0.4828229058896163,0.07998899346882826,-5.5067062021407764e-14,142,11.754966887417218,142,11.754966887417218,28,microcap_v1_0_costed_broad_own_volume_only_half,2021-04-30,2026-04-30,1208,31.91401947795598,15.372684482858162,1.9568908559980995,-12.201612441149766,2.6155575447001085,299.3672370826018,-0.4828229058896163,0.0799558785870659,-5.506706202140776e-14,142,11.754966887417218,142,11.754966887417218,28
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_3y,80,13,2023-05-04,2026-04-30,723,26.16083615154907,14.354413371001176,1.7598033732894085,-12.201612441149779,2.144047459114665,100.32607854129907,-1.397837191368012,0.04493831982983454,-3.375077994860476e-14,122,16.874135546334717,122,16.874135546334717,20,microcap_v1_0_costed_broad_own_volume_only_half,2023-05-04,2026-04-30,723,26.16083615154907,14.364350660783284,1.7585859373960029,-12.20161244114978,2.144047459114665,100.32607854129908,-1.397837191368012,0.0449072314000815,-3.3750779948604765e-14,122,16.874135546334717,122,16.874135546334717,20
