ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav,mode,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,0.9647017214835085,1.9647017214835085,formal,20,0.2,1.0,0.5,3.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6125920100373055,0.21445660648007897,0.4259763033706758,0.1925920502015457,1.945673719181327,-0.1090750891351503,3.905349120025625,1.889047376434012,2.889047376434012,formal,20,0.2,1.0,0.5,3.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6956027266835403,0.23838470768970024,0.32384925074294735,0.18201620030924373,1.6383971292060897,-0.1655157579290102,1.9566067593506504,3.0467634755489588,4.046763475548959,formal,20,0.2,1.0,0.5,3.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6927913668018489,0.2523681292719523,0.2914810678014117,0.18520255421806564,1.478430891666865,-0.1954831300986828,1.4910804203629628,11.868022152094111,12.868022152094111,formal,20,0.2,1.0,0.5,3.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7090060262356549,0.25486762669904456,0.2967704553931585,0.20946626668209073,1.35132850681783,-0.348231328201248,0.852222161992417,56.39067866234195,57.39067866234195,formal,20,0.2,1.0,0.5,3.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,0.9647017214835085,1.9647017214835085,formal,20,0.2,1.0,0.5,5.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6094927545630284,0.21445645805834312,0.4258619394621368,0.19259227680461996,1.9452525640274494,-0.1090750891351503,3.904300632149559,1.888354702083403,2.888354702083403,formal,20,0.2,1.0,0.5,5.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6903340824898831,0.23869453599203067,0.317511912218283,0.18153467618757538,1.6156794797071772,-0.16551575792901108,1.9183183292702701,2.9511504304726817,3.9511504304726817,formal,20,0.2,1.0,0.5,5.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6878634994658399,0.2519638937530353,0.29036603868335287,0.1848411288679323,1.4762662876784896,-0.19518424476127183,1.4876510091195991,11.757489605915712,12.757489605915712,formal,20,0.2,1.0,0.5,5.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7044243727550965,0.254691407203523,0.2982009138353907,0.20915173724365949,1.3583392792210844,-0.3482460582095497,0.8562937233763451,57.38522467538997,58.38522467538997,formal,20,0.2,1.0,0.5,5.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,0.9647017214835085,1.9647017214835085,formal,20,0.2,1.0,0.5,10.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6053609630223616,0.21445616037964196,0.4256668012774598,0.19259137747765326,1.9445455462439678,-0.1090750891351503,3.9025116060188063,1.8871730528135982,2.887173052813598,formal,20,0.2,1.0,0.5,10.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6866153381439954,0.23869435738480999,0.31788748844704906,0.18153917027441738,1.6172232267586202,-0.1655157579290112,1.9205874559894731,2.956766013065081,3.956766013065081,formal,20,0.2,1.0,0.5,10.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6857013575142238,0.25196380474367075,0.2905951128270472,0.18484322780740614,1.4772164697811707,-0.19518424476127205,1.4888246394193918,11.780127679686602,12.780127679686602,formal,20,0.2,1.0,0.5,10.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7022448005863979,0.2546913501058382,0.2979479055897001,0.2091446490948323,1.3574408906521913,-0.34824605820954946,0.8555672018846411,57.20815128484191,58.20815128484191,formal,20,0.2,1.0,0.5,10.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.7252066115702479,0.19989669421487602,0.9791480770770198,0.20130860306090556,3.464167777669605,-0.07060636075927462,13.867703512086226,0.9561631817375429,1.9561631817375429,formal,20,0.2,1.0,1.0,
60,20,last_3y,2023-05-04,2026-04-30,726,0.6259515440814813,0.22680768856282826,0.5167850456020411,0.266603890385893,1.692708857662862,-0.1401761948371204,3.686681937703662,2.474678109712283,3.474678109712283,formal,20,0.2,1.0,1.0,
60,20,last_5y,2021-05-06,2026-04-30,1210,0.7183395214902111,0.24982428255918457,0.3777222156956104,0.23441629018099366,1.483394024019832,-0.19032302210709273,1.9846375468075015,3.9365897033663604,4.93658970336636,formal,20,0.2,1.0,1.0,
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7309753759455921,0.2640483429984042,0.31033759484953816,0.21446271384309815,1.3684114987012415,-0.2330990130532633,1.331355250219896,13.872562945115636,14.872562945115636,formal,20,0.2,1.0,1.0,
60,20,full_common,2010-09-29,2026-04-30,3785,0.7458266182346667,0.2658889794597905,0.3028909158634052,0.228414571933707,1.2760977312982216,-0.3555234800117748,0.8519575580588196,60.76031864775687,61.76031864775687,formal,20,0.2,1.0,1.0,
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,0.9647017214835085,1.9647017214835085,formal,20,0.2,1.03,0.5,
60,20,last_3y,2023-05-04,2026-04-30,726,0.5966899408946666,0.1941267310726942,0.45636253744479527,0.19262554046519376,2.0555154824680004,-0.11042852267079417,4.1326509348068345,2.0770334571631106,3.0770334571631106,formal,20,0.2,1.03,0.5,
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6814127248673785,0.2264966998006413,0.33632021295755554,0.18190633223826314,1.691134021900562,-0.1667834505756216,2.0165083034126576,3.240315398072471,4.240315398072471,formal,20,0.2,1.03,0.5,
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6825946478720907,0.24509656385207917,0.30252248067925946,0.1851277135810656,1.5251547846816644,-0.19160178344553136,1.578912655399477,13.009998378143933,14.009998378143933,formal,20,0.2,1.03,0.5,
60,20,full_common,2010-09-29,2026-04-30,3785,0.6988305507337653,0.24610133053130195,0.30709559705262257,0.20904280984729176,1.3917841487265656,-0.3539139576637862,0.86771259059627,63.94054623460774,64.94054623460774,formal,20,0.2,1.03,0.5,
60,20,last_1y,2025-05-06,2026-04-30,242,0.7035123966942148,0.19369834710743802,0.9189993692122038,0.19917062629168605,3.3452556385189447,-0.07169898931211016,12.817466159972525,0.8977149455126485,1.8977149455126485,formal,20,0.2,1.03,0.5,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.594175990568475,0.1974063642212818,0.48430970903144477,0.25440541349546425,1.6769239521091792,-0.14071825593853937,3.441697779732103,2.2569609577310894,3.2569609577310894,formal,20,0.2,1.03,0.5,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6923010488865395,0.23063390117739718,0.3635870188436001,0.2255232473306963,1.4875920471363628,-0.19111409154869263,1.902460545411767,3.689317688066499,4.689317688066499,formal,20,0.2,1.03,0.5,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7024255320789542,0.24987540495604102,0.3032880701468659,0.2089158726600591,1.373595731439835,-0.22739129207867426,1.3337716997620663,13.09246169944099,14.09246169944099,formal,20,0.2,1.03,0.5,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7195301045231757,0.25047877413650177,0.3061487724673504,0.2235297801197504,1.3104590287020774,-0.354020103852022,0.8647779296605103,63.21132338066499,64.211323380665,formal,20,0.2,1.03,0.5,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,0.9647017214835085,1.9647017214835085,formal,20,0.2,1.03,0.5,3.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6039209895777907,0.19412718367728335,0.456678707315326,0.19262612342066693,2.0566440498363305,-0.11042852267079417,4.1355140526217244,2.0790310612170657,3.0790310612170657,formal,20,0.2,1.03,0.5,3.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6904001144078314,0.22618705400802294,0.3423653620392466,0.1823809480316881,1.712094660481626,-0.16678345057562205,2.052753800557767,3.336762285222357,4.336762285222357,formal,20,0.2,1.03,0.5,3.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6896846587186537,0.24550089057611268,0.3034166238030447,0.1854863380731909,1.5262802591739932,-0.19190199920565387,1.5811019429656121,13.106351243694462,14.106351243694462,formal,20,0.2,1.03,0.5,3.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7055970628837842,0.24627391296770879,0.3058610402231461,0.20935752379322348,1.3854755544211599,-0.3538981244114897,0.8642629590981126,62.991241299539375,63.991241299539375,formal,20,0.2,1.03,0.5,3.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,0.9647017214835085,1.9647017214835085,formal,20,0.2,1.03,0.5,5.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6008217329733069,0.1941270331861047,0.45656189027876914,0.19262638583631642,2.0562224883828417,-0.11042852267079417,4.1344562005946255,2.078292894861276,3.078292894861276,formal,20,0.2,1.03,0.5,5.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6851314695360503,0.22649688106868765,0.3359393909532351,0.18190194409756882,1.689594268173935,-0.16678345057562094,2.0142249713254223,3.234297506601372,4.234297506601372,formal,20,0.2,1.03,0.5,5.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6847567899845672,0.24509665418747295,0.3022912930123971,0.1851256575311388,1.524206270451891,-0.19160178344553136,1.5777060504154055,12.985182151473758,13.985182151473758,formal,20,0.2,1.03,0.5,5.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7010101230056525,0.24610138847960736,0.30735039072032544,0.20904987580671827,1.3926819681499887,-0.35391395766378597,0.8684325217043422,64.13810181650746,65.13810181650746,formal,20,0.2,1.03,0.5,5.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879376761573204,0.19620500195838675,3.571552337153125,-0.062068609892664384,15.916864867213345,0.9647017214835085,1.9647017214835085,formal,20,0.2,1.03,0.5,10.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.5966899408946666,0.1941267310726942,0.45636253744479527,0.19262554046519376,2.0555154824680004,-0.11042852267079417,4.1326509348068345,2.0770334571631106,3.0770334571631106,formal,20,0.2,1.03,0.5,10.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6814127248673785,0.2264966998006413,0.33632021295755554,0.18190633223826314,1.691134021900562,-0.1667834505756216,2.0165083034126576,3.240315398072471,4.240315398072471,formal,20,0.2,1.03,0.5,10.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6825946478720907,0.24509656385207917,0.30252248067925946,0.1851277135810656,1.5251547846816644,-0.19160178344553136,1.578912655399477,13.009998378143933,14.009998378143933,formal,20,0.2,1.03,0.5,10.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6988305507337653,0.24610133053130195,0.30709559705262257,0.20904280984729176,1.3917841487265656,-0.3539139576637862,0.86771259059627,63.94054623460774,64.94054623460774,formal,20,0.2,1.03,0.5,10.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.7252066115702479,0.19989669421487602,0.9791480770770198,0.20130860306090556,3.464167777669605,-0.07060636075927462,13.867703512086226,0.9561631817375429,1.9561631817375429,formal,20,0.2,1.03,1.0,
60,20,last_3y,2023-05-04,2026-04-30,726,0.617063794344191,0.20481475589909273,0.5434397258847394,0.26690662700848056,1.756793402124301,-0.14148238165315952,3.8410416868509336,2.660444363494716,3.660444363494716,formal,20,0.2,1.03,1.0,
60,20,last_5y,2021-05-06,2026-04-30,1210,0.7130068716478369,0.23662852296094325,0.3937419377405804,0.23488975423958297,1.5304001877371838,-0.19155302921718143,2.0555244641637,4.229313208233176,5.229313208233176,formal,20,0.2,1.03,1.0,
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7281071740135773,0.25714773411722164,0.32103048917849253,0.21481594835814272,1.4045301365386536,-0.22897366101897698,1.4020411245111988,15.130161877672169,16.13016187767217,formal,20,0.2,1.03,1.0,
60,20,full_common,2010-09-29,2026-04-30,3785,0.7425954424651119,0.25724986772280367,0.31062644769828807,0.22849673699150258,1.3017883967704014,-0.36099391866953157,0.8604755693478817,66.72883333521023,67.72883333521023,formal,20,0.2,1.03,1.0,
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9922653616336055,0.19610378413237164,3.5843152854237976,-0.062068609892664495,15.986589088261104,0.9689055567746747,1.9689055567746747,formal,20,0.2,1.06,0.5,
60,20,last_3y,2023-05-04,2026-04-30,726,0.5966899408946666,0.19412673107269424,0.4593446606406528,0.19262368255704904,2.06621629070177,-0.11042852267079417,4.159655943329386,2.0959092468310296,3.0959092468310296,formal,20,0.2,1.06,0.5,
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6814127248673785,0.2215380221146909,0.33276786303815475,0.18196655183358743,1.675915993041904,-0.16678345057562227,1.9952091283018065,3.1844445297974078,4.184444529797408,formal,20,0.2,1.06,0.5,
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6822679495017911,0.24029773270695076,0.30091015789460007,0.185077735572916,1.5187701140425092,-0.19160178344553191,1.5704976878784747,12.83775011317514,13.83775011317514,formal,20,0.2,1.06,0.5,
60,20,full_common,2010-09-29,2026-04-30,3785,0.6978036594883577,0.24047528449646263,0.3035313878278265,0.20908323870768233,1.3784381515359068,-0.3549720124954071,0.8550854071396793,61.23514376690871,62.23514376690871,formal,20,0.2,1.06,0.5,
60,20,last_1y,2025-05-06,2026-04-30,242,0.7035123966942148,0.19369834710743802,0.9231769778961891,0.19907244269104724,3.3576622122252755,-0.07169898931211016,12.875732095435017,0.9017754504601847,1.9017754504601847,formal,20,0.2,1.06,0.5,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.594175990568475,0.1974063642212818,0.4873490583001403,0.2544029887048667,1.6850271443291114,-0.14071825593853937,3.4632966067529765,2.2769404967418296,3.2769404967418296,formal,20,0.2,1.06,0.5,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6923010488865395,0.22567522349144678,0.3599621853721633,0.2255731742728052,1.4754381030269481,-0.1911140915486923,1.8834936893204008,3.6275307155764267,4.627530715576427,formal,20,0.2,1.06,0.5,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7020848593980561,0.2450766137920591,0.3016795008385742,0.20887174162297892,1.3678810863236306,-0.2273912920786748,1.3266976852138934,12.919701673193462,13.919701673193462,formal,20,0.2,1.06,0.5,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7188100301736324,0.24480364002245986,0.3036490048421059,0.22358830877110758,1.3015732930493542,-0.35505750131953173,0.8552107861786559,61.32271163707302,62.32271163707302,formal,20,0.2,1.06,0.5,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9922653616336055,0.19610378413237164,3.5843152854237976,-0.062068609892664495,15.986589088261104,0.9689055567746747,1.9689055567746747,formal,20,0.2,1.06,0.5,3.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6039209895777907,0.19412718367728332,0.45966147791694945,0.1926242559363111,2.067344939347562,-0.11042852267079417,4.162524923812274,2.097919105010419,3.097919105010419,formal,20,0.2,1.06,0.5,3.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6904001144078314,0.22122837632207248,0.3387969422552706,0.18244128834948622,1.6969081794407643,-0.16678345057562094,2.0313582737734364,3.2796206220130646,4.279620622013065,formal,20,0.2,1.06,0.5,3.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6893579601817591,0.2407020593877774,0.30180319421459667,0.18543647772437527,1.5199072751415315,-0.1919019992056542,1.5726943724602132,12.932918353190514,13.932918353190514,formal,20,0.2,1.06,0.5,3.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.704888559511062,0.24100242690308954,0.30323493363163734,0.20940706305763435,1.375546486404455,-0.35495620517224025,0.8542883015229851,61.01493915939967,62.01493915939967,formal,20,0.2,1.06,0.5,3.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9922653616336055,0.19610378413237164,3.5843152854237976,-0.062068609892664495,15.986589088261104,0.9689055567746747,1.9689055567746747,formal,20,0.2,1.06,0.5,5.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6008217329733071,0.19412703318610472,0.4595444216797915,0.19262452189039456,2.066923321260514,-0.11042852267079417,4.161464905672695,2.0971764104383896,3.0971764104383896,formal,20,0.2,1.06,0.5,5.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6851314695360503,0.22153820338273725,0.33238805337578814,0.1819621478584739,1.6743765276019924,-0.16678345057562238,1.9929318660131563,3.1785059307350254,4.178505930735025,formal,20,0.2,1.06,0.5,5.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6844300916142676,0.24029782304234454,0.3006792564025633,0.18507567398721056,1.517821318145631,-0.19160178344553191,1.5692925764860621,12.813238993748548,13.813238993748548,formal,20,0.2,1.06,0.5,5.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6999832317602449,0.24047534244476804,0.303785486720072,0.2090903138893215,1.3793361875352579,-0.3549720124954069,0.8558012351016062,61.42446924620244,62.42446924620244,formal,20,0.2,1.06,0.5,5.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9922653616336055,0.19610378413237164,3.5843152854237976,-0.062068609892664495,15.986589088261104,0.9689055567746747,1.9689055567746747,formal,20,0.2,1.06,0.5,10.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.5966899408946666,0.19412673107269424,0.4593446606406528,0.19262368255704904,2.06621629070177,-0.11042852267079417,4.159655943329386,2.0959092468310296,3.0959092468310296,formal,20,0.2,1.06,0.5,10.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6814127248673785,0.2215380221146909,0.33276786303815475,0.18196655183358743,1.675915993041904,-0.16678345057562227,1.9952091283018065,3.1844445297974078,4.184444529797408,formal,20,0.2,1.06,0.5,10.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6822679495017911,0.24029773270695076,0.30091015789460007,0.185077735572916,1.5187701140425092,-0.19160178344553191,1.5704976878784747,12.83775011317514,13.83775011317514,formal,20,0.2,1.06,0.5,10.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6978036594883577,0.24047528449646263,0.3035313878278265,0.20908323870768233,1.3784381515359068,-0.3549720124954071,0.8550854071396793,61.23514376690871,62.23514376690871,formal,20,0.2,1.06,0.5,10.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.7252066115702479,0.19989669421487602,0.9834566278385986,0.2012101010545747,3.476506050712828,-0.07060636075927462,13.928725645435774,0.9603487472759362,1.9603487472759362,formal,20,0.2,1.06,1.0,
60,20,last_3y,2023-05-04,2026-04-30,726,0.617063794344191,0.20481475589909273,0.5466001528317583,0.2669029781992867,1.764525876101213,-0.14148238165315952,3.8633796409487564,2.682899035781626,3.682899035781626,formal,20,0.2,1.06,1.0,
60,20,last_5y,2021-05-06,2026-04-30,1210,0.7130068716478369,0.23166984527499285,0.39003694322490223,0.2349388078210685,1.518727342086757,-0.19155302921718154,2.0361825903712596,4.16041119458603,5.16041119458603,formal,20,0.2,1.06,1.0,
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7277624300808132,0.25235394333301175,0.31938941285216793,0.21477814362800515,1.3989053021425981,-0.22897366101897698,1.3948740280031484,14.931142186239647,15.931142186239647,formal,20,0.2,1.06,1.0,
60,20,full_common,2010-09-29,2026-04-30,3785,0.741850251439132,0.2515744943505979,0.3082435454694883,0.2285203777524549,1.2936797072733552,-0.36204813602419383,0.8513882956405828,64.83506413731253,65.83506413731253,formal,20,0.2,1.06,1.0,
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.19834710743801653,0.9713902096898215,0.19544244058905041,3.5422305247178736,-0.062068609892664495,15.650265268863771,0.948626365068199,1.948626365068199,formal,20,0.2,1.1,0.5,
60,20,last_3y,2023-05-04,2026-04-30,726,0.6127023375888814,0.19515978892393387,0.444451360247494,0.19513443213050108,1.9892376720520841,-0.11939125635642012,3.7226458101811755,2.002403835619703,3.002403835619703,formal,20,0.2,1.1,0.5,
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6910201628839073,0.2221578568254347,0.32592703055977745,0.18353737723238656,1.6349408976471336,-0.1745683979030611,1.8670448630729068,3.0785108188441246,4.078510818844125,formal,20,0.2,1.1,0.5,
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6884757011880465,0.24056130411235835,0.2966979073619991,0.18553246044356336,1.4979367821905565,-0.19160178344553103,1.5485132863929996,12.396701740907725,13.396701740907725,formal,20,0.2,1.1,0.5,
60,20,full_common,2010-09-29,2026-04-30,3785,0.7031702610233378,0.2396840427155179,0.30876603827554994,0.20793885661466388,1.4040499876555925,-0.35548038980796093,0.8685881053589279,65.24601403698263,66.24601403698263,formal,20,0.2,1.1,0.5,
60,20,last_1y,2025-05-06,2026-04-30,242,0.7035123966942148,0.20299586776859505,0.9030257408162801,0.198413416639195,3.315412925931889,-0.07169898931211016,12.594678802030986,0.8821876805898372,1.8821876805898372,formal,20,0.2,1.1,0.5,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6101883872626898,0.19637330637004213,0.4729098690014222,0.25621687711646296,1.6365915085782488,-0.148096995251502,3.193244185665718,2.1827451246731715,3.1827451246731715,formal,20,0.2,1.1,0.5,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.7019084869030685,0.22505538878070297,0.35338973212425984,0.2267792962528192,1.4473070618854718,-0.19746700733363654,1.7896140570317107,3.5171606357949052,4.517160635794905,formal,20,0.2,1.1,0.5,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7082919416233981,0.24415083260877588,0.2978261738771275,0.2092156841972613,1.3517345291144058,-0.22739129207867437,1.3097518869547722,12.513580109584177,13.513580109584177,formal,20,0.2,1.1,0.5,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7242441943109768,0.24323943103874526,0.30464958201071757,0.22330018576575872,1.3062976150241221,-0.3554432129707127,0.8570977610305915,62.072335113099946,63.072335113099946,formal,20,0.2,1.1,0.5,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.19834710743801653,0.9713902096898215,0.19544244058905041,3.5422305247178736,-0.062068609892664495,15.650265268863771,0.948626365068199,1.948626365068199,formal,20,0.2,1.1,0.5,3.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6199333862720054,0.195160241528523,0.44476494425409396,0.1951350433395328,1.9903516390127582,-0.11939125635642012,3.7252723342346945,2.0043529902704713,3.0043529902704713,formal,20,0.2,1.1,0.5,3.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.7000075524243603,0.22184821103281627,0.3319251637118894,0.1840085650739802,1.655891529902273,-0.1745683979030619,1.9014046511225244,3.1712774259845906,4.171277425984591,formal,20,0.2,1.1,0.5,3.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.69556668931639,0.24039373389618335,0.2977530522743803,0.18586309675125448,1.4999973898178143,-0.19190199920565254,1.5515891106235535,12.505977647854131,13.505977647854131,formal,20,0.2,1.1,0.5,3.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.710074290495684,0.23943559758525562,0.304061579260406,0.20911438824830306,1.3800992067990556,-0.3554638496199597,0.8553938173614283,61.6307927947168,62.6307927947168,formal,20,0.2,1.1,0.5,3.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.19834710743801653,0.9713902096898215,0.19544244058905041,3.5422305247178736,-0.062068609892664495,15.650265268863771,0.948626365068199,1.948626365068199,formal,20,0.2,1.1,0.5,5.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6168341296675217,0.19516009103734436,0.444649082631033,0.19513528918921144,1.9899357558003585,-0.11939125635642012,3.7243018978175155,2.0036327272220555,3.0036327272220555,formal,20,0.2,1.1,0.5,5.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6947389075525792,0.222158038093481,0.32554917038489983,0.18353297954340572,1.6334135690468268,-0.17456839790306133,1.8648803236750724,3.0727225618001626,4.072722561800163,formal,20,0.2,1.1,0.5,5.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.690637843300523,0.24056139444775218,0.2964677535118543,0.18553039137160868,1.496990140648092,-0.19160178344553103,1.5473120770618234,12.372971860427926,13.372971860427926,formal,20,0.2,1.1,0.5,5.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7051392469173481,0.23964602306293173,0.3043545326350714,0.20880036212735772,1.382934407687822,-0.35548038980796137,0.8561781222291633,61.85041413800539,62.85041413800539,formal,20,0.2,1.1,0.5,5.0
